##name	Glossary of the European Information Society
##sourceLang	English
##targetLang	English
##bgl_defaultCharset	cp1252
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_lastUpdated	2004/08/08, 09:47
##bgl_middleUpdated	2004/08/08, 09:47
##author	European Information Society
##copyright	� <a href="http://europa.eu.int/">European Communities</a>, 1995-2004
##description	This glossary contains words, abbreviations and acronyms providing easy and effective access to information regarding policies and activities of the EU
##browsingEnabled	
##bgl_creationTime	2004/07/28, 11:18
##purchaseAddress	
##email	linguistic-support@babylon.com
8EAF66FD.bmp	File: 8EAF66FD.bmp
COST	<A href="http://www.netmaniacs.com/cost/" target="_blank">European Cooperation in the Field of Scientific and Technical Research</A>.Founded in 1971 COST, is an intergovernmental framework for European Co-operation in the<BR>field of Scientific and Technical Research, allowing the co-ordination of nationally funded research on a European level. COST Actions cover basic and pre-competitive research as well as activities of public utility.
CRTC	<A href="http://www.crtc.gc.ca/" target="_blank">Canadian Radio-Television and Telecoms Commission</A>
CYTED	Ciencia y Tecnologia para El Desarrollo
Cable	A reception system available in areas that are cabled. Opposite to the satellite, thereception of a cable broadcast does not need an aerial on the roof or balcony.
Carte à puce (Smart Card)|Carte à puce|Smart Card	It is a card that is able to store digital information. It was created in 1974 and usedfor many purposes since (e.g. credit cards, telephone cards).
Client	A client is usually a PC that communicates over a network both with its peers, otherclients, and with a large computer, called a server, which typically stores data that many workers need to use. The client has just one user, the server many.
Coaxial Cable	Better known as coax, this is the old fat wire used by cable TV companies and some data networks. It has more capacity than standard copper phone wire, but quite a bit less than fiber-optic lines.
Community Antenna Television, Cable Television (CATV)|CATV|Cable Television|Community Antenna Television	A public network for the delivery of television programmes to the home by cable. Existing systems use coaxial cable and are limited in Europe to approximately 30 channels of television. Future Broadband systems will carry up to 500 channels.
Compact Disc Interactive (CD-I)|CD-I|Compact Disc Interactive	The interactive multimedia platform developed by Philips, based on a Motorola 68000 processor and compact disc drive, with universal technical specifications. CD-I supports three levels of audio in stereo and mono, four graphics formats at various levels, four images planes, in/out devices including a remote control unit and keyboard, and output to ordinary TV sets, under its own dedicated operating system (CD-RTOS).
Compact Disc Read Only Memory (CD-ROM)|CD-ROM|Compact Disc Read Only Memory	The CD format principally devoted to text and data (and occasionally, audio andgraphics).
Compression	The technique of reducing the amount of data in a signal in order to reduce the amount of required transmission capacity, the signal being reconstructed in its original form at the receiving end. A device to do this is a "codec" (coder-decoder).
Cyberspace	Word invented by the writer William Gibson in his play "le Neuromacien". It describes the virtual space in which the electronic data of worldwide PCs circulate.
DA	Dansk (Danish)
DE	Deutsch (German)
DECT	Digital European Cordless Telecommunications (European standard fordigital cordless telecommunications)
DELTA	DELTA* <font color=#B0B0B0> (* EU Programmes)</font><br>\nDeveloping European Learning through Technical Advance - Flexible and distance learning (1990-1994). Specific programme of research and technological development (EEC) in the field of <A href="http://www.cordis.lu/telematics/home.html" target="_blank"> telematic system</A>s in areas of general interest -
DG	Directorate General of the European Commission (overview of the different <A href="http://europa.eu.int/comm/dgs_en.htm" target="_blank">Directorates General</A>)
DRIVE	DRIVE* <font color=#B0B0B0>(* EU Programmes)</font><br>\nDedicated Road Infrastructure for Vehicle safety in Europe
DVB	Digital Video Broadcasting
Data Discman	A portable device created by Sony that allows book reading. The books are under the shape of small laser discs (8 cm diameter).
Didactive Software	Educative Software
Diffusion	Making information available to a wider audience about the work and outcome of a project with the aim of increasing the speed of uptake of its results.
Digital Compression	A way of reducing the number of bits (ones and zeros) in a digital signal by using mathematical algorithms to eliminate redundant information thereby reducing the space it occupies when being transmitted or recorded.
Digital European Cordless Telecommunications (DECT)|DECT|Digital European Cordless Telecommunications	DECT is the time division multiple access (TDMA)-based digital standard chosen by the European Telecommunications Standards Institute (ETSI) for future advanced wireless phones, wireless PBX, and radio-based public access telecom services.
Digital Transmission	In a digital telecommunication service, the original source is transformed into and transmitted as a series of digits in binary code (i.e. 0s or 1s). Voice, text, image or data are all equally capable of being coded as a digital signal, so that a single network can handle all four forms of transmission (multimedia). The string of binary digits can be abbreviated and then re-expanded on arrival, thus economising transmission capacity. Different strings of binary digits can be interleaved and transmitted together, thus permitting several separate conversations on a single line (multiplexing). The string of digits can be encrypted prior to transmission, to ensure a high level of information security and privacy. Through digitalization, even a severely degraded transmission can be reconstructed to reproduce perfectly the original source.
Digital Video Interactive (DVI)|DVI|Digital Video Interactive	DVI is a mode of image compression conceived by Intel for use by PC micro-computers. Microsoft adopted it for their software Video for Windows, Apple for QuickTime, etc.
Direct Broadcasting by Satellite (DBS)|DBS|Direct Broadcasting by Satellite	The use of satellite to transmit high-power TV signals in the BSS band for reception via small antennae direct to home (DTH). Such services can also be carried on cable.
Diskette	Storing device used to save information from computers and other instruments such as digital picture cameras.
Domotique	Control over the house appliances via a PC.
EBU	The <A href="http://www.ebu.ch/" target="_blank">European Broadcasting Union</A> the largest professional association of national broadcasters in the world. Headquartered in Geneva, and working on behalf of its members in the European area, the EBU negotiates broadcasting rights for major sports events, operates the Eurovision and Euroradio networks, organizes programme exchanges, stimulates and coordinates co- productions, and provides a full range of other operational, commercial, technical, legal and strategic services. At its office in Brussels, the EBU represents the interests of public service broadcasters before the European institutions.
EC	European Commission (<A href="http://europa.eu.int/comm/index_en.htm" target="_blank">webserver</A>)
ECIP	European Community Investment Partnership
ECS	European Communications Satellites
ECU	European Currency Unit
EEA	European Economic Area. The Member States are the 15 European Union Member States(Austria, Greece, Belgium, Portugal, Denmark, Ireland, Spain, Finland, Italy, Sweden, France, United Kingdom (including Gibraltar), Germany, Luxembourg, The Netherlands) and   Iceland, Norway and Liechtenstein.
EFTA	The European Free Trade Association was established in 1960 by the Stockholm Convention to eliminate tariffs and other restrictions on trade between EFTA members. The organisation is nowadays composed of just four Member States: Iceland, Liechtenstein, Norway and Switzerland.
EIB	European Investment Bank (<A href="http://eib.eu.int/" target="_blank">http://eib.eu.int/</A>)
EIB	<A href="http://eib.eu.int/" target="_blank">European Investment Bank</A>
EISBPG	European Information Society Best Practices Gallery
EITO	European Information Technology Observatory
EL	Ellinika (Greek)
EN	English
ERMES	European Radio Messaging System
ES	Español (Spanish)
ESA	European Space Agency
ESIS	European Survey of  Information Society
ESPRIT	ESPRIT* <font color=#B0B0B0>(* EU Programmes)</font><br>\nEuropean Strategic Programme for R&amp;D in <A href="http://www.cordis.lu/esprit/home.html" target="_blank"> Information Technology</A>
ETSI	<A href="http://www.etsi.org/" target="_blank">European Telecommunications Standards Institute</A>
EU	European Union
EUR-OP	EUR-OP is the official publisher of the institutions of the European Union: the European Parliament, the Council of Ministers, the European Commission, the Court of Justice, the Court of Auditors, the Economic and Social Committee (ECSC), the Committee of the Regions, the European Centre for the Development of Vocational Training (CEDEFOP), the European Foundation for the Improvement of Living and Working Conditions, the European Investment Bank (EIB) and other bodies of the Union.  Based in Luxembourg, EUR-OP publishes in more languages than any other publishing house in the world. When first established in 1969, the number of working languages was four. By 1986 this had increased to nine: Spanish, Danish, German, English, Greek, Italian, Dutch and Portuguese. With the accession of three new countries, on 1 January 1995, the number of working languages grew to 11 to include Finnish and Swedish.
EUREKA	Launched in 1985, <A href="http://www3.eureka.be/Home/" target="_blank"> EUREKA</A> has already changed the face of pan-European cooperative research and development. It is a framework through which industry and research institutes from 26 European countries and the European Union develop and exploit the technologies crucial to global competitiveness and a better quality of life.
EUTELSAT	European Telecommunication Satellite Organisation
EVUA	European Virtual User Association
Electronic data interchange (EDI)|EDI|Electronic data interchange	A way unaffiliated companies can use networks to link their businesses. While electronic mail between companies is common, electronic data interchange passes bigger bundles that replace large paper documents such as bills and contracts. Besides saving paper, computers could save time by taking over transactions like regular purchase orders that now require human intervention.
Electronic-mail (E-mail)|E-mail|Electronic-mail	The most common use of networks. It is a service which allow computer users to send electronic messages to other computer users. The use of sophisticated software ensures that the sent message will find its way along different networks until it reaches the address.
Enhanced Television	Designates a TV system which retains the scanning standards of the existing 625-line 50-field or 525-line 60-field systems, whilst providing various improvements in the quality of the picture and additional features, such as the wide screen 16:9 aspect ratio, resulting from new signal processing, with or without modification of the transmission standards.
Ethernet	The most common sort of network used in corporations. Its top speed is 10 million bits/second. Because it works like a party line, if too many people try to send messages at once, the network slows dramatically.
FAQ	Frequently Asked Questions
FCC	Federal Communication Commission (US)
FI	Suomeksi (Finish)
FLAG	Fiber-optic Link Around the Globe
FP	Framework Programme
FR	Français (French)
Fiber	Fiber-optic cable, made of glass fibers instead of copper strands. Data, expressed aspulses of light rather than electrons, is transmitted by lasers or other devices. Optical fiber can carry billions of bits a second, many times more than coaxial or copper wire, and is less sensitive to electrical interference.
Fiber to the Curb (FTTC), Fibre to the Home (FTTH)|FTTC|FTTH|Fiber to the Curb|Fibre to the Home	Future optical fibre networks may extend the optical fibre to the individual home (FTTH), or the fibre may terminate at a "blackbox" located in the street, where the optical signal is converted to an electrical signal and carried the remaining distance to each home on the pre-existing copper wiring (FTTC).
Fire Wall	One way to keep hackers out. Some networking devices can limit access to sensitive parts of a network. For example, a company might authorize access to its salary records only to a computer in a particular location that gives a secret password.
Flaming	Bombardment with messages by users of the Internet of any other user or advertiser who breaks the "etiquette" of the network. Can run to billions of bites of useless data, intended to clog up the offender's computer.
Full motion	Video images that run in "real time". Full motion is defined as 30 frames per second, double the current rate possible on most multi-media applications, such as video conferencing.
G7	Group of the 7 most developed industrial countries: Canada, France, Germany, Italy,Japan, United Kingdom, United States
G8	Group of 8 (leading industrialised nations): Canada, France, Germany, Italy, Japan,Russia, United Kingdom, United States
GATS	General Agreement on Trade in Services
GATT	General Agreement on Tariffs and Trade
GBD	Global Business Dialogue
GBDe	Global Business Dialogue on Electronic Commerce
GII	Global Information Infrastructure
GIP	Global Inventory Project
GPS	Global Position System (US)
GSM	Global System for Mobile communications (the digital pan-European mobile telephone system)
Gateway	One of the most common usages for the term is an on-line service company that givescustomers access to a server or a network as Internet. Inside a company, the term usually refers to special hardware that connects two different types of<BR>systems, such as a main-frame to a local-area network.
Generic Service	A service, such as electronic mail, that can be used for a multitude of purposes and adapted to the needs of a particular application.
Gigabit Network	A gigabit network means one that operates at a billion bits a second-100 times Ethernet's speed.
Global System for Mobile Communications (GSM)|GSM|Global System for Mobile Communications	GSM is a pan-European standard for digital mobile telephony which provides a much higher capacity than traditional analogue telephones as well as diversified services (voice, data) and a greater transmission security through information<BR>encoding for users across Europe.
HD-Mac	Europe's HDTV broadcast transmission standard supporting 1250-line resolution pictures,50 Hz, in the 16:9 aspect ratio with digital stereo sound.
Hard Disc	High capacity (up to 4 giga-octets= million characters) storing device for computers.
High Definition Television (HDTV)|HDTV|High Definition Television	System designed to allow viewing at about three times the picture height, such that the system is virtually, or nearly, transparent to the quality of portrayal that would have been perceived in the original scene or performance by a discerning viewer with normal visual acuity. Such factors include improved perception of depth.
ICANN	Internet Corporation for Assigned Names and Numbers
ICC	International Chambers of Commerce
ICT	Information and Communication Technology
IDA	IDA* <font color=#B0B0B0>(* EU Programmes)</font><br>\n<A href="http://www.ispo.cec.be/ida/" target="_blank">Interchange of Data between Administrations</A>
IDEIS	International  Dialogue and Information Exchange for the Development of a Global Information Society
ILPF	Internet Law and Policy Forum
INFOSEC	Information Security
INRIA	Institut National de Recherche en Informatique et Automatique (France)
INTELSAT	International Satellite Organisation
IPR	Intellectual Property Rights
IS	Information Society
ISDN (Integrated Services Digital Network), N-ISDN, B-ISDN|B-ISDN|ISDN|Integrated Services Digital Network|N-ISDN	A single network capable of carrying several different types of service, based on voice, data, still or moving image - by means of digital transmission techniques. The ISDN currently being deployed in Europe carries a communication of up to 2 Megabits/second (Narrowband ISDN). Future networks will carry higher speed communications (Broadband ISDN).
ISIS	ISIS* <font color=#B0B0B0>(* EU Programmes)</font><br>\n<A href="http://www.ispo.cec.be/isis/" target="_blank">Information Society Initiative in Standardization</A>
ISO	<A href="http://www.iso.ch" target="_blank">International Standard Organisation</A>
IST	IST* <font color=#B0B0B0>(* EU Programmes)</font><br>\n<A href="http://www.cordis.lu/ist/home.html">Information Society Technologies programme</A>, a major theme of research and technological development within the European Union's RTD Framework Programme.
IT	Italiano (Italian)
ITU	<A href="http://www.itu.int/" target="_blank">International Telecommunications Union</A>, headquartered in Geneva, Switzerland is an international organization within which governments and the private sector coordinate<BR>global telecom networks and services.
InfoDev	Information for Development (World Bank)
Information Superhighway	Something that can't be seen or touched, though it can be talked about ad nauseam. Networking devices and computers, allowing them to operate at a higher speed and carry heavy traffic such as video files.
Int'l	International
Integrated Broadband Communications (IBC)|IBC|Integrated Broadband Communications	The global term for the future overall communications environment, embracing Broadband-ISDN, Narrowband-ISDN, mobile telephony and existing conventional telephone services together with data communications and cable TV.
Inter-activity	Interactivity in a service implies a close control by the user of the service by means of ongoing system of two-way communication between the user and the service provider.
Inter-connectivity	Devices (computers, lines, application programmes, etc) are inter-connected when they can communicate which each other, that is send and receive data. They use the same communication protocols, for example OSI (Open Systems Inter-Connection).
Inter-operability	Devices, in particular application programmes, are inter-operable when, in addition to communicating with each others, they can also execute together a common task. They co-operate. This requires additional standards, such as API (Application Programme Interfaces) .
Interface	That which facilitates the communication between the computer and its user. It may be a graphic interface or a textual interface. An interface can also be that which facilitates communication between two appliances (e.g. the PERITEL jack links a TV to a videotape recorder or a videodisc player).
Internet	The world's largest computer communication system, with an estimated 100-million users. Originated in the United States, though now operating world-wide, the Internet is a loose confederation of principally academic and research computer networks. It is not a network but rather the interconnection of thousands of separate networks using a common language. Developed by the Pentagon, the Internet first linked government agencies and colleges. Now the Net also connects thousands of companies and millions of individuals worldwide who subscribe to on-line services.
JET	<A href="http://www.jet.efda.org" target="_blank">Joint European Torus</A>. The JET Joint Undertaking was established in June 1978 to construct and operate the Joint EuropeanTorus, of its time the largest single project within the European nuclear fusion programme. It was coordinated by Euratom (the European Atomic Energy Community), and the JET project went on to become the flagship of the Community Fusion Programme and the first fusion facility in the world to achieve significant production of controlled fusion power in 1991. In 1997 JET achieved more than 16 MW fusion power in Deuterium-Tritium plasmas. JET has furthered fusion science well beyond the goals of the original Design Team and is now evolving into a physics and technology basis for preparing ITER, the International Thermonuclear Experimental Reactor. Under EFDA, the European Fusion Development Agreement, a new JET Implementing Agreement has been set up to use the JET Facilities until at least the end of 2002, replacing the Joint Undertaking which came to an end on December 31st 1999.
JPEG, MPEG	Compression standards for still (JPEG) and moving pictures (MEPG) expert groups.
JSAT	Japan Satellite System
Laserdisc	Also known as CDV (Compact Disc Video) or Video Disc. Originally launched by Philips.It was renamed Laserdisc by Pioneer, Philips, Matshusita and Sony in 1990. It stores analogous images and digital sound. The quality of the images is excellent. Laserdisc players can be connected to TVs and Hi-fi systems.
Latency	Time which elapses between ordering information and receiving it through an interactive system. PC users on a crowded Ethernet network get a demonstration of latency.
Letterbox	Format used to describe a TV image with black bands at the top bottom of the screen to fit a movie format into a 4:3 TV screen format.
Local Area Network (LAN)|LAN|Local Area Network	A network for communication between computers confined to a single building or in a closely located group of buildings, permitting users to exchange data, share a common printer or master a common computer, etc. Linked groups of LANs extended over a larger area are termed Wide Area Networks (WANs). WANS may connect users in different buildings or countries. Networks which extend over city-wide areas are called Metropolitan Area Networks (MANs).
Local loop	The section of the telephone transmission network between the local telephone exchange and the subscriber's premises, which currently consists of copper wiring. In the future, optical fibre or wireless will also be used.
Low Earth Orbit (LEO), LEOS (Low Earth Orbit Satellite)|LEO|LEOS|Low Earth Orbit|Low Earth Orbit Satellite	Proposed system of personal telecommunications based on communication via a number of satellites in low orbit. The best known of these proposal is called the "Iridium" project.
MEBF	Mercosur-EU Business Forum
MEDINVEST	MEDINVEST* <font color=#B0B0B0>(* EU Programmes)</font><br>\nInvestment Program for the Mediterranean Area
MERCOSUR	The Mercosur - Mercado Común del Sur /Southern Common Market - is the fourth largest trade bloc in the world in order of economic importance. It is made up of four countries: Argentina, Brazil,Paraguay and Uruguay. The Mercosur was established following the Treaty of Asuncion, signed on 26 March 1991. The definitive form adopted by the bloc arose on the basis of the Ouro Preto Protocols, agreed in December 1994. On 1 January  1995 a Customs Union was born between the four signatory countries.
MM	Multimedia: The concept of closely combining voice, text, data, as well as still and moving image. A multimedia database, for example, would contain textual information, images, video clips, tables of data, all equally easy to access. A multimedia telecommunications service (such as B-ISDN) would permit the user to send or receive any of these forms of information, interchangeability at will.
MMS	Multimedia Messaging Services - the natural evolution of Short Message Services, where multimedia content (images, sound or even moving video) are sent between phones
MS	<A href="http://ue.eu.int/en/summ.htm" target="_blank">Member States</A> of the European Union
MUSE (Multiple Sub-Nyquist Encoding)|MUSE|Multiple Sub-Nyquist Encoding	The signal compression methods developed in Japan for the satellite delivery of HDTV signals.
Metropolitan Area Network (MAN)|MAN|Metropolitan Area Network	Network which extends over city-wide area.
Minitel	It is the first global experience of telematics and started in France in 1984. It was the precursor of the electronic highway. France Telecom is currently working on a network "Télétel Vitesse Rapide" which allows to obtain information far more quickly.
MoU	Memorandum of Understanding
Mobile Telephone, CT2 (2nd Generation Cordless Telephone, &quot;Telepoint&quot;)	An economical system of cellular telephony. Unlike full cellular, the user may not move from cell to cell during the call. The service is commercialized as "Bi-Bop" in France, "Greenpoint" in the Netherlands, "Pointer" in Finland, etc.
Mobile Telephone, Cellular|Cellular|Mobile Telephone	A system of mobile telephony whereby a country is divided into thousands of small areas(cells), each of which is served by its own "base station" for low-powered radio transmissions. This allows a user in one cell to transmit on the same frequency as another user in another cell without interfering in each other's conversation. Cellular networks may employ analogue or digital transmission. Existing networks are largely analogue, while new networks use the European GSM digital standard.
Modem (MODulator-DEModulator)|MODulator-DEModulator|Modem	Device which transforms analogous signals transmitted by telephone lines into digital signals which can be transmitted by computer and vice versa.
Multimedia (MM)|MM|Multimedia	The concept of closely combining voice, text, data, as well as still and moving image. A multimedia database, for example, would contain textual information, images, video clips, tables of data, all equally easy to access. A multimedia telecommunications service (such as B-ISDN) would permit the user to send or receive any of these forms of information, interchangeability at will.
Multiplexed Analogue Components (MAC)|MAC|Multiplexed Analogue Components	TV transmission system, pioneered in the UK in the early 1980s, in which the colour signals are time division multiplexed, thus, interference between chrominance and luminance does not occur as in PAL. In the D2-MAC version, sound is carried as digital data sent in a duobinary form (hence the "D" letter) at 10.125 Mbits/s.
Multiplexing	In telecommunications terminology, this term means carrying multiple signals on a communications carrier channel. In recent cable programming terminology, it refers to "cloning" one cable channel, like MTV or HBO, into multiple,<BR>complementary channels to reach a broader audience. The device that makes this possible is called a "multiplexer" or "mux".
N-ISDN (Narrowband ISDN)|N-ISDN|Narrowband ISDN	A single network capable of carrying several different types of service, based on voice, data, still or moving image - by means of digital transmission techniques. The ISDN (Integrated Services Digital Network) currently being deployed in Europe carries a communication of up to 2 Megabits/second (Narrowband ISDN). Future networks will carry higher speed communications (Broadband ISDN).
NGO	Non-Governmental Organisation
NHK	Nippon Hoso Kyokai (Japanese Broadcasting Corporation)
NII	National Information Infrastructure (US)
NISC	Commission Network of Information Society Correspondents
NL	Nederlands (Dutch)
NTA	<A href="http://europa.eu.int/comm/trade/index_en.htm" target="_blank">New Transatlantic Agenda</A>
NTSC	The colour TV system established by the US National Television Standards Committee and used in North America, Japan and their dependents. NTSC produces interlaced 525-line 30-frame/second pictures.
NTT	Nippon Telegraph and Telephone
Natural Language	Possibility of interact with a PC using words of daily language.
Navigator's Guide	In interactive TV it is the system to choose among the proposed programme.
Network	Communication Networks correspond to a complete system of communications between user's terminals. Networks may be "point to point" (the transmission goes from a fixed origin to a fixed destination), "switched" (the transmission is switched so as to reach a single destination out of many) or "broadcast" (the transmission goes simultaneously to multiple destinations). Networks may be "public" (owned by an operator and open to any member of the public that subscribes) or "private" (owned or leased by an individual or company or group of companies exclusively for its own use).
Network Operating System	Software that allows a PC or a larger server machine to manage files and handle other central networking functions.
Network, Data	A network specialised in the transmission of data rather than voice. Among such networks are Circuit Switched Data Networks (CSDN), Packet Switched Data Networks (PSDN), Frame Relay Networks and Switched Multimegabit Data Service Networks (SMDS).
Network, Intelligent	An intelligent network includes sophisticated features superior to those of the ordinary telephone service, such as advanced software allowing the customisation of the services provided to individual customers. For example, it allows the called party to redirect calls intended to another terminal (e.g. from a home phone to an office phone). It allows calls to be billed wholly or in part to somebody else than the caller ("free phone" services). It also provides virtual private network services.
Node	Point of connection and conversion between fibre optic and coaxial cable.
OECD	<A href="http://www.oecd.org/" target="_blank">Organisation for Economic Co-operation and Development</A>
