##name	Odontonomy
##sourceLang	English
##targetLang	Turkish
##bgl_sourceCharset	cp1254
##bgl_targetCharset	cp1254
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1254
##bgl_targetEncoding	cp1254
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2001/03/17, 23:49
##author	Dt.TIPYARDIM B.
##email	dt_baris@yahoo.com
##description	Dental Terminology
##browsingEnabled	
##bgl_creationTime	2001/02/03, 23:33
8EAF66FD.bmp	File: 8EAF66FD.bmp
adenoidectomy|adenoidektomi	adenoidlerin cerrahi eksizyonu (çıkarılması).<BR>
adenoitis	adenoidlerin iltihabı.<BR>
adenolymphoma|adenolenfoma	Warthin tümörü; tükürük bezlerinde oluşan selim bir epitelyal tümör<BR>
adenomatome|adenomatom	adenoidlerin eksizyonu için kullanılan bir cerrahi alet<BR>
adenopathy|adenopati	lenf bezlerinin büyümesi<BR>
adhesion|adezyon	<B>1.</B> iki yüzeyin birbirine yapışması, tutunması. <BR><B>2.</B> <I>cerrahide: </I>iki ayrı parçanın yeni bir doku bandı ile anormal birleşmesi. <BR><B>3.</B> Bu birleşmeyi sağlayan doku.<BR><B>4.</B> <I>Dişhek.</I> de süksiyon tekniği kullanmadan üst total protezin damağa tutunmasını sağlayan kuvvet.<BR>
adhesive|adesif	sıkıca yapışan, adezyonla karakterize.<BR>
adipose|adipoz	yağ, yağlı<BR>
adnasal|adnazal	buruna ilişkin, burnun yanında.<BR>
adnex|adneks	bağlantı; eki yağ bezleri<BR>
adolescent|adolesan	Ergen.
adoral	ağızın yanında, ağız yönünde.<BR>
adrenodontia|adrenodonti	Büyük sivri kaninler ve oklüzal yüzü kahverengi renkleşme gösteren dişlerle karakterize, adrenal bezlerinin aşırı çalışmalarının morfolojik belirtileri.<BR>
adsorbtion|adsorbsiyon	bağlanma, tutunma<BR>
aerobe|aerob	yaşamak ve gelişmek için serbest okjisene ihtiyacı olan mikroorganizma.<BR>
aerodontalgia|aerodontalji	yüksek irtifa uçuşu nedeniyle oluşan diş ağrısı.<BR>
aerodontia|aerodonti	yüksek irtifada dişsel değişiklikleri inceleyen dişhek dalı.<BR>
affection|afeksiyon	patolojik veya hastalıklı durum.<BR>
afferent	merkeze doğru taşıyan, efferentin tersi.<BR>
affinity|afinite	maddelerin birbirleri ile bağlantı kurma eğilimi, çekilim<BR>
aflotition|aflotisyon	yutamamak veya çok zor yutabilmek.<BR>
agenesis|agenez	hiç gelişememe; olmama<BR>
agmatology|agmotoloji	kırıklar bilimi.<BR><BR>
agnathia|agnati	çenenin olmaması<BR>
agranular|agranüler	granülsüz.<BR>
agueous|akuöz	sulu.<BR>
aguilibrium|ekilibriyum	birbirine zıt yöndeki kuvvetlerin tam eşitlenmesi; tam denge hali.<BR>
aktinomikoz apse	Yüze doğru ilerlemiş sol üst 1.Molar dişten menşey alan subakut aktinomikoz apse : Bazen başlangıçta akut ve ciddi bir enfeksiyon gibi görülsede, Aktinomiköz devamlı oluşu ve komşu deriyi etkilemesi ile karakterizedir.<BR>
alectrocision|elektrozisyon	dokuları elektrokoter veya elektrotom ile kesme.<BR>
algophbia|algofobi	ağrıdan aşırı korkma.<BR>
alkali	bazik karakterde<BR>
allotriodontia	<B>1.</B> Diş transplantasyonu.<BR><B>2.</B> Kist, tümör içi gibi anormal bir yerde bir dişin varlığı.<BR>
alveolabial	alvol kemiği ve dudaklara ilişkin.<BR>
alveoloctomy|alveoloktomi	alveol kemiğindeki deformitenin cerrahi olarak düzeltilmesi veya kemik çıkarılması.<BR>
alveolomaxillary|alveolomaksiller	kas, buksinator kası.<BR><BR>
alveolondental|alveolodental	alveolkemiği ve dişlere ilişkin.<BR>
alveolopalatal	alveol kemiği ve damağa ilişkin<BR>
alveolysis|alveoliz	alveol kemiğinin rezorpsiyonu<BR>
amalgam carrier|port amalgam	Hazırlanmış amalgamı el değmeden basınçla kavite içine yerleştirmeye yarayan şırınga benzeri el aleti.<BR>
ameloblast	mine organının içinde oluştuğu epiteldeki germ hücrelerinden birisi.<BR>
ameloblastic|ameloblastik oluşum	çevresinde kalsifikasyonun oluştuğu mine yapıcı hücreden bir sitoplasma projeksiyonu.<BR>
ameloblastoma|ameloblastom	adamantinoma.<BR>
ameloblastosarcoma|ameloblastosarkom	mezenkimal odontogen dokularda oluşabilen habis tümör.<BR>
amelocemental|amelosemental	sementoenamel mine ve semente ilişkin.<BR>
amelogenic|amelojenik	mine oluşumuna ait.<BR>
amnalgesia|amnaljezi	ilaçlar veya hipnoz ile ağrıyı ve ağrının hatırasını kaldırma metodu.<BR>
amorphous|amorf	şekilsiz.<BR>
amphiartrosis|amfiartroz	kemik yüzeyleri sinovyal membran veya fibröz kıkırdak disklerle birleşmiş az hareketli bir eklem türü. Örn: omurgalararası eklem.<BR>
amphidiarthrosis|amfidiatroz	hem ginglimoid, hemde artrodial eklem. Örn: temporomandibüler eklem<BR>
ampyric|ampirik	etki mekanizması bilinmeden, sadece belli bir sonucun elde edileceği deneysel olarak bilinerek.<BR>
amygdalaglossus	dilin tabanını kaldıran kas .<BR>
amyxorrhoea|amiksorea	müköz salgılamanın azalması.<BR>
anabolism|anabolizma	besinin özümlenme; asimilasyon ve canlı dokuya dönüşme işlemi.<BR>
anachrosis|anakrozis	lezyon harici enfeksiyonlara karşı artmış bağışıklık ile birlikte, mikroorganizmaların, lokal doku lezyonuna dogru çekilimleri.<BR>
anaemia|anemi	miktar veya nitelik olarak kansızlık.<BR>
anaerobe|anaerob	havasız veya serbest oksijensiz ortamlarda yaşayabilen organizmaların genel adı.<BR>
analeptic|analeptik	canlardırıcı, uyarıcı madde<BR>
analgesia|analjezi	ağrıya duyarsızlık.<BR>
anaphylacticshock|anafilaktik şok	anafilaksi nedeni ile koma durumu; _ şok.<BR>
anaphylaxis|anafilaksi	aşırı duyarlık yaratan bir antijenin vücuda girmesi ile oluşan şiddetli antijen antikor reaksiyonu.<BR>
anaplasia|anaplazi	( diş minesinde ) kesici kenerdan mine sement hududuna uzanan bozuk mine gelişimi.<BR>
anaraxia|anaraksi	maloklüzyon.<BR>
aneurysm|anevrizma	bir arter duvarının çevresel olarak gevşemesiyle oluşan nabız alınabilen kan dolu şişlik.<BR>
angina pectoris|angina pektoris	prekardial rahatsızlık, baskı, boğulma hissi, ağrı yaratan, dinlenme ve sublingual nitrogliserin ile rahatlayan, myokard iskemisine bağlı klinik sendrom. <BR>
angiofibroma|angiofibrom	kan veya lenf yollarını içeren bir fibroma.<BR>
angiologia	Damar bilimi.
anneal|tavını alma	Metali özelliğine göre ısıtıp soğutarak sertliğini alma.<BR>
annular|anüler	halka şeklinde.<BR>
anostomosis|anastomoz	<B>1.</B> İki kanal arası ilişki, örneğin damarlarda. <BR><B>2.</B> Normalde ayrı olan iki boşluk veya organın hastalık veya cerrahi nedenlerde ilişkide olması.<BR>
anterior	Ön.
antibody anticore|antikor	belli bir antigene karşı vücut tarafından üretilerek, antigen ile inaktivasyon, aglutinasyon, flokülasyon gibi gözlenebilir belli bir reaksiyon verebilen madde.<BR>
anticonvulsant|antikonvülsan	normal kas kasılmalarını bilinçsiz çırpınmayı, sara nöbetlerini önleyen.<BR>
antigen|antijen	Organizmalarda antikor yapan madde.<BR>
antiodontalgic|antiodontaljik	diş ağrısını azaltan ajan.<BR>
antisepsis|antisepsi	patojenik mikroorganizmalara zarar vererek veya gelişimini durdurarak sepsis'in engellenmesi.<BR>
antiseptic|antiseptik	antisepsis yapan herhangi bir madde.<BR>
antisialagogue|antisiyalagog	tükrük salgısını engelleyen ajan.<BR>
antitoxin|antitoksin	vücutta salgılanan veya dışardan enjekte edilen, belli bir toksini nötralize eden veya antagonisti olan.<BR>
antitrismus	ağzın kapanmasını engelleyen kas spazmı.<BR>
antral	sinusa ait<BR>
antralfistula|antral fistül	bir sinus absesi veya kemik boşluğuna açılan fistül.<BR>
antrax|antraks	çıban, şirpençe.<BR>
antritis|antrik	maksiller sinus iltihabı.<BR>
antrocele|antrosel	maksiller sinusta sıvı birikimi.<BR>
antrolith|antrolit	maksiller sinusta taş.<BR>
antrome|antrotom	bir sinusu kesip açmaya yarayan alet.<BR>
antronasal|antronazal	maksiller sinusa ait<BR>
antrooral	maksiller sinusa veya ağıza ilişkin<BR>
antroscope|antroskop	maksiller sinusu muayene etmeye yarayan alet.<BR>
antrotomy|antrotomi	maksiller sinusun drene edilmek için cerrahi olarak açılması.<BR>
antypyretic|antipiretik	ateş düşürücü.<BR>
apertura	açılım.<BR>
apexograph|apeksograf	diş kökünün apeksinin yerini tayin etmeye yarayan alet.<BR>
aphonia|afoni	ses kaybı<BR>
aphta|aft	ağızda oluşan beyazımsı düzensiz ağrılı lezyon.<BR>
aphtosis|aftozis	aft oluşumu ile karakterize durum.<BR>
aphtous stomatitis|aftöz	stomatit ağız mukozası membranını etkilemekle karakterize, tekrarlayan bir tür stomatitis.<BR>
aphtous ulcer|aftöz ülser	yüzeysel ağrılı bir ülsere dönüşen aftlar<BR>
apikal	Tepeye yakın olma.
apirexia|apireksi	ateş olmaması veya geçici azalması.<BR>
apityalism|apityalizm	tükrük salgı azlığı.<BR>
aplasia|aplazi	bir doku veya organın gelişmemesi veya defektli gelişmesi<BR>
aplasic|aplazik	aplazi'ye ilişkin.<BR>
apophysis|apofiz	dışa doğru gelişim, daha çok kemik oluşumları için kullanılır.<BR>
apoplexia|apopleksi	beyin kanaması.<BR>
apostema	geniş bir abse.<BR>
apoxemena|apoksemena	perisementoklasia tedavisinde periodontal ceplerden çıkarılan madde.<BR>
apposition|apozisyon	<B>1.</B> İki karşılıklı yüzeyin birbirine değmesi, uyumu. <BR><B>2.</B> Üstüste gelmesi.<BR>
apyeous|apiyöz	irin oluşturmayan.<BR>
apyogenous|apiyojen	irin tarafından veya irin nedeniyle oluşmayan.<BR>
arch|ark	eğri; yay şeklinde yapı.<BR>
arctation|arktasyon	bir kanal veya deliğin daralması.<BR>
ariboflavinosis|ariboflavinoz	çelyozis, glossitis, pullu seborik deskuamasyon vb. ne yol açan B vitamini komplekslerinden riboflavin eksikliği.<BR>
arteria|arter	atardamar.
arterial|arteryel	artere ilişkin.<BR>
arteriole|arteriol	arterin küçük bir dalı<BR>
arterioschlerosis|arterioskleroz	arterin elastikiyetini kaybettiği durum; ateroskleroz ile aynı şey değildir.<BR>
arthral|artral	ekleme ilişkin.<BR>
arthritis|artrit	eklem iltihabı.<BR>
arthrochondritis|artrokondrit	eklem kıkırdağı iltihabı.<BR>
arthrodial|artrodial	hareketi yüzeylerin birbiri üzerinde kayması şeklinde olan eklem türünden.<BR>
arthrolith|artrolit	eklem kireçlenmesi.<BR>
arthropathy|artropati	herhangibir eklem hastalığı.<BR>
arthrosis|artroz	dejeneratif bir eklem hastalığı.<BR>
articular|artiküler	ekleme ilişkin.<BR>
artralgia|artralji	eklemi etkileyen ağrı<BR>
artroplasty|artroplasti	<B>1.</B> Bir eklemin plastik cerrahisi. <BR><B>2.</B> Suni bir eklemin yapımı.<BR>
artrosynovitis|artrosinovit	bir eklemin sinovyal membranını etkileyen iltihap.<BR>
aseptic|aseptik	enfeksiyonsuz. Herhangi bir mikroorganizma içermeyen.<BR>
asphyxia|asfiksi	boğulma. Anoksi ve kanda CO2 birikimine yol açan, koma ile sonuçlanan oksijen azlığı.<BR>
aspiration|aspirasyon	nefes almak veya mekanik yolla emmek hareketi<BR>
aspirator|aspiratör	tükrük emici<BR>
astomatous|astomatöz	ağızsız.<BR>
astomia	konjenital ağız yokluğu.<BR>
ataxia|ataksi	kas koordinasyonu bozukluğu.<BR>
atelochelia|ateloçeli	dudağın defektli gelişimi.<BR>
ateloglossi	dilin konjenital defektli olma hali.<BR>
atelognathia|atelognati	çenenin konjenital defektli olma hali.<BR>
ateloprosopia|ateloprosopi	yüz oluşumlarının yanlış veya eksik gelişimi<BR><BR>
atelostomi	ağzın yanlış veya eksik gelişimi.<BR>
atherogenic|aterojenik	damar içi duvarında daralma yapan.<BR>
atlas	ilk boyun omuru.<BR>
atonic|atonik	gevşek. Kasta tonus yokluğu<BR>
atoxic|atoksik	zehirli olmayan<BR>
atrophy|atrofi	fizyolojik veya patolojik olarak, bir organın hücrelerinin hacminin veya sayısının azalması sonucu küçülmesi.<BR>
atropine|atropin	güzelavratotundan elde edilen, tikrük salgısının azaltılması istenen durumda hastaya tablet veya damla şeklinde verilen hormon.<BR>
attraction|atraksiyon	<B>1.</B> Çekilim. <BR><B>2.</B> Çenelerin anormal olarak sıkı sıkıya kapandıkları bir maloklüzyon türü.<BR>
attrition|atrisyon	dhk. de diş yüzeylerinin çiğneme nedeni ile zamanla aşınması.<BR>
atypical|atipik	Düzensiz kabul edilen,normal olmayan.<BR>
audio analgesia|audio analjezi	kulaklıkla hastaya müzik dinleterek ağrıya hasasiyetinin azaltıldığı bir metod<BR>
augnatus	ender bir anomali olarak fötusta çift çene olması.<BR>
auricular artery|auriküler arter	kas, sinir, a, m, n, auricularis.<BR>
auricular disc|auriküler disk	eklem yapan kemik yüzeyleri arasındaki fibröz tabaka.<BR>
avulsion|avulsiyon	dişin yerinden tamamen çıkması.<BR>
baciliform|basiliform	basil şeklinde.<BR>
bacillicide|basilisid	basilleri öldürmek için kullanılan herhangi bir ajan.<BR>
bacillus|basillus	<B>1.</B> gram pozitif ve aerop olan, çomak şekilli, bacillaceae familyasının bir cinsi. <BR><B>2. </B>şizomiset herhangi bir çomak şekilli mikroorganizmaya verilen genel ad.<BR><BR>
bacteraemia|bakteriemi	kanda bakterilerin geçici varlığı ile karakterize durum.<BR>
bactericide|bakterisit	bakteri öldürücü.<BR>
bacteriois|bakteroid	bakteriyi anımsatan<BR>
bacteriolysis|bakterioliz	bakterilerin yıkımı veya ayrışması<BR>
bacteriolytic|bakterioltik	bakteriyolize ilişkin.<BR>
bacteriophage|bakteriyofaj	bakterilere saldıran ve onları yutarak yok edebilen, kanda doğal olarak bulunan bir makrofaj<BR>
bacteriostasis|bakteriyostaz	bakteri üremesini durdurmak ve önlemek işlemi<BR>
bacteriostat|bakteriyostatik	bakterilerin büyüme ve gelişme sini inhibe eden herhangi bir ajan: örneğin sülfanomid grubu ilaçlar.<BR>
bacteritic|bakteritik	bakterinin sebep olduğu veya bakteri ile karakterize<BR>
baelz's disease|baelz hastalığı	e. Von baelz' 1845-1913, alman doktor dudak mukuzasında ağrısız papüllerin varlığı ile karakterize bir hastalık;<BR>
bald tongue|kel dil	B vitamini eksikliği gibi durumlarda görülen, yüzeyinde sağlıklı derecede belirgin papillerin görülmediği temiz, dümdüz bir dil.<BR>
balton point|bolton noktası	lateral bir radyografide görülebilen, oksipital kemiğin postkondiler çentiğinin en derin noktası.<BR>
bartholin's duct|bartolin kanalı	( C. Bartholin, 1655 -1738, danimarkalı anatomist ) sublingual kanallardan büyük olanı.<BR>
bartholinitis|bartolinit	bartolin kanalı iltihabı.<BR>
basal|bazal	kaideye, temele, ana yapıya ait.<BR>
basal bone|bazal kemik	diş köklerini saran alveol kemiği bölümleri hariç,maksiller ve mandibuler ana kemik bloku.<BR>
basal cell carcinoma|bazal hücreli karsinom	apitelin bazal hücre tabakasından gelişen ve onun karekterinde lokal habis tümör;Bazal hücreli epitelyoma <BR>
basialveolar line|bazialveoler çizgi	kraniometride, basion ve alvoler noktayı birleştiren çizgi.<BR>
basicranial|bazikraniyel	kafatası tabanına ilişkin.<BR>
basifacial|bazifasiyel	yüzün alt kısmına ait.<BR>
basilar|baziler	baz'a (tabana ) ait.<BR>
basinasal	basion ve nasion'a ait.<BR>
basion	foramen magnum' un ön kenarının orta noktası.<BR>
bednar's aphthae|bednar aftı	( A. Bednar, 1816 - 1818. Avusturyalı hekim ) katetik bebeklerin sert damağının orta çizgisinin her iki yanında birden, simetrik olarak görülen ülser.<BR>
behcet's syndrome|behçet sendromu	( Hulusi Behçet, 1889 - 1948, Türk deri hastalıkları uzmanı ) virüs, allerji, otoimmünite, mikoplazma gibi nedenlere bağlı olduğu sanılan, erkeklerin daha fazla tutulduğu, ilk belirtisi aftöz stomatit olan sendrom.<BR>
bekhterev's reflex|bekterev refleksi	( V. M. Bekhterev, 1857 - 1927 . Rus nöroloji uzmanı ) nazal kavitenin bir yanında mukozanın irite edilmesi ile aynı tarafta yüzün kasılması.<BR>
bell's palsy|bell felci	( sir C. Bell, 1774 - 1842. İskoç fizyolog ) periferal fasiyal paraliz.<BR>
benign|selim	Sağlığı veya hayatı tehdit etmeyen iyi huylu.<BR>
bennett angle|bennett açısı	( sir N. G. Bennett, 1770 - 1847. İngiliz dişhekimi )mandibulanın lateral hareketinde denge tarafındaki sagittal düzlem ve kondil yolu arasındaki açı; ortalama 15 C.<BR>
bicuspid|bikuspit	<B>1.</B> İki oçlu, iki tüberküllü. <BR><B>2.</B> Premolar diş.<BR>
bilateral	çift taraflı, her iki taraf ile de ilgili.<BR>
bird face|kuş yüzü	ön dişlerin ve maksillanın anormal derecede öne çıkmış olduğu bir ortodontik anomali; ileri derecede angle 2. Sınıf maloklüzyon; aşırı maksiller protrüzyonun yol açtığı yüz görünümü.<BR>
blandin's gland|bladin bezi	( P. F. Blandin, 1798 -1849. Fransız cerrah ) dil ucunun alt yüzeyinde bir mikst tükrük bezi; nuhn bezi de denir.<BR>
blastoma	bir hücrenin gelişim dönemini temsil eden bir tümör.<BR>
blennoid|blenoid	mukus ( sümük, balgam ) gibi.<BR>
bohn' sepithelialpearls|epitel hücreleri, bohn	ep stein incileri.<BR>
boil|çıban	genellikle bir kıl folikülü civarında olan lokalize deri absesi.<BR>
bolton plane|bolton düzlemi	bolton noktası ve nasion arasında uzandığı hayal edilen, yüz ve kafatasını ayıran düzlem<BR>
bowen's disease|bowen hastalığı	( J. T. Bowen, 1857 - 1941. Amerikalı dermatolog )kalın keratinize tabaka ile kaplı kırmızı papüller ile karakterize, ağız mukozasını etkileyen bir deri hastalığı.<BR>
brachycheilia|brakiçeli (a)	dudak kısalığı.<BR>
brachyglossal|brakiglossal	anormal kısa dil.<BR>
brachygnathia|brakignati	anormal derecede kısa mandibula; kuş yüzü durumu.<BR>
brachyodont|brakiyodont	kısa kuronlu, uzun köklü dişleri olma hali.<BR>
brachyrhynchus|brakirinkus	hem burnun, hemde maksillanın anormal kısalığı.<BR>
brachyrhynia|brakirini	burnun anormal kısalığı.<BR>
brady|bradi	' yavaş ' anlamında önek.<BR>
bradyglossia|bradiglossi	dil hareketlerinde zorlanmaya bağlı olarak anormal yavaş konuşma.<BR>
bronchospasm|bronkospazm	akciğerde bronşların spazm şeklinde kasılması.<BR>
brown pellicle|kahverengi pelikül	çekim sonrası, çekim boşluğunu dolduran pıhtının üzerindeki organik aselüler ince film tabakası; edilgin pelikül.<BR>
bruxomania|bruksomani	dişleri gıcırdatmakla karakterize sinirsel bir rahatsızlık<BR>
brycomania|brikomani	psikolojik nedene bağlı diş gıcırdatma, bruksizm<BR>
brygmus|brigmus	dişleri gıcırdatmaya verilen genel ad.<BR>
bucca|bukka	' yanak ' genellikle ağız içi bölümü kastedilir<BR>
buccal|bukkal	yanağa ilişkin.<BR>
buccal involution|involüsyon	içe dönme, içe kıvrılma. ( involution ) bukkal embriyoda ektodermin içeri kıvrılarak stomodeum' u yapması.<BR>
buccopharyngeal membrane|bukkofaringeal	membran ( zar) ilkel embriyonun sonradan ağız ve farinksi meydana getiren bölümü.<BR>
bunodont	yuvarlak tüberküllerin olan molar diş.<BR>
cachectic|kaşektik	kaşeksiye bağlı.<BR>
cachexia|kaşeksi	aşırı zayıflama.<BR>
cacodontia|kakodonti	hastalıklı dişlerde karakterize herhangi bir durum.<BR>
cacoglossia|kakoglossi	dilin hastaliklı veya gangrenli olması durumu.<BR>
cacostomia|kakostomi	ağızın herhangi bir hastalıklı durumu.<BR>
calcification|kalsifikasyon	organik doku içinde sertleşmeye yol açan kalsiyum tuzları birikmesi.<BR>
calcified|kalsifiye	kalsiyum tuzlarının birikmesi ile sertleşmiş.<BR>
calcination|kalsinasyon	<B>1.</B> Bir maddenin toz haline indirgenmesi. <BR><B>2.</B> Bir bileşiğin içindeki buharlaşabilir maddeleri ısı ile uçurma işlemi<BR>
calcinosis|kalsinoz	patolojik veya normal dokularda kireçlenme. Örn: calsinosis circumscripta= deri-derialtı dokularda yerel kireçlenme.<BR>
calcium|kalsiyum	Ca ile sembolize edilen, iki değerli metal; kirecin ana maddesi olan, hemen hemen tüm organik dokularda bulunan, özellikle kemik ve dişlerde yoğun olan element.<BR>
calculus|kalkulus	genellikle üriner sistemde, safra kesesinde, tükrük bezlerinde, diş aralarında kalsiyum tuzlarının çökelmesi ile oluşan anormal taşlaşma; diş taşı.<BR>
calibration|kalibrasyon	<B>1.</B> Kanal veya tübün çapının ölçülmesi, kalibre ölçümü. <BR><B>2.</B> Herhagi bir ölçüm aletinin belli bir standarda göre üzerindeki ölçüm çizgileri.<BR>
camper's line|kamper çizgi	meatus acusticus eksternus ile spina nasalis arasında olduğu varsayılan çizgi.<BR>
camper's plane|kamper düzlemi	yüzün her iki yanında tragal ve subnasal'dan geçen, genellikle oklüzal düzleme paralel olan yatay bir düzlem.<BR>
campylognathia|kampilognati	üst çenenin veya dudağın tavşan ağzına benzediği malformasyon; tavşan ağzı.<BR>
cancer|kanser	( Lt. yengeç ) tümörlerin herhangi bir habis şekli için kullanılan terim.<BR>
cancrum|kankrum	gangrenli bir ülser.<BR>
candida albicans|kandida albikans	Maya benzeri patojen bakterial bir mantar cinsi ;Moniala'da denir Albicans moniliasis yapan bir kandida türüdür. Resim: elektron mikroskop görüntüsü<BR>
candidosis|kandidosis	kronik hiperplastik kandidasis<BR>
caniniform|kaniniform	kanin şeklinde.<BR>
capillary|kapiller	<B>1.</B> Ven ve arterleri birbirine bağlayan kılcal damarlar. <BR><B>2.</B> Kılcal herhangi bir boruya verilen genel sıfat.<BR>
carabelli's tübercle|carabelli tüberkülü	genellikle ırsi olarak üst molar bir dişin lingual yüzünde bulunabilen küçük tüberkül.<BR>
carbohydrate|karbonhidrat	karbon, hidrojen ve oksijen içeren organik kimyasal yapı. Canlı organizmalara besin olarak enerji verici grubu oluştururlar. Şeker, nişasta, dekstrin ve selülozlar bu gruba girerler.<BR>
carcinogen|karsinojen	kansere yol açabilen herhangi bir madde veya ajan.<BR>
carcinogenesis|karsinogenez	kanser oluşması.<BR>
carcinoid|karsinoid	kökeni tartışmalı, çoğu zaman habis karakterli bir tümör.<BR>
carcinomatoid|karsinomatoid	karsinomayı andıran.<BR>
carcinomatous|karsinomatöz	karsinomaya ilişkin veya karsinomanın etkilediği.<BR>
carcinosarcoma|karsinosarkom	hem karsinom, hem de sarkom özelliklerini içeren mikst bit tümör.<BR>
cardio|kardiyo	kalb'i belirten önek.<BR>
cariogenic|karyojenik	çürük yapan.<BR>
carnivore|karnivor	etobur<BR>
carotid canal|karotis kanalı	temporal kemiğin petrosa'sında, içinden arteria carotis interna'nın geçtiği kanal.<BR>
cartilage|kıkırdak	kemiklerin eklem yüzeylerinde ve serbest olarak bulunan, non - vasküler ( damarsız ) elastik bağlantı dokusu; kartilaj<BR>
catabolism|katabolizma	vücudun, dokulardaki kompleks bileşiklerini yıkıma uğratması; yıkıcı metabolizma; anabolizmanın tersi.<BR>
catalepsy|katalepsi	adalelerin katılaşması, irade, istemli hareketler ve hissin birdenbire kaybolması ile karakterize bir durum.<BR>
cataphasia|katafazi	sürekli aynı kelimenin tekrarlandığı konuşma bozukluğu; kekemelik.<BR>
cataplexy|katapleksi	şok, kas tonusu kaybı veya aşırı korku, heyecan sonucu kasların katılaşması.<BR>
catarrh|nezle	Mukus salgılı müköz membran iltihabı.<BR>
catenoid|katenoid	zincir gibi.<BR>
