##name	The Internet Dictionary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Bill Earles
##email	mrbill@oh-no.com
##description	Commonly used Internet terms and definitions
##browsingEnabled	
##bgl_creationTime	2000/08/01, 12:58
##bgl_middleUpdated	2000/08/02, 08:56
8EAF66FD.bmp	File: 8EAF66FD.bmp
binary file	Refers to a file that contains information in a non-text form (graphics, sounds, spreadsheets, etc.). Any file that is not a text file. Any arrangements of bits that is meaningful to a computer, without regard to any correspondence to a human-readable character set.
BITNET	An acronym for "Because It's Time Network", a cooperative education and research network.
bookmark	(or favorite)<B> </B>Most Web browsers give you an option of adding a <A href="bword://URL">URL</A> to a &quotHotList" or by marking it with a &quotBookmark". By doing this, you can store the linking information (the URL) to any Web pages you plan to revisit. That way, if you decide to go back to a Web site, its URL is already catalogued and at your fingertips for easy reference. (Spry Mosaic uses &quotHotLists", Netscape Navigator uses &quotBookmarks" and Microsoft Internet Explorer uses &quotFavorites"). Other Web browsers may use those terms, or may call their URL-saving feature something else.)
Boolean logic	A system for searching and retrieving information from computers by using and combining terms such as AND, OR, and NOT to sort data.
bps|Bits Per Second	Bits Per Second. Refers to the speed at which a particular modem can transmit data. Divide the bits per second by 10 to get an approximate idea of how many characters per second a modem is transmitting data.
browser	(see <A href="bword://Web browser">Web browser</A> ).
byte	A set of eight bits.
C shell	A user interface for those whose Internet providers offer only character-based, command-line access to a Unix system (hence the term "shell account").
CCITT V series	Several international modem standards set by the Consultative Committee for International Telephony and Telegraphy. The standards help buyers make sure modems they buy will communicate with other modems. The standards, formerly used primarily outside the United States, have been accepted almost universally since the advent of the 2400 bits per second (bps) modems. Not all are relevant to computer users. Examples include: V.21, V.22, V.22bis, V.23, V.26, V.26bis, V.27, V.27bis, V.27ter, V.29, <A href="bword://V.32">V.32</A> , <A href="bword://V.32bis">V.32bis</A> , <A href="bword://V.34">V.34</A> , <A href="bword://V.42">V.42</A> , <A href="bword://V.42bis">V.42bis</A> .
CERT|Computer Emergency Response Team	(<I>Computer Emergency Response Team</I>) A clearinghouse of information about network security.
CFML|Cold Fusion Markup Language	(<I>Cold Fusion Markup Language</I>) An extension of HTML. A proprietary markup language used by Allaire's Cold Fusion to link HTML pages to database servers. CFML goes beyond database management to fill some important gaps in HTML, including session variables, branching logic, loops, and other constructs that programmers are accustomed to using, such as error trapping and debugging tools.
CGI|Common Gateway Interface	(<I>Common Gateway Interface</I>) A Web server scripting standard; a mechanism used to connect script to <A href="bword://Web server">Web servers</A> . In the past, most CGI programs were actually script files and were often written in scripting languages like PERL. Today, scripts can also be executable programs. You can write scripts in C and Visual Basic. The CGI specification has gone through several revisions. The best place to fine up-to-date information is the World Wide Web Consortium (W3) Web site (<A href="http://www.w3.org/">http://www.w3.org/</A> ).
channel	Virtual area where Internet Relay Chat <A href="bword://IRC">(IRC)</A> users communicate in real time. There are thousands of channels located on the Internet.
CIX|Commercial Internet Exchange	(<I>Commercial Internet Exchange</I>) A pact between network providers that allows them to do accounting for commercial traffic.
click stream	The path a visitor follows through a given web site (from page to page to page).  See also <A href="bword://user session">user session</A> .
client	Any program you use to access a server; a computer application that requests support from another program (often called a server), which usually runs on a remote computer. For example, Netscape Navigator is a client that accesses programs (and web pages) from servers on the Internet.
COM port|Communication Port|Communications Port	<I>(Communications Port). </I>A plug-in socket in back of the computer for hooking up devices such as modems.
communications software	Also referred to as telecommunications software, this software allows one computer to connect with other computers across telephone lines (via modems) and share information. Communications software transmits instructions to your modem that directs it to make connections, transfer files, and carry out other procedures.
connect time	The period during which a user is signed on, usually for a fee, to an online service, bulletin board system, host computer, or Internet service provider.
Cookie	Small bits of data that a Web page asks a browser to store on a user's computer, either in RAM or on the hard drive. Cookies have become a valuable way to keep track of a visitor's movements on your site, as well as a convenient method to customize content based on a visitor's past preferences. A Cookie, for instance, allows a Web site to &quotrecognize" and &quotremember" individual visitors by storing files on their browsers with a record of the last visit. Cookies cannot be used to &quotsee" any other data on the user's computer, nor can they determine the user's e-mail address or identity.
CoSN|Consortium of School Networks	(<I>Consortium of School Networks</I>) A nonprofit group whose members include K-12 teachers, hardware and software vendors, and Internet Service Providers <A href="bword://Internet access providers">(ISPs)</A> .
cracker	Someone who attempts to thwart computer security systems.
CRC|cyclic redundancy check	(<I>cyclic redundancy check</I>) An error-checking procedure for data transmission. The sending device performs a complex calculation, generating a number based upon the data being transmitted, and sends that number to the receiving device. The receiving device performs the same calculation after transmission. If the results match, the transmission succeeds. If the numbers don't match, it means the message was received in an altered state, and the data may be incorrect.
CRM|Customer Relationship Management	<I>(Customer Relationship Management) </I> Term used to describe the sophisticated personalization tools some vendors are developing to help define customer groups and target them with the right products and services.  Companies use web-based CRM products to help answer the question, &quotWho are my most profitable customers on the Web, and how do I target them more effectively?"
datagram	A formatted set of electronic data used in communication between computer systems. Datagrams consist of two parts: the data proper (which may be part of a longer message), and the header (which indicates the source, the destination, and the type of data).
DDN|Defense Data Network	(<I>Defense Data Network</I>) A segment of the Internet that links to US military bases and contractors around the world. Used for unsecured communications.
DECnet	A set of proprietary networking protocols utilized (instead of <A href="bword://TCP/IP">TCP/IP</A> ) by Digital Equipment Corporation's operating systems. These protocols are not compatible with the Internet.
DHTML	(<I>Dynamic HTML</I>).
dial-up	As opposed to a dedicated or <A href="bword://leased line">leased line</A> ; a type of computer linkage using regular telephone lines, generally referring to the kind of connection one makes when using a terminal emulator and a regular modem.
directory	An organized unit for file storage on a computer system. Also a listing of files residing within such a unit.
directory service	A service on a network that relays information about sites, computers, resources, or users in the area.
DLL	(<I>Dynamic Load Library</I>)
DOD|Department of Defense	(<I>Department of Defense</I>) The branch of government whose Advanced Research Projects Agency (<A href="http://www.oh-no.com/define.html#ARPAnet">ARPAnet</A> ) began the creation of the Internet.
DOM|Document Object Model	(<I>Document Object Model</I>) A platform and language neutral interface that allows programs and scripts to dynamically access and update the content, structure, and style of documents.
domain name	The text name corresponding to the numeric IP address of a computer on the Internet (i.e., <A href="http://www.oh-no.com/">http://www.oh-no.com/</A> ).
Domain Name System|DNS	(<I>DNS</I>) The unique name of a collection of computers connected to networks such as the Internet. A general-purpose, replicated, distributed data query service for looking up host IP addresses based on host names. The DNS is hierarchical, consisting of domains, subdomains, sites, and hosts. Unique names are formed from smallest to largest, and are of the form user@host.site.subdomain.domain, where host and site are often optional. On the Internet, domain names typically end with a suffix denoting the type of site:<BR><BR><B>.com</B> (commercial) <BR><B>.edu</B> (educational) <BR><B>.net</B> (network operations) <BR><B>.gov </B>(US government) <BR><B>.mil</B> (US military) <BR><B>.org</B> (organization) <BR><B>.us</B> (United States) <BR><B>.ca</B> (Canada) <BR><B>.uk</B> (United Kingdom) <BR><B>.au</B> (Australia) <BR><B>.cz</B> (Czech Republic) <BR><B>.xx </B>(where <B><I>xx</B></I> refers to another country's two-letter abbreviation)
download	To receive a file sent from another computer via modem (compare "upload").
DSS	(<I>Digital Signature Standard</I>)
dumb terminal	A terminal that doesn't contain an internal microprocessor. It responds to simple control codes, and usually displays only characters and numerals.
dynamic HTML|DHTML	(<I>or DHTML</I>) Instructions written in HTML that enable Web pages to react to user input and produce content that changes each time it is viewed. With dynamic HTML coding, Web pages are created &quoton the fly", as the information is delivered to your desktop. There are many technologies for producing dynamic HTML, including CGI scripts, Server-Side Includes (SSI), cookies, Java, JavaScript, Cold Fusion and ActiveX.
Dynamic SQL	(see <A href="bword://SQL">SQL</A> ) This feature modifies queries based on user data, environment variables, and previously returned query results. Dynamic SQL can also increase processing efficiency by executing multiple queries and sending them to multiple databases from a single browser request.
dynamic Web page	Web pages that respond to users' requests and gather information from them. Oftentimes, they have built-in links to a relational database, from which they extract data based on input from the user (using dynamic SQL). Dynamic Web pages contain very little actual text. Instead, they pull needed information from other applications. Dynamic Web pages communicate with databases to extract employee directory information, spreadsheets to display accounting figures, client-server database management systems to interact with order processing applications, and more. Because a database already exists, why re-create it for Web page publications?
EARN|European Academic and Research Network	(<I>European Academic and Research Network</I>) The European equivalent to <A href="bword://BITNET">BITNET</A> .
eBusiness	(eMail, eCommerce, eZine, eSolution, eMarket, eService, etc.)  The "e" originally stood for "electronic", as in "online".  Today the term is used rather freely to describe any situation or solution that has made the migration from real world to the Internet.
EFF|Electronic Frontier Foundation	(<I>Electronic Frontier Foundation</I>) A nonprofit organization concerned with Internet-related privacy and access issues.
electronic mail|E mail|e mail|email	(<I>e-mail or E-mail</I>) Online communications between computer users. The most frequently used communications tool on the Internet. E-mail allows you to communicate with one or thousands of users in less time and for less money than it takes to communicate with another person via traditional phone or mail services.
emoticons	(see <A href="bword://IRC">Unofficial Smiley Dictionary</A> , under IRC)
encryption	The process of scrambling a message so that a key, held only by authorized recipients, is needed to unscramble and read the message.
Ethernet	Computers on the Internet that use the <A href="bword://TCP/IP">TCP/IP</A> protocols are frequently connected to the Net over an Ethernet link. Ethernet supports communications at 10 mbps over several types of wiring. A type of network interface card that connects an individual computer to a network. See <A href="bword://nic">nic</A> .
extranet	(compare <A href="bword://Internet">Internet</A> and <A href="bword://intranet">intranet</A> ) An extended intranet connecting not only internal personnel, but also select customers, suppliers, and strategic partners.
FAQ|Frequently Asked Questions	<I>(Frequently Asked Questions).</I> A collection of questions and answers about a particular topic.
fiber optics	A method of transmitting light beams along optical fibers. A light beam, such as that produced in a laser, can be modulated to carry information.
file compression	This makes computer data smaller so less is needed to represent the same information and, consequently, the information takes up less disk or file space and may be transmitted in less time.
file server	A file-storage device on a local area network (LAN) that is accessible to all users on the network. It is sophisticated, also serving as a manager of sorts, maintaining order as users request files and make changes to them.
finger	A program used to find out if someone is online -- it may also reveal their full name and their plan and project files.
firewalls	Special computers that are set up on a network to prevent intruders from stealing or destroying confidential files.
flame	To heap written abuse on someone or to excessively criticize them for their ideas, spelling, grammar, etc. Flaming is considered impolite, juvenile behavior, but is not uncommon in some newsgroups.
follow-up	A reply to a <A href="bword://Usenet">Usenet</A> posting.
Free-Net	An open-access, community-sponsored and maintained computer network, affiliated with the National Public Telecomputing Network.
freeware	Non-copyrighted software made available free for public use by the author (compare "shareware").
FTP|File Transfer Protocol	<I>(File Transfer Protocol</I>). The principle of FTP is simple. You logon to a site (using your <B>FTP software</B>), then you choose a file to transfer. All FTP activity requires you to log on to the remote computer with a user name and password. To get to files shown on the map, it's important to understand the concept of <I>anonymous FTP</I>. Here, you log on to the machine as a guest rather than as an authorized account holder. In this situation, type &quotanonymous" as the user name and your full e-mail address as the password. Once you log on, you'll be able to access specified directories as an anonymous user. You can also access FTP sites with your Web browser. In the location or dialog box, type ftp://xxx.xxx.xxx, then click from directory to directory. But be warned: this procedure doesn't always work, and Web browsers tend to be much slower at file transfers than dedicated FTP clients.<BR>
FYI|For Your Information	(<I>For Your Information</I>) A subseries of RFCs that are not technical standards or descriptions of protocols. FYIs convey general information about subjects related to <A href="bword://TCP/IP">TCP/IP</A> or the Internet.
gateway	A computer that links two networks, routing IP <A href="bword://datagram">datagrams</A> and often converting protocols or messages from one network to the other. The term can also refer to a system capability that provides direct access to other remote networks or services.
Gopher	A menu-based system that allows a user to access information from a remote computer. Menu items point to a file or directory item, which may be located on the same computer or on a different one. Gophers essentially point to other gophers on remote machines. Through gopher, you can <A href="bword://Telnet">telnet</A> to remote computers and perform searches on searchable databases.
Graphical User Interface|GUI	A GUI (pronounced &quotgooey") is a graphics-based interface that lets you access programs by pointing to icons, buttons, and windows rather than by typing a string of commands at a command prompt.
helper applications	Additional software occasionally needed to help a Web browser program deal with an unusual file on the Internet. When an unusual file is downloaded, a helper application takes over for the Web browser to open and run the file. An example of a helper application is Netscape's "naplayer". It opens and plays sound files when they are encountered on the Internet.
hit	More than a <A href="bword://page view">page view</A> , a &quothit" is <I>any</I> action experienced at a web site. A &quothit" is <I>any</I> content delivered by a web server.  A single web page may place several dozen demands on the web server to deliver content: one for the page itself (or the collection of <I>pages</I> that make up a frame set), another for each graphic image displayed, and others for streaming media, sound bites and other content.  Each of those demands is considered a &quothit".  Every file a web server delivers is a &quothit".
Home page	The main page of a Web site. The home page provides visitors with an overview and links to the rest of the site. It often contains or links to a Table of contents for the site.
host	A computer system that is the source of network services; also the site where you can hold an interactive session.
HTML|Hyper Text Markup Language	<I>(Hyper Text Markup Language)</I>. A system of marking up, or tagging, a document so it can be published on the World Wide Web. An author incorporates HTML markup in his or her document to define the function (as distinct from the appearance) of different text elements. The appearance of these text elements is not defined at the authoring stage; instead, formatting is applied when a browser decides how it is going to display the text elements.
HTTP|HyperText Transfer Protocol	(<I>HyperText Transfer Protocol</I>) The client-server protocol upon which the World Wide Web is based.
hyperlink	A link that connects you to other documents, other places within the same document, pictures or HTML pages. Think of a hyperlink as an invitation to visit another place. A simple click on the link will take you there.
hypermedia	A blending of hypertext and multimedia.
hypertext	The links within one document that allows it to connect to and display another document. Selecting a hypertext link automatically displays the second document.
HYTELNET	A program that provides an easily adaptable and fluid connection to a multitude of networked information resources, including library catalogs.
IAB|Internet Architecture Board	(<I>Internet Architecture Board</I>) The &quotregulatory body" that makes decisions about standards and other vital issues.
IETF|Internet Engineering Task Force	(<I>Internet Engineering Task Force</I>) A voluntary group that investigates and resolves technical problems, as well as making recommendations to the IAB.
IMHO|in my humble opinion	<I>(in my humble opinion) </I>An acronym commonly used in e-mail and newsgroups.<BR>
Internet	The worldwide network of networks based on the <A href="bword://TCP/IP">TCP/IP</A> protocol. A non-commercial, self-governing network devoted mostly to communication and research with roughly 20 million users worldwide. The Internet is not an online service and has no real central &quothub." Rather, it is a collection of tens of thousands of networks, online services, and single-user components. Also, when not capitalized, any interconnected set of networks.
Internet access providers	Otherwise known as Internet service providers <A href="bword://ISP">(ISP)</A> . These organizations allow other computer users to dial-in and connect to their Internet connection for a fee.
InterNIC|Internet Network Information Centre	(Internet Network Information Centre) <A href="http://rs.internic.net/">(http://rs.internic.net/)</A> for the United States, which is made up of three separate commercial organizations, and provides government-contracted services. This agency is the one that assigns and records unique domain names.
intranet	(compare <A href="bword://Internet">Internet</A> and <A href="bword://extranet">extranet</A> ) Internal systems, based on Internet technology, designed to connect the members of a specific group or single company (a closed-user group). An Intranet is nothing more than a private Internet. In other words, it is a private network, usually a LAN or WAN, that enables the use of Internet based applications in a secure and private environment. As on the public Internet, Intranets can host Web servers, ftp servers, and any other IP-based services.
IP|Internet Protocol	(<I>Internet Protocol</I>) Number 1 among the protocols upon which the Internet is based. IP allows a packet to travel through multiple networks on the way to its ultimate destination.
IP address	A unique number assigned to every computer directly connected to the Internet (for example 192.35.255.0). See also: <A href="bword://Domain Name System">DNS</A> .  IP address syntax:<BR><BR>1-3 numbers(0-255).1-3 numbers(0-255).1-3 numbers(0-255)
IRC|Internet Relay Chat	(<I>Internet Relay Chat</I>)<I>.</I> A mechanism that allows for a number of Internet users to connect to the same network node and chat in real time. To access this feature, you need an IRC server.<BR><BR><B>Some IRC-unique communication shortcuts: </B><BR><B>AAMOF </B>- As a matter of fact. <BR><B>BBFN </B>- Bye bye for now. <BR><B>BTW </B>- Back to work. <BR><B>BYKT </B>- But you know that. <BR><B>CMIIW </B>- Correct me if I'm wrong. <BR><B>EOL </B>- End of lecture. <BR><B>FITB </B>- Fill in the blank. <BR><B>IAC </B>- In any case. <BR><B>IMHO </B>- In my humble opinion. <BR><B>LJBF </B>- Let's just be friends. <BR><B>LOL </B>- Laugh out loud. <BR><B>OIC </B>- Oh, I see. <BR><B>OTOH </B>- On the other hand. <BR><B>ROFL </B>- Rolling on the floor laughing. <BR><B>TIC </B>- Tongue in cheek. <BR><B>TTFN </B>- Ta ta for now. <BR><B>TYVM </B>- Thank you very much. <BR><B>&ltG&gt; </B>Grinning <BR><B>&ltS&gt; </B>Smiling <BR><B>&ltL&gt; </B>Laughing <BR><B>&ltJ&gt; </B>Joking <BR><HR><BR><B>Excerpts from the</B> Unofficial Smiley Dictionary: <BR>:-) Smile <BR>;-) Wink <BR>:-( Frown <BR>:-| Indifferent <BR>:-&gt; Sarcastic <BR>&gt;:-&gt; Devilish <BR>:'-( Crying <BR>:'-&gt; Happy and crying <BR>:-@ Screaming <BR>:-&amp; Tongue tied <BR>:-S Incoherent <BR>:-\\ Undecided <BR>:-c Bummed out <BR>:-e Disappointed <BR>:-o Surprised <BR>&gt;:-&lt; Mad <BR>:-O Uh Oh! <BR>:-/ Skeptical <BR>&lt;:-| Dunce <BR>@--&gt;---- a Rose
ISDN|Integrated Services Digital Network	<I>(Integrated Services Digital Network).</I> Special connections that use ordinary phone lines to transmit digital instead of analog signals. Briefly, ISDN is a telecommunications network that allows for digital voice, video, and data transmissions. ISDN replaces the slow and inefficient analog telephone system with a fast and efficient digital communications network. ISDN lines contain two channels: a B channel, which has a 64Kbps (kilobits per second) data transmission rate, and a D channel, which has either a 16Kbps or 64Kbps transmission rate. When the two lines are used together, transmitted data can travel at 128Kbps. Compare <A href="bword://ISDN">ISDN</A> and <A href="bword://T-1, T-3 line">T-1, T-3 lines</A> .
ISO|International Organization for Standardization	(<I>International Organization for Standardization</I>) An association that has defined a different set of network protocols, known as the ISO/OSI protocols, that are in line to replace those currently in use on the Internet. See also <A href="bword://OSI">OSI</A> .
ISOC|The Internet Society	(<I>The Internet Society</I>) A group made up of members who support a worldwide information network. It is also the governing body to which the <A href="bword://IAB">IAB</A> reports.
ISP|Internet Service Provider	(<I>Internet Service Provider</I>) An organization that lets users dial into its computers to connect to its Internet link for a fee. ISPs generally provide only an Internet connection, an electronic mail address, and maybe World Wide Web browsing software. You can use an ISP based in your town that offers an access number in your local calling area, or a national ISP that provides local-access numbers across the country (many of them also offer 1-800 dialing access). You can also connect to the Internet through a commercial online service, such as CompuServe or America Online. With this kind of connection, you get Internet access and the proprietary features offered by the online service, such as chat rooms and searchable databases. Internet access through online services may be more expensive than that obtained through an ISP.
JANET|Joint Academic Network	(<I>Joint Academic Network</I>) The academic and research network in the United Kingdom.
JDBC	(<I>Java DataBase Connectivity</I>).
Jughead	A program, used in conjunction with <A href="bword://Gopher">gopher</A> , that provides the means to search all of the menu selections within a particular gopher server.
Knowbot	A registered trademark of the Corporation for National Research Initiatives. Knowbots are robots designed to seek out files on the Internet.
LAN|Local Area Network	<I>(Local Area Network).</I> A group of computers located in a relatively limited area (like an office building) and connected by a communications link that allows them to interact with each other. Many LANs are connected to the Internet.
leased line	A dedicated (as opposed to a <A href="bword://dial-up">dial-up</A> ) telephone line typically used to link a moderate-sized local network to an Internet Service Provider.
Listserv	A program that allows users to mass-distribute messages that form conferences, as well as archiving files and messages that can be searched for and retrieved.
log file	A file created by a web or proxy server which contains all of the access information regarding the activity on that server.
login,logon|login|logon	The process of identifying yourself to your computer or an online service. The initial identification procedure to gain access to a system as a legitimate user. The usual requirements are a valid user name (or user ID) and password.
logout,logoff|logoff|logout	The concluding steps for formally ending a session with a system. Physically disconnecting or powering down a terminal does not necessarily result in a logout.
lurking	A term used to describe the inactivity of a subscriber who doesn't actively participate in a mailing list or Usenet newsgroup discussions. One who lurks is just listening to the discussion. Lurking is advised for beginners who need to get up to speed on the history, mores, and etiquette of the group.
Lynx	A character-based client program for the World Wide Web.
mail reflector	A specialized address from which e-mail is automatically forwarded to a set of other addresses, commonly used to implement a mail discussion group.
mailing list	Electronic discussion groups that link a relatively small group of people together by common interests and that are distributed throughout the Internet via its global e-mail system. If you belong to a mailing list, you receive every message that is posted to that list.
MILNET	A part if the <A href="bword://DDN">DDN</A> network that makes up the Internet, centered on non-classified military communications.
MIME|Multipurpose Internet Mail Extensions	<I>(Multipurpose Internet Mail Extensions).</I> Extensions to the Simple Mail Transfer Protocol (SMTP) that allow the transmittal of non-text information (graphics, etc.) via e-mail. A standard Internet format for encoding files that are attached to electronic (e-mail) messages.
mirror	A duplicate of an FTP site.
modem|MOdulator DEModulator|MOdulator/DEModulator	<I>(MOdulator/DEModulator).</I> A device that allows a PC to communicate and exchange information with other modem-equipped computers via telephone lines.
Mosaic	The World Wide Web client program developed by the National Center for Supercomputing Applications (NCSA). It was essentially the first graphical WWW browser.
MUD|Multi User Dungeon	(Multi-User Dungeon) Modeled on the original Dungeons and Dragons game, it is a group of role-playing games that have been used as conferencing tools and educational tools.
multimedia	Documents or platforms that combine different kids of data (plain text, video, graphics, audio).
name	A lexical string that is mapped to an <A href="bword://IP address">IP address</A> (e.g., cutl.city.unisa.edu.au).
netiquette	Guidelines to good manners on the Internet -- for example, don't flame other users, don't leave your caps lock key on (that's like yelling), etc.
netizen	Citizen of the Internet.
newsgroup	Collection of information and users who get together to communicate about one particular subject.
NFS|Network File System	(<I>Network File System</I>) A set of protocols that offers users access to other files on other networked computers as if they were local.
NIC (1)|NIC|Network Information Center	(<I>Network Information Center</I>) An electronic site where users can hunt down information about specific capabilities of a network. NICs are customarily maintained by regional networks and by institutions. The US national NIC is backed financially by the National Science Foundation, and is called the <A href="bword://InterNIC">InterNIC</A> .
nic (2)|network interface card|nic	<I>(network interface card)</I> The hardware that connects an individual computer to a network. See <a href="bword://Ethernet">Ethernet</A> .<BR>
NNTP|Network News Transfer Protocol	(<I>Network News Transfer Protocol</I>) The protocol used to transfer <A href="http://www.oh-no.com/define.html#Usenet">Usenet</A> pieces on the Internet.
NOC|Network Operations Center	(<I>Network Operations Center</I>) A site or group that is responsible for the daily care and maintenance of a network.
node	One computer (or other peripheral) within a network.
NREN|National Research and Education Network	(<I>National Research and Education Network</I>) A US attempt to link networks operated by different federal agencies into a single high-speed network.
NSFNet|National Science Foundation Network	(<I>National Science Foundation Network</I>) Currently the Internet <A href="bword://backbone">backbone</A> network of the United States.
NTP|Network Time Protocol	(<I>Network Time Protocol</I>) A protocol used to synchronize time between computers on the Internet.
octet	Alternative term for a set of eight bits (i.e., a byte).
ODBC|Open DataBase Connectivity	(<I>Open DataBase Connectivity</I>) A dynamic-link library (DLL) file that Microsoft Query and Microsoft Excel can use to connect to a particular database. Each database program, such as Microsoft Access or dBASE, or database management system, such as SQL Server, requires a different driver. ODBC drivers make Microsoft Query flexible, so that you can connect to new databases, as they become available, by installing new drivers.
OLE|Object Linking and Embedding	<I>(Object Linking and Embedding).</I> A capability introduced with Windows 3.1 that gives all Windows applications a standard way of incorporating objects (i.e., text, graphics, or sound) created in other Windows programs. When you link an object between two documents, changes made to that object in one document automatically will be made in the other.
online	Refers to the successful connection with another computer via telephone lines or through a network.
online service	A dial-up service that provides news, information, and discussion forums for users with modem-equipped PCs and the access software provided by the service. (Examples include: America Online, Prodigy, CompuServe, Genie, Delphi, and Global Network Navigator.)
OODB	(Object Oriented DataBase)
OSI|Open Systems Interconnect	(<I>Open Systems Interconnect</I>) A conceptual model and set of protocols for networks, promulgated by the <A href="bword://ISO">ISO</A> .
packet	A unit of data of standardized size, into which information is divided for transmission over a network. Each of the packets that comprise a message travels the internetwork independently; the message is reassembled from its component packets at the destination.
packet switching	A message delivery technique in which information is broken down into small units (packets) and then relayed through stations in a computer network along the best route available between the source and the destination.
page view	Also called a <I>page impression</I>. Hit to HTML-viewable pages only (.htm, .html, .doc, .txt, .asp, .jsp, and .cfm, for example)
PEM|Privacy Enhanced Mail	(<I>Privacy Enhanced Mail</I>) A encryption standard generally used to secure Internet mail.
ping	A diagnostic utility that determines whether a remote computer is active and where it can be contacted.
POP (1)|Post Office Protocol	<I>(Post Office Protocol)</I> Makes available client-server e-mail messaging. <BR>
POP (2)|Point of Presence	(Point of Presence) Used in the context of telecommunications between companies and ISPs.
port	A point of I/O access to a computer or system. Also, to convert a program from one platform to run on another (e.g., from Unix to MS-DOS or MacOS).
