##name	Hepatitis Central (TM) Liver Disease Medical Glossary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Vikki Shaw
##copyright	<a href=http://hepatitis-central.com/hcv/glossary/main.html></a>
##email	hepatitis-central@hepatitis-central.com
##description	Medical terms for liver disease with an emphasis on Hepatitis.
##browsingEnabled	
##bgl_creationTime	2000/08/15, 12:19
##bgl_middleUpdated	2000/08/23, 12:23
8EAF66FD.bmp	File: 8EAF66FD.bmp
Abdominal Girth	Measurement of the distance around the abdomen at a specific point (usually at the level of the umbilicus). Abdominal girth can be an objective measurement of abdominal swelling
Abdominal Pain	Sensation of discomfort, distress, or agony in the abdominal region
Abdominal Swelling	Increased abdominal girth
Abdomino	Surgical procedure in which the end portion of the sigmoid colon and the entire rectum and anus are removed. The remaining colon is brought to the surface of the body as a permanent colostomy. Known as a Perineal resection
Abdominocentesis	Paracentesis
Abdominocystic	Pertaining to the abdomen and gallbladder
Abdominoscopy	Inspection or examination of the abdominal cavity, particularly direct examination of the abdominal organs by endoscopy, peritoneoscopy. laparoscopy
Aberrant	Irregular
ABG	Arterial Blood Gases
Abirritant	An agent that relieves irritation. Diminishing or relieving irritation, soothing
ABM	Adjusted Body Mass
Abnormal	Not normal; contrary to the usual structure, behavior, condition, position, or rule. Vikki
Abnormality	Not normal. Differing in any way from the usual state, condition or structure
ABO Antigens	A system of genetically determined antigens (proteins) located on the surface of the erythrocyte. The presence of these specific antigens gives a blood its unique properties. Because of the antigen differences existing between individuals, blood groups are significant in blood transfusions, maternal-foetal incompatibilities (erythroblastosis foetalis, tissue and organ transplantation)
ABO Blood Group	One of the four blood groups A, B, AB, or O comprising the ABO system
ABO Incompatibility	A type of blood incompatibility, found rarely. Transfusion reactions may occur as a result of such incompatibility
Abortive Infection	When a virus infects a cell (or host), but cannot complete the full replication cycle, i.e. a non-productive infection
Abouchement	The termination of a vessel in a larger one
ABP	Arterial Blood Pressure
Abrosia	Lack of food
Abrupt	Sudden
Abs	Antibodies, Abs are associated with specific causes of hepatitis
Abscess	Localized pocket of pus
Absorbent	A drug that promotes the absorption of diseased tissues
Absorption	Process in which food nutrients are taken from the intestinal lumen into the bloodstream for distribution to all cells in the body
ABW	Actual Body Weight
AC	Abdominal Circumference, Abdominal Compression, Activated Charcoal, Acute Cholecystitis, Alcoholic Cirrhosis
Acacia Bark	Acacia Arabica--also called Wattle Bark. Medicinally, Acacia Bark is used as a substitute for Oak Bark. Used for diarrhea. Also used as an astringent gargle, injection, or lotion
Acalculous	Without the presence of stones, gallstones as an example
Accessory Digestive Organs	Organs that help with digestion but are not part of the digestive tract. These organs are the tongue, glands in the mouth that make saliva, gallbladder, liver, and pancreas
Accessory Spleen	Normal spleen tissue in an abnormal anatomical location
Accumulation	Build-up
ACE Inhibitor	Drug typically used to treat high blood pressure<BR>(Angiotensin-Converting Enzyme inhibitor)
Acetaminophen	The generic name for a common nonprescription medication useful in the treatment of mild pain or fever
Acetylcholine	Neurotransmitter widely distributed in body tissues with a primary function of mediating synaptic activity of the nervous system and skeletal muscles
ACG	American College of Gastroenterology
Achalasia	Constriction of the lower portion of the esophagus due to inability of the sphincter muscles to relax
Achlorhydria	Absence of hydrochloric acid from the gastric juice
Acholia	Absence of bile, or failure to secrete bile
Acholuria	Term used to describe the absence of bile pigment in the urine, usually in the context of describing a type of jaundice
Acid	Base Equilibrium--Condition in which the net rate of acid or alkali production by the body is balanced by the net rate of acid or alkali excretion from the body, resulting in a stable concentration of hydrogen ions in the body fluids
Acid Fast Bacillus	Bacteria capable of living in acidic environments, such as inside macrophages. Tuberculosis and MAI/MAC are acid fast bacilli
Acid Reflux	Disorder in which acid in the stomach comes up into the esophagus, the valve separating the stomach and esophagus does not function properly
Acidity	Sour, Acid content of any substance
Acidophilus	Microflora (good bacteria) that acts as a digestive aid and lives in your intestines helping your body fight disease. Intestinal cleanser. Helps prevent acne, bad breath, fungus, and diverticulosis. Helps in the absorption of calcium and other minerals in the body
Acidosis	High blood acidity, a condition marked by abnormally high acid levels in the blood, associated with some forms of diabetes, lung disease, and severe kidney disease
ACL	Anal Canal Length
Aconite	Also known as Fu-Tzu and Monkshood. Extremely powerful and potentially toxic herb. Considered an effective stimulant for the spleen and kidneys. Also used in the treatment for general weakness, cancer, malaise, poor circulation, and heart disease. Aconite's toxic ingredient is an extremely potent central nervous system poison called "Aconitine". Even in extremely small amounts, this potent chemical can inhibit respiration, and in larger amounts can lead to complete heart failure! Aconitine can be extremely toxic. This is definitely not an herb for casual use by the herbal novice, and if used at all, should only be done so under the close supervision & monitoring of a knowledgeable practitioner
Acrid	Has a biting taste or causes heat and irritation when applied to the skin
Activated Charcoal	An over-the-counter product that may help relieve intestinal gas
Active Control Treatment	A control treatment that involves use of a pharmacologically or medically active substance. Active controls are used when there is already an available treatment, so the use of a placebo or no treatment would be unethical
Active Immunization	The conferring of immunity through the introduction of an attenuated form of a virus; for example, the injection of cowpox virus to confer immunity to smallpox, or by the injection of a killed or inactivated virus. The principle is that the body, by learning to deal with a mild and harmless virus closely related to a more serious strain, or a dead or inactive virus, develops antibodies against the virulent, live or active virus
Acuity	Sharpness
Acupuncture	One of the oldest most commonly used medical procedures in the world, acupuncture originated more than 2,000 years ago in China. Traditional Chinese medicine believes there are more than 2,000 acupuncture points on the human body that connect pathways known as meridians, and conduct energy, or chi, throughout the body
Acute	Severe, Short. Sensing or perceiving accurately, clearly, effectively, or sensitively characterized by sharpness or severity, having a sudden onset, sharp rise, and short course
Acute Infection	Suddenly occurring infection that is severe and sharp. Relatively brief infections, i.e. a few days to a few weeks, following which the virus is usually eliminated completely from the body by the immune system
Acute Tubular Necrosis|ATN	ATN--Reversible kidney damage resulting in delayed kidney function. Among other factors, it may be caused by quality of donor organ, time of organ storage before transplantation, or medications to prevent rejection
Acute Viral Hepatitis	Hepatocellular inflammatory disease caused by certain hepatotrophic viruses. Common, important group of worldwide diseases that share clinical, biochemical, and morphologic features, but are due to different viruses
Acute Yellow Atrophy	Massive necrosis of the liver, a rare complication of viral hepatitis (fulminant hepatitis) that may also result from exposure to hepatotoxins or from drug hypersensitivity. A lobe or the entire liver shrinks, becoming a soft, flabby, yellow-brown to green mass with a wrinkled capsule. There is confluent necrosis of hepatocytes, often with fatty change. Mortality is 60% to 90%
Acyclovir-Zovirax	An antiviral drug used in the treatment of herpes
Ad Hoc Review Group	Review group that is created for the sole purpose of reviewing a specific application or set of applications. Also referred to as ad hoc study section, especially if the applications are for grant support
ADCC	Antibody Dependent Cell Mediated Cytotoxicity
Addiction	Dependence on a substance (alcohol or drugs), to the point that stopping is very difficult and causes severe mental and physical reactions
ADE	Apparent Digestive Energy
Adenine	One of the four basic nucleotides that make up DNA. White, crystalline derivative
Adenitis	Inflammation of one or several lymph nodes, or related lymphoid tissues
Adeno	Greek word for gland
Adenocarcinoma	Cancer that begins in cells that line certain internal organs. Seen under a microscope, these cancer cells grow in patterns that normally are seen only in glands
Adenoma	Non-cancerous tumor
Adenopathy	Enlargement of glands, particularly the lymph nodes
Adenovirus E1 Proteins	The very first viral gene products synthesized after cells are infected with adenovirus. The E1 region of the genome has been divided into two major transcriptional units, E1A and E1B, each expressing proteins of the same name (Adenovirus E1A Proteins and Adenovirus E1B Proteins)
Adenovirus E1A Proteins	Proteins transcribed from the E1A region of adenovirus which are involved in positive regulation of transcription of the early genes
Adenovirus E1B Proteins	Proteins transcribed from the E1B region of adenovirus which are involved in regulation of the levels of early and late gene expression
Adenovirus E2 Proteins	Proteins transcribed from the E2 region of adenovirus. Several of these are required for viral DNA replication
Adenovirus E3 Proteins	Proteins transcribed from the E3 region of adenovirus but not essential for viral replication. The E3 19K protein mediates adenovirus persistence by reducing the expression of class I major histocompatibility complex antigens on the surface of infected cells
Adenovirus E4 Proteins	Proteins transcribed from the E4 region of adenovirus. The E4 19K protein transactivates transcription of the adenovirus E2F protein and complexes with it
Adenovirus Early Proteins	Proteins encoded by adenoviruses that are synthesized prior to, and in the absence of, viral DNA replication. Proteins are involved in both positive and negative regulation of expression in viral and cellular genes, and also affect the stability of viral mRNA. Some are also involved in oncogenic transformation
Adenovirus Infections, Human|Adenovirus Infections|Human Adenovirus Infections	Respiratory and conjunctival infections caused by 33 identified serotypes of human adenoviruses
Adenoviruses|Canine	Species of the genus Mastadenovirus that causes fever, edema, vomiting, and diarrhea in dogs and encephalitis in foxes. Epizootics have also been caused in bears, wolves, coyotes, and skunks
Adherence	Degree to which patient care exactly follows study protocol
Adhesion	Fibrous band of structure by which parts abnormally adhere. Internal growth of scar tissue
Adipose Tissue	Type of connective tissue specialized for lipid (fat) storage
Adiposis	Condition of fatty infiltration or degeneration of single organs such as the heart or liver
Adjuvant	Herb used to aid the effect of a principal ingredient when added to a mixture
Adjuvant Therapy	Use of drugs or radiation therapy in the treatment of cancer along with surgery
Adjuvants, Immunologic|Adjuvants|Immunologic Adjuvants	Substances that stimulate, activate, augment, potentiate, or modulate the immune response at either the humoral or cellular level. The classical agents (Freund's adjuvant, BCG, Corynebacterium parvum, et al.) contain bacterial antigens. Some are endogenous (e.g., interferon, histamine, tuftsin, transfer factor, interleukin-1). Their mode of action is either non-specific, resulting in increased immune responsiveness to a wide variety of antigens, or antigen-specific, i.e., affecting a restricted type of immune response to a narrow group of antigens. The therapeutic efficacy of many biological response modifiers is related to their antigen-specific immunoadjuvanticity<I></I><BR>
Administration or Route of Administration|Administration|Route of Administration	How a drug or therapy is introduced into the body (i.e., intravenously, or orally)
ADP	Advanced Pancreatitis 2. Adenosine diphosphate - an energy storage molecule
Adverse Event	Less than desireable results of taking medication, also known as side effects
Adverse Experience	A toxic reaction to a treatment under study. In the CPCRA all Grade 4, life-threatening toxicities and deaths are adverse experiences, irrespective of whether or not they are believed to be due to study drug, as are any toxicities that require permanent discontinuation of study drug
Adverse Reaction	Unintended and unwanted side effect of some sort of treatment, usually drug therapy
AEP	Acute Edematous Pancreatitis
Aerosolized	A form of administration in which a drug, is turned into a fine spray or mist by a nebulizer, and inhaled
AES	Anterior Esophageal Sensor
AFB	See acid-fast bacillus
Afebrile	Without a fever
Affective Disorder	Mental disorder involving abnormal moods and emotions; affective disorders include manic depressive disorder
Afferent	Conveying towards a center
AFLP	Acute Fatty Liver of Pregnancy
AFP	Alpha fetoprotein. A test that measures the amount of alpha fetoprotein (AFP) in serum (blood)
AGA	American Gastroenterolgical Association
Agammaglobulinaemia	Immune deficiency
AGE	Acute Gastroenteritis
Age Spots	Also called Liver Spots and Lentigo Senilis. Fat spots evenly colored with darker pigment that occur on the exposed skin particulalry in persons aged 50
Agenesis	Failure of development
Agglutinate	The process by which cells are made to adhere to one another, usually through the actions of an agglutinin, such as an antibody or a lectin. Certain viruses and bacteria also are capable of agglutinating blood cells. Many agglutinins, particularly the food lectins, are blood type specific. Certain foods clump only the cells of one blood type, but do not react with the cells of another type
Aggregate Cost	Total of all costs
Aggregation	A distribution of parasites amongst hosts is said to be aggregated, or overdispersed, if parasites are found to co-occur in particular hosts more often than if the parasites were distributed at random amongst all hosts. A more precise test would be if the distribution differed significantly from a Poisson distribution; a good heuristic is whether the variance to mean ratio is bigger than unity (in appropriate units). Macroparasites are typically aggregated in their host populations, so that the majority of hosts harbor few or no parasites while a few hosts harbor large parasite burdens. Aggregated distributions are often well described empirically by the negative binomial distribution
Agonal	A word used to describe a major negative change in a patient's condition, usually preceding immediate death, such as a complete cessation of breathing or a dire change in the patient's EEG or EKG
AGS	Gastric Cancer Cell
Ags	Antigens
AH	Acute Hepatitis
AIDS	Acquired Immunodeficiency Syndrome
AIH	Autoimmune Hepatitis
Air Embolism	Blockage of an artery by air bubbles, which may have entered during surgery or after an injury
Airways	Passageways that air moves through while traveling in and out of the lungs during breathing
Alagille Syndrome	Hypoplasia of the hepatic ducts, congenital pulmonary artery stenosis, facial abnormalities, and other congenital malformations, particularly skeletal. It is often presented as jaundice during the neonatal period. It is an autosomal recessive disease generally manifesting during childhood
Alanine	Nonessential amino acid, alpha-aminopropanoic acid, occurring in proteins. High levels also occur free in plasma. It is synthesized from pyruvate and is used as a dietary supplement. An important source of energy for muscle tissue, the central nervous system and brain. Strengthens the immune system by producing antibodies, helps in the metabolism of sugars and organic acids
Albumin	Water-soluble blood protein. Increased absolute serum albumin content is not seen as a natural condition. Relative increase may occur in hemoconcentration. Absolute increase may occur artificially by infusion of hyperoncotic albumin suspensions. Decreased serum albumin is seen in states of decreased synthesis (malabsorption, malnutrition, liver disease, and other chronic diseases), increased loss (many GI conditions, nephrotic syndrome, thermal burns, etc.), and increased catabolism (cancer chemotherapy, thyrotoxicosis, familial hypoproteinemia, Cushing's disease) Globulin is increased disproportionately to albumin (decreasing the albumin/globulin ratio) in states characterized by chronic inflammation and in B-lymphocyte neoplasms, like myeloma and Waldenstrvm's macroglobulinemia. More relevant information concerning increased globulin may be obtained by serum protein electrophoresis. Decreased globulin may be seen in congenital or acquired hypogammaglobulinemic states. Serum and urine protein electrophoresis may help to better define the clinical problem <BR>
Albuminoid Liver|Amyloid Liver	A liver which is the seat of an albuminoid or amyloid degeneration; called also waxy liver
Albumins	Water-soluble proteins found in egg whites, blood, lymph, and other tissues and fluids. They coagulate upon heating
Alcohol Swab	Sterile, pre-packaged material treated with alcohol. Used to clean injection sites and injection/therapy equipment
Alcoholism	Disorder characterized by a pathological pattern of alcohol use that causes a serious impairment in social or occupational functioning. Chronic, excessive, and compulsive drinking
ALF	Acute Liver Failure, American Liver Foundation
Alfalfa	Medicago Sativa. Alfalfa can be taken as a capsule, tablet, tea or the dried plant itself. Perennial member of the family Fabaceae and is one of the most common, cultivated forage plants, being fed to animals either as hay or in a dehydrated form. Alfalfa grows on the side of the road and leaves a peculiar green haze and pungent smell in the air. Alfalfa is promoted as a detoxifier, said to cleanse the liver and bloodstream. Nutritious source of beta carotene, calcium, chlorophyll, and the vitamins D, E and K. Studies have noted a link between consumption of high doses of Alfalfa with the onset, or aggravation of, existing Systemic Lupus Erythematosus (SLE). Those diagnosed with Lupus should avoid alfalfa products entirely
ALG	Antilymphocyte globulin
Algin	Good protection from many kinds of carcinogens, toxins and pollutants. Prevents living tissue from absorbing radioactive materials. Encourages the action of dietary fiber, by supplying nutrients, and by normalizing bowel functions
Alimentary	Digestion related, pertaining to food or nutritive material or to the organs of digestion
Alimentary Canal	Gastrointestinal (GI) tract
Alkaline Phosphatase	Increased serum alkaline phosphatase is seen in states of increased osteoblastic activity (hyperparathyroidism, osteomalacia, primary and metastatic neoplasms), hepatobiliary diseases characterized by some degree of intra- or extrahepatic cholestasis, and in sepsis, chronic inflammatory bowel disease, and thyrotoxicosis. Isoenzyme determination may help determine the organ/tissue responsible for an alkaline phosphatase elevation. Decreased serum alkaline phosphatase may not be clinically significant. However, decreased serum levels have been observed in hypothyroidism, scurvy, kwashiokor, achrondroplastic dwarfism, deposition of radioactive materials in bone, and in the rare genetic condition hypophosphatasia
Alkaloid	Any of a large class of nitrogen-containing organic compounds found especially in seed plants
Alkalosis	Dangerously decreased acidity of the blood, which can be caused by high altitudes, hyperventilation, and excessive vomiting
Alleles	Any alternative form of a gene that can occupy a certain chromosomal locus. In humans and other diploid organisms there are two alleles, one on each chromosome of a homologous pair
Allergen	Allergy-causing; irritant
Allergic Reaction	A sensitivity to a specific substance, called an allergen, that is contacted through the skin, lungs, swallowing, or injection
Allocation Ratio	Treatment allocation ratio. For example, 1:1 is equal allocation, 3:1 is 75% in one group, and 25% in the other
Almond	Prunus Amygdalus--Excellent emollient. May also help prevent heart disease. Shown to lower serum cholesterol levels in people who consumed it in place of saturated fat
ALOC	Abbreviation for Acute Loss Of Consciousness
Aloe Vera	Aloe Barbadensis. Herb often used to treat minor skin conditions, aloe vera or aloe gel is obtained from the inner layer of the leaf of the plant. Comes from the family Liliaceae, may be taken in capsule form or applied to the skin as a gel. Aloe Vera gel, derived from the mucilaginous cells contained inside the leaves, widely used in a variety of forms such as cosmetics, moisturizers, lotions, and shampoos. Aloe powder, is derived from the tough outer leaf of the plant, it is a strong cathartic consumed internally as a cleanser, and often used as a treatment for many conditions ranging from AIDS to liver disease
Alograft	(allogenetic graft or homograft)--A graft between two individuals who are of the same species (eg. human) but have genetic differences
Alpha Carotene	Carotenoid found in carrots and certain other vegetables. Its provitamin A activity is weaker than that of beta carotene. Studies have shown that several carotenoids other than beta carotene are potent antioxidants that provide profound health benefits. The scientific community has recognized the importance of natural mixed carotenoids including beta carotene
Alpha-Fetoprotein	A fetal blood protein present abnormally in adults with some forms of cancer, such as liver cancer<BR><I>¯ (alpha) Level</I>--The probability of a false positive result, or of rejecting the hypothesis of no treatment difference when there is no real difference or of a false positive. Also referred to as the probability of a type I error <BR><I>¯ (alpha) Spending Function</I>--A function or rule that governs how the total ¯ level or probability of a type I error can be spread out over the interim analysis. Limits the chance of a false positive result when trial data is looked at multiple times. Can be used to set up guidelines for trial monitoring <BR>
Alpha Tocopherol	Form of vitamin E
ALS	Antilymphocyte Serum
ALT|SGPT	formerly SGPT--Alanine aminotransferase - a protein which, when found in the blood in elevated quantities, generally indicates liver damage. It is found mainly in liver cells and therefore has greater specificity for liver disease, but it offers little other advantage. In most liver diseases, the AST increase is less than that of ALT (AST/ALT ratio is less than 1), except in alcohol-related liver injury where the ratio is usually more than 2. Many exceptions limit the practicality of the ratio. However, a ratio of more than 3 with an inordinate increase in GGT (more than 2 times the alkaline phosphatase) is highly suggestive. Increase of serum alanine aminotransferase is seen in any condition involving necrosis of hepatocytes, myocardial cells, erythrocytes, or skeletal muscle cells
Alterative	Vague term for an agent capable of favorably altering or changing unhealthy conditions of the body and tending to restore normal bodily function
Alternative Medicine	A broad range of healing philosophies, approaches, and therapies, alternative medicine is generally not taught in medical schools or used in hospitals. Also known as complementary medicine
Alum Root	Also known as Cranesbill Root. Strong Astringent used for passive bleeding, that occurs in hematuria, menorrhagia and hemotysis , has a potent healing effect on the entire gastrointestinal tract. Found to be active against tuberculosis bacteria. Used to curb irritation of hemorrhoidal tissue, reduce inflammation of mucous membranes, and to restore venous health
AMA	Against Medical Advice. American Medical Association
Amebiasis	An acute or chronic infection. Symptoms vary from mild diarrhea to frequent watery diarrhea and loss of water and fluids in the body
Amebic Abscess	A collection of pus in the liver caused by an intestinal parasite. An area of abscess formation (liquefaction necrosis) in the liver due to infection of the organ with ameba. Occurs mostly in the liver and brain. A specific purulent invasive lesion commonly of the liver caused by parasitic amebas
American Desert Herb	Used as a bronchial dilator and decongestant, and contains Cobalt, Copper, Nickel, Strontium and Vitamin B-12. Also used in the treatment of allergies, asthma, bladder, bursitis, colds, fevers, headaches, and kidney problems. Stimulates the nervous system and acts directly on the muscle cells
Amine	Organic compound containing nitrogen
Amino Acid	Building blocks from which proteins are made. Dietary amino acids are classified as essential or non-essential. Essential amino acids (histidine, isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan and valine) cannot be manufactured by the body and must be supplied in the diet or ill-health results. The non-essential amino acids are also essential for health, but can be synthesized in the body from the essential amino acids. Arginine, ornithine, cysteine, cystine, taurine and tyrosine are classified as non-essential amino acids but may be essential for individuals with certain diseases or nutritional concerns. A suboptimal intake of the essential amino acids increases the body's need for the non-essential amino acids. When protein is broken down by digestion, the result is 22 known amino acids, 8 are essential amino acids, the rest are non-essential
Amino Acid Chloromethyl Ketones	Inhibitors of serine proteinases and sulfhydryl group-containing enzymes. They act as alkylating agents and are known to interfere in the translation process <BR>
Amino Acids, Branched-Chain|Amino Acids|branched-chain Amino Acids	Amino acids which have a branched carbon chain <BR>
Amino Acids, Cyclic|Amino Acids|Cyclic Amino Acids	Class of amino acids characterized by a closed ring structure
Aminobutyric Acids	Aliphatic four carbon acids substituted in any position(s) with amino group(s). Aminobutyric Acids are found in most living things. Most well known is GABA
Aminocaproic Acids	Group of compounds that are derivatives of aminohexanoic acids
Ammonia	Volatile, colorless, pungent alkaline gas, soluble in water, formed by the body as a product of protein metabolism; converted to urea by the liver or excreted by the kidney
AMP	Adenosine monophosphate - an energy storage molecule
Amphipathic	Of a molecule, having both hydrophobic and hydrophilic regions. Can apply equally to small molecules, such as macromolecules and phospholipids and proteins
Ampulla of Vater	Location at which the common bile duct and pancreatic duct drain into theduodenum
Amylase	An enzyme produced in the pancreas and salivary glands. Elevation of the blood amylase is common in conditions of pancreatitis
Amyloid Liver,  Albuminoid Liver|Albuminoid Liver|Amyloid Liver	A liver which is the seat of an albuminoid or amyloid degeneration; called also waxy liver
Anabolic Processes	Conversion of small molecules into large
Anabolic Steroid	Drug similar to the male hormone testosterone that builds muscles and strengthens bones, but has adverse side effects
ANAbs	Antinuclear Antibodies
Analgesic	Agent that relieves pain without causing loss of consciousness
Analog, Analogue|Analog|Analogue	Analogue--A chemical compound with a structure similar to that of another but differing from it in respect to a certain component; it may have a similar or opposite action metabolically
Analogous	Similar
Analysis By Intention To Treat	A method of data analysis in which the primary tabulations and companion summaries of outcome data are by assigned treatment, regardless of treatment adherence
Analysis By Treatment Administered	A method of data analysis in which the primary tabulations and companion summaries of outcome data are by treatment administered, not be treatment assigned
Anaphrodisiac	Agent that lessens sexual function and desire
Anaphylactic Shock	Life-threatening allergic reaction resulting in difficulty breathing and low blood pressure
Anaphylaxis	An immediate, transient but life-threatening type of allergic reaction, characterized by relaxation of muscles not under voluntary control and by opening up of capillaries, the smallest branches of blood vessels, and resulting in plummeting of blood-pressure and generalized swelling of tissues
Anastomosis	Surgical formation of a passageway between any two spaces or hollow organs in the body
Ancillary Trial	An investigation, stimulated by the trial and intended to generate information of interest to the trial, designed and carried out by investigators from one or more of the centers in the trial and that utilizes resources of the trials (e.g., money, study patients, staff time, etc.), but that is not a required part of the design or data collection procedures of the main trial
Androgen	Any steroid hormone that increases male characteristics
Anecdotal Evidence	Evidence based on a single observation, such as the result of a certain treatment on a disease in one person. It is usually impossible to know if the given result would occur again under similar circumstances, or was a chance event. For this reason, anecdotal evidence should rarely form the basis of treatment recommendations
Anemia	Condition in which the number of red blood cells, the amount of hemoglobin, or the volume of packed red blood cells are less than normal
Anergic	Refers to the state of being so immunologically suppressed that one is unable to produce cutaneous delayed type hypersensitivity reaction (DTH). Such patients will usually not test positive for TB on a PPD (mantoux) test
Anesthesia	Loss of sensation in a certain part of the body or throughout the body
Anesthetic	Drugs or gases given to cause a loss of feeling. A general anesthetic puts the patient to sleep. A local anesthetic makes an area of the body numb
Aneurysm	Abnormal swelling of the wall of an artery, caused by a weakening in the vessel wall
Angelica	Angelica Archangelica--Similar to the Chinese herb Dong Quai. Used for the treatment for flatulence and stomach pains. Also used as a stimulant to invigorate circulation and warm the body. Promote menstrual flow and help regulate irregular menstrual cycles. Angelica should not be used by pregnant women or diabetics, has a tendency to elevate blood sugar levels
Angiodysplasia	Abnormal or enlarged blood vessels in the gastrointestinal tract
Angiogenesis	The process of forming new blood vessels. Angiogenesis is essential for the growth of tumors
Angiography	Imaging of a system of blood vessels after injection of a dye
Angioplasty	Reconstruction of a blood vessel
Angiosarcoma	Rare malignant tumor affecting particularly the liver, a cancer that arises from the cells that line the blood vessels
Angiotensinogen	A serum globulin formed by the liver that is cleaved by renin to produce angiotensin I
Anhidrosis	The abnormal absence of sweat
Anion Gap	Increased serum anion gap reflects the presence of unmeasured anions, as in uremia (sulfate, phosphate), diabetic ketoacidosis (acetoacetate, beta-hydroxybutyrate), shock, exercise-induced physiologic anaerobic glycolysis, fructose and phenformin administration (lactate), and poisoning by methanol (formate), ethylene glycol (oxalate), paraldehyde, and salicylates. Therapy with diuretics, penicillin, and carbenicillin may also elevate the anion gap. Decreased serum anion gap is seen in dilutional states and hyperviscosity syndromes associated with paraproteinemias. Because bromide is not distinguished from chloride in some methodologies, bromide intoxication may appear to produce a decreased anion gap <BR>
Anise	Used to ease intestinal colic and flatulence. also has an expectorant and anti-spasmodic action, may be used in cases of bronchitis, and where there is a persistent irritable cough. Has been used for whooping cough. Considered a carminative and stimulant <BR>
Anodyne	Agent that relieves or kills pain
Antacid	Drug that neutralizes stomach acids; used to treat indigestion, heartburn, and acid reflux
Antagonism	The opposite of synergy. One factor reduces or cancels the effect of another
Antenatal	Before the time of birth
Anterior	In front, or towards the front
Anthelmintic	Drug used to destroy or eliminate parasitic intestinal worms
Anti-HAA	Antibody to Hepatitis Associated Antigen
Anti-HAV	Antibody to Hepatitis A Virus
Anti-HBc	Antibody to the Hepatitis B Core Antigen. Test used to identify a past or present HBV infection. It is produced during and after acute HBV infection. The core antigen is part of the hepatitis B virus and the antibody to the core antigen is usually present in chronic carriers. If it is present with a positive anti-HBs (protective antibodies), then it is associated with recovery from an infection and this person is not a carrier. The interpretation of this test depends on the first two test results<BR>
Anti-HBe	Antibody to the Hepatitis B e Antigen<BR>
Anti-HBs	Antibody to the Hepatitis B Surface Antigen. The presence of antibodies indicates that a person has been exposed to HBV previously, but has successfully cleared the virus from their body and is no longer contagious. Antibodies are also produced from the HBV vaccine series <BR>
Anti-HBsAg	Antibody to Hepatitis B Virus
Anti-HCV	Antibody to the Hepatitis C Virus
Anti-HDV	Antibody to the Hepatitis D Virus <BR>
Anti-liver Cytosolic Protein 1	Associated with anti-liver/kidney microsomal 1 (anti-LKM1); considered a more specific marker of type 2 autoimmune hepatitis than anti-LKM1 <BR>
