##name	Muscle Pain
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2002/08/30, 04:21
##author	Eduardo Spaccasassi
##description	Medical terms relative to muscle pain
##browsingEnabled	
##bgl_creationTime	2002/07/23, 21:51
8EAF66FD.bmp	File: 8EAF66FD.bmp
Cross excitation	transmission of action potentials between neighbouring nerve fibers.
CRPS	Complex regional pain syndrome - forms of pain that are associated with signs of sympathetic disturbances and therefore suggest an involvement of the sympathetic system (e.g.: causalgia, Sudeck syndrome).<BR>It was formerly known as reflex sympathetic dystrophy.
Curare	a plant extract that produces paralysis of skeletal muscle by blocking the receptor molecule for acetylcholine in the postsynaptic portion of the neuromuscular endplate.
Cyclic AMP	cAMP - cyclic adenosine monophosphate, an intracellular second messenger that is part of the cascade of events that transforms the action of neurotransmitters or other substances into metabolic changes in the affected cell.
Cyclo Oxigenase|COX	an enzyme that synthesizes prostaglandins from arachinoid acid.
Deafferentation	abolition of the influence of afferent fibers (or afferent activity) from central nervous system neurons. Dorsal root avulsion is an example of traumatic deafferentation.
Decarboxylation	a chemical reaction involving the removal of a molecule of carbon dioxide from a carboxylic (-COOH) group.
Decerebration	the removal of the brain above the lower border of the corpora quadrigemina of the mesencephalon or a complete section of the brain at about this level.
Deep somatic tissues	subcutaneous tissues such as muscle, tendon, joint capsule, and ligaments. The term excludes viscera.
Demyelination	destruction of the myelin sheath of thick nerve fibers, caused by degenative and metabolic diseases (e.g.: diabetes)
Dendrite	a process of a neuron where most of the synaptic contacts with axons of other neurons are located. A dendrite is the main input region of a neuron.
Depolarizing muscle relaxants	agents that block neuromuscular transmission by binding to the acetylcholine receptors of the muscle membrane and depolarizing the membrane for a prolonged period of time. e.g: succinylcholine
Dermatome	area of skin supplied by cutaneous branches from a single spinal nerve.
Descending antinociceptive system|Descending inhibition	a pain-suppressing network of neurons that originate in the mesencephalon and medulla and inhibit the activity of spinal nociceptive neurons via descending axons.
Descending facilitation	pain-enhancing activity of a network of spinal nociceptive neurons that originate in the mesencephalon and medulla and influence spinal neurons via descending axons. These pain-facilitating neurons are intermingled with the pain-inhibiting neurons of the antinociceptive system.
Descending inhibition|descending antinociceptive system	a network of neurons that originate in the mesencephalon and medulla oblongata and inhibit spinal nociceptive neurons.
Desensitization	a reduction in sensitivity of a neuron to a stimulus, caused by the same or another stimulant.<BR>An example is the desensitization of receptors caused by capsaicin after initial excitation.
Desmin	an intracellular protein filament of intermediate size (between microfilaments and microtubules). It forms bundles that enhance the mechanical stability of cells.
Diaphoresis	perspiration
Diastolic blood pressure	blood pressure during the period of relaxation of the heart ventricles. It is the minimum blood pressure that occurs between two contractions of the heart musculature.
Discectomy	excision, in part or whole, of an intervertebral disc.
Disinhibition	the abolition of an existing inhibition of a neuron. In terms of discharge frequency of a spontaneously active neuron, disinhibition is equivalent to activation.
Distal	situated away from the center of the body, or from the point of origin; applied to the extremity or distant part of a limb or organ.
Divergence	a neuroanatomic connection implying that a single afferent fiber has synaptic contacts with more than one central nervous system neuron.
Dolorimeter	an instrumento for measuring the intensity of a painful stimulus.
Dorsal horn	dorsal (posterior) portion of the grey matter in the spinal cord. Sensory neurons are located here.
Dorsal root	nerve fiber bundles that enter the spinal cord at the dorsolateral circumference of the spinal cord. It contains primary afferent fibers that originate in cell bodies of the dorsal root ganglion.
Dorsal root ganglion	an accumulation of sensory nerve cell bodies forming part of a dorsal root. The cell bodies in the ganglion have a central process that terminates in the spinal cord and a peripheral process that forms one or several receptive nerve endings. The dorsal root ganglia of spinal nerves are located in the intervertebral foramen.
Dysarthria	disturbance of articulation as a result of emotional stress or paralysis, incoordination, or spasticity of the muscles.
Dysesthesia	an unpleasant abnormal sensation, whether spontaneous or evoked.
Dysphagia	difficulty in swallowing.
Dystonia	an abnormal tonicity in any of the tissues.
Dysuria	difficulty or pain in urination.
Eccentric contraction|Lengthening	an increase in muscle length, with muscle force resisting the lengthening of the muscle by external forces.
Ecchymosis	a purplish patch caused by extravasation of blood into the skin.
Ectopic	out of place.<BR>With regard to neuronal activity, the term means that the discharges originate at an abnormal location.
Edema	an accumulation of an excessive amount of watery fluid in cells, tissues, or serous cavities.
Effusion	escape of fluid from the blood vessels or lymphatics into the tissues or a cavity.
Elastic stiffness	elastic part of the viscoelastic component of resistance to movement. It is clinically tested by performing slow movements (where the viscosity doesn´t influence the measurement).
Electroencephalogram|EEG	a graphic record of the electrical activity of the brain as recorded by the electroencephalograph.
Electroencephalograph	an instrument that records the electrical activity of the brain.
Electrogenic contraction	a contraction elicited by electrical activity of the motor nerve and muscle cell.
Elevation	lifting a part of the body.
Emotional-affective component of pain	pain component identified with suffering.
Endogenous	originating or produced within the organism.
Endomysium	loose connective tissue around a single muscle cell.
Endorphin	an endogenous opioid with morphine-like actions.<BR>It is an inhibitory transmitter.
Endplate potential|EPP	short-lasting positive change of the normally negative membrane potential of a muscle cell. <BR>The EPP is caused by acetylcholine.
Endplate zone|Motor point	that part of a skeletal muscle where the endplates are located.
Enkephalin	an endogenous opioid derived from endorphin by splitting.
Enkephalinergic	neurons that use enkephalin as a transmitter.
Enthesitis	painful inflammation of the insertion region of a muscle provoked by muscle stress.
Enthesopathy	a disease process ocurring at the site of insertions of muscle tendons and ligaments into bones or joint capsules.
Ephapse	synapse-like close apposition between neighbouring fibers in a damaged nerve or neuroma, which may provide direct electrical coupling, leading to cross talk between the fibers.
Epigastric|Epigastric region	topographic area of the abdomen located between the costal margins and the subcostal plane, which is the level of the bottom of the rib cage.
Epimysium	connective tissue that encloses a whole muscle. In most muscles a separate fascia surrounding the epimysium is also present.
Ergonomics	a scientific discipline dedicated to providing a work situation that providesoptimal trunk and limb support and placement of materials. <BR>The goal of ergonomics is to eliminate strained posture and unnecessary motor activity.
Ergoreceptor	a non-nociceptive group III or IV muscle receptor that is activated during physiologic contractions.<BR>It is presumed to mediate respiratory and circulatory adjustments during physical work.
Evoked potential	a change in voltage usually recorded from the somatosensory cortex surface following stimulation of a peripheral nerve or another sensory input. The potential consists of several waves that are named according to their polarity (N for negative, P for positive) and their latency (time between onset of the stimulus and occurrence of the potential) in milliseconds (ms).
Exacerbation	an increase in the severity of a disease or in any of its signs or symptoms.
Excitatory postsynaptic potential|EPSP	a short-lasting depolarization of the membrane of the postsynaptic neuron, caused by a small amount of excitatory neurotransmitter (e.g., glutamate).
Extrapyramidal reactions	motor reactions that are caused by activation of the extrapyramidal motor pathways (pathways outside the pyramidal tract).
Facet joints	small joints connecting the vertebrae.
Fascia	a sheet of fibrous tissue that envelops the body beneath the skin; it also encloses muscles and muscle groups and separates structural components of a muscle.
Fascicle	a bundle of nerve or muscle fibers that are enclosed in perineurium or perimysium, respectively.
Fasciculations	involuntary contractions or twitchings of individual motor units; a coarser form of spontaneous muscular contractions than the fibrillation of individual muscle fibers.
Fibrillation	involuntary contraction of individual muscle fibers.
Fibromyalgia|FM|FMS	also called <B>Fibromyalgia Syndrome</B>, it is a chronic condition of increased pain sensitivity, characterized by widespread pain and <U><I>tender points</U></I> at 18 designated locations.
Fibrosis	formation of fibrous tissue as a reparative or reactive process.
Fibrositis|Nonarticular rheumatism	an outdated term describing muscle pain radiating from a small tender spot within the muscle.
Filament	1. one of the contractile proteins of the muscle (actin and myosin).<BR>2. a thin bundle of nerve fibers dissected from a nerve for recording the impulse activity in single fibers (in neurophysiologic animal experiments).
Flare	a redness of the skin extending beyond the local reaction to the application of an irritant or a noxious stimulus.
Flexion reflex|flexor reflex	a reflex leading to the contraction of a flexor muscle. Usually, the reflex occurs in response to a painful stimulus to the skin. The effect of the reflex is to move the limb away from the source of pain.
Flexor reflex afferents|FRA	afferent fibers that can elicit the flexion reflex.
Free nerve ending	main type of receptive ending of small-diameter afferent fibers.
Funiculus|column	the largest subdivision of the white matter in the spinal cord (e.g., dorsal funiculus between the two dorsal horns).
GABA	an inhibitory neurotransmitter in the central nervous system.
Galactorrhea	a continued discharge of milk from the breasts between intervals of nursing or after weaning.
Gamma-Motor fiber	a thin myelinated nerve fiber that supplies the muscle fibers within a muscle spindle (the intrafusal muscles).
Gate control theory	a spinal mechanism for the modulation of pain, which assumes that impulse activity in small-diameter (nociceptive) fibers elicits pain (opens the gate), whereas activity in large-diameter (non-nociceptive) fibers inhibits the pain (closes the gate).
Glaucoma	an increase in the inner pressure of the eye. One possible mechanism is closure of the angle between iris and cornea. The closure inhibits the efflux of the fluid from the anterior eye chamber into the veins of the eyeball.
Glycolysis	anaerobic conversion of glucose to lactic acid, which yields much less energy per molecule of glucose than does oxidative metabolism.
Grey matter	tissue component of the central nervous system that contains the cell bodies of the neurons together with other structures. The processing of impulse activity takes place in the grey matter.
Group Ia fiber	an afferent (sensory) fiber with origin in a primary ending of a muscle spindle.
Group Ib fiber	an afferent (sensory) fiber originating in a Golgi (tendon) organ.
Group III fiber	a thin myelinated muscle afferent (sensory) fiber that conducts action potentials at a velocity of 2.5 to 30 m/s.
Group IV fiber	an unmyelinated muscle afferent (sensory) that conducts action potentials at a velocity of less than 2.5 m/s.
Gynecomastia	excessive development of the male mammary glands.
Gyrus	one of the prominent, folded elevations that form the cerebral hemispheres. Each gyrus is separated from the next by a sulcus.
H band|Hensen	a pale inner zone of the A band of the striation pattern of a skeletal muscle. It marks that region of the A band where only myosin (and no actin) filaments are present.
Half-life|half-time	time for half of a substance to be converted or disappear from the tissue.
Hamstring muscles	semimembranosus, semitendinosus, and biceps femoris muscles. The tendons of these muscles attach to the ischial tuberosity.
Hematoma	a localized mass of usually clotted blood outside blood vessels, confined within an organ, tissue or space.
Hemiparesis	a slight paralysis affecting one side of the body.
Hemiplegia	paralysis of one side of the body.
Hemolysis	alteration, dissolution, or destruction of red blood cells in such a manner that hemoglobin is liberated.
Herniated disc	a protrusion of the soft center of a vertebral disc into the vertebral canal. The protrusion can compress the spinal cord or nerve roots and cause pain and other symptons.
Hertz|Hz	a measure of frequency in cycles per second.
Heterosynaptic facilitation	increase in responsiveness of a central nervous system neuron by an input that does not excite the cell, meaning that the input excites another neuron, which in turn facilitates the cell under study.
High-threshold mechanosensitive receptor|HTM	a mechanoreceptor with a high stimulation threshold in the noxious range. The term is often used to describe nociceptors that have not been tested with chemical or thermal stimuli.
Hippocampus	part of the limbic system, it is a convoluted structure that forms the caudal medial margin of the cerebral hemisphere.
Histamine	a biologic amine derived from histidine by decarboxylation.<BR>It stimulates gastric secretion, dilates blood vessels and constricts bronchial smooth muscle.
Hoarseness	a rough, harsh quality of voice.
Homonymous	having the same name. When used with regard to muscle reflexes, it means that the receptor eliciting the reflex and the contracting motor units are located in the same muscle.
Hyperalgesia	an increased pain response to a stimulus that is normally painful (stimulus and response are in the same mode).
Hyperesthesia	an increased sensitivity to stimulation, excluding the special senses (the increased sensation is in the same category as the applied stimulus).
Hyperexcitability	an abnormal increase in responsiveness of a central nervous system neuron to synaptic input.
Hyperpathia	a painful syndrome characterized by abnormally painful reaction to a stimulus, especially a repetitive stimulus, as well as an increased threshold.
Hypertonia	an increased muscle tone for any reason. It includes a variety of conditions such as spasticity, rigidity, dystonia, and muscular contracture.
Hypertonic saline	a salt solution that has a higher osmotic pressure than serum.
Hypoalgesia	diminished pain sensation in response to a normally painful stimulus.
Hypochondriasis	a false belief that one is suffering from some disease.
Hypoesthesia	a decreased sensitivity to stimulation, excluding the special senses.
Hypothalamus	ventral region of the diencephalon forming the walls of the ventral half of the third ventricle.
Hypothenar	fleshy mass at the medial ulnar side of the palm.
Hypotonia	a loss of normal elastic stiffness that may relate to thixotropy.
Hypoxia	a reduction in the level of oxygen pressure in body tissues.
Hysteria	diagnostic term referable to a wide variety of psychogenic symptons involving disorders of function that may be mental, sensory, motor, or visceral.
I band	isotropic area of the striation pattern of a muscle. The band is located outside the region of the myosin filaments adjacent to the Z band. The I band contains actin filaments only; it looks pale in the light microscope.
Idiosyncrasy	an unusual individual mental, behavioral, or physical characteristic.
Immediate-early gene|IEG	a gene that is expressed in neurons within a few hours following stimulation by peripheral input.
Immunoreactive	a tissue component (antigen) that is stained histologically with labeled antibodies.
Immunoreactivity	staining produced in histologic sections by labeled antibodies in order to visualize antigens in the tissue.
In vitro|organ bath	An experimental setup for studying isolated organs or cells that are immersed in or superfused with artificial extracellular fluid and kept alive by gassing the fluid with a mixture of oxygen and carbon dioxide.<BR>From Latin "in the glass".
Inhibitory postsynaptic potential|IPSP	a short-lasting hyperpolarization of the membrane of the postsynaptic neuron, caused by a small amount of inhibitory neurotransmitter (e.g., glicine). The IPSP shifts the membrane potential away from threshold, which reduces the excitability of the cell.
Innocuous stimulus	a weak stimulus that is not normally painful. In skeletal muscle, small deformation of the tissue or contractions under physiologic conditions are innocuous.
Insula	an oval region of the cerebral cortex; it is buried in the depth of the sylvian (lateral) fissure.
Integration of neuronal activity	processing of simultaneous excitatory and inhibitory synaptic potentials in a neuron.
Interleukin-1|IL-1	a polypeptide hormone that is synthesized by monocytes and acts on the hypothalamus to induce fever and on the muscle to promote protein degradation.
Interneuron	a nerve cell that is interposed between two others and has no long axons in ascending or descending tracts.
Intracerebroventricular	an injection into one of the cerebral ventricles.
Intrafusal muscle fiber	a muscle fiber inside a muscle spindle.
Intrathecal	into the subarachnoid space.
Intrinsic	inherent. Applied to neuronal activity, it refers to discharges that occur in neurons in the absence of a recognizable external stimulus.
Ion channel	a large channel protein present in the membrane of nerve cells.
Irritable bowel syndrome	troublesome constipation interspersed with painful cramping and diarrhea, often accompanied by tenderness to palpation in the left upper quadrant or the whole left side of the abdomen.
Ischemia	a reduction in blood flow in an organ or a part of an organ.
Isometric contraction	an increase in muscle force without length change.
Isotonic contraction	a reduction in muscle length without change in the force exerted.
Kinesiology	the science or study of movement and of the active and passive structures involved.
Kyphosis	dorsal flexion (forward bending) of the spine. A small degree of kyphosis in the thoracic spine is normal.<BR>Opposite to lordosis.
Lamina	latin for "layer". The term is used for the layers of the dorsal horn of the grey matter of the spinal cord.
Latent connections|silent connections	innefective synaptic connections in the central nervous system that may become effective under pathologic conditions.
Latent TrPs	trigger points (TrPs) that often cause motor dysfunction (stiffness and restricted range of motion) <B><I>without causing</B></I> <B><I>pain</B></I>, in contrast to the pain-producing <B><I>active</B></I> TrPs.
Leukotrienes|LTs	substances released from damaged tissue by activation of the enzyme lipoxygenase.
Local muscle pain	pain caused by excitation of muscle nociceptors.
Local twitch response|LTR	a twitch response of the taut band fibers evoked by snapping palpation or needle penetration of the trigger point.
Lockjaw	an example of trismus, which may be caused by tetanus infection, for example.
Locomotor muscle	a skeletal muscle that is mainly used for body movement.
Long-term potentiation|LTP	in the hippocampus, LTP represents a neuroplastic change that is characterized by a long-lasting increase in neuronal excitability following a short-lasting high-frequency input.
Lordosis	curvature of the spine with the convexity looking anteriorly. A small degree of lordosis in the lumbar region is normal.<BR>Opposite to kyphosis.
Low-threshold mechanosensitive receptors|LTM	mechanoreceptors with a low stimulating threshold in the innocuous range.
Lumbago	pain in the mid and lower back.
Luxation	complete dislocation of a joint.
Malignant	(in reference of a neoplasm) having the property of locally invasive and destructive growth and metastasis.
Mast cells	free tissue cells that are frequently located in the connective tissue around blood vessels.
Masticatory muscles	muscles involved in chewing.
Medulla oblongata	caudalmost part of the brainstem, just rostral to the spinal cord.
Membrane depolarization	a change of the membrane potential of a neuron or muscle cell that makes the normally negative potential on the inside more positive.
Membrane potential	difference in electric charge between the two sides of a cell membrane.
Meningitis	inflammation of the membranes of the brain or spinal cord.
Mesencephalon|midbrain	located between the hypothalamus (rostrally) and the pons (caudally), it is characterized by the lamina tecti cerebri dorsally and the crus cerebri ventrally. Important cell groups include the red nucleus, the substantia nigra, and the periaqueductal grey matter.
Mesothelium	a single layer of flattened cells forming an epithelium that lines serous cavities.
Metabotropic receptor	a receptor molecule for neurotransmitters that is located in the postsynaptic membrane and, after binding to the transmitter, activates G proteins and other membrane-bound molecules.
Metenkephalin	an endogenous opioid that is used as an inhibitory neurotransmitter by neurons of the descending antinociceptive system. Its action results in decreased pain sensitivity.
Micromolar	a measure of concentration of a substance in a solution. A micromolar solution contains 1/1,000,000 of the molecular weight of the substance in grams per litre.
Microneurography	a technique of recording impulse activity from single nerve fibers in humans by inserting thin needle electrodes through the skin into a peripheral nerve.
Microsome	one of the small spherical vesicles derived from the endoplasmic reticulum after disruption of cells by centrifugation.
Miniature endplate potential|MEPP	small, spontaneous synaptic potentials (depolarizations) of the muscle cell membrane in the endplate region in the absence of electrical activity of the alpha-motor neuron.
Mitochondrion	a cell organelle (structure within the cytoplasm) that supplies the cell with energy; it contains the enzymes of the citric acid cycle.
Moderate pressure	a weak mechanical stimulus used in animal experiments to stimulate low-threshold mechanosensitive receptors. It leads to a small local deformation of the muscle.
Monosynaptic	a neuronal connection that includes only one synapse.
Morning stiffness	stiffness felt by patients with, for example, rheumatoid arthritis.
Motor endplate|neuromuscular endplate	structure that links a terminal nerve fiber of the alpha-motor neuron to a muscle fiber. It contains the synapse where the electrical signal of the nerve fiber is converted to a chemical messenger (acetylcholine), which in turn initiates another electrical signal (the action potential) in the cell membrane of the muscle fiber.
Motor point|Endplate zone	that part of a skeletal muscle where the endplates are located. <BR>Previously defined as the region where the motor nerve entered the muscle.
Motor unit	all muscle fibers supplied by the same alpha-motor neuron.
Mucosa|tunica mucosa	mucous membrane lining the inner wall of the gastrointestinal tract and other inner organs.
Multireceptive neurons|wide dynamic range neurons	nerve cells with convergent inputs from various receptor classes, such as mechanoreceptive and nociceptive.
Muscle fatigue	a progressive reduction in force of maximum voluntary contraction of a muscle.
Muscle fiber|muscle cell	Also known as muscle cell, a muscle fiber contains many nuclei and can extend over the whole length of a muscle. <BR>
Muscle spasm|contracture|cramp	spasm is a pesistent contraction of striated muscle that cannot be released voluntarily.
Muscle spindle	a muscle receptor that measures the length of a muscle and is excited by muscle stretch.
Muscle stiffness	discomfort with movement of a joint.
Muscle tension	an increase in resistance to passive joint movement commonly described as muscle tone or muscle spasm.
Muscle tone	resting tension of a muscle, clinically determined as resistance to passive movement or to deformation.<BR>Muscle tone has two components: viscoelastic and contractile.
Muscle twitch	a single or short-lasting activation of the contractile apparatus of a muscle, e.g., by a short electrical stimulus or during a monosynaptic reflex.
