##name	Dictionary of Medicine (Shahram)
##sourceLang	English
##targetLang	English
##bgl_defaultCharset	cp1252
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2003/04/24, 16:59
##author	Shahram Shahsavari
##email	shahram_3000@hotmail.com
##description	Dictionary of Medicine. Includes over 12,500 entries. Clear definitions in simple English. Example sentences show usage. Covers British and American English terms on topics such as surgery, general practice, hospitals, clinics and nursing. Quotations from journals and magazines. Line drawings of anatomical features. Tables of vitamins and calorie counts.  Homepage:  http://www.ShahramSh.s5.com/  ,  Email: ShahramShahsavari@hotmail.com.  Note that this is the testing version of the Dictionary , Since I have got lots of other works to do as well, the final version this Dictionary may come out a little bit later. For more information contact me through my Email.
##browsingEnabled	
##bgl_creationTime	2003/04/24, 13:15
8EAF66FD.bmp	File: 8EAF66FD.bmp
-iasis	<I>suffix </I> <BR>meaning disease caused by something<BR><B>amoebiasis = </B> disease caused by an amoeba
-iatrics	Suffix meaning healing. From the Greek "iatros" meaning healer or physician. Pediatrics is the healing of children. And geriatrics is the healing (or at least the treatment) of disorders characteristic of the aged.
-iatry	Suffix meaning medical treatment. From the Greek "iatreia" meaning healing, which came from "iatros" meaning treatment (or physician). Psychiatry is literally the medical treatment of the psyche.
-mania	<I>suffix </I> <BR>obsession with something<BR><B>dipsomania = </B> addiction to alcohol<BR><B>kleptomania = </B> obsessive stealing of objects
-oma	<I>suffix </I> <BR>meaning tumour<BR>(NOTE: plural is <B>-omata)</B>
-opia	<I>suffix </I> <BR>referring to a defect in the eye<BR><B>myopia = </B> being shortsighted
-osis	<I>suffix </I> <BR>referring to disease
-pathy	<I>suffix </I> <BR>(i) diseased; (ii) treatment of a disease
-penia	<I>suffix </I> <BR>meaning lack <I>or</I> not enough of something<BR><B>cytopenia = </B> lack of cellular elements in the blood
-pexy	<I>suffix </I> <BR>referring to fixation of an organ by surgery
-phage	<I>suffix </I> <BR>which eats<BR>
-phagia	<I>suffix </I> <BR>referring to eating<BR>
-philia	<I>suffix </I> <BR>meaning attraction <I>or</I> liking for something<BR>
-phobic	<I>suffix </I> <BR>person who has a phobia of something<BR><B>agoraphobic = </B> person who is afraid of open spaces<BR>
-phrenia	<I>suffix </I> <BR>meaning disorder of the mind<BR>
-plasia	<I>suffix </I> <BR>which develops <I>or</I> grows<BR>
-plasty	<I>suffix </I> <BR>referring to plastic surgery<BR>
-plegia	<I>suffix </I> <BR>meaning paralysis<BR>
-pnea	<I>suffix </I> <BR>referring to breathing<BR>
-pnoea	<I>suffix </I> <BR>referring to breathing<BR>
-poiesis	<I>suffix </I> <BR>which forms<BR>
-ptosis	<I>suffix </I> <BR>meaning prolapse <I>or</I> fallen position of an organ<BR>
-related	<I>suffix </I> <BR>connected to; <B><I>drug-related diseases</B></I><BR>
-rrhage|-rrhagia	<I>suffix </I> <BR>referring to abnormal flow <I>or</I> discharge of blood<BR>
-rrhagia|-rrhage	<I>suffix </I> <BR>referring to abnormal flow <I>or</I> discharge of blood<BR>
-rrhaphy	<I>suffix </I> <BR>referring to surgical sewing <I>or</I> suturing<BR>
-rrhexis	<I>suffix </I> <BR>referring to splitting <I>or</I> rupture<BR>
-rrhoea	<I>suffix </I> <BR>referring to an abnormal flow <I>or</I> discharge of fluid from an organ<BR>
-schisis	<I>suffix </I> <BR>referring to a fissure <I>or</I> split<BR>
-scope	<I>suffix </I> <BR>referring to an instrument for examining by sight<BR>
-some	<I>suffix </I> <BR>referring to tiny cell bodies<BR>
-stasis	<I>suffix </I> <BR>referring to stoppage in the flow of a liquid<BR><HR><HR><HR>QUOTE:A decreased blood flow in the extremities has been associated with venous stasis which may precipitate vascular complications <B>British Journal of Nursing</B> <BR>
-stomy|-ostomy	<I>suffix </I> <BR>meaning an operation to make an opening<BR>
-taxis	<I>suffix </I> <BR>meaning manipulation<BR>
-thymia	<I>suffix </I> <BR>referring to a state of mind<BR>
-tomy	<I>suffix </I> <BR>referring to a surgical operation<BR>
-trophy	<I>suffix </I> <BR>meaning (i) nourishment; (ii) development of an organ<BR>
-tropic	<I>suffix </I> <BR>meaning (i) turning towards; (ii) which influences<BR>
-uria	<I>suffix </I> <BR>meaning (i) a condition of the urine; (ii) a disease characterized by a condition of the urine<BR>
A	Adenine, one member of the A-T (adenine-thymine) base pair in DNA.
A & E	= ACCIDENT AND EMERGENCY <BR><B><I>A &amp; E department; an A &amp; E ward; A &amp; E nurses</B></I><BR>
A band	<I>noun</I><BR>part of the pattern in muscle tissue, seen through a microscope as a dark band<BR>
AA	Stands for amino acid, a building block of protein (and Alcoholics Anonymous).
AAA	Many Americans know that the AAA ("triple A") is short for the American Automobile Association. Fewer may be aware that it is also the acronym for the American Association of Anatomists, one of a great multitude of professional societies in the health arena. Only a small selection of these is given as a sampler in this DICTIONARY.
AAAS	American Association for the Advancement of Science. Spoken of as the "triple AS", an organization concerned not only with the biomedical sciences but with all sciences. The AAAS publishes the weekly journal "Science", one of the great scientific periodicals that carries a remarkable range of new information. including, for example, findings from the Apollo mission to Mars as well as reports from the project to map the human genome.
AABB	American Association of Blood Banks.
AACP	American Association of Child Psychiatry.
AAD	American Association of Dermatology.
AAFP	American Association of Family Practice.
AAN	American Association of Neurology.
AAO	Abbreviation for multiple organizations including American Association of Ophthalmology, American Association of Orthodontists, and American Academy of Otolaryngology.
AAOS	American Academy of Orthopaedic Surgery.
AAP	Abbreviation for multiple organizations including American Academy of Pediatrics, American Academy of Pedodontics, and American Academy of Periodontists.
AAPMR	American Academy of Physical Medicine and Rehabilitation.
ABC	<I>abbreviation for</I><BR>Airway, Breathing and Circulation: the basic initial checks of a casualty's condition<BR>
ABO blood groups|ABO|ABO blood	The major blood group system. A person can be A, B, AB, or O.
ABO system|ABO|BLOOD GROUP	<I>noun</I><BR>system of classifying blood groups<BR><I>see note at</I> BLOOD GROUP <BR>
ACE	Angiotensin converting enzyme. The angiotensins are peptides (smaller than proteins) that act as vasoconstrictors to narrow blood vessels.
ACE inhibitors|ACE	Agents that inhibit ACE (angiotensin converting enzyme), thereby acting as vasodilators (really as anti-vasoconstrictors), lightening the stress load on the heart.
ACL	See Anterior cruciate ligament.
ACOG	American College of Obstetricians and Gynecologists.
ACTH|ADRENOCORTICOTROPHIC HORMONE	= ADRENOCORTICOTROPHIC HORMONE <BR>
ADA	American Dental Association (and the American Diabetes Association).
ADD (Attention Deficit Disorder)|ADD	An inability to control behavior due to difficulty in processing neural stimuli.
ADH|ANTIDIURETIC HORMONE	= ANTIDIURETIC HORMONE <BR>
ADLs	Activities of daily living.
AFO	Ankle-foot orthosis (a brace).
AFP	Abbreviation for alpha-fetoprotein
AIDS	Disease due to infection with the human immunodeficiency virus (HIV). AIDS is an acronym for Acquired ImmunoDeficiency Syndrome.
AIH|ARTIFICIAL INSEMINATION BY HUSBAND	= ARTIFICIAL INSEMINATION BY HUSBAND <BR>
ALS|ANTILYMPHOCYTIC SERUM	= ANTILYMPHOCYTIC SERUM <BR>
ALS (Amyotropic Lateral Sclerosis)|ALS	A chronic progressive disease of motor neurons (the nerves that come from the spinal cord to supply electrical energy to the muscles).
AMA	American Medical Association.
AMI	Acute myocardial infarction (a heart attack).
ANA	See: Antinuclear antibodies.
AP	AP is a versatile abbreviation. It serves in cardiology to abbreviate angina pectoris (AP) and arterial pressure (AP). In endocrinology, it stands for the anterior pituitary (AP). And in anatomy, AP means anteroposterior, i.e., from front-to-back.
AP, X-ray|AP|X-ray	An X-ray picture in which the beams pass from front-to-back (anteroposterior). As opposed to a PA (posteroanterior) film in which the rays pass through the body from back-to-front.
ASD	Acronym for atrial septal defect.
ATCC	American Type Culture Collection ( a key resource for cultured cells, located in Rockville, MD).
ATP|ADENOSINE TRIPHOSPHATE	= ADENOSINE TRIPHOSPHATE <BR>
ATS|ANTITETANUS SERUM	= ANTITETANUS SERUM <BR>
AV bundle|ATRIOVENTRICULAR BUNDLE	= ATRIOVENTRICULAR BUNDLE <BR>
AV node|ATRIOVENTRICULAR NODE	= ATRIOVENTRICULAR NODE <BR>
AZT	= AZIDOTHYMIDINE <BR>
Abdominal cavity	The space between the abdominal wall and the spine.
Abdominal hysterectomy|hysterectomy	Surgical removal of the uterus through an incision made in the abdominal wall. As opposed to a vaginal hysterectomy.
Ablate	To remove, usually by cutting. At surgery a tumor may be ablated.
Abortion, habitual|habitual	The miscarriage of 3 or more consecutive pregnancies. Recurrent abortion can be identically defined as 3 or more miscarriages (spontaneous abortions) with no intervening pregnancies. Habitual or recurrent abortion is a form of infertility.
Abortion, multiple|multiple|multiple abortion	Couples who have had 2 or more miscarriages (spontaneous abortions) have about a 5% chance that one member of the couple is carrying a chromsome translocation responsible for the miscarriages.
Abortion, recurrent|recurrent	See Abortion, habitual.
Abrasion	1. An <B>Abrasion</B> or "<B>excoriation</B>" is a wearing away of the upper layer of skin as a result of applied friction force. 2. In dentistry an "abrasion" is the wearing away of the tooth substance.
Abruptio (abruptio placentae)|Abruptio|abruptio placentae	Premature separation of the placenta from the wall of the uterus. Abruption is a potentially serious problem both for the mother and baby.
Abscess	Abscess is a local accumulation of pus anywhere in the body.
Abscess, peritonsillar|peritonsillar	A persistent collection of pus behind the tonsil.
Abscess, skin|skin	Medical term for a common boil.
Absolute CD4 count|CD4|CD4 count	The number of "helper" T-lymphocytes in a cubic millimeter of blood. With HIV, the absolute CD4 count declines as the infection progresses. The absolute CD4 count is frequently used to monitor the extent of immune suppression in persons with HIV. Also called a T4 count.
Acapnia	Less than the normal level of carbon dioxide in the blood. The opposite of hypercapnia.
Accelerated phase of leukemia|leukemia	Refers to chronic myelogenous leukemia that is progressing. The number of immature, abnormal white blood cells in the bone marrow and blood is higher than in the chronic phase, but not as high as in the blast phase.
Accessory placenta|placenta	An extra placenta separate from the main placenta. Also called a succenturiate or supernumerary placenta.
Accoucheur	French for a male obstetrician.
Accoucheuse	French for a female obstetrician or midwife.
Acentric	A chromosome fragment lacking a centromere (the "waist" of the chromosome essential for the division and the retention of the chromosome in the cell).
Acetabulum	The cup-shaped socket of the hip joint.
Achalasia	A failure of relaxation, especially of the muscle fibers at the junction of the esophagus and stomach.
Achilles tendon|Achilles|tendo calcaneus	<I>noun</I><BR>tendon at the back of the ankle which connects the calf muscles to the heel and which acts to pull up the heel when the calf muscle is contracted<BR>
Achlorhydria	A lack of hydrochloric acid in the digestive juices in the stomach. Hydrochloric acid helps digest food.
Achondroplasia	A genetic disorder of bone growth, the most common cause of short stature with disproportionately short arms and legs.
Acquired immunodeficiency disease|AIDS.	Disease caused by infection with the human immunodeficiency virus (HIV).
Acquired immunodeficiency syndrome|AIDS	AIDS.
Acquired mutation	A change in a gene or chromosome that occurs in a single cell after the conception of the individual. That change is then passed along to all cells descended from that cell. Acquired mutations are involved in the development of cancer.
Acrocentric	A chromosome with a centromere near one end. Down syndrome (trisomy 21) is due to an extra acrocentic chromosome.
Acrodermatitis enteropathica|Acrodermatitis|enteropathica	An historic model for the therapy of genetic disease. In an era (the 1950s) when inherited disorders were usually seen as hopeless, this progressive hereditary (autosomal recessive) disease of children was found treatable. Acrodermatitis enteropathica is characterized by the simultaneous occurrence of skin inflammation (dermatitis) and diarrhea. The skin on the cheeks, elbows and knees and tissue about the mouth and anus are inflammed. There is also balding of the scalp, eyebrows and lashes, delayed wound healing and recurrent bacterial and fungal infections due to immune deficiency. <BR>The key laboratory finding is an abnormally low blood zinc level reflecting impaired zinc uptake. Treatment with zinc by mouth is curative.
Actinic keratosis|Actinic|keratosis	A precancerous condition of thick and scaly patches of skin; also called solar or senile keratosis.
Active immunity	Immunity produced by the body in response to stimulation by a disease-causing organism or other agent.
Activities of daily living (ADLs)|ADLs|Activities of daily living	The things we normally do in daily living including any daily activity we perform for self-care (such as feeding ourselves, bathing, dressing, grooming), work, homemaking, and leisure. The ability or inability to perform ADLs can be used as a very practical measure of ability/disability in many disorders.
Activity, drug|drug	A measure of the physiological response a drug produces in the body. A less active drug produces less response (and visa versa).
Acute leukemia|leukemia	Cancer of the blood cells (leukemia) that characteristically comes on abruptly and (if not treated) progresses rapidly.
Adam's apple	This familiar feature in front of the neck is due to forward protrusion of the largest cartilage of the larynx. It takes its name from the story that a piece of the forbidden fruit stuck in Adam's throat.
Addison's anaemia|Addison|PERNICIOUS ANAEMIA	= PERNICIOUS ANAEMIA <BR>
Addison's disease|Addison	<I>noun</I><BR>disease of the adrenal glands, resulting in general weakness, anaemia, low blood pressure and wasting away<BR><HR><HR><HR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR>
Addison’s disease|Addison	Long-term underfunction of the outer portion of the adrenal gland. In medical terms, chronic insufficiency of the adrenal cortex. This may be due to a number of different insults to the adrenal including physical trauma, hemorrhage, and tuberculosis of the adrenal, and destruction of the cells in the pituitary gland that secrete ACTH (adrenocorticotropic hormone) which normally drives the adrenal. Addison’s disease is characterized by bronzing of the skin, anemia, weakness, and low blood pressure. The U.S. President J.F. Kennedy is said to have had Addison’s disease. Named after the British physician Thomas Addison (1793-1860).
Adduction	Movement of a limb sideways toward the body.
Adductor muscle|Adductor	Any muscle that pulls inward toward the midline of the body. For example, the adductor muscles of the leg serve to pull the legs together. The opposite of "adductor" is "abductor."
Adenine (A)|A|Adenine	One member of the base pair A-T (adenine-thymine) in DNA.
Adenoidectomy	The surgical removal of the adenoids.
Adenoiditis	Infection of the adenoids.
Adenoids and Tonsils|Adenoids|Tonsils	These celebrated structures in the back of the throat are composed of tissue similar to the lymph nodes or "glands."
Adjuvant	Any substance that enhances the pharmacological effect of a drug or increases the ability of an antigen to stimulate the immune system.
Adjuvant therapy|Adjuvant	Treatment given in addition to the primary treatment.
Adnexa	This Latin word (in the plural) is used in medicine in reference to appendages. For example, in gynecology the adnexa are the "appendages" of the uterus, namely the ovaries, Fallopian tubes and ligaments that hold the uterus in place.
Adrenal glands|Adrenal	A pair of small glands, one located on top of each kidney. The adrenal glands produce hormones that help control heart rate, blood pressure, the way the body uses food, and other vital functions.
Adult-onset Still’s disease|Still|Still’s disease	Although Still’s disease was first described in children, it is known to begin in adults. See: Still’s disease.
Advance directives	See: Advance medical directives.
Advance medical directives	Advance directives preserve the person’s right to accept or reject a course of medical treatment even after that person becomes mentally or physically incapacitated to the point of being unable to communicate those wishes. There ared two basic types of advance directives: (1) a living will, in which the person outlines specific treatment guidelines that are to be followed by health care providers; (2) a health care proxy (also called a power of attorney for healthcare decision making) in which the person designates a trusted individual to make medical decisions in the event that he or she becomes too incapacitated to make such decisions. Advance directive requirements vary greatly from one jurisdiction to another and should therefore be drawn up in consultation with an attorney who is familiar with the laws of the particular jurisdiction. (This entry is based upon material from the National MS Society).
Adverse event	In pharmacology, an adverse event is any unexpected or dangerous reaction to a drug.
Aerosol	A fine spray or mist. An aerosol can be administered by a nebulizer and inhaled.
Afferent	Carrying away. Afferent comes from the Latin "ad", toward + "ferre", to bear = to carry toward. A vein is an afferent vessel since it carries blood toward from the heart. An afferent nerve carries impulses toward the central nervous system. The opposite of afferent is efferent.
Afferent nerve|Afferent|nerve	A nerve that carries impulses toward the central nervous system.
Afferent vessel|Afferent|vessel	A vessel carrying blood toward the heart. A vein or venule.
African tapeworm|tapeworm	The beef tapeworm (Taenia saginata), the most common of the big tapeworms that parasitizes people, contracted from infected raw or rare beef. Can grow to be 12-25 feet (3.6-7.5 m) long in the human intestine.
African tick typhus|tick typhus|typhus	One of the tick-borne rickettsial diseases of the eastern hemisphere, similar to Rocky Mountain spotted fever, but less severe, with fever, a small ulcer (tache noire) at the site of the tick bite, swollen glands nearby (satellite lymphadenopathy), and a red raised (maculopapular) rash. Also called fiÈvre boutonneuse.
African trypanosomiasis|sleeping sickness|trypanosomiasis	<I>noun</I><BR>African disease, spread by the tsetse fly, where trypanosomes infest the blood<BR><HR><HR><HR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR><BR>
Ag	<I>chemical symbol for</I><BR>silver<BR>
Agammaglobulinemia	Total (or nearly total) absence of the infection-fighting proteins (immunoglobulins) belonging to the class called gamma globulins. Can be due to certain genetic diseases or to acquired diseases such ad HIV.
Agenesis	Lack of development of something. For example, agenesis of a toe means that toe failed to form.
Agent, anti-infective|anti-infective|antiinfective	Something capable of acting against infection, by inhibiting the spread of an infectious agent or by killing the infectious agent outright.
Agent, antihypertensive|antihypertensive	As the name suggests, a drug aimed at reducing high blood pressure (hypertension).
Agent, tocolytic|tocolytic	A medication that can inhibit labor, slow down or halt the contractions of the uterus. Tocolytic agents are widely used today to treat premature labor and permit pregnancy to procede and so let the fetus gain in size and maturity before being born.
Alb	Latin root form for the color white.
Albee's operation|Albee	<I>noun</I><BR>(i) surgical operation to fuse two or more vertebrae; (ii) surgical operation to fuse the femur to the pelvis<BR>
Albinism	Partial or total lack of the pigment melanin in the skin, hair and iris. The word albino is Portuguese and comes from the Latin albus for white.
Albino	A person with albinism.
Albuginea	Tough white fibrous tissue. The tunica albuginea of the testis, for example, is the layer of dense whitish inelastic tissue that surrounds the testis.
Albumen	"Albumen" with an "e" is the white of an egg, the part of the egg from which meringes are made. Albus in Latin is white.
Alcohol, pregnancy|pregnancy	The consumption of alcohol during pregnancy carries the danger of damaging the fetus.
Alcoholics Anonymous|Alcoholic|Alcoholics|Anonymous	<I>noun</I><BR>organization of former alcoholics which helps sufferers from alcoholism to overcome their dependence on alcohol by encouraging them to talk about their problems in group therapy<BR>
Aldosterone	Hormone produced by the outer portion (cortex) of the adrenal gland that regulates the balance of water and electrolytes (ions such as potassium and sodium) in the body. Aldosterone encourages the kidney to excrete potassium into the urine and retain sodium, thereby retaining water. Aldosterone is classified as a mineralocorticoid hormone.
Aldosteronism	Overproduction of the hormone aldosterone from the cortex (the outer layer) of the adrenal gland or a tumor containing that type of tissue. Excess aldosterone (pronounced al’-do-ster-one) results in low potassium levels (hypokalemia), underacidity of the body (alkalosis), muscle weakness, excess thirst (polydipsia), excess urination (polyuria), and high blood pressure (hypertension). Also called hyperaldosteronism or Conn’s syndrome.
Allele	An alternative form of a gene.
Allergic conjunctivitis|conjunctivitis	Inflammation of the whites of the eyes (the conjunctivae) with itching and redness of the eyes and tearing, due to allergy.
Allergic reaction|reaction	A reaction that occurs when the immune system attacks a usually harmless substance (an allergen) that gains access to the body. The immune system calls upon a protective substance called immunoglobulin E (IgE) to fight these invading allergic substances ( allergens). Even though everyone has some IgE, an allergic person has an unusually large army of these IgE defenders -in fact, too many for their own good. This army of IgE antibodies attacks and engages the invading army of allergic substances of allergens. As is often the case in war, innocent bystanders are affected by this battle. These innocent bystanders are special cells called mast cells. These cells are frequently injured during the warring of the IgE antibodies and the allergic substances. When a mast cell is injured, it releases a variety of strong chemicals including histamine into the tissues and blood that frequently cause allergic reactions. These chemicals are very irritating and cause itching, swelling, and fluid leaking from cells. These allergic chemicals can cause muscle spasm and can lead to lung and throat tightening as is found in asthma and loss of voice.
Allergic rhinitis, perennial|Allergic rhinitis|perennial|rhinitis	Allergic rhinitis (hayfever) that occurs throughout the year.
Allergic rhinitis, seasonal|Allergic rhinitis|rhinitis|seasonal	Allergic rhinitis (hayfever) which occurs during a specific season.
Allergic salute|salute	The person with allergic rhinitis (hayfever) often rubs his/her nose using the index finger. This is the so-called "allergic salute."
Allergy	A hypersensitivity of the body's immune system in response to exposure to specific substances (antigens), such as pollen, beestings, poison ivy, drugs, or foods. Anaphylactic shock is a severe form of allergy response which is a medical emergency. Symptoms of anaphylactic shock include dizziness, loss of consiousness, labored breathing, swelling of the tongue and breathing tubes, blueness of the skin, low blood pressure, and death.
Allergy desensitization|desensitization	Stimulation of the immune system with gradually increasing doses of the substances to which a person is allergic, the aim being to modify or stop the allergy "war" (by reducing the strength of the IgE and its effect on the mast cells). This form of treatment is very effective for allergies to pollen, mites, cats, and especially stinging insects (eg, bees, hornets, yellowjackets, wasps, velvet ants, fire ants). Allergy immunotherapy usually takes 6 months to a year to become effective and injections ("shots") are usually required for 3-5 years.
Allergy shots|shots	See Allergy desensitization.
Allergy skin test|skin test	Test done on the skin to identify the allergy substance (allergen) triggering the allergic reaction. A small amount of the suspected allergy substance is placed on the skin. The skin is then gently scratched through the small drop with a special sterile needle. If the skin reddens and, more importantly, swells, then allergy to that substance is probable.
Alloerotic	Having to do with sexual excitment toward the same sex. The opposite is heteroerotic.
Alopecia	Baldness. There are many types of alopecia, each with a different cause. Alopecia can be localized to the front and top of the head, such as in male pattern baldness; patchy, such as in alopecia areata; or involve the entire head, such as in alopecia capitis totalis.
Alopecia areata|Alopecia|areata	Patchy baldness (alopecia means baldness and areata means occurring in patches). The problem typically begins with patchy hair loss on the scalp and sometimes progresses to complete baldness and even loss of body hair. Although alopecia areata affects 2.5 million people in the United States alone, little is known about its underlying causes. Stress, the immune system, and several different genes may play a part in causing alopecia areata.
Alpha error	The statistical error (said to be "of the first kind" or type I) made in testing an hypothesis when it is concluded that a result is positive when it really is not. Alpha error is often referred to as a false positive.
Alpha interferon|interferon	The interferons are specialized proteins (lymphokines) produced by the body in response to an infection. these substances interfere with cell infection. There are 3 main classes of interferon, alpha, beta, and gamma.
Alpha-1 antitrypsin deficiency|antitrypsin deficiency	An inherited disease that results in low or no production of an important protein, alpha-1 antitrypsin. The lack of this protein leads to damage of various organs, but mainly to the lung and liver. Symptoms may become apparent at a very early age or in adulthood, manifesting either as shortness of breath or liver related symptoms (jaundice, fatigue, fluid in the abdomen, mental changes, or gastrointestinal bleeding). There are several options for treatment of the lung disease, including replacement of the missing protein. Treatment of the liver disease is a well-timed liver transplant
Alternative medicine	Healing arts not generally taught in medical schools or typically practiced in hospitals.
Alveoli	Tiny air sacs at the end of the bronchioles.
Alzheimer's disease|Alzheimer	<I>noun</I><BR>condition where a patient suffers from presenile dementia in middle age, caused when areas of the brain atrophy, making the ventricles expand<BR><B>COMMENT:</B> no cause has been identified for the disease, although it is more prevalent in certain families than in others. It appears to be linked to a mutant gene on chromosome 21 (which is itself linked to Down's syndrome). It is thought that there may be a connection between Alzheimer's disease and absorption by the body of aluminium <BR>
Ambulant	Means the same as "ambulatory" (able to ambulate, walk about).
Ambulatory	Able to ambulate, to walk about, not bed-ridden or hospitalized.
Ambulatory care|Ambulatory	Medical care (including diagnosis, observation, treatment and rehabilitation) provided on an outpatient basis. Ambulatory care is given to persons who are not confined to a hospital but rather are "ambulatory" and, literally, are able to ambulate or walk about. (A well-baby visit is considered ambulatory care even though the baby is not walking).
American Type Culture Collection (ATTC)|ATTC|American Type Culture Collection	A key resource for cultured cells, located in Rockville, MD.
Amine	A chemical compound containing nitrogen. Amines are derived from ammonia. (The name "amine" was derived from the word "ammonia.")
Amino acid	One of the building blocks of protein. The term "amino acids" dates to the middle of the 19th century. The idea that amino acids are "Bausteine" (building stones) came from the Nobel Prize winning German biochemist Albrecht Kossel (1853-1927).
Amnesia	An impairment or lack of memory. Amnesia after a trauma event can be either antegrade (lack of memory related to events occurring after the event) or retrograde (lack of memory related to events occurring before the event).
Amnion	A thin membrane surrounding the fetus during pregnancy. The amnion is the inner of the two fetal membranes (the chorion is the outer one). It contains the amniotic fluid.
Amniotic fluid|Amniotic	The fluid bathing the fetus and serving as a shock absorber.
Amplification	Event producing multiple copies of a gene or any sequence of DNA. Gene amplification plays a role in cancer. Amplification can occur in vivo (in the living individual) or in vitro (literally "in glass", or in a plastic vessel in the laboratory).
Ampulla of Vater|Vater	A small projection into the duodenum through which bile and pancreatic secretions flow to mix with food for digestion.
Amputation	Surgery to remove all or part of an arm, leg or digit (finger or toe).
Amyotrophic lateral sclerosis (ALS)|ALS|Amyotrophic lateral sclerosis	A chronic progressive disease of motor neurons (the nerves that come from the spinal cord to supply electrical energy to the muscles).
Anal fissure|Anal	Common tear in the anal canal. One of the common causes of red blood in the stool.
Anaphylactoid purpura|Anaphylactoid|purpura	Also called Henoch-Schonlein purpura (HSP), this is a form of blood vessel inflammation, a vasculitis that affects small arterial vessels in the skin (capillaries) and the kidneys. HSP results in skin rash associated with joint inflammation (arthritis) and cramping pain in the abdomen. HSP frequently follows a bacterial or viral infection of the throat or breathing passages and is an unusual reaction of the body’s immune system to this infection. HSP occurs most commonly in children. HSP is generally a mild illness that resolves spontaneously, but sometimes it can cause serious problems in the kidneys and bowels. Treatment is directed toward the most significant area of involvement. Joint pain can be relieved by antiinflammatory medications, such as aspirin or ibuprofen. Some patients can require cortisone-related medications, such as prednisone, especially those with significant abdominal pain or kidney disease.
Anatomy	The study of form.
Anatripsis	The use of friction as a treatment modality for a medical condition. Anatripsis may or may not also involve the application of a medicament.
Ancylostoma|Ankylostoma	<I>noun</I><BR><I>Ancylostoma duodenale</I>, the hookworm, a parasitic worm in the intestine, that holds onto the wall of the intestine with its teeth and lives on the blood and protein of the carrier<BR>
