##name	Architecture and interior design
##sourceLang	Hebrew
##targetLang	Russian
##bgl_defaultCharset	cp1255
##bgl_sourceCharset	cp1255
##bgl_targetCharset	cp1251
##bgl_defaultEncoding	cp1255
##bgl_sourceEncoding	cp1255
##bgl_targetEncoding	cp1251
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2003/07/01, 21:44
##author	Amir Bishevski
##description	Professional Hebrew-Russian Glossary.\nThe glossary consist a lot of definitions that could be helpful not only for professional architects and interior designers.\nThe glossary based on actual expirience of work in Israel.\nIt's expected to be extended and updated.
##browsingEnabled	
##bgl_creationTime	2003/06/23, 21:30
8EAF66FD.bmp	File: 8EAF66FD.bmp
גג שטוח	плоская крыша
גובה ראש	расстояние от пола до потолка, высота помещения, позволяющая находиться в нём любому человеку; устанавливается нормативно.
גוון	нюанс; оттенок
גוש	массив; застройка
גלאי עשן	прибор для автоматического обнаружения дыма
גרם מדרגות	лестничный косоур; лестничный пролёт
גרמושקה	комплект проекций, описывающий проект, представляемый на рассмотрение в мэрию для получения разрешения на строительство
גרסה	версия
גרעין	ядро; стержень
דובדבן	цвет вишни
דוגמא	пример; образец; изразец
דוד שמש	солнечный бойлер
דונם	мера площади около 1000 квадратных метров
דיוק	точность
דיוקן	портрет
דיקט	фанера
דירת נופש	квартира для отдыха (прототип дачи)
דלוחין	сточные воды
דמוי	похожесть; тип; вид
דמות	образ
דמיון	воображение
דרום	юг
דרך מילוט	маршрут эвакуации
דשא	трава; газон
הארקה	заземление
הגשה	представление чего-либо на рассмотрение; подача
הדגמה	показ
הדמייה	модель; имитация; демонстрация
הדרנט	пожарный кран
היקף	периметр
המחשה	поясняющая иллюстрация
הספקת מים	доставка воды; водопровод
הצעה	предложение
הצעת מחיר	ценовая заявка
הר	гора
השחלה	протаскивание
השלמה	дополнение
התאמה	соответствие
התזת חול	пескоструйка
ורוד	розовый
זהב	золотой
זהוב	золотистый; позолоченный
זיון	арматура; армирование
זכויות יוצר	авторские права
זכוכית	стекло
זפת	смола
זקת הנעה	право проезда через территорию принадлежащую кому-либо
חבל	район; уезд
חדר הורים	комната родителей; спальная комната
חדר ישיבות	комната заседаний
חדר מגורים	гостинная
חדר מדרגות	подъезд
חדר רחצה	ванная комната
חדר שינה	спальная комната
חוט	провод
חול	песок
חום	коричневый
חופשה	отпуск
חוק	закон
חוק תכנון ובנייה	законы проектирования и строительства Израиля
חזית	фасад
חזק	сильный
חיווט	электро/кабельная проводка
חיוור	бледный
חלבי	молочный
חלופה	альтернатива
חלקה	надел
חלש	слабый
חרדל	горчичный
חשוך	затемненный; сумеречный
חתך	разрез
טבעי	естественный; природный
טוש	душевая
טיח	штукатурка
טיט	тонкий цементный раствор
טקסטורה	текстура
טרפז	трапеция
ידית	ручка двери, шкафа; подлокотник
יוצר	автор; творец
יחס	отношение; соотношение
יצור	сущность; существо
יציאה	выход
יצירה	искусство
יצרן	производитель
ירוק	зелёный
ירק-רק	зеленоватый; салатный
ישוב	поселение
כבוי אש	пожаротушение
כהה	тёмный
כורסה	кресло
כותר	капитель колонны
כחול	синий; голубой
כיוון	направление
כיור	умывальная раковина
כיסא	стул
כיפה	купол
כניסה	вход
כסוי קרקע	пятно здания
כסוף	серебристый
כסף	серебро
כפר	деревня
כפר-נופש	дачный поселок
כראם	кремовый
כרום	хром
כתב כמויות	смета
כתום	оранжевый
לבן	белый
לבנה	кирпич
לבנת זכוכית	стеклоблок
להיט	шлягер; наиболее популярный; супер-модный
להשחיל	протащить
לוהט	горящий; пылающий
לוח חשמל	электрическая приборная доска
לוח תקשורת	сетевая/телефонная приборная доска
ללוש	лепить из глины
לעלות על עצמו	превзойти себя
לצבוע	красить; раскрашивать
לקוח	заказчик; клиент
לקשט	декорировать; украшать
מ"א - מזוג אוויר	конденсация воздуха
מאור	освещение
מאחז יד	поручень
מבוא	прихожая; вступление
מבט על	горизонтальная проекция
מבט ראי	зеркальный взгляд, проекция
מבריק	блестящий; глянцевый
מברשת	малярная кисть; щетка
מג'נטה	цвет магента
מגירה	выдвижной ящик стола, шкафа
מדה	грубый цементный раствор
מדף	полка
מדרגות לוליניות	винтовая лестница
מהלך מדרגות	лестничный марш
מהנדס אזרחי	гражданский инженер
מואר	освещенный; светлый
מוט	стержень; арматура
מונח	термин; определение
מועצה מקומית	местный совет
מושב	посёлок деревенского типа
מזגן	кондиционер
מזווה	кладовая
מזנון	буфет
מזקף ראש	допустимое стандартом расстояние от пола до потолочных конструкций
מזרח	восток
מחוגה	циркуль
מחוז	область
מחומש	пятиугольник
מחוספס	шероховатый
מחיר	цена
מחירון	прейскурант
מחלקת הנדסה	отдел строительства
מט	матовый
מטבח	кухня
מטר	метр
מילימטר	миллиметр
מימוש	реализация; осуществление
מיפתח	расстояние между конструкциями; пролёт
מיצפה	хутор, поселение на холме, в горах; место наблюдения на возвышенности
מיקצב	ритм
מירווח	промежуток; расстоние
מכון התקנים	институт стандартов
מכחול	кисть; художественная кисть; кисточка
מכירה	продажа; реализация
מכרז	аукцион; конкурс
מלבן	прямоугольник
מלט	цемент
ממ"ד - מרחב מוגן דירתי	защищенное пространство квартиры
ממ"י - מנהל מקרקעי ישראל	управление земель Израиля
ממ"מ - מרחב מוגן מוסעדי	защищенное пространство в учреждении
ממ"ק - מרחב מוגן קומתי	защищенное пространство этажа
מעקה	ограждение лестниц; парапет
מערב	запад
מערכת סולרית	система преобразования солнечной энергии в электрическую
מפה טופוגרפית	топографическая карта
מפלס	отметка; уровень
מפסק	выключатель
מצולע	многоугольник
מקלט	убежище
מראה	зеркало
מריק אשפה	мусоропровод
מרפסת שמש	балкон
מרפסת שרות	хозяйственный балкон
מרצפות חרסינה	керамическая плитка
מרק	клеевой раствор для заделки щелей, выбоин, отверстий, а также для изоляции
מרקם	плетение
מרתף	подвал
משולש	треугольник
משטח	рабочая плоскость
מתג	тумблер; реле
מתכת	металл
מתלה כביסה	установка для сушки белья
נופש	отдых; отпуск
נורה	лампа; лампочка
נורת לבון	лампа накаливания
נחושת	медь
נייר	бумага
נייר שקוף	прозрачная бумага
ניקוז	дренаж; водоотвод; водосток
ניקל	никель
נכה	инвалид
נפך	объём
נרוסטה	нержавейка
סגול	фиолетовый
סגנון	стиль
סכמה	схема
סכמה כללית	общая схема
סלון	гостинная
סנטטי	синтетеческий
סנטימטר	сантиметр
ספה	диван; софа
ספק	поставщик
ספרנקלר	спринклер; верхний кран автоматического пожаротушения
סקיצה	эскиз; набросок; этюд
סרט	плёнка; лента
עבודות עפר	земляные работы
עגום	унылый
עור	кожа
עיגול	круг
עין	промежуток между двумя пролетами лестниц
עיצוב	дизайн
עיר	город
עירייה	городское управление, администрация
עמדת עבודה	рабочее место
עמום	тусклый
עץ	дерево
עץ רב שכבתי	многослойное дерево
ערך	стоимость
עשן	смог; дым; задымление
פאר היצירה	произведение искусства
פודסט	межпролетная горизонтальная площадка лестницы
פח	жесть; железо
פילם	пленка
פינת אוכל	столовая
פיר	шахта
פלדה	сталь
פליז	латунь
פנל	плинтус
פסיפס	мозаика
פקטורה	фактура
פרגמנט	калька
פרופורציה	пропорция
פרופיל	профиль, например металлический профиль
פרופיל H	двутавр
פרופיל L	уголок
פרופיל T	тавр
פרח	цветок
פרילנסר	временный наемник; подёнщик
פרספקטיבה	перспектива
פרסקו	фреска; стенная живопись
פתח	отверстие
צביעה	крашение; покраска
צבע	краска; цвет
צבע כסף	серебрянка; серебряный цвет
צבעים זוהרים	яркие цвета
צבעים משלמים	дополнительные цвета
צבעים עדינים	нежные цвета
צבעים עזים	активные цвета
צהב-הב	желтоватый
צהוב	желтый
צול	дюйм
ציוד	оборудование; установка/и; приспособление/я;<BR>снаряжение
ציור	рисунок; рисование
ציור קיר	роспись; стенная живопись
ציצית	кисть по краю одежды, скатерти, шторы
ציר	ось
צל	тень
צמ"ג - צינור מי גשם	водосточная труба
צמחיה	зелень; озеленение
צפון	север
ק.ב. - קו בניה	граница застройки
ק.מ. - קו מגרש	граница участка
ק.ע. - קו עליון	верхняя линия
ק.ת. - קו תחתון	нижняя линия
קדור	шар; сфера
קו מרכז	центральная линия
קולט שמש	солнечная батарея
קומה	этаж
קומה מפולשת	открытый этаж; нежилой этаж в жилом доме
קיבוץ	посёлок колхозного типа
קילומטר	километр
קיר	стена; перегородка
קישוט	украшение; декорация
קישקוש	зарисовка; набросок; мазня; каракули
קמור	арка/линия выгнутая, выпуклая
קנ"מ-קנה מידה	масштаб
קנה מידה	масштаб
קעור	арка/линия вогнутая
קצב	ритм
קרטון	картон
קרקע	земля
קש	солома
קשר	связь
קשת	арка; дуга
ראי	зеркало
רגל	ножка стола, стула, шкафа; нога
רובע	квартал
רום	подступёнок; вертикальный участок ступени
ריבוע	квадрат
רייק	сервер
ריצפה	пол; перекрытие
רישום	рисунок; графика как вид искусства
רישיון	лицензия
ריתוך	сварка
רמפה	подъём с уклоном
רעף	черепица
שולחן	стол
שולחן כתיבה	письменный стол
שותף	компаньён
שחור	черный
שחר-חור	темноватый; черноватый
שטח	площадь; участок
שידה	тумбочка
שיפוע	уклон
שיש	каменная плита; известняк; камень; мрамор
שכונה	посёлок; район
שלד	каркас; скелет
שלח	проступь;горизонтапьный участок ступени
שלט	указатель
שפ"פ - שטח פרטי פתוח	частная озеленённая территория
שפיגל	зеркало; зеркальный взгляд(разг.);симметрия(разг.)
שפרוץ	горизонтальный профиль; ригель окна, перекладина оконного переплёта
שצ"פ - שטח ציבורי פתוח	озеленённая открытая общественная территория; сквер
שקע	впадина; электрическая розетка
שרותי נכים	санузел со специальными приспособлениями для использования инвалидами
שרותים	санузел
שרטוט	чертеж
שרת	обслуживающий компьютер; сервер
תאום	согласование
תאורה	светильник; освещение
תב"ע - תכנית בניית ערים	генеральный план застройки города, района
תבו	кадастр
תו תקן	государственный стандарт
תוכנית	программа; план
תופס	бланк
תופס בקשה	прошение; заявление с просьбой о разрешении чего-либо, например: разрешение на достройку дополнительного этажа и т.д.
תורקיז	цвет бирюза
תחום	область; сфера
תחום תכנון	область проектирования
תיקרה	потолок
תכלת	цвет лазурь
תכניות מכר	планы квартиры, здания, предназначенные для их продажи
תכנית בינוי	план застройки
תכנית ביצוע	рабочий чертёж
תכנית מגרש	план участка
תעלה	канал
תעלת נקוז	водоотводный канал; водосточная канава
תצוגה	презентация; выставка
תקן	стандарт
תקנון	условия; законы строительства
תקע	плаг; штепсель; электрическая вилка
תקרת כוורת	сотовый (решетчатый) потолок
תרשים סביבה	план застройки
