##name	The Harry Potter Glossary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2001/07/04, 16:34
##author	Omer Kabir & Nadav Slotky
##email	zerk2000@hotmail.com
##description	A complete glossary for the Harry Potter series.
##bgl_creationTime	2000/09/13, 10:50
8EAF66FD.bmp	File: 8EAF66FD.bmp
Bones', The|Bones	A family killed by Voldermort.
Bones, Susan|Bones|Hufflepuff|Susan|Susan Bones	Student sorted into Hufflepuff.
Boomslang Skin|Boomslang	A potions ingredient [4].
Boot|Portkey	A Portkey on Stoatshead Hill [4].
Boot, Terry|Boot|Ravenclaw|Terry|Terry Boot	Student sorted into Ravenclaw.
Borgin and Burke's|Borgin|Burke	Dark Arts store in Knockturn Alley where Harry finds himself after attempting to travel by floo powder.
Boris the Bewildered|Bewildered|Boris	Statue on the fifth floor near the Prefect's bathroom.
Bowler	A round black hat; <I>ex. Cornelius Fudge, Minister of Magic, had a bowler... oddly, his was lime green</I> [2].
Branstone, Eleanor|Branstone|Eleanor|Eleanor Branstone	A Hufflepuff student [4].
Brazil	Country where the first snake Harry talks to says he wants to go.
Break With A Banshee|Gilderoy|Gilderoy Lockhart|Lockhart	A book by Gilderoy Lockhart that is required for all 2nd years [2].
Brocklehurst, Mandy|Brocklehurst|Mandy|Mandy Brocklehurst|Ravenclaw	Student sorted into Ravenclaw.
Broom	1. a long handled implement for sweeping with a brush of straw or similar material (Webster's Dictionary definition).<BR>2. a long handled implement made of twigs which witches and wizards use for flying (also used in Quidditch)<BR>
Broomstick Servicing Kit	A kit containing helpful things to keep a broom in mint condition.
Brown, Lavender|Brown|Gryffindor|Lavender|Lavender Brown	Student sorted into Gryffindor.
Bryce, Frank|Bryce|Frank|Frank Bryce|Riddle	Gardener for the Riddle family.
Bubblehead Charm|Bubblehead	Charm used to breathe underwater [4].
Bubotuber	A plant that looks like &quotthick black giant slugs, protruding vertically out of the soil". [4].
Bubotuber Puss|bubotuber|puss	From the &quotpimples" of a bubotuber; smells like petrol, burns if undiluted, but diluted it's a very good medecine to cure acne [4].
Buckbeak|beak|buck	A Hippogriff (a big beast which is half horse and half eagle).
Bulgarian Quidditch Team|Bulgaria|Bulgarian	Players include Dimitrov, Ivanova, Zograf, Levski, Vulchanov, Volkov and Viktor Krum; played in the 422nd World Cup. Mascots are veelas [4].
Bulstrode, Millicent|Bulstrode|Millicent|Millicent Bulstrode|Slytherin	A Slytherin who duels Hermione during the Dueling Club demos.
Burrow, The|Burrow|Weasley	Name of the Weasley home.
Butterbeer	Frothy, buttery hot drink served in Hogsmeade (a favorite of Ron and Hermione).
Cadogan, Sir|Cadogan	Slightly demented knight that inhabits a painting on the landing of the seventh floor in Hogwarts. Temporary guardian of Gryffindor Tower in Book Three.
Canary Creams|Canary|Creams	Pastry treats invented by Fred and George Weasley that, when bitten into, turns the person into a canary [4].
Caput Draconis|Caput|Draconis	A password for Gryfindor in the first book.
Care of Magical Creatures|Magical Creatures	A class Harry takes in his third and fourth year that is taught by Hagrid.
Catchpole|Weasley	Village near the Weasley family home.
cauldron	A pot which ingrediants are put into to make potions.
Cauldron Cakes|Cauldron	A treat on the Hogwarts Express cart [1].
Cauldwell, Owen|Cauldwell|Hufflepuff|Owen|Owen Cauldwell	A Hufflepuff student [4].
Centaur	A mythical creature that is half-horse and half-man. It has the body and legs of a horse, but the arms and face of a man.
Chamber of Secrets|Salazar|Slytherin	A secret lair at Hogwarts that Salazar Slytherin built after he lost his battle with Gryffindor.
Chameleon Ghouls|Chameleon|Ghouls	Creature that can disguise itself as something else [2].
Chang, Cho|Chang|Cho|Cho Chang|Ravenclaw	A Ravenclaw who is the Seeker on the Ravenclaw Quidditch team [3].<BR><U>Origin:</U><BR>Cho - Japanese name meaning "butterfly". Chinese name meaning "autumn".<BR><BR>
Charm	A magical spell which adds properties to something causing it to change.
Charm to Cure Reluctant Reversers, A|A Charm to Cure Reluctant Reversers|Charm to Cure Reluctant Reversers|Cure Reluctant Reversers|Reluctant|Reluctant Reversers|Reversers	From Harry's Quidditch Handbook [3].
Charm Your Own Cheese|charm	Book at the Weasley's home [2].
Charms|charm	A class at Hogwarts taught by Prof. Flitwick.
Chaser|Quaffle|Quidditch	Position on Quidditch team; three chasers per team throw a Quaffle back and forth trying to get it through a goal hoop for 10 points.
Chinese Fireball|dragon	A type of a dragon.
Chipolata	Served during the Christmas feast in the first book; it is a type of long, skinny banger (sausage), similar in thickness to American breakfast links.
Chocoballs	A chocolate sweet sold in Honeydukes.
Chocolate Frogs|Chocolate|Frogs	A treat on the Hogwarts Express cart which come with Famous Wizards Cards [1].
Chudley Cannons (England)|Cannons|Chudley|Chudley Cannons|England	The Chudley Cannons' glory days may be considered by many to be over, but their devoted fans live in hope of a renaissance.<BR>The Cannons have won the League twenty-one times, but the last time they did so was in 1892 and their performance over the last century has been lacklustre.<BR>The club motto was changed in 1972 from "We shall conquer" to "Let's all just keep our fingers crossed and hope for the best."
Chudley Cannons, The|Cannons|Chudley|Chudley Cannons|Quidditch|The Chudley Cannons	Professional Quidditch team Ron admires, they wear bright orange and black robes and are 9th in the league.
Circe [SIR-see]|Circe	A wizard depicited on the Chocolate Frogs trading card series.<BR><U>Origin:</U><BR>Traditionally a figure from greek mythology, best known for her tendency to turn men into the animals they are most like (mostly pigs and dogs). She appears in two sets of stories, that of Jason and the Argonauts (she helps her neice Medea escape with Jason), and that of the Odyssey. She temporarily turns most of Odysseus's men into swine before she gives them directions home.
Clause 3 of the Code of Wand Use|Code of Wand Use|Wand|Wand Use	States no non-human creature is permitted to carry or use a wand.
Cleansweep Seven|Cleansweep	A respected type of broomstick for flying.
Clearwater, Penelope|Clearwater|Penelope|Ravenclaw	A Ravenclaw prefect and is Percy Weasley's girlfriend.
Cliodna	A druidess depicited on the Chocolate Frogs trading card series; Celtic goddess of beauty and the otherworld.
Club	A symbol which warns of "an attack" in tea leaf reading.
Cockroach Clusters|Clusters|Cockroach	1) A rather nasty sweet made of cockroaches sold in Honeydukes.<BR>2) Used as a password to Dumbledore's office [4].
Code of Wand Use|Wand|Wand Use	The rules of wand usage [4].
Codswallop	Nonsense, baloney, malarkey, etc.
Cokworth|Railview	Where Railview hotel is.
Comet Two-Sixty|Comet 260|comet	The top-of-the-line broom Draco Malfoy has in the first book.
Committee for the Disposal of Dangerous Creatures|Dangerous Creatures|Disposal of Dangerous Creatures	An office at the Ministry of Magic protecting against fierce animals.
Committee on Experimental Charms|Experimental|Experimental Charms	Office at the Ministry of Magic.
Common Magical Ailments and Afflictions|Afflictions|Magical Ailments|Magical Ailments and Afflictions	A standard health book for magic people.<BR>
Common Room	A general meeting room of each Hogwarts house.
Common Welsh Green|Welsh Green|dragon	A breed of wild dragon found in Britain.
Confundus	A spell that changes the mind.
Connolly	A member of the Irish Quidditch team [4].
Conoly	An Irish Quidditch Team member.
Cornish Pixies|Cornish|Pixies	Devilish little fairies that reak havoc.
Council of Magical Law|Magical Law	Passes judgment on lawbreakers [4].
Crabbe, Vincent|Crabbe|Vincent|Vincent Crabbe	Draco Malfoy's friend and cohort.
Creevey, Colin|Colin|Colin Creevey|Creevey|Gryffindor	Is a year younger than Harry. Colin is also in Gryffindor and he may be Harry's biggest admirer (after Ginny Weasley). Colin is always following Harry around, trying to take his picture and get his autograph.
Creevey, Dennis|Creevey|Dennis|Dennis Creevey|Gryffindor	Colin's younger brother; a Gryffindor [4].
Cribbage's Wizarding Crackers|Crackers|Wizarding Crackers	A wizard treat [4].
Croaker	A member of the Department of Mysteries.
Crockford, Doris|Crockford|Doris|Doris Crockford	Woman Harry meets at his first trip to The Leaky Cauldron [1].
Crookshanks	Hermione's cat who scares Scabbers [3].<BR><U>Origin:</U><BR>Crookshanks - an old-fashioned way of saying &quotbent legs".
Cross	A symbol which warns of “trials and suffering" in tea leaf reading.
Crouch Jr., Barty|Barty|Barty Crouch|Crouch	Sent to Azkaban by his own father [4].
Crouch, Barty|Barty|Barty Crouch|Crouch	Worked for the ministry of magic and he put his son, Barty Jr., in Azkaban [4].
Cruciatus Curse|Cruciatus|Unforgivable	One of the Unforgivable Curses spell tortures victim with extreme pain [4].<BR><U>Origin:</U><BR>Cruciatus - comes from the Latin word for "torture".
Crucio|Cruciatus|Unforgivable	Spell to activate the Cruciatus Curse [4].<BR><U>Origin:</U><BR>Crucio - comes from the Latin word for "torture".
Curse of the Bogies|Bogies|Curse	A spell Quirrell told his students about.
Daily Mail	The Muggle newspaper.
Daily Prophet	Wizards' newspaper.
Daisy Root	An ingredient used in a shrinking solution.
Dark Arts	The practice of evil wizards and dark mythical creatures.
Dark Lord, The|Dark Lord|The Dark Lord	See <I>Voldemort</I>.
Dark Mark|Dark|Mark|Voldemort	Voldemort's sign. A skull, with a serpent protruding from its mouth like a tongue[4].
De-gnoming|De gnoming|garden gnomes|gnomes|gnoming	Removing pesky garden gnomes as described in <U>Gilderoy Lockhart's Guide to Household Pests</U>.
De Mimsy-Porpington, Sir Nicholas (see also Nearly-Headless Nick)|De Mimsy-Porpington, Sir Nicholas|Sir Nicholas	Resident ghost of Gryffindor.
Death Eaters|Voldemort	Supporters of Voldemort [4].
Death Omens: What to Do When You Know the Worst is Coming|Death Omens|grim	Book on death omens in Flourish and Blotts with a picture of a Grim on the cover.
Deathday Party|Deathday	May be celebrated by a ghost on the anniversary of his/her death.
Decree for the Restriction of Underage Wizadry|Underage	A law prohibiting young wizards and witches from using magic out of school.
Delacour, Fleur|Delacour|Fleur|Fleur Delacour	A student of Beauxbatons and a contestant in the Triwizard Tournament held at Hogwarts [4].<BR><U>Origin:</U><BR>Fleur Delacour - translates to 'flower of the heart' from French.
Delacour, Gabrielle|Delacour|Fleur|Gabrielle|Gabrielle Delacour	Little sister of Fleur.
Delaney-Podmore, Patrick|Delaney|Delaney Podmore|Headless|Patrick|Podmore	Leader of the Headless Hunt.
Deletrius	Spell used by Amos Diggory to vanish the image of the Dark Mark [4].
Dementor|Dementors	Creature who feeds on the happy emotions of humans, leaving one cold and sad. The kiss of the dementor is when the dementor sucks the very soul out of a human, leaving you emotionless.<BR><U>Origin:</U><BR>Dementor - a play on the word "demented", or crazy. Thus a Dementor is one who makes you demented. <BR>
Dennis	A friend of Dudley [1].
Densaugeo	A spell which causes teeth to grow at an alarming rate [4].
Department for the Regulation and Control of Magical Creatures|Control of Magical Creatures|Magical Creatures|Regulation and Control of Magical Creatures	Department of the Ministry of Magic.
Department of International Magical Cooperation|International Magical|International Magical Cooperation	Department of the Ministry of Magic.
Department of Magical Games and Sport|Games and Sport|Magical Games and Sport	Department of the Ministry of Magic.
Department of Magical Transportation|Magical Transportation|Transportation	Fines wizards for apparating without a license.
Department of Mysteries|Mysteries	A top secret department at the Ministry of Magic, members are also known as Unspeakables.
Dervish and Banges|Banges|Dervish	The wizarding equipment store in Hogsmeade.
Devil's Snare|Snare	A plant which entraps anyone who it can reach.
Diagon Alley|Alley|Diagon	Cobbled street where wizards can do their shopping.<BR><U>Origin:</U><BR>Diagonal - From angle to angle (thus, Diagon Ally means Crooked Alley).
Diary of Tom Riddle	Diary which holds spirit of Tom Riddle.
Diddy	A pet name for Dudley from his mother.
Diffindo	A spell Harry uses to split open Cedric's book bag.
Diggle, Dedalus|Dedalus|Dedalus Diggle|Diggle	A wizard who made shooting stars fly over Kent, meets Harry in Diagon Alley [1].<BR><U>Origin:</U><BR>Dedalus - The father of Icarus who is careless with the laws of nature. Diggle organizes showers of shooting stars the day that Voldemort disappears, which is also careless.
Diggory, Amos|Amos|Amos Diggory|Diggory	Father of Cedric Diggory, works for the Department for the Regulation and Control of Magical Creatures.
Diggory, Cedric|Cedric|Cedric Diggory|Diggory|Hufflepuff	Seeker on the Hufflepuff Quidditch team and challenger in the Triwizard Tournament held at Hogwarts [4].<BR><U>Origin</U><BR>Cedric - A boy's name of Celtic origin. Means: Battle; war chief.
Dimitrov	Bulgarian Quidditch team member [4].
Dippet, Prof.|Dippet	The headmaster when Tom Riddle was at Hogwarts.
Disapparation	A method of travel for experienced wizards, which involves disappearing from one place and reappearing in another.
Disarming Spell|Disarming	Removes the wand from an opponent.
Dissendium	A spell which opened a secret passage inside a statue.
Dobbs, Emma|Dobbs|Emma|Emma Dobbs	A Hogwarts student [4].
Dobby|elf|house|house elf	A house elf who tries to prevent Harry from returning to Hogwarts for his second year.<BR><U>Origin:</U><BR>Dobby - A very old English name for a benevolent elf who would anonymously perform household tasks in the night, like the elves and the shoemaker.
Dolohov, Antonin|Antonin|Antonin Dolohov|Dolohov	A captured Death Eater [4].
Dot	A customer at The Hanged Man pub [4].
Dr. Filibuster's Fabulous Wet-Start, No-Heat Fireworks|Dr. Filibuster's Fabulous|Fabulous|Filibuster|Filibuster's Fabulous|Fireworks	A favorite prank of the Weasley twins, they fill the room with red &amp; blue stars that bounce around for at least a half an hour.
Draco Dormiens Nunquam Titillandus|Dormiens|Draco|Hogwarts|Nunquam|Titillandus	The Hogwarts motto, translates to: "Never Tickle a Sleeping Dragon".
Dragons Blood|Dragon|Dragons	One of the most magical substances known to wizards.
Draught of Living Death|Living Death	Powerful sleeping potion made of asphodel and wormwood.
Dreadful Denizens of the Deep|Denizens of the Deep|Dreadful|Dreadful Denizens	Book in the Hogwarts library [4].
Dress Robes|Robes	Robes for formal occasions.
Drooble's Best Blowing Gum|Drooble	A treat on the Hogwarts Express cart [1].
Dueling Club|Dueling	A club started in Hogwarts to teach about wizard duels.
Dumbledore, Aberforth|Aberforth|Dumbledore	The brother of Albus Dumbledore, once prosecuted for practicing inappropriate charms on a goat.<BR><U>Origin:</U><BR>Dumbledore - An old English name for a bumblebee; the French word 'dore' means 'golden'.<BR>
Dumbledore, Albus|Albus|Dumbledore	The current headmaster of Hogwarts; he has a long silvery beard, a very crooked nose and he always wears half moon specticles.<BR><U>Origin:</U><BR>Albus - &quotWhite" in Latin.<BR>Dumbledore - An old English name for a bumblebee; the French word 'dore' means 'golden'.
Dungbombs	A trick item you can buy at Zonko's.
Durmstrang	One of the three schools competing in the 422nd Triwizard Tournament.<BR><U>Origin:</U><BR>Durmstrang - Probably a play on the German phrase "Sturm und Drang", literally translated as "Storm and Stress". It was the name of a play and an 18th century German literary movement that consisted of literature about people's personal revolts against society. "Sturm und Drang" is used to mean "turmoil," especially inner turmoil or torment, today.
Dursley, Dudley|Dudley|Dudley Dursley|Dursley	The spoiled and pampered son of Petunia and Vernon Dursley. Is extremely overweight due to greed. Enjoys hanging out with his gang and beating up his cousin Harry. Now attends Smeltings, his father Vernon's alma mater. Had to have a pig's tail surgically removed from his backside [1].<BR><U>Origin:</U><BR>Dudley - A play on 'dud', or broing person.<BR>Dursley - A small town in Britain.
Dursley, Petunia|Dursley|Petunia|Petunia Dursley	Harry's muggle aunt, sister of Lily Potter.<BR><U>Origin:</U><BR>Dursley - A small town in Britain.
Dursley, Vernon|Dursley|Vernon|Vernon Dursley	Harry's muggle uncle, Petunia's husband.<BR><U>Origin:</U><BR>Dursley - A small town in Britain.
Eagle|Ravenclaw	The mascot for Ravenclaw.
Eeylops Owl Emporium|Eeylops|Eeylops Owl|Emporium|Owl Emporium	Shop on Diagon Alley.
Egypt	Country where Bill Weasley works for Gringotts.
Elfric the Eager|Eager|Elfric	Subject in History of Magic.
Elixer of Life|Elixer	A liquid that has the power to make a wizard or witch live forever.
Elves|elf	Small creatures which live deep in the Forbidden Forest where they hold midnight feasts and play pranks on the lost passerby. They are actually very nice despite their tricky nature.
Emeric the Evil|Emeric	Mentioned in Binns' History of Magic class.
Enchantment in Baking|Baking|Enchantment	Book at the Weasley home [2].
Encyclopedia of Toadstools|Toadstools	Book that Lucious Malfoy gets hit with [2].
Enervate	A spell to revive someone who is stunned.
Engorgement Charm|Engorgement	A spell which causes something to grow large.
Engorgio	A spell that enlarges objects.
Errol	The Weasley family owl.
Eton	A muggle school.
Expecto Patronum|Expecto|Patronum	A spell to guard you from the dementors by conjuring a patronus.<BR><U>Origin:</U><BR>Expecto Patronum - Similar words in Latin for &quotrelease protector".
Expelliarmus	Disarming charm.<BR><U>Origin:</U><BR>Expelliarmus - The word 'expel', means to "force or drive out". This curse drives out the wand from the opponents hand.
Exploding Bonbons|Bonbons|Exploding	A treat found in the Hogsmede store, Honeydukes.
Exploding Snap|Exploding|Snap	A game played by wizards.
Famous Wizard Cards|Wizard Cards	Trading cards of famous wizards throughthe ages; packaged with Chocolate Frogs.
Fang	Hagrid's pet boarhound.
Fat Friar, The|Fat|Fat Friar|Friar|Hufflepuff|The Fat Friar	Resident ghost of Hufflepuff.
Fat Lady, The|Fat|Fat Lady|Gryffindor|Lady|The Fat Lady	Woman in a pink silk dress who sits in a portrait and protects the entrance to Gryffindor.
Fawcett, Miss|Fawcett|Miss Fawcett	A student at Hogwarts who was injured during Dueling Club demos.
Fawcetts, the|Fawcett|The Fawcetts	A wizard family that couldn't get tickets for the World Cup, they live in the same area as the Weasleys [4].
Fawkes|Phoenix	Dumbledore's Phoenix (a bird which dies and is reborn again).<BR><U>Origin:</U><BR>Fawkes - named after Guy Fawkes, a Catholic terrorist who, about 400 years ago, attempted to blow up the English Houses of Parliament with 36 barrels of gunpowder. Although he did this in retaliation for the vicious anti-Catholic policies of James I, his name has lived in infamy ever since. Every year on the anniversary of the Gunpowder Plot, children burn an effigy of him on a bonfire, chanting charming ditties like, &quotGuy, Guy, Guy, Stick him in the eye, put him in a bonfire, there let him die," and letting off fireworks. Fawkes is a phoenix and therefore roses from flame.
Ferula	A spell to create a sling.
Fidelius Charm|Fidelius	An extremely complex charm in which a secret is conceled within a single living soul.
Figg, Mrs.|Figg|Mrs. Figg	Dursley neighbor with whom Harry stayed every year on Dudley's birthday.
Filch, Argus|Argus|Argus Filch|Filch	Caretaker at Hogwarts.<BR><U>Origin:</U><BR>Argus - A Greek God who had a hundred eyes, and was therefore always on the lookout, since he never closed more than half his eyes while he slept.<BR>Filch - To &quotfilch" means to &quotsteal".
Finch-Fletchley, Justin|Finch|Finch-Fletchley|Fletchley|Hufflepuff|Justin	Sorted into Hufflepuff [1].
Finite Incantatem|Finite|Incantatem	A charm used by Snape to end commotion by students.
Finnigan, Seamus|Finnigan|Gryffindor|Seamus|Seamus Finnigan	Sorted into Gryffindor, his dad's a muggle, his mother a witch [1].
Firebolt	A top-of-the-line broom given to Harry as a gift from an unknown friend.
Firenze [FEER-en-zay]|Firenze	A centaur in the Forbidden Forest, young with white-blonde hair and a palomino body.<BR><U>Origin:</U><BR>Firenze - The Italian word for the city of Florence. Florence is the final resting place of Galileo Galilei, arguably the greatest astronomer who ever lived (a link to the centaur's passion for the stars).
Fitchburg Finches (USA)|Finches|Fitchburg|Fitchburg Finches|USA|america|united states|united states of america	The United States has not produced as many world-class Quidditch teams as other nations because the game has had to compete with the American broom game Quodpot.<BR>Nonetheless, Quidditch has been gaining popularity and the Finches have emerged as a top team, winning the US League seven times.<BR>The Finches' seeker, Maximus Brankovitch III, has also captained America at the last two World Cups.
Fizzing Whizbees|Fizzing|Whizbees	Levitating sherbert balls.
Flame-Freezing Charm|Flame|Flame Freezing|Freezing	Used by ancient wizarding people (such as Wendelin the Weird) to freeze the flames meant to burn them.
Flamel, Nicolas|Flamel|Nicolas|Nicolas Flamel	An alchemist and friend of Dumbledore; historically &quotFlamel was a famous character of his time, an official of the university reputed to be an alchemist. People thought he had got the gold to buy this mansion from finding the philosopher's stone-but really he married a rich widow." [from guidebook Cadogan Paris] .
Flamel, Perenelle|Flamel|Perenelle|Perenelle Flamel	Wife of Nicolas Flamel.
