##name	Drug information
##sourceLang	English
##targetLang	English
##bgl_defaultCharset	cp1252
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2003/04/21, 11:54
##author	Kianoosh Fooladi : kfooladi@yahoo.com
##email	kfooladi@yahoo.com
##description	Information on thousands of prescription and over-the-counter medications is provided through two drug resources -- MedMaster, a product of the American Society of Health-System Pharmacists (ASHP), and the USP DI� Advice for the Patient� , a product of the United States Pharmacopeia (USP). \nThis Glossary Provides Hyperlinks to  Drug informations wich hosted by the "U.S. National Library of Medicine" and the  "National Institutes Of Health" .\nhttp://www.nlm.nih.gov/medlineplus/druginformation.html
##browsingEnabled	
##bgl_creationTime	2003/04/15, 12:41
8EAF66FD.bmp	File: 8EAF66FD.bmp
AK-Homatropine	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202074.html'>USP DI</A> - Atropine, Homatropine, and Scopolamine (Ophthalmic)
AKBeta	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a686011.html'>MedMaster</A> - Levobunolol Ophthalmic <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202654.html'>USP DI</A> - Beta-Adrenergic Blocking Agents (Ophthalmic)
AKPro	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202202.html'>USP DI</A> - Dipivefrin (Ophthalmic)
AKTob	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682660.html'>MedMaster</A> - Tobramycin Ophthalmic <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202570.html'>USP DI</A> - Tobramycin (Ophthalmic)
AMSA P-D	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500109.html'>USP DI</A> - Amsacrine (Systemic)
APAP	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
APAP and Codeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601005.html'>MedMaster</A> - Acetaminophen and Codeine
APAP and Hydrocodone	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601006.html'>MedMaster</A> - Acetaminophen and Hydrocodone
APAP and Oxycodone	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601007.html'>MedMaster</A> - Acetaminophen and Oxycodone
APAP and Propoxyphene	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601008.html'>MedMaster</A> - Acetaminophen and Propoxyphene
APAP with codeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202392.html'>USP DI</A> - Narcotic Analgesics and Acetaminophen (Systemic)
APD	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202662.html'>USP DI</A> - Pamidronate (Systemic)
APSAC	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202565.html'>USP DI</A> - Thrombolytic Agents (Systemic)
ASA	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682878.html'>MedMaster</A> - Aspirin <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202515.html'>USP DI</A> - Salicylates (Systemic) <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500072.html'>USP DI</A> - Dipyridamole and Aspirin (Systemic) <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202073.html'>USP DI</A> - Aspirin, Sodium Bicarbonate, and Citric Acid (Systemic)
ASA and Codeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601021.html'>MedMaster</A> - Aspirin and Codeine
ASA and Oxycodone	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601022.html'>MedMaster</A> - Aspirin and Oxycodone
AZT	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a687007.html'>MedMaster</A> - Zidovudine Oral <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202602.html'>USP DI</A> - Zidovudine (Systemic)
AZT Injection	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601168.html'>MedMaster</A> - Zidovudine Injection
Abacavir	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a699012.html'>MedMaster</A>
Abacavir (Systemic)|Abacavir	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203732.html'>USP DI</A>
Abacavir, Lamivudine, and Zidovudine (Systemic)|Abacavir, Lamivudine, and Zidovudine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500305.html'>USP DI</A>
Abbokinase	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202565.html'>USP DI</A> - Thrombolytic Agents (Systemic)
Abbokinase Open-cach	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202565.html'>USP DI</A> - Thrombolytic Agents (Systemic)
Abciximab (Systemic)|Abciximab	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500417.html'>USP DI</A>
Abelcet	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601132.html'>MedMaster</A> - Amphotericin B Lipid Complex Injection <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203506.html'>USP DI</A> - Amphotericin B Lipid Complex (Systemic)
Abenol	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Abitrate	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202150.html'>USP DI</A> - Clofibrate (Systemic)
Abreva	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500219.html'>USP DI</A> - Docosanol (Topical)
Absorbine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682617.html'>MedMaster</A> - Tolnaftate
Acarbose	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a696015.html'>MedMaster</A>
Acarbose (Systemic)|Acarbose	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203498.html'>USP DI</A>
Accolate	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a697007.html'>MedMaster</A> - Zafirlukast <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202917.html'>USP DI</A> - Zafirlukast (Systemic)
Accupep HPF	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202673.html'>USP DI</A> - Enteral Nutrition Formulas (Systemic)
Accupril	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a692026.html'>MedMaster</A> - Quinapril <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202044.html'>USP DI</A> - Angiotensin-converting Enzyme (ACE) Inhibitors (Systemic)
Accuretic	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202045.html'>USP DI</A> - Angiotensin-converting Enzyme (ACE) Inhibitors and Hydrochlorothiazide (Systemic)
Accutane	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a681043.html'>MedMaster</A> - Isotretinoin <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202309.html'>USP DI</A> - Isotretinoin (Systemic)
Acebutolol	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a687003.html'>MedMaster</A> <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202087.html'>USP DI</A> - Beta-adrenergic Blocking Agents (Systemic)
Acel-Imune	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202201.html'>USP DI</A> - Diphtheria and Tetanus Toxoids and Pertussis Vaccine Adsorbed (Systemic)
Acenocoumarol	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202050.html'>USP DI</A> - Anticoagulants (Systemic)
Aceon	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a602017.html'>MedMaster</A> - Perindopril <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202044.html'>USP DI</A> - Angiotensin-converting Enzyme (ACE) Inhibitors (Systemic)
Acet Codeine 30	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202392.html'>USP DI</A> - Narcotic Analgesics and Acetaminophen (Systemic)
Acet Codeine 60	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202392.html'>USP DI</A> - Narcotic Analgesics and Acetaminophen (Systemic)
Acet-3	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202392.html'>USP DI</A> - Narcotic Analgesics and Acetaminophen (Systemic)
Aceta Elixir	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Aceta Tablets	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Acetaminophen	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a681004.html'>MedMaster</A> <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Acetaminophen (Systemic)|Acetaminophen	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A>
Acetaminophen Uniserts	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Acetaminophen and Caffeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Acetaminophen and Codeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601005.html'>MedMaster</A> <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202392.html'>USP DI</A> - Narcotic Analgesics and Acetaminophen (Systemic)
Acetaminophen and Hydrocodone	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601006.html'>MedMaster</A>
Acetaminophen and Oxycodone	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601007.html'>MedMaster</A>
Acetaminophen and Propoxyphene	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601008.html'>MedMaster</A>
Acetaminophen and Salicylates (Systemic)|Acetaminophen and Salicylates	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203003.html'>USP DI</A>
Acetaminophen, Aspirin, Salicylamide, and Caffeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203003.html'>USP DI</A> - Acetaminophen and Salicylates (Systemic)
Acetaminophen, Aspirin, and Caffeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203003.html'>USP DI</A> - Acetaminophen and Salicylates (Systemic)
Acetaminophen, Aspirin, and Caffeine, Buffered	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203003.html'>USP DI</A> - Acetaminophen and Salicylates (Systemic)
Acetaminophen, Butalbital, and Caffeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601009.html'>MedMaster</A>
Acetaminophen, Codeine, and Caffeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202392.html'>USP DI</A> - Narcotic Analgesics and Acetaminophen (Systemic)
Acetaminophen, Salicylamide, and Caffeine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203003.html'>USP DI</A> - Acetaminophen and Salicylates (Systemic)
Acetaminophen, Sodium Bicarbonate, and Citric Acid (Systemic)|Acetaminophen, Sodium Bicarbonate, and Citric Acid	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202005.html'>USP DI</A>
Acetazolam	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202114.html'>USP DI</A> - Carbonic Anhydrase Inhibitors (Systemic)
Acetazolamide	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202114.html'>USP DI</A> - Carbonic Anhydrase Inhibitors (Systemic)
Acetazolamide Oral	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682756.html'>MedMaster</A>
Acetocot	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202018.html'>USP DI</A> - Corticosteroids Glucocorticoid Effects (Systemic)
Acetohexamide	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682478.html'>MedMaster</A> <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202742.html'>USP DI</A> - Antidiabetic Agents, Sulfonylurea (Systemic)
Acetoxyl 10 Gel	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202086.html'>USP DI</A> - Benzoyl Peroxide (Topical)
Acetoxyl 2.5 Gel	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202086.html'>USP DI</A> - Benzoyl Peroxide (Topical)
Acetoxyl 20 Gel	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202086.html'>USP DI</A> - Benzoyl Peroxide (Topical)
Acetoxyl 5 Gel	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202086.html'>USP DI</A> - Benzoyl Peroxide (Topical)
Acetylcysteine (Inhalation)|Acetylcysteine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500403.html'>USP DI</A>
Acetylsalicylic acid	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682878.html'>MedMaster</A> - Aspirin <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202073.html'>USP DI</A> - Aspirin, Sodium Bicarbonate, and Citric Acid (Systemic) <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202515.html'>USP DI</A> - Salicylates (Systemic) <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500072.html'>USP DI</A> - Dipyridamole and Aspirin (Systemic)
Achromycin	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202553.html'>USP DI</A> - Tetracyclines (Topical)
Achromycin V	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682098.html'>MedMaster</A> - Tetracycline <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202552.html'>USP DI</A> - Tetracyclines (Systemic)
Acid Control	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202283.html'>USP DI</A> - Histamine H 2-receptor Antagonists (Systemic)
Acilac	Laxatives (Oral)
AcipHex	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a699060.html'>MedMaster</A> - Rabeprazole <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/500054.html'>USP DI</A> - Rabeprazole (Systemic)
Acitretin	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601010.html'>MedMaster</A>
Acitretin (Systemic)|Acitretin	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203365.html'>USP DI</A>
Aclovate	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202907.html'>USP DI</A> - Corticosteroids Low Potency (Topical)
Acne Lotion 10	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202020.html'>USP DI</A> - Alcohol and Sulfur (Topical)
Acne-Aid Aqua Gel	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202086.html'>USP DI</A> - Benzoyl Peroxide (Topical)
Acnomel Acne Cream	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202508.html'>USP DI</A> - Resorcinol and Sulfur (Topical)
Acnomel B.P. 5 Lotion	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202086.html'>USP DI</A> - Benzoyl Peroxide (Topical)
Acnomel Cake	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202508.html'>USP DI</A> - Resorcinol and Sulfur (Topical)
Acnomel Cream	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202508.html'>USP DI</A> - Resorcinol and Sulfur (Topical)
Acnomel Vanishing Cream	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202508.html'>USP DI</A> - Resorcinol and Sulfur (Topical)
Acrivastine and Pseudoephedrine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202061.html'>USP DI</A> - Antihistamines and Decongestants (Systemic)
Act-hib	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202276.html'>USP DI</A> - Haemophilus b Conjugate Vaccine (Systemic)
Actamin	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Actamin Extra	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Actamin Super	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Actibine	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202639.html'>USP DI</A> - Yohimbine (Systemic)
Acticin Cream	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202452.html'>USP DI</A> - Permethrin (Topical)
Acticort 100	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202907.html'>USP DI</A> - Corticosteroids Low Potency (Topical)
Actidose with Sorbitol	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202120.html'>USP DI</A> - Charcoal, Activated (Oral)
Actidose-Aqua	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202120.html'>USP DI</A> - Charcoal, Activated (Oral)
Actifed	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601103.html'>MedMaster</A> - Pseudoephedrine and Triprolidine
Actifed Cold & Sinus Caplets	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202062.html'>USP DI</A> - Antihistamines, Decongestants, and Analgesics (Systemic)
Actifed Plus Extra Strength Caplets	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202062.html'>USP DI</A> - Antihistamines, Decongestants, and Analgesics (Systemic)
Actifed Sinus Daytime	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202184.html'>USP DI</A> - Decongestants and Analgesics (Systemic)
Actifed Sinus Daytime Caplets	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202184.html'>USP DI</A> - Decongestants and Analgesics (Systemic)
Actigall	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a699047.html'>MedMaster</A> - Ursodiol <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202587.html'>USP DI</A> - Ursodiol (Systemic)
Actimmune	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601152.html'>MedMaster</A> - Interferon Gamma-1b Injection <BR>     <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202631.html'>USP DI</A> - Interferon, Gamma (Systemic)
Actimol Chewable Tablets	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Actimol Children's Suspension	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Actimol Infants' Suspension	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Actimol Junior Strength Caplets	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202001.html'>USP DI</A> - Acetaminophen (Systemic)
Actinex	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a601075.html'>MedMaster</A> - Masoprocol
Actinomycin	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/medmaster/a682224.html'>MedMaster</A> - Dactinomycin
Actiprofen Caplets	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202743.html'>USP DI</A> - Anti-inflammatory Drugs, Nonsteroidal (Systemic)
Actiq	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/203780.html'>USP DI</A> - Fentanyl (Systemic)
Actisite	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202729.html'>USP DI</A> - Tetracycline Periodontal Fibers (Dental)
Activase	<A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202565.html'>USP DI</A> - Thrombolytic Agents (Systemic)
Activase rt-PA	<BR>    <A href='http://www.nlm.nih.gov/medlineplus/druginfo/uspdi/202565.html'>USP DI</A> - Thrombolytic Agents (Systemic)
