##name	Chaucer's Middle English Glossary
##sourceLang	English
##targetLang	English
##bgl_defaultCharset	cp1252
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2004/02/12, 19:22
##author	Eran Tzelgov
##email	tzel@bgumail.bgu.ac.il
##description	Based on Chaucer's "Canterbury Tales"
##bgl_creationTime	2004/02/12, 11:39
8EAF66FD.bmp	File: 8EAF66FD.bmp
arreest	<I>noun</I> restaint, seizure
artelries	<I>noun</I> artillery, shooting equipment, cannons and catapults
arwes	<I>noun, pl.</I> arrows
aslaked	calmed
asonder	<I>adv.</I> apart
assaut	<I>noun</I> assault
assay	<I>noun</I> 1. trial; 2. test
assaye	<I>verb, prsnt. sg.</I> test
assayed	<I>verb, pst. sg</I> tested
asseged	besieged
assent	<I>noun</I> consent, will, opinion
assente	<I>verb, prsnt.</I> consent, agree;
assented	<I>verb, pst.</I> consented, agreed
assise	<I>noun</I> the court of assizes
assoille	<I>verb</I> absolve
assoillyng	<I>noun</I> absolution
assured	<I>adj.</I>
astert	<I>verb</I> escaped
asterte, asterted	<I>verb</I> escaped
astoned	<I>verb</I> amazed, astonished, surprised
astored	<I>verb</I> provided
aswowne	<I>adv.</I> in a swoon, aswooned
at erst	<I>prep.</I> for the first time
atemprely, attemprely	<I>adv.</I> moderately
atones	<I>adv.</I> at once, at one time, at the same time, immediately
attamed	<I>verb, pst.</I> begun
attempree	<I>adj.</I> moderate
atthamaunt, adamant	<I>noun</I> adamant, a very hard kind of stone
atwo	<I>adv.</I> in two
atwynne	<I>adv.</I> apart
auctorite, auctoritee	<I>noun</I> 1. written authority, an authoritative statement or passage; 2. legal power or authority
aungel	<I>noun</I> angel
aungellyk	<I>adj.</I> angel-like
auter	<I>noun</I> altar
avalen	<I>verb</I> take off
avarice	<I>noun</I> greed
avaunce	<I>verb</I> prosper
avauntyng	<I>verbal noun</I> boasting
avayle	<I>verb</I> help, benefit
avoutrye, avowtrie, avowtrye	<I>noun</I> adultery
avow	<I>noun</I> vow, solemn pledge
avowtier	<I>noun</I> adulterer
avys	<I>noun</I> 1. discussion; 2. opinion
avysement	<I>noun</I> deliberation
awreke	<I>verb</I> avenged
axe	<I>verb, prsnt. sg.</I> ask
axed	<I>verb, pst.</I> asked
axeth	<I>verb, prsnt. sg.</I> asks
ay	<I>adv.</I> always
ba	<I>verb</I> kiss
baar	<I>verb</I> carried
bacheler, bachiler	<I>noun</I> young man, unmarried man, young knight
bachilrie	<I>noun</I> knighthood, knightly conduct
baillif, bailly	<I>noun</I> bailiff, an agent for a lord's estate who administered justice and collected revenues
balke	<I>noun</I> beam
balled	<I>adj.</I> bald
bane	<I>noun</I> killer
bargaynes	<I>noun</I> bargains, buying and selling
barge	<I>noun</I> sailing ship
baronage	<I>noun</I> nobles, nobility
bataille	<I>noun</I> battle
bath	<I>noun</I> cauldron
bathen	<I>verb</I> bask
bauderye, bawderye	<I>noun</I> pandering
bawdes	<I>noun</I> pimps
bawdryk	<I>noun</I> baldric, shoulder strap, a belt for a sword, bugle, etc. hung from the shoulder across the body to the opposite hip
bawme	<I>noun</I> balsam
beautee	<I>noun</I> beauty
beddes heed	<I>noun</I> head of the bed
bede	<I>noun</I> bead, a small usually rounded and perforated piece of glass or stone for threading with others to make jewellery
bedrede	<I>adj.</I> 1. bedridden, confined to bed by infirmity; 2. decrepit
before, formerly;	<I>conj.</I>
before;	<I>prep.</I> before
beggestere	<I>noun</I> beggar-woman
bekke	nod
benefice	<I>noun</I> ecclesiastical living
benigne, benygne, benyngne	<I>adj.</I> 1. kind, good; 2. gracious
benignely, benygnely	<I>adv.</I> graciously
benignytee, benygnytee, benyngnytee,	<I>noun</I> goodness
benyson, benysoun	<I>noun</I> blessing
bereth	<I>verb</I> acquits
berkyng	<I>verbal noun</I> barking
berne	<I>noun</I> barn
best	<I>noun</I> beast
bible	<I>noun</I> book
bibledde	<I>adj.</I> covered with blood
biddeth	<I>verb, prsnt.</I> pray
bifel, bifil	<I>verb</I> (it) happened
bigileres	<I>noun</I> liars, deceivers
biheeste, biheete, biheste	<I>noun</I> promise
bihight, bihighte	<I>verb</I> promised
bihighten	<I>verb</I> promised
biknowe	<I>verb</I> reveal, confess
bileve	<I>verb</I> remain, stay
bille	<I>noun</I> petition, formal charge
biraft	<I>verb</I> taken away (from)
birafte	<I>verb</I> took away (from)
bireve	<I>verb</I> remove, deprive, take away
bireveth	<I>verb</I> removes, deprives, takes away from
biseche, biseke	<I>verb</I> beseech
bisemare	<I>noun</I> scorn
bitook	<I>verb</I> entrusted
bitrayseth	<I>verb</I> betrays
bitwix, bitwixe, bitwixen, bitwyxen	<I>prep.</I> between
biwrey, biwreye	<I>verb, prsnt.</I> 1. reveal, expose; 2. betray
biwreyed	<I>verb, pst.</I> revealed
blak, blake	<I>adj.</I> black
blent	<I>verb</I> deceived, blinded
blew	<I>adj.</I> blue
bleynte	<I>verb</I> turned pale
blisful	<I>adj.</I> blessed
blyve	<I>adv.</I> quickly
bobance	<I>noun</I> boast
bocher	<I>noun</I> butcher
bodies, bodyes	<I>noun</I> metals
boef	<I>noun</I> beef
boghte	<I>verb</I> redeemed
boidekyn	<I>noun sg.</I> dagger
bokeler, bokeleer	<I>noun</I> buckler, small shield
bond	<I>noun</I> bond, knowledge of practitioner
boone	<I>noun</I> request, prayer
boote	<I>noun</I> remedy
bord	<I>noun</I> dinner table
bord bigonne	sat in the place of honor
bountee	<I>noun</I> goodness, virtue
bour	<I>noun, sg.</I> inner room, bedroom, private room for lord and lady
bourde	<I>noun</I> jest
boures	<I>noun, pl.</I> bedrooms
boydekyns	<I>noun, pl.</I> daggers
brawen, brawn	<I>noun, sg.</I> 1. muscle; 2. meat
brawnes	<I>noun, pl.</I> muscles
breme	<I>adv.</I> fiercely
brenne, brennen	<I>verb</I> burn
brenneth	<I>verb, 3rd prs. sg.</I> burns
brennynge	<I>verb</I> burning
brent	<I>verb</I> burned
bresten	<I>verb</I> break, burst
bretful, bret-ful	<I>adj.</I> brimful
bretherhed	<I>noun</I> guild, fraternity
briberyes	<I>noun</I> ways of stealing money
bridale	<I>noun</I> wedding-party
briddes	<I>noun, pl.</I> birds
brigge	<I>noun</I> bridge
brike	<I>noun</I> trap, plight
brode	<I>adv.</I> plainly
brond	<I>noun</I> torch
brood	<I>adj.</I> broad, wide
brosten	<I>verb</I> broken
brotel	<I>adj.</I> insecure, unstable, brittle
brotelnesse, brotilnesse	<I>noun</I> insecurity, unstability, fickleness
browdynge	<I>noun</I> embroidery
brybe	<I>verb</I> steal
brydel	<I>noun</I> bridle, the harness fitted about a horse's head
brymstoon	<I>noun</I> sulphur
bryngen	<I>verb</I> bring
brynne	<I>verb</I> burn
bulles	<I>noun</I> papal bulls, edict, indulgences
burdoun	<I>noun</I> bass (part in a song)
burel	<I>adj.</I> uneducated, unlearned
burgeys	<I>noun</I> citizen of a city (tradesman)
burghes	<I>noun, pl.</I> boroughs, a town (as distinct from a city) with a corporation and priviliges granted by a royal charter
buryeles	<I>noun</I> burial places (the catacombs)
but	<I>conj.</I> unless
butiller	<I>noun</I> butler, steward
buxom	<I>adj.</I> obedient
buxomly	<I>adv.</I> obediently
by aventure	by chance
by noon assent	not at all
by oon assent	unanimously, all together
by rote	by heart
by taille	on credit
byg	<I>adj.</I> strong
byle	<I>noun</I> beak
byte	<I>verb</I> burn
byynge	<I>verb</I> purchase (buying)
caas	<I>noun</I> case, circumstances
cake	<I>noun</I> loaf of bread
calcenyng	<I>noun</I> calcination, reducing to powder by heat
calculinge	<I>noun</I> astrological computation
caples	<I>noun, pl.</I> horses
capul	<I>noun</I> nag, a small riding-horse or pony
careyne	<I>noun</I> corpse
carl	<I>noun</I> fellow
carryk	<I>noun</I> barge, large sailing ship
cartere	<I>noun</I> charioteer
caste	<I>verb, pst. sg.</I> thought, planned
catel	<I>noun</I> property, possessions
caytyf, kaityf, kaytyf	<I>noun</I> wretch
caytyves	<I>noun</I> wretched creatures
ceint, ceynt	<I>noun</I> belt
celle	<I>noun</I> a subordinate monastery
certes	<I>adv. </I> certainly, indeed
chaar	<I>noun</I> chariot, a stately or triumphal vehicle
chaast	<I>adj.</I> chaste
chaffare	<I>noun</I> merchandise, goods
chalons	<I>noun, pl.</I> blankets
chamberere	<I>noun</I> (chamber)maid
chambre	<I>noun, sg.</I> (bed)room
chambres	<I>noun, pl.</I> bedrooms
chanon, chanoun	<I>noun</I> canon, a member of the clergy serving in a cathedral or collegiate church
chaped	<I>verb</I> mounted
chapeleyne	<I>noun</I> a nun serving as a secretary to a prioress
chapman	<I>noun</I> merchant
chasteyn	<I>noun</I> chestnut tree
chastitee	<I>noun</I> chastity, abstinence from sexual intercourse
chaunterie	<I>noun</I> appointment as a chantry priest, an endowment for a priest to serve in a chapel for the soul of its patron
chaunteth	<I>verb, prsnt. sg.</I> sings
cheere, chere	<I>noun</I> 1. manners, behaviour; 2. facial expression, look
chees	<I>verb</I> choose, chose
ches	<I>noun</I> chess
ches, chese	<I>verb</I> choose
cheste	<I>noun</I> coffin
chevyssaunce	<I>noun</I> financial arrangements
chidyng	<I>verbal noun</I> scolding
chiknes	<I>noun, pl.</I> chickens
childhede	<I>noun</I> childhood
chirche	<I>noun</I> church
chirche dore	<I>noun</I> door of the church
chivalrie, chivalrye	<I>noun</I> 1. nobility; 2. knights
ciser	<I>noun</I> strong alcoholic drink
clad	<I>verb, pst. prtcpl.</I> clothed
cladde	<I>verb, pst. sg.</I> clothed
clene	<I>adv.</I> neatly
clennesse	<I>noun</I> purity, chastity
clepe	<I>verb</I> call;
cleped (ycleped)|cleped	<I>pst.</I> called
clepeth	<I>3rd prs. prsnt. sg.</I> calls;
clergeon	<I>noun</I> choir-boy, schoolboy
clerk	<I>noun</I> 1. university student; 2. scholar
clippeth	<I>verb</I> embraces
closely;	<I>adj.</I> narrow, small
cloutes	<I>noun</I> rags
clowde	<I>noun</I> cloud
clyket	<I>noun</I> key
cok	<I>noun</I> rooster
cokenay	<I>noun</I> weakling, coward
cokewold	<I>noun</I> cuckold, husband of an adulteress
cokkow	<I>noun</I> cuckoo, a kind of bird
col-fox	<I>noun</I> fox with black-tipped tail, feet and ears
collacioun	<I>noun</I> colloquy, discussion, conference
commune	<I>verb</I> communicate, have conversation with
commune profit	<I>noun</I> common interest
communes	<I>noun</I> common soldiers
complayne	<I>verb</I> lament
complexioun	<I>noun</I> temperament, balance of the body's fluids
concupiscence	<I>noun</I> sexual desire, lust
confident;	<I>verb</I> entrusted
conscience	<I>noun</I> moral sense and solicitude
conseil	<I>noun</I> 1. opinion, decision, advice; 2. council, adviser
conseil kepe	<I>verb</I> keep secret
conseille	<I>verb</I> tell, instruct, teach, advise
consistorie	<I>noun</I> court
constellacion	<I>noun</I> configuration of the celestial bodies
contek	<I>noun</I> strife
continuance	<I>noun</I> perseverance
contree	<I>noun</I> district, country
contricioun	<I>noun</I> the state of being contrite, affected by guilt, feeling remorse or penitence
convertible	<I>adj.</I> interchangeable
conveyen	<I>verb</I> introduce
coom	<I>verb</I> came
cop	<I>noun</I> top
coppe	<I>noun</I> cup
corage	<I>noun, sg.</I> 1. heart, feeling; 2. (sexual) desire, ardor
corages	<I>noun, pl.</I> spirits, feelings
cordial	medicine of the heart
corone	<I>noun, sg.</I> crown
corones	<I>noun, pl.</I> crowns
corrumpable	<I>adj.</I> corruptible
cors	<I>noun</I> corpse
costlewe	<I>adj.</I> very expensive
cosynage	<I>noun</I> kinship
cote	<I>noun</I> 1. dungeon, cell; 2. cottage, small farm
couched	<I>verb</I> placed, arranged
countour (contour)|countour	<I>noun</I> auditor
countrefete	<I>verb</I> imitate
countrefeted	<I>verb</I> imitated
courtepy	<I>noun</I> short coat, jacket
coveitise, coveityse	<I>noun</I> avarice, greed, covetousness
covenable	<I>adj.</I> appropriate
covenant	<I>noun</I> agreement, contract
coverchiefs	<I>noun</I> head-dresses
covyne	<I>noun</I> treachery
cow	<I>noun</I> chough, a crow-like bird
coy	<I>adj.</I> quiet, shy
cracchynge	scratching
craft	<I>noun</I> profession, occupation, trade
creaunce	<I>verb</I> obtain credit, borrow money
creaunceth	<I>verb</I> obtains credit
crekes	<I>noun</I> tricks
crispe	<I>adv.</I> curly
cristal stones	<I>noun</I> glass cases
croce	<I>noun</I> cross
crommes	<I>noun</I> crumbs
croppes	<I>noun</I> shoots, new leaves
crosselet	<I>noun</I> crucible, a vessel made of a refractory substance used for melting materials at high temperatures
croys	<I>noun</I> cross
crude	<I>adj.</I> raw, unrefined
crueltee	<I>noun</I> cruelty
culpe	<I>noun</I> guilt
curaat, curat	<I>noun</I> parish priest
cure	<I>noun</I> charge, jurisdiction
curious	<I>adj.</I> skillful, skillfully made
curiously	<I>adv.</I> skillfully
curse, beshrew;	<I>noun</I> curse, cursed person
cursyng	<I>noun</I> archdeacon's curse, excommunication
curteisie	<I>noun</I> gracious and considerate conduct, refinement of manners
daliance|daliaunce	<I>noun</I> 1. flirtation; 2. sociability, gossip
dame	<I>noun</I> mother
dampned	<I>verb</I> condemned
dangerous, daungerous	<I>adj.</I>domineering, arrogant, fastidious, hard to please, grudging
daswen	<I>verb</I> are dazed
day of doom	<I>noun</I> Judgement Day, the day on which the Last Judgement is believed to take place
dayesye	<I>noun</I> daisy, a small plant bearing flowers each with a yellow disc and white rays, usually found in meadows
debonaire	<I>adj.</I> modest, gracious
debonairely, debonairly	<I>adv.</I> gently, modestly, graciously
debonairetee	<I>noun</I> graciousness, meekness
decree	<I>noun</I> text of ecclesiastical law
dede, deed	<I>adj.</I> dead
deedly	<I>adv.</I> deadly
deef	<I>adj.</I> deaf
deerne	<I>adj.</I>secret, sercretive
deeth	<I>noun</I> death
defaute	<I>noun</I> 1. flaw; 2. wickedness
defended	<I>verb</I> forbad
deffended	<I>verb</I> forbad, forbidden
deffenden	<I>verb</I> forbid
deffendeth	<I>verb</I> forbids
defye	<I>verb</I> repudiate
delices	<I>noun, pl.</I> pleasures
deliciously	<I>adv.</I> luxuriously, voluptuously
delit, delyt	<I>noun, sg.</I> delight, pleasure, desire
delivernesse	<I>noun</I> dexterity
delve	<I>verb</I> dig
delyvere	<I>adj.</I> agile, active, nimble
delyverly	<I>adv.</I> nimbly
demande	<I>noun, sg.</I> question
demandes	<I>noun, pl.</I> questions
demeth	<I>noun</I> judge
depe	<I>adv.</I> deeply
depeint	<I>verb, pst. prtcpl.</I> stained
depeynted	<I>verb, pst. prtcpl.</I> painted
depper	<I>comp.</I> more deeply
derk, derke	<I>adj.</I> dark
derknesse	<I>noun</I> darkness
descensories	<I>noun, pl.</I> retorts, flasks used for distillation
despit, despyt	<I>noun</I> scorn, disdain, insult, contempt
despitous	<I>adj.</I> scornful
desport, disport	<I>noun</I> amusement, pleasure
desray	<I>noun</I> disorder
destreyneth	<I>verb</I> afflicts, distresses, compels
dette	<I>noun</I> debt, obligation
dettelees	without debts
dettour	<I>noun</I>
deve	<I>adj.</I> deaf
devoir	<I>noun</I> duty
devyne	<I>verb</I> guess, conjecture
devyse	<I>verb</I> 1. tell, narrate; 2. look upon, inspect; 3. instruct, command
deynous	<I>adj.</I> haughty, arrogant
deyntee	<I>adj.</I> fine, valuable, excellent
deyntees	<I>noun</I> fine food and drink, delicacies
deyntevous	<I>adj.</I> delicicious
deys	<I>noun</I> dais (stage, raised platform)
dide execucioun	carried out the law
diffamacioun	<I>noun</I> slander
diffame	<I></I> bad reputation
diffye	<I>verb</I> repudiate, despise
dight	<I>verb, pst.</I> 1. prepared; 2. had sexual intercourse with
digne	<I>adj.</I> worthy
digne of reverence	<I>adj.</I> worthy of respect
dilatacioun	<I>noun</I> elaboration, increase of words
diligence	<I>noun</I> effort, diligence
disclaundre	<I>noun</I> slander, defame
discord	<I>noun</I> disagreement
discryve	<I>verb</I> desribe
disese	<I>noun</I> discomfort, distress
disfigure	<I>noun</I> deformity, disfigurement
dispence	<I>noun</I> expenditure(s)
dispitously	<I>adv.</I> angrily
dispoillen	<I>verb</I> undress
disporte	<I>verb</I> amuse oneself
disposed	<I>verb</I> determined, decided
dissevere	<I>verb</I> separate, be separated
dissymuleth	<I>verb</I> dissembles
divynynge	<I>noun</I> speculation
dokked	<I>verb</I> cut short
doomes	<I>noun, pl.</I> judgements, decisions
dooth	<I>verb</I> do, does
dores	<I>noun, pl.</I> doors
dorste	<I>verb, pst. </I> dared
dortour	<I>noun</I> dormitory
dotage	<I>noun</I> feeble-minded senility
doutances	<I>noun</I> uncertainties
dowaire	<I>noun</I> dowry, property or money brought by a bride to her husband
drad	<I>verb</I> feared, respected
drasty	<I>adj.</I> worthless, lousy
drawen to memorie	<I>verb</I> be remembered
draweth cut	draw lots (straws)
drede	<I>noun</I>
dredelees	<I>adj.</I> fearless
dredeth	<I>verb, 3rd prs. sg.</I> is afraid, fears
dreem	<I>noun, sg.</I> dream
dremes	<I>noun, pl.</I> dreams
drenche	<I>verb</I> drown
drenchyng	<I>verb</I> drowning
dresse	<I>verb</I> go, move
dressed	<I>verb</I> treated
dreynt, dreynte	<I>verb</I> drowned
droghte	<I>noun</I> dryness, drought, lack of rain
dronkelewe	<I>adj.</I> habitually drunk, addicted to drink alcohol
droppynge	<I>verb</I> leaking
dryve	<I>verb</I> rushed
duc	<I>noun</I> duke
dure	<I>verb</I> last, endure
duren	<I>verb</I> last, continue
duszeyne	<I>noun</I> dozen, twelve
dwale	<I>noun</I> sleeping potion, drug
dyamauntz	<I>noun</I> diamonds
dyched	surrounded by a ditch
dyke	<I>noun</I> ditch
dyvynytee	<I>noun</I> theology
ech	<I>pro.</I> each (one)
eek|eke	<I>adv.</I> also
eelde|elde	<I>noun</I> old age
eeris|eres|erys	<I>noun, pl.</I> ears
eet	<I>verb</I> ate
eft	<I>adv.</I> 1. again; 2. immediately
eftsoone|eft soone|eft soones|eft-soone|eft-soones	<I>adv.</I> 1. again, once more; 2. immediately, very soon, right now
eggyng	<I>verb</I> incitement, urging
egle	<I>noun</I> eagle, a large bird of prey
egre	<I>adj.</I> fierce
eir	<I>noun</I> air
elf-queene	<I>noun</I> fairy queen
elvysshe	<I>adj.</I> mysterious
embassadrye	<I>noun</I> negotiation
embrouded	<I>adj.</I> embroidered
empeyre	<I>verb</I> damage, injure
emprented	<I>verb</I> imprinted, made an impression of
emprentyng	<I>noun</I> imprint, impression
emprise	<I>noun</I> enterprise, chivalric exploit
encombred	<I>verb, pst. prtcpl.</I> 1. stuck; 2. burdened, encumbered (by)
encressen	<I>verb</I> increased
endite|enditen|endyte	<I>verb</I> write, describe in writing
enditynges	<I>verb</I> writings
engendrure|engendre|engendred	<I>noun</I> procreation, offspring
enoynt	<I>adj.</I> anointed, rubbed with oil
ensample	<I>noun</I> 1. example, model; 2. illustrative story
entencioun	<I>noun</I> intention
entende	<I>verb</I> endeavour, strive
entente	<I>noun</I> 1. intention, will; 2. plan
ententif	<I>adj.</I> attentive, eager
entremetteth	<I>verb, 3rd prs. sg.</I> interferes, meddles
entuned	<I>adj.</I> intoned
envenymynge	<I>noun</I> poison
envyned	<I>adj.</I> stocked with wine
er	<I>adv.</I>
ercedeken	<I>noun</I> archdeacon
ercedekenes curs	<I>noun</I> excommunication, the official exclusion of a person from participation in the sacraments or formal communion with the Church
ere	<I>noun</I> plough
erl	<I>noun</I> earl
ernest	<I>noun</I> seriousness
ers	<I>noun</I> arse
erst	<I>adj. superlative</I> before, earlier, previously
erthe	<I>noun</I> earth
eschawfed	<I>verb, pst. prtcpl.</I> heated
eschawfyne	<I>verbal noun</I> heating
eschewe|eschue|eschuwe	<I>verb</I> escape, avoid
eschueth	<I>verb, 3rd prs. sg.</I> escapes, avoids
ese	<I>noun</I> pleasure, refreshment
esement	<I>noun</I> redress, compensation
esily	<I>adv.</I> comfortably, easily, gently
espiaille	<I>noun</I> (network of) spies
estaat|estat	<I>noun</I> 1. state, condition; 2. rank, social standing
estatlich	<I>adj.</I> dignified
estatly	<I>adj.</I> dignified
estres	<I>noun & adj.</I> interior
ete	<I>eat</I>
eterne	<I>adj.</I> eternal
evene	<I>adj.</I>1. equal; 2. impartial
evene lengthe	medium height
ever lenger the wers	increasingly worse
everich|everych	<I>adj.</I> every (one), each (one)
everichon|everichoon|everychon	<I>pro.</I> every one
everideel|every deel|everydeel	<I>adv.</I> completely, in all respects, in every detail; <I>noun</I> everything
expounde|expounden	<I>verb</I> interpret, explain
expowne	<I>verb</I> explain, expound
expres	<I>adv.</I> clearly, explicit
ey	<I>noun</I> egg
eyen narwe	swollen eyelids
eyr	<I>noun</I> air
fable	<I>noun</I> fiction, falsehood
fadme	<I>noun</I> fathom
fair	<I>adj.</I> pleasing, handsome, fine, morally good
fairnesse	<I>noun</I> graciousness, kindness
faldyng	<I>noun</I> coarse woolen coat
famyne	<I>noun</I> famine, shortage of food
fareth	<I>verb</I> behaves
farsed	<I>adj.</I> stuffed
faucon	<I>noun</I> falcon, a kind of bird of prey
fay|fey	<I>noun</I> faith
fayerye	<I>adj.</I> something bewitching, delightful
fayn	<I>adj.</I>
fear	<I>verb</I> be afraid
fee symple	<I>noun</I> unrestricted possession, absolute possession
feend	<I>noun</I> demon, devil
feendly	<I>adj.</I> devilish
feere	<I>noun</I> companion
feffed	<I>verb</I> enfeoffed, endowed with
fel	<I>noun</I> skin
fellen	<I>verb</I> happened
ferne halwes	<I>noun</I> distant shrines
ferre	<I>adj.</I> farther
ferreste	<I>adv. superlative</I> farthest, those farthest away
ferthe	<I>adj.</I> fourth
ferthyng	<I>noun</I> 1. speck, spot; 2. farthing (a coin worth one-fourth of a penny), something of little value
feste	<I>noun</I> feast, festivity
fetisly	<I>adv.</I> elegantly
fettres	<I>noun</I> fetters, iron foot chains
feyned	<I>verb</I> faked
figure	<I>noun</I> methaphor (figure of speech)
fil in office	<I>verb</I> was employed, got employment
fir|fyr	<I>noun</I> fire
fithele	<I>noun</I> fiddle
flee	<I>verb</I> 1. fly; 2. run away, escape
fleemeth	<I>verb, 3rd prs. sg.</I> drives out
fleeth	<I>verb, 3rd prs. sg.</I> flies
flemed wrecche	<I>noun</I> banished exile
flesshhook	<I>noun</I> meat-hook
fletynge	<I>verb, prs. prtcpl.</I> floating
flo	<I>noun</I> arrow
flokmeele	<I>adj.</I> in groups
flour-de-lys	<I>noun</I> lily
floytynge	<I>verb, prs. prtcpl.</I> whistling
