##name	Terms and symbols used in pharmacology
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2000/11/21, 07:57
##author	Edward W. Pelikan, M.D.
##description	Glossary of terms and symbols used in pharmacology\nCopyright 1995 -98 by Trustees of Boston University. All rights reserved.
##browsingEnabled	
##bgl_creationTime	2000/11/09, 12:16
8EAF66FD.bmp	File: 8EAF66FD.bmp
Allergic Response	Some drugs may act as haptenes or allergens in susceptible individuals; re-administration of the haptene to such an individual results in an allergic response which may be sufficiently intense to call itself to the attention of the patient or the physician. The response may be so severe as to endanger the patient's life. The symptomatology of the allergic response is the result of the complex mechanism that is only "triggered" by the haptene. Hence, allergic responses to different haptenes are fundamentally alike and qualitatively different from the pharmacologic effects the haptene-drugs manifest in normal subjects, i.e., patients not hypersensitive to the drug. Dose-effect curves obtained after administration of antigen to sensitized subjects usually reflect the dose-effect curves of the products of the allergic reaction even though the severity of the effects measured is proportional to the amount of antigen administered. Positive identification of a response as being allergic in nature depends on the demonstration of an antigen-antibody reaction underlying the response. In the case of specific patients, presumptive diagnoses of an allergic response must sometimes be made since no opportunity exists for formal identification of an antigen-antibody reaction; such diagnoses can be made and justified since the clinical symptomatology of allergic responses is usually characteristic and clear. Obviously, not all untoward effects of drugs are allergic in nature. <BR>Cf. <A href="bword://Side Effects">Side-effect</A> , <A HREF="bword://Idiosyncratic Response">Idiosyncratic Response</A> , <A HREF="bword://Hypersensitivity">Hypersensitivity</A> , <A HREF="bword://Sensitivity">Sensitivity</A>
Amplification	The amount of change in measured output per unit change in input. The slope of the input-output, or dose-effect, curve. (Engineers sometimes refer to "amplification" as "sensitivity".)<P> See "<A HREF="bword://Accuracy">Accuracy</A>"
Analgesic	A drug which dulls the sense of pain. It differs from an anesthetic agent in that it relieves pain without loss of consciousness.<p> Cf. <A HREF="bword://Anesthetic">Anesthetic</A>, <A HREF="bword://Narcotic">Narcotic</A>
Anesthetic	Literally: <I>an </I>- without + <I>aisthesis</I> - perception by the senses (Gr.) A drug which causes loss of sensation. <I>General anesthetics</I> cause not only loss of sensation, but also loss of consciousness. <I>Local anesthetics</I> cause loss of sensation by blocking nerve conduction only in the particular area where they are applied.
Antagonism	The joint effect of two or more drugs such that the combined effect is less than the sum of the effects produced by each agent separately. The <I>agonist</I> is the agent producing the effect which is diminished by the administration of the <I>antagonist</I>. Antagonisms may be any of three general types: <BR><B>Chemical - </B>caused by combination of agonist with antagonist, with resulting inactivation of the agonist, e.g., dimercaprol and mercuric ion. <BR><B>Physiological - </B>caused by agonist and antagonist acting at two independent sites and inducing independent, but opposite effects. <B>Pharmacological -</B>caused by action of the agonist and antagonist at the same site. <BR>In the case of pharmacological antagonisms, the terms competitive and non-competitive antagonism are used with meanings analogous to competitive and non-competitive enzyme inhibition as used in enzymology. (See Symposium on Drug Antagonism, <I>Pharm. Rev. 9:</I> 211, 1952).<BR>Cf. <A HREF="bword://Synergy">Synergy</A> , <A HREF="bword://Potentiation">Potentiation</A> , <a href="bword://Intrinsic Activity">Intrinsic Activity</A> , <A HREF="bword://Affinity">Affinity</A>
Area Under the Curve	Abbreviated as <A HREF="bword://AUC">AUC</A> (q.v.)
AUC	The area under the plot of plasma concentration of drug (not logarithm of the concentration) against time after drug administration. The area is conveniently determined by the "trapezoidal rule": the data points are connected by straight line segments, perpendiculars are erected from the abscissa to each data point, and the sum of the areas of the triangles and trapezoids so constructed is computed. When the last measured concentration (C<sub>n</sub>, at time t<sub>n</sub>) is not zero, the AUC from t<sub>n</sub> to infinite time is estimated by C<sub>n</sub>/k<sub>el</sub>. <BR><BR>The AUC is of particular use in estimating bioavailability of drugs, and in estimating total clearance of drugs (Cl<sub>T</sub>). Following single intravenous doses, AUC = D/Cl<sub>T</sub>, for single compartment systems obeying first-order elimination kinetics; alternatively, AUC = C<sub>0</sub>/k<sub>el</sub>. With routes other than the intravenous, for such systems, AUC = F · D/Cl<sub>T</sub>, where F is the availability of the drug. <BR><BR>Cf. Clearance, Bioavailability, Compartments, F
Availability	See <A HREF="bword://Bioavailability">Bioavailability</A> </A><P>
B	Body weight. Sometimes, as a subscript, to indicate "of, or in, the body"; thus, A<sub>B</sub> is the amount of drug in the body.
b:|b	<B> 1) </B> The slope of a linear plot of log C against t, when logarithms to the base 10, common logarithms, are used; the slope of the linear, semi-logarithmic, plot of a first-order reaction when common logarithms are used. kel = 2.303b; t1/2 =0.301/b.<BR><BR>Cf. <a href="bword://Kel">Kel</A> (k<sub>el</sub>), <a href="bword://Half-Life">Half-Life</A> , <a href="bword://t1/2">t1/2</A> (t<sub>1/2</sub>) <BR> <B> 2) </B> The later segment of a biphasic plot of log C against t (following intravenous injection of a drug) represents the "elimination phase" of the drug's sojourn in the body, when eliminative, rather than distributive, processes dominate the rate at which plasma concentrations of drug decrease with the passage of time. b is used as a subscript for pharmacokinetic parameters appropriate to the elimination phase, e.g. t<sub>1/2 b</sub>, V<sub>d b</sub> , etc. For systems with more than two phases, the lower case Greek letters following b are used, in order, to designate the third, fourth, etc., phases. Cf. <a href="bword://a">a</A> , <a href="bword://Compartment">Compartments</A>, <a href="bword://Volume of Distribution">Volume of Distribution</A>, <a href="bword://Half-Life">Half-Life</A>
Bioassay or Biological Assay|Bioassay|Biological Assay	"The determination of the potency of a physical, chemical or biological agent, by means of a biological indicator . . . The biological indicators in bioassay are the reactions of living organisms or tissues." Principles characterizing a bioassay include:<BR><B>1.</B> Potency is a property of the material to be measured, e.g., the drug, not a property of the response. Ordinarily, the relationship between changes in behavior of the indicator and differences in drug dose - (a dose-effect curve) - must be determined as a part of each assay. <BR><B>2. </B>Potency is relative, not absolute. The potency of one preparation (the "unknown") can be measured only in relationship to the potency of a second preparation (the "standard" or "reference drug") which elicits a similar biologic response. When the absolute amounts of standard used in the assay are known, the results of the assay can be used to estimate the amount - in absolute units - of biologically active material contained in the unknown preparation. <BR><B>3.</B> A bioassay provides only an estimate of the potency of the unknown; the precision of the estimate should always be determined, using the data of the assay. <BR>(See: Bliss, C.I., <I>American Scientist, 45:</I> 499, 1957).<BR>Cf. <A HREF="bword://Positive Control Drug">Positive Control Drug</A> , <A HREF="bword://Negative Control Drug">Negative Control Drug</A> , <A HREF="bword://Dose - Effect Curve">Dose-Effect Curve</A> , <A HREF="bword://Time - Concentration Curve">Time-Concentration Curve</A> .
Bioavailability	The percent of dose entering the systemic circulation after administration of a given dosage form. More explicitly, the ratio of the amount of drug "absorbed" from a test formulation to the amount "absorbed" after administration of a standard formulation. Frequently, the "standard formulation" used in assessing bioavailability is the aqueous solution of the drug, given intravenously.<p> The amount of drug absorbed is taken as a measure of the ability of the formulation to deliver drug to the sites of drug action; obviously - depending on such factors as disintegration and dissolution properties of the dosage form, and the rate of biotransformation relative to rate of absorption - dosage forms containing identical amounts of active drug may differ markedly in their abilities to make drug available, and therefore, in their abilities to permit the drug to manifest its expected pharmacodynamic and therapeutic properties.<p> "Amount absorbed" is conventionally measured by one of two criteria, either the area under the <I>time-plasma concentration curve (AUC)</I> or the <I>total (cumulative) amount of drug excreted</I> in the urine following drug administration. A linear relationship exists between "area under the curve" and dose when the fraction of drug absorbed is independent of dose, and elimination rate (half-life) and volume of distribution are independent of dose and dosage form. Alinearity of the relationship between area under the curve and dose may occur if, for example, the absorption process is a saturable one, or if drug fails to reach the systemic circulation because of, e.g., binding of drug in the intestine or biotransformation in the liver during the drug's first transit through the portal system.<p> Cf. <A HREF="bword://F">F</A>, <A HREF="bword://Disintegration Time">Disintegration Time</A>, <A HREF="bword://Dissolution Time">Dissolution Time</A>, <A HREF="bword://Generic Drugs">Generic Drugs</A>, <A HREF="bword://Reference Standard">Reference Standard</A>, <A HREF="bword://Equivalence">Equivalence</A>, <A HREF="bword://First Pass Effect">First Pass Effect</A>, <A HREF="bword://AUC">AUC</A>
Biopharmaceutics	The science and study of the ways in which the pharmaceutical formulation of administered agents can influence their pharmacodynamic and pharmacokinetic behavior. Differences in pharmaceutical properties can cause substantial differences in the biologic properties - and therapeutic usefulness - of preparations which are identical with respect to their content of active ingredient. Pharmaceutical properties known to influence the therapeutic efficacy of drugs include: appearance and taste of the dosage form, solubility of the drug form used in the preparation, the nature of "fillers", binders, or menstrua in the dosage form, particle size, stability of the active ingredient, age of the preparation, thickness and type of coating of a dosage form for oral administration, the presence of impurities, etc.<p> Cf. <A HREF="bword://Biotransformation">Biotransformation</A>, <A HREF="bword://Biotranslocation">Biotranslocation</A>, <A HREF="bword://Pharmacokinetics">Pharmacokinetics</A>, <A HREF="bword://Bioavailability">Bioavailability</A>
Biotransformation	Chemical alteration of an agent (drug) that occurs by virtue of the sojourn of the agent in a biological system. Spontaneous decay of radium would not be considered a biotransformation even if it occurred within the body; chemical alteration of a chemical by enzymatic attack would be considered a biotransformation even if it occurred in a model system, <I>in vitro</I>. Pharmacodynamics involves the chemical effects of a drug on the body; biotransformation involves the chemical effect of the body on a drug! "Biotransformation" should be used in preference to "drug metabolism", and the word "metabolism" should probably be reserved to denote the biotransformation of materials essential to an adequate nutritional state. "Biotransformation" and "detoxication" are not synonyms: the product of a biotransformation may be more, not less, biologically active, or potent, than the starting material.<p> Cf. <A HREF="bword://Pharmacokinetics">Pharmacokinetics</A>, <A HREF="bword://Biopharmaceutics">Biopharmaceutics</A>
Biotranslocation	The movement of chemicals (drugs) into, through, and out of biological organisms or their parts. In studying biotranslocation one is concerned with the identification and description of such movement, elucidation of the mechanisms by which they occur, and investigation of the factors which control them. Ultimately, the study of biotranslocation involves consideration of how chemicals cross cellular membranes and other biological barriers.<BR>Cf. <A HREF="bword://Pharmacokinetics">Pharmacokinetics</A> , <A HREF="bword://Half - Life">Half-Life</A> , <A HREF="bword://Volume of Distribution">Volume of Distribution</A> , <A HREF="bword://Biopharmaceutics">Biopharmaceutics</A> , <A HREF="bword://ka">ka</A> , <A href="bword://kel">kel</A>
Blind Experiment	A form of experiment in which the participants are, to some degree, kept ignorant of the nature and doses of materials administered as specific parts of the experiment. The purpose of the device is, obviously to prevent a prejudiced interpretation of the drug effects observed, and to prevent a presumed knowledge of effects to be expected from influencing the kinds of effects manifested by a subject. Blind experiments are not limited in use to experiments involving only human subjects. Needless to say, both experimenters and subjects may have general knowledge of the purpose, materials and design of the experiment; their ignorance is limited to the nature of individual drug administrations. <p> In a "single-blind" experiment, one participant - usually the subject - is left uninformed. In a "double-blind" experiment two participants - usually the subject and observer - are uninformed, and in a "triple-blind" experiment the subject, the observer, and the person responsible for the actual administration of the drug are left unaware of the nature of the material administered. <p> In clinical experimentation, particularly, the use of blind experimentation is frequently associated with the use of dummy or placebo medication as part of the experimental design, and the use of a "cross-over" experimental design.<p> Cf. <A HREF="bword://Cross - Over Experiment">Cross-Over Experiment</A>, <A HREF="bword://Dummy">Dummy</A>
bo	The slope of a linear plot of C (not the logarithm of C) against t; the slope of the linear plot of a zero-order reaction, in which, in equal time intervals, equal amounts of chemical undergo reaction.
C, Cx|C|Cx	<B> C, C<sub>x</sub> </B> - The concentration (in units of mass/volume) of a chemical in a body fluid such as blood, plasma, serum, urine, etc.; the specific fluid may be indicated by a subscript, i.e. C<sub>U</sub>, the concentration of drug<BR>in the urine; when no subscript is used, C is commonly taken to be the concentration in the plasma.<BR><BR>Cf. <a href="bword://Pc">Pc</A> (P<sub>c</sub>)
C0	<B> C<sub>0</sub> </B> - The fictive concentration of a drug or chemical in the plasma at the time (in theory) of an instantaneous intravenous injection of a drug which is instantaneously distributed to its volume of distribution. C<sub>0</sub> is determined by extrapolating, to zero-time, the plot of log C against t (for apparently "first-order" decline of C) or of C against t (for apparently "zero-order" decline of C). <BR><BR>Cf. <a href="bword://Volume of Distribution">Volume of Distribution</A>, <a href="bword://Cmax">Cmax</A> (C<sub>max</sub>), <a href="bword://Css">Css</A> (C<sub>ss</sub>), <a href="bword://First-Order Kinetics">First-Order Kinetics</A>, <a href="bword://Zero-Order Kinetics">Zero-Order Kinetics</A>
Ceiling|Ceiling effect|Ceiling effects	The maximum biological effect that can be induced in a tissue by a given drug, regardless of how large a dose is administered. The maximum effect produced by a given drug may be less than the maximum response of which the reacting tissue is capable, and less than the maximum response which can be induced by another drug of greater intrinsic activity. "Ceiling" is analogous to the maximum reaction velocity of an enzymatic reaction when the enzyme is saturated with substrate.<BR>Cf. <A HREF="bword://Intrinsic Activity">Intrinsic Activity</A>
Chemotherapy	Drug treatment of parasitic or neoplastic disease in which the drug has a selective effect on the invading cells or organisms.
Cl, Clx|Cl|Clx	<B> Cl, Cl<sub>x</sub> </B> - Clearance - in volume/unit time - of a drug or chemical from a body fluid, usually plasma or blood, by specified route(s) and mechanism(s) of elimination, as indicated by a subscript, e.g., Cl<sub>R</sub>, urinary<BR>clearance; Cl<sub>H</sub>, hepatic clearance, etc. Cl<sub>T</sub>, total clearance, indicates clearance by all routes and mechanisms of biotransformation and excretion, operating simultaneously. Cl<sub>T</sub> = k<sub>el</sub> · V<sub>d</sub>. Following<BR>intravenous administration, Cl<sub>T</sub> = D/AUC; following administration of drug by any route other than the intravenous, Cl<sub>T</sub> = F D/AUC.<BR><BR>Cf. <a href="bword://Clearance">Clearance</A>, <a href="bword://AUC">AUC</A>, <a href="bword://F">F</A>
Clearance	The <I>clearance</I> of a chemical is the volume of body fluid from which the chemical is, apparently, completely removed by iotransformation and/or excretion, per unit time. In fact, the chemical is only partially removed from each unit volume of the total volume in which it is dissolved. Since the concentration of the chemical in its volume of distribution is most commonly sampled by analysis of blood or plasma, clearances are most commonly described as the "plasma clearance" or "blood clearance" of a substance. <BR>For a single compartment system, total clearance, by all routes (Cl<sub>T</sub>), is estimated as the product of the elimination constant and the volume of distribution, in liters: Cl<sub>T</sub> = k<sub>el</sub> · V<sub>d</sub>; the dimensions of Cl<sub>T</sub> are, of course, volume/time.<BR><B>Renal Clearance</B>:<BR>Renal plasma (or blood) clearance Cl<sub>R</sub> is the volume of plasma (or blood) freed of a substance by only renal mechanisms, per unit time. The amount of drug (A<sub>U</sub>) excreted in the urine during the time interval t - t' is determined; the plasma (or blood) concentration at the mid-point of the interval (P<sub>C</sub>) is found by interpolation on the line relating log C and t. Renal clearance is computed as: Cl<sub>R</sub>= A<sub>U</sub>P<sub>C</sub>(t - t') The urinary excretion rate of the drug, A<sub>U</sub>/(t - t'), divided by P<sub>C</sub> is<BR>the renal clearance. <BR>Renal plasma clearance will vary with such factors as age, weight, and sex of subject, the state of cardiovascular and renal function, the nature of the material being excreted, species, etc. Renal clearance by only glomerular filtration is defined and measured as the clearance of the sugar inulin, which is elinated from the body by no route other than glomerular filtration. Total renal clearance<BR>is defined and measured by clearance of para-amino-hippurate (PAH), a substance which is eliminated by both glomerular filtration and tubular excretion (at the maximum rate of which the tubular mass is capable). Neither inulin nor PAH undergoes reabsorption by the tubules as some materials do. (N.B.: Blood and plasma are completely cleared of PAH by a single "pass" through the kidney; PAH clearance is therefore, the standard measure of renal plasma, or blood, flow). <BR>In normal adult human males, plasma clearance of inulin is about 130 ml plasma/min; of PAH, about 700 ml plasma/min. In normal adult human females, clearance of inulin is about 115 ml plasma/min; of PAH, about 600 ml plasma/min. The relationship between clearance of blood and clearance of plasma is given by the relationship Cl<sub>R</sub>(blood) = Cl<sub>R</sub>(plasma)/(1-Hct), where "Hct" is the hematocrit, the proportion, as a fraction - of the blood which consists of cells, not plasma; on the average, normal adult human subjects can be assumed to have a hematocrit of about 0.45. <BR>Like many other physiological "constants," renal plasma clearance varies regularly and exponentially with body weight, across mammalian species (Science 109: 757, 1949). Renal plasma clearances, in normal animals, can be predicted using the following relationships, where Cl<sub>R</sub> is in ml/hr, and body weight (B) is in grams:<BR>Cl<sub>R</sub>(inulin) = 1.74B<sup>0.77</sup><BR>Cl<sub>R</sub>(PAH) = 5.40B<sup>0.80</sup><BR><a href="bword://PHARMACOLOGY - Clearance">More...</A>
Clearance (More...)|PHARMACOLOGY - Clearance	<B>Nonrenal Clearance</B>:<BR><BR>Clearance by the fecal route (Cl<sub>F</sub>), respiratory route (Cl<sub>L</sub>), salivary route (Cl<sub>S</sub>), biliary route (Cl<sub>B</sub>), can<BR>be computed in a fashion analogous to computation of Cl<sub>R</sub>: measuring the amount of subtance excreted<BR>in the feces, expired air, saliva, etc., over an interval and dividing by the plasma concentration at<BR>mid-interval and the length of the interval. Following oral administration of a substance, measurement<BR>of fecal clearance may be confounded by the presence, in feces, of unabsorbed substance or of<BR>substance absorbed but excreted into the lumen of the gastrointestinal tract in, e.g., bile. Specialized<BR>techniques exist for estimating clearance of substances by the liver (Cl<sub>H</sub>), by biotransformation and/or<BR>biliary excretion. <BR><BR>Unlike half-lives, clearances are directly additive and for any substance:<BR><BR>Cl<sub>T</sub> = Cl<sub>R</sub> + Cl<sub>L</sub> + Cl<sub>H</sub> + Cl<sub>S</sub> + Cl<sub>F</sub> + . . . etc.
Clinical Therapeutic Index	Some indices of relative safety or relative effectiveness cannot be defined explicitly and uniquely, although it is presumed that the same quantifiable and precise criteria of efficacy and safety will be used in comparing drugs of similar kinds. The Food and Drug Administration has considered the following definition of an <I>improved</I> Clinical Therapeutic Index to be used in comparing different drug combinations or formulations; the assumption is retained that an improved or "better" drug has a <I>higher</I> Clinical Therapeutic Index " (1) increased safety (or patient acceptance) at an accepted level of efficacy within the recommended dosage range, or (2) increased efficacy at equivalent levels of safety (or patient acceptance) within the recommended dosage range."<p> Cf. <A HREF="bword://Food and Drug Administration">Food and Drug Administration</A>, <A HREF="bword://Therapeutic Index">Therapeutic Index</A>, <A HREF="bword://Standardized Safety Margin">Standardized Safety Margin</A>, <A HREF="bword://Effective">Effective</A>
Cmax,Cmin|Cmax|Cmin	<B> C<sub>max</sub>,C<sub>min</sub> </B> - The maximum or "peak" concentration (C<sub>max</sub>) of a drug observed after its administration; the minimum or "trough" concentration (C<sub>min</sub>) of a drug observed after its administration and just prior to the administration of a subsequent dose. For drugs eliminated by first-order kinetics from a single-compartment system, Cmax, after n equal doses given at equal intervals is given by C<sub>0</sub>(1 - f<sup>n</sup>)/(1 -f) = C<sub>max</sub>, and C<sub>min</sub> = C<sub>max</sub> - C<sub>0</sub>. <BR><BR>The time following drug administration at which the peak concentration of C<sub>max</sub> occurs, t<sub>p</sub> (for any route of administration but the intravenous), is given by t<sub>p</sub> = (ln k<sub>a</sub> - ln k<sub>el</sub>)/(k<sub>a</sub> - k<sub>el</sub>). (Remember that ln is the natural logarithm, to the base e, rather than the common logarithm or logarithm to the base 10; ln X = 2.303 log X.)<BR><BR>Cf. <a href="bword://Css">Css</A> (C<sub>ss</sub>), <a href="bword://f">f</A>, <a href="bword://Multiple Dose Regimens">Multiple Dose Regimens</A>
Compartment(s)|Compartment|Compartments	The space or spaces in the body which a drug appears to occupy after it has been absorbed. Pharmacokinetic compartments are mathematical constructs and need not correspond to the fluid volumes of the body which are defined physiologically and anatomically, i.e., the intravascular, extracellular and intracellular volumes. <BR>Some drugs make the body "behave" as if it consisted of only a single pharmacokinetic compartment. Tissue and plasma concentrations of the drug rapidly and simultaneously reach equilibrium in all the tissues to which the drug is distributed. A plot of plasma concentration against time after intravenous administration can be rectified into only a single straight line of negative slope, which can intersect the ordinate at only one point; only one volume of distribution can be calculated. Hence, the existence of only one compartment or volume of distribution can be inferred. <BR>Some drugs make the body appear to consist of two or more pharmacokinetic compartments, since tissue/plasma equilibrium is achieved at different times in different tissues or groups of tissues. A plot of plasma concentration against time after intravenous administration can, at best, be resolved into a series of connected straight-line segments with progressively decreasing slopes. <I>Each</I> of these segments may be extrapolated to intersect the ordinate, and one may infer the existence of as many pharmacokinetic compartments, of volumes of distribution, for the the drug as there are intersections or segments. <BR>Compartments in which equilibrium is achieved relatively late are referred to as "deep" compartments; compartments in which equilibrium is achieved early - and from which drug is redistributed to other sites - are referred to as "shallow" or "superficial" compartments.<BR>Cf. <A HREF="bword://a">a</A> , <A HREF="bword://b">b</A> , <A HREF="bword://Volume of Distribution">Volume of Distribution</A> , <A href="bword://Vd">Vd</A> (Vd)
Compliance	The extent to which a patient agrees to and follows a prescribed treatment regimen. <HR> Cross-Over Experiment:</A> A form of experiment in which each subject receives the test preparation at least once, and every test preparation is administered to every subject. At successive experimental sessions each preparation is "crossed-over" from one subject to another. The purpose of the cross-over experiment is to permit the effects of every preparation to be studied in every subject, and to permit the data for each preparation to be similarly and equally affected by the peculiarities of each subject. In a well-designed cross-over experiment, if it is at all possible, the sequence in which the test preparations are administered is not the same for all subjects, in order to avoid bias in the experiment as a result of changes in the behavior of the subjects that are a function of time rather than of drug administration, or a function of drug interactions. At least, the cross-over design permits detecting such biases when they occur. The preparations under test in a cross-over experiment may - ideally, should - include one or more doses, of an experimental or "unknown" drug, one or more doses of a dummy or placebo medication ("negative control drugs"), and one or more doses of a standard drug, the actions of which are expected to be similar to those of the "unknown" ("positive control drug"). Even for the investigator with the best knowledge and intentions, the economics and logistics of experimentation may prevent carrying out a complete and perfect cross-over experiment.<p> Cf. <A HREF="bword://Bioassay">Bioassay</A>, <A HREF="bword://Positive Control Drug">Positive Control Drug</A>, <A HREF="bword://Blind Experiment">Blind Experiment</A>
