##name	9300+ Computer Acronyms
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2002/11/13, 23:35
##author	Carlos Guerrera
##email	mlenha@yahoo.com
##description	This is a very extensive glossary of computer acronyms. With a list of over 9300 computer acronyms, you're sure to find what you're looking for.
##browsingEnabled	
##bgl_creationTime	2002/11/13, 23:13
8EAF66FD.bmp	File: 8EAF66FD.bmp
ADSP	Appletalk DataStream Protocol
ADSR	Attack, Decay, Sustain, Release
ADT	Access Developer Toolkit
ADTG	Advanced Data Table Gram
ADU	Automatic Dialing Unit
ADW	Advanced Docking Window
AE	Above or Equal
AEA	America Electronics Association
AEB	Analog Expansion Bus
AEC	Architecture, Engineering, Construction
AEGIS	Advanced Electronic Guidance and Instrumentation System
AEI	Application Enabling Interface
AES	Advanced Encryption Standard
AESA	Atm End System Address
AF	Assured Forwarding
AFA	Accelerated File Access
AFAIK	As Far As I Know
AFC	AntiFerromagnetically-Coupled
AFD	Automatic File Distribution
AFDW	Active Framework for Data Warehousing
AFFS	Amiga Fast File System
AFI	Authority and Format Identifier
AFII	Association for Font Information Interchange
AFIRM	Automated Fingerprint Image Reporting and Match
AFIS	Automated Fingerprint Identification System
AFK	Away From Keyboard
AFLCD	AntiFerroelectric Liquid Crystal Display
AFM	Atomic Force Microscope
AFP	Advanced Function Presentation
AFPL	Alladin Free Public License
AFR	Alternate Frame Rendering
AFS	Andrew File System
AFT	Adapter Fault Tolerance
AFTP	Anonymous File Transfer Protocol
AGA	Advanced Graphics Adapter
AGARAS	AntiGlare AntiReflective AntiStatic
AGC	Automatic Gain Control
AGE	Amorphium Graphics Engine
AGP	Accelerated Graphics Port
AGU	Address Generation Unit
Ah	Ampere Hour
AHA	Adaptec Host Adapter
AHDL	Analog Hardware Description Language
AHDT	Alaska-Hawaii Daylight Time
AHS	Abstract Handle Specification
AHST	Alaska-Hawaii Standard Time
AI	Analog Input
AIA	Applications Integration Architecture
AIC	Aixwindows Interface Composer
AID	Application IDentifier
AIFF	Audio Interchange File Format
AIIM	Association for Information and Image Management
AIM	Aol Instant Messenger
AIN	Advanced Intelligent Network
AIP	Asp Infrastructure Provider
AIR	Architecture Implementation Review
AIS	Alarm Indication Signal
AISB	Association of Imaging Service Bureaus
AISP	Association of Information Systems Professionals
AIT	Advanced Intelligent Tape
AIX	Advanced Interactive eXecutive
ALAT	Advanced Load Address Table
ALB	Advanced Load Balancing
ALC	Application Load Certificate
ALDC	Adaptive Lossless Data Compression
ALE	Account Level Equivalence
ALEC	Alternative Local Exchange Carrier
ALEP	Advanced Language Engineering Platform
ALGOL	ALGOrithmic Language
ALIBI	Adaptive Location of Internetworked Bases of Information
ALINK	Active LINK
ALIWEB	Archie Like Indexing in the WEB
ALM	Asynchronous Line Multiplexer
ALN	Asynchronous Learning Network
ALP	Apple List Price
ALR	Advanced Logic Research
ALSA	Architectures of Large Systems of Agents
ALT	ALTernate
ALU	Arithmetic Logic Unit
AM	Amplitude Modulation
AMA	Automatic Message Accounting
AMASS	Archival Management And Storage System
AMD	Active Matrix Display
AME	Advanced Metal Evaporation
AMG	All Music Guide
AMHA	Advanced Macro Heuristic Analysis
AMI	Alternate Mark Inversion
AMLCD	Active-Matrix Liquid Crystal Display
AMMA	Advanced Memory Management Architecture
AMP	Asymmetric MultiProcessing
AMPS	Advanced Mobile Phone System
AMQRS	Audio Master Quality Recording System
AMR	Audio Modem Riser
AMS	Advanced Microcomputer System
ANDF	Architecture-Neutral Distribution Format
ANI	ANImated cursor
ANN	ANNotations
ANS	American National Standard
ANSI	American National Standard Institute
ANT	Advanced Network Tools
ANX	Automotive Network eXchange
AO	Analog Output
AO/DI	Always On/Dynamic Isdn
AOCE	Apple Open Collaborative Environment
AOE	Application Operating Environment
AOL	America OnLine
AOP	Aspect-Oriented Programming
AOS	Add Or Subtract
AOSD	Aspect-Oriented Software Development
AOT	Ahead Of Time
AOW	Asia and Oceania Workshop
AP	Access Provider
APA	Arithmetic Processing Accelerator
APAR	Authorized Program Analysis Report
APC	American Power Conversion
APCUG	Association of Personal Computer User Groups
APCVG	Association of Personal Computer Users Group
APDU	Application Protocol Data Unit
APF	Automated Purposing Framework
API	Application Programming Interface
APIC	Advanced Programmable Interrupt Controller
APIPA	Automatic Private Internet Protocol Addressing
APIS	Advanced Passenger Information System
APL	A Programming Language
APLSF	A Programming Language with Shared Files
APM	Advanced Power Management
APN	Access Point Name
APNIC	Asia-Pacific Network Information Center
APOP	Authenticated Post Office Protocol
APP	APPlication
APPC	Advanced Program to Program Communication
APPCM	Access Protection and Priority Control Mechanism
APPEL	A P3p Preference Exchange Language
APPI	Advanced Peer-to-Peer Internetworking
APPN	Advanced Peer-to-Peer Networking
APR	Advanced Port Replicator
APRP	Adaptive Pattern Recognition Processing
APS	Asynchronous Protocol Specification
APSE	Ada Programming Support Environment
APSO	Audio Precision System One
APT	Address Pass Through
APTC	Authorized Prometric Testing Center
APTM	Application Program to Transaction Manager
APU	Audio Processing Unit
AR	Access Rate
ARA	Appletalk Remote Access
ARAG	AntiReflective, AntiGlare
ARAP	Appletalk Remote Access Protocol
ARAS	AntiReflective, AntiStatic
ARB	Architecture Review Board
ARC	ARChive
ARCA	Advanced Risc Computing Architecture
ARCnet	Attached Resource Computer NETwork
AREQIPA	Application REQuested Internet Protocol over Atm
ARIN	American Registry for Internet Numbers
ARIS	Architecture of Integrated Information Systems
ARL	Access Rights List
ARLL	Advanced Run Length Limited
ARM	Advanced Risc Machine
ARMA	Association of Records Managers and Administrators
ARMS	Architecture for Reliable Managed Storage
ARO	Adaptec Raidport Option
AROM	Alterable Read Only Memory
ARP	Address Resolution Protocol
ARPA	Advanced Research Projects Agency
ARPANET	Advanced Research Projects Agency NETwork
ARPL	Adjust Requested Privilege Level
ARQ	Automatic Repeat reQuest
ARS	Activity Reporting System
ART	Adaptive Resonance Theory
ARTA	Apple Real Time Architecture
ARTIC	A Real-Time Interface Coprocessor
ARTS	Asynchronous Remote Takeover Server
ARTT	Asynchronous Remote Takeover Terminal
ARU	Audio Response Unit
ARX	Autocad Runtime eXtensions
AS	Advanced Server
AS/400	Application System/400
AS/U	Advanced Server for Unix
AS3AP	Ansi Sql Standard Scalable And Portable
ASA	American Standards Association
ASAI	Adjunct Switch Application Interface
ASAP	As Soon As Possible
ASB	Advanced System Buffering
ASC	Accredited Standards Committee
ASCC	Automatic Sequence Controlled Calculator
ASCI	Accelerated Strategic Computing Initiative
ASCII	American Standard Code for Information Interchange
ASD	Application Structure Database
ASDSP	Application-Specific Digital Signal Processor
ASE	Active Storage Element
ASET	Automated Security Enhancement Tool
ASF	Active Streaming Format
ASI	Asynchronous SCSI Interface
ASIC	Application-Specific Integrated Circuit
ASID	Address Space IDentifier
ASIT	Advanced Security and Identification Technology
ASK	Amplitude Shift Keying
ASL	Adaptive Speed Leveling
ASLB	Accelerated Server Load Balancing
ASLM	Apple Shared Library Manager
ASLT	Advanced Solid Logic Technology
ASM	Advanced Server Manager
ASMP	ASymmetric MultiProcessing
ASN	Abstract Syntax Notation
ASO	Automated Systems Operations
ASOG	Access Service Ordering Guideline
ASP	Advanced Signal Processing
ASPEN	Automatic System for Performance Evaluation of the Network
ASPI	Advanced Scsi Programming Interface
ASPN	ActiveState Programmer Network
ASPS	Advanced Signal Processing System
ASR	Automatic Server Recovery
AST	AST research, inc.
ASTRAL	Alliance for Strategic Token Ring Advancement and Leadership
ASVD	Analog Simultaneous Voice & Data
ASYNC	ASYNchronous Communication
AT	Advanced Technology
AT&T	American Telephone and Telegraph
ATA	Advanced Technology Attachment
ATAPI	Advanced Technology Attachment Packet Interface
ATC	Advanced Transfer Cache
ATDM	Asynchronous Time Division Multiplexer
ATDNet	Advanced Technology Demonstration NETwork
ATE	Atm Terminating Equipment
ATEC	Authorized Technical Education Center
ATF	Automated Test Facility
ATG	Advanced Technology Group
ATI	Allied Telesyn International
ATIP	Absolute Time In Pregroove
ATIS	Alliance for Telecommunication Industry Solutions
ATL	Active Template Library
ATLAS	Authorization Token Layer Acquisition Service
ATM	Automatic Teller Machine
ATMS	Assumption based Truth Maintenance System
ATN	Australian Technology Network
ATOB	Ascii TO Binary
ATOMM	Advanced super Thinlayer and high- Output Metal Media
ATP	Appletalk Transaction Protocol
ATP2	AppleTalk Phase 2
ATPS	AppleTalk Printing Services
ATR	Advanced Telecommunication Research
ATS	Abstract Test Suite
ATTN	ATTeNtion
ATVEF	Advanced TeleVision Enhancement Forum
ATX	Advanced Technology eXtended
AU	AUdio
AUC	AUthentication Center
AUDIT	AUtomated Data Input Terminal
AUI	Attachment Unit Interface
AUP	Acceptable User Policy
AUT	Application Under Test
AUTODIN	AUTOmatic DIgital Network
AUTOVON	AUTOmatic VOice Network
AUX	Apple UniX
AV	Access Violation
AVA	Audio Visual Authoring
AVATAR	Advanced Video Attribute Terminal Assembler and Recreator
AVC	Audio Visual Connection
AVD	Alternating Voice and Data
AVE	Autocad Visualization Extension
AVG	AVeraGe
AVGA	Advanced Video Graphic Array
AVI	Audio Video Interleaved
AVP	Attribute-Value Pair
AVR	Automatic Voice Recognition
AVS	Adult Verification Service
AVT	Applied Voice Technology
AVTK	Anti Virus ToolKit
AVVID	Architecture for Voice, Video and Integrated Data
AWAC	Audio Waveform Amplifier and Converter
AWC	Advanced Web Creations
AWDE	Artus Wireless Data Enhancer
AWE	Address Windowing Extensions
AWG	American Wire Gauge
AWK	Aho, Weinberger and Kernighan
AWS	Advanced Workstations and Systems
AWT	Abstract Windows Toolkit
AX	Architecture eXtended
AXI	American eXpress Interactive b Bit
B	Byte
B&W	Black & White
B/F	Background/Foreground
B2B	Business to Business
B2C	Business To Customer
B2E	Business To Employee
B2X	Binary To heXadecimal
BA	Bell Atlantic
BACP	Bandwidth Allocation Control Protocol
BAD	Broken As Designed
BAFUG	Bay Area Freebsd Users Group
BAK	Binary Adaptation Kit
BAKOM	BundesAmt für KOMmunikation
BAL	Basic Assembly Language
BALUN	BALanced UNbalanced
BAM	Boyan Action Module
BAP	Bandwidth Allocation Protocol
BAPI	Business Application Programming Interface
BAR	Base Address Register
BARB	Board ARBiter
BARRNET	Bay Area Regional Research NETwork
BART	Basic Application RunTime
BARTS	Bell Atlantic Regional TimeSharing
BAS	BASic
BASDA	Business and Accounting Software Developers Association
BASH	Bourne Again SHell
BASIC	Beginners All-purpose Symbolic Instruction Code
BASM	Built-in ASseMbler
BAT	BATch
BAWUG	Bay Area Wireless Users Group
BB	BridgeBoard
BBB	Better Business Bureau
BBL	Be Back Later
BBLT	Bus BLock Transfer
BBR	Back Bone Ring
BBS	Bulletin Board System
BC	Business Component
BC4J	Business Components For Java
BCA	BroadCast Agent
BCC	Blind Carbon Copy
BCD	Binary-Coded Decimal
BCDBS	Broadband Connectionless Data Bearer Service
BCDIC	Binary Coded Decimal Interchange Code
BCEL	Byte Code Engineering Library
BCF	Base station Control Function
BCL	Base Class Library
BCN	Backbone Concentrator Node
BCNF	Boyce/Codd Normal Form
BCP	Binary Communications Protocol
BCPL	Basic Computer Programming Language
BCR	Best Cost Routing
BCRC	Business Component Request Center
BCS	Banking Communication Standard
BCSM	Basic Call Sate Model
BCSP	BlueCore Serial Protocol
BCU	Bios Configuration Utility
BDA	Bios Data Area
BDB	Berkeley DataBase
BDC	Backup Domain Controller
BDE	Borland Database Engine
BDF	Bitmap Description Format
BDK	Bean Development Kit
BDLC	Burroughs Data Link Control
BDLS	BiDirectional Loop Switching
BDOS	Basic Disk Operating System
BDR	Bus Device Request
BDSL	Broadband Digital Subscriber Line
BE	Below or Equal
BECN	Backward Explicit Congestion Notification
BEDO	Burst Data Extended Output
BEEP	Blocks Extensible Exchange Protocol
BELLCORE	BELL COmmunications REsearch
BER	Basic Encoding Rules
BERT	Bit Error Rate Test
BEST	Borland Enhanced Support and Training
BET	Bit Enhancement Technology
BF	Bad Flag
BFC	BrieFCase
BFF	Binary File Format
BFN	Bye For Now
BFRS	Base File Record Segment
BFS	Business Forecasting Software
BFT	Binary File Transfer
BFTP	Batch File Transfer Protocol
BGA	Ball-Grid Array
BGE	Branch if Greater or Equal
BGI	Borland Graphics Interface
BGP	Border Gateway Protocol
BGT	Branch if Greater Than
BHI	Branch if HIgher
BHIS	Branch if HIgher or Same
BHLI	Broadband High Layer Information
BHO	Browser Helper Object
BI	Binary Input
BIAB	Band-In-A-Box
BIB	BIBliography
BICI	Broadband InterCarrier Interface
BiDi	BIDIrectional
BIDS	Borland International Data Structures
BIF	Benchmark Interchange Format
BIFET	BIpolar Field Effect Transistor
BIFF	Binary Interchange File Format
BIFS	BInary Format for Scenes
BIG	Business Information Guide
BIM	Broadband Interface Module
BIN	BINary
BINAC	BINary Automatic Computer
BIND	Berkeley Internet Name Daemon
BINHEX	BINary HEXadecimal
BINL	Boot Information Negotiation Layer
BIOML	BIOpolymer Markup Language
BIOS	Basic Input/Output System
BIP	Bit Interleaved Parity
BIPM	Bureau International des Poids et des Mesures
BIPS	Bank Internet Payment System
BIPV	Bit Interleaved Parity Violation
BIS	Business Information System
BISDN	Broadband Integrated Services Digital Network
BISP	Business Information System Program
BISSI	Broadband Inter-Switching System Interface
BIST	Built-In Self Test
BISYNC	BInary SYNchronous Communications
BIT	Binary digIT
BitBLT	BIT BLock Transfer
BITNET	Because It's Time NETwork
BITNIC	BITnet Network Information Center
BITS	Bump-In-The-Stack
BITW	Bump-In-The-Wire
BIU	Bus Interface Unit
BIW	Business Intelligence Warehouse
BIX	Byte Information eXchange
BJ	Bubble Jet
BJC	Bubble Jet Color
BKSP	BacKSPace
BL	BackLit
BLAST	BLocked ASynchronous Transmission
BLE	Branch if Less or Equal
BLER	BLock ERror
BLERT	BLock Error Rate Test
BLK	BLocK
BLL	Business Logic Layer
BLLI	Broadband Low Layer Information
BLMC	Buried Logic MacroCell
BLOB	Binary Large OBject
BLOS	Branch if LOwer Or Same
BLT	Baghdad Local Time
BMI	Branch if MInus
BMIC	BusMaster Interface Controller
BML	Bean Markup Language
BMOS	Bipolar Metal Oxide Semiconductor
BMP	Basic Multilingual Plane
BMS	Basic Mapping Support
BMUG	Berkeley Macintosh User Group
BNC	Bayonet Neill-Concelman
BNE	Branch if Not Equal
BNF	Backus Naur Form
BNP	Broadband Network Premises
BNS	Backbone Network Service
BNU	Basic Networking Utilities
BO	Binary Output
BOA	Basic Object Adapter
BoB	Break-Out Box
BOC	Basic Operator Console
BOCA	Borland Object Component Architecture
BOCS	Business Object Component Set
BOD	Bandwidth On Demand
BOF	Beginning Of File
BOHICA	Bend Over, Here It Comes Again
BOI	Business Object Interface
BOL	Books OnLine
BOM	Basic Online Memory
BOND	Bandwidth ON Demand
BONE	BeOs Networking Environment
BONM	Business-Oriented Network Management
BOOTP	BOOTstrap Protocol
BOP	Bit-Oriented Protocol
BOPS	Billion Operations Per Second
BOR	Business Objects Repository
BOS	Basic Operating System
BOT	roBOT
BP	BackPropagation
BPB	Bios Parameter Block
BPCS	Business Planning and Control System
BPDU	Bridge Protocol Data Unit
bpi	Bits Per Inch
BPL	Branch if Plus
BPM	Business Procurement Management
BPN	Business Partner Network
BPO	Business Process Outsourcer
bpp	Bits Per Pixel
BPR	Business-Process Reengineering
bps	Bits Per Second
BPSK	Binary Phase-Shift Keying
BPU	Branch Processing Unit
BR	Bad Register
BRB	Be Right Back
BRF	Benchmark Report Format
BRGC	Binary Reflected Gray Code
BRI	Basic Rate Interface
BRIEF	Basic Reconfigurable Interactive Editing Facility
BRS	Big Red Switch
BS	BackSpace
BSA	Business Software Alliance
BSAM	Basic Sequential Access Method
BSC	Binary Synchronous Communication
BSCM	Binary Synchronous Communications Module
BSCS	Bachelor of Science in Computer Science
BSD	Berkeley Software Distribution
BSDS	BootStrap Data Set
BSF	Bean Scripting Framework
BSI	Bentley Systems, Incorporated
BSM	Basic Storage Module
BSML	Bioinformatic Sequence Markup Language
BSOD	Blue Screen Of Death
BSP	Binary Space Partitioning
BSR	Bit Scan Reverse
BSRAM	Burst Static Random Access Memory
BSS	Broadband Switching System
BSSID	Basic Service Set IDentifier
BSSMAP	Base Station System Management Application Part
BST	Binary Search Tree
BSV	Boot Sector Virus
BT	Bit Test
BTA	But Then Again
BTAM	Basic Tape Access Method
BTB	Branch Target Buffer
BTC	Bit Test and Complement
BTI	Business Type Identifier
BTL	Bell Telephone Laboratories
BTLB	Block Translation Look-aside Buffer
BTM	Benchmark Timing Methodology
BTO	Built To Order
BTOA	Binary TO Ascii
BTP	Batch Transfer Program
BTR	"Bet The Ranch"
BTS	Base Transceiver Station
BTU	Basic Transmission Unit
BTX	BildschirmTeXt
BU	Branch Unit
BUBL	BUlletin Board for Libraries
BUF	BUFfer
BUI	BUs Interface
BURN	Buffer UnderRuN
BUS	Broadcast and Unknown Server
BVCP	Banyan Vines Control Protocol
BVH	Base Video Handler
BVO	Business Value Orientation
BVT	Build Verification Test
BW	Bus Watcher
BWBM	BandWidth Balancing Mechanism
BWM	Block-Write Mode
BYOB	Bring Your Own Beer
BYORL	Bring Your Own Rocket Launcher
BZR	Bit Zone Recording
C	LCD Cholesteric Liquid Cristal Display
C&T	Chips And Technologies
C/D	Control Data
C/S	Client/Server
C2D	Character To Decimal
C2X	Character To heXadecimal
CA	Certification Authority
CAAD	Computer Aided Architectural Design
CAB	CABinet
CABS	Carrier Access Billing System
CAC	Connection Admission Control
CACP	Central Arbitration Control Point
CAD	Computer-Aided Design
CADD	Computer-Aided Design and Drafting
CADE	Client/server Application Development Environment
CAE	Computer-Aided Engineering
CAEN	Chemically-Assembled Electronic Nanocomputer
CAEX	Computer Aided EXploration
CAG	Column Address Generator
CAGR	Compound Annual Growth Rate
CAI	Computer Associates International
CAIRN	Collaborative Advanced Interagency Research Network
CAIS	Common Apse Interface Specification
CAL	Computer Aided Logistics
CALL	Computer-Aided Language Learning
CALS	Continuous Acquisition and Life-cycle Support
CAM	Content-Addressable Memory
CAMAC	Computer Automated Measurement And Control
CAMM	Computer Assisted Material Management
CAMMU	CAche/Memory Management Unit
CAN	Controller Area Network
CANBUS	Controller Area Network BUS
CAO	Computer Account Object
CAP	Communication Application Platform
CAPD	Computing to Assist Persons with Disabilities
CAPE	Concurrent Art-to-Product Environment
CAPI	Common Application Programming Interface
CAPP	Computer Aided Process Planning
CAPS	CAPitalS
CAQ	Computer Aided Quality
CAR	Courtesy Amount Recognition
CARB	Central ARBiter
