##name	Dictionary Of Cooking And Food Terms
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Dirk Merkel
##email	webmaster@recipearchive.com
##description	An easily searchable online dictionary and glossary for terms related to food and cooking.
##browsingEnabled	
##bgl_creationTime	2000/08/07, 12:23
##bgl_middleUpdated	2000/08/07, 12:57
8EAF66FD.bmp	File: 8EAF66FD.bmp
Atole	A gruel-like blue corn-meal drink. Is either served withsugar, scalded milk, or both.
au Gratin	(French) To top food with cheese or bread crumbs, then baked.
au Jus	(French) Served with natural juices.
au Lait	(French) With milk.
au Naturel	(French) Food that are plainly cooked.
Babka	A sweet Polishyeast bread that usually contains almond and raisins, but recent versions use chocolate and cinnamon.
Baked Alaska	Also called Omelet sursprise. A frozen dessert in which solidly frozen ice cream is placed on top of a layer of sponge cake and frosted with meringue. The cake is placed under a broiler to brown it slightly.
Baking Powder	A leavening agent of which the most common is double-acting baking powder, called so because it reacts first with liquids and secondly, with the heat during baking. A good substitute for 1 teaspoon of baking powder is 1/4 teaspoon baking soda plus 1/2 teaspoon cream of tartar. Periodically, check the expiration date on your can as baking powder loses its leavening power over time.
Baking soda	A leavening agent, activated by interacting with something acid. Liquid ingredients like sour milk, sour cream, buttermilk, yogurt, molasses, and lemon juice help baking soda produce the gases which in turn make a batter rise. The batter should be baked as soon as possible after the liquid has interacted with the baking soda.
Bamboo shoots	These are the ivory-colored shoots of the bamboo plant. Widely available in cans; fresh bamboo shoots are expensive and seasonal. Bamboo shoots have a tender-crisp texture and sweet flavor. To refresh canned bamboo shoots, rinse and quickly blanch before use.
Bard	To wrap meat with bacon or salt pork.
Barley, Pearl|Barley|Pearl Barley	Polished barley.
Barquettes	Small, boat shaped pastry tarts made of short crust pastry or puff pastry, baked blind and then filled with sweet or savory fillings.
Basmati Rice	An aromatic rice with a nutty flavor. Its grains separate nicely after cooking, making it ideal for pilafs.
Baste	To pour drippings, fat, or stock over food while cooking.
Bay Leaf	An aromatic leaf that comes from bay laurel. Whole, halved, or ground, it lends a slightly bitter, pungent seasoning to soups, stews, and stocks. It id one of the primary ingredients in a bouquet garni.
Bearnaise	(French) Sauce derived from Hollandaise, with a tarragon reduction added.
Bechamel	(French) A rich cream sauce made from cream and a roux, with an onion pique.
Beef, Dried|Beef|Dried Beef	Beef soaked in brine and then soaked and dried.
Beurre	(burr) (French) Butter.
Beurre Manie	Literally, handled butter. It is an equal mixture of soft butter and flour, used for thickening soups and sauces.
Beurre Noir	(burr-nwahr) (French) Butter cooked to a dark brown, then adding capers and a dash of vinegar.
Beurre Noisette	(burr-nwah-zet) (French) Butter that tastes like hazelnuts, achieved by melting butter until it turns a golden brown.
Biscochitos	Anise seed cookies.
Bitters	(Angoustra bitters) A liquid combination of cloves, cinnamon, quinine, nutmeg, rum, dried fruits, and other root and herbal extracts. They are mostly used in drinks.
Bittersweet or semisweet chocolate	This is the chocolate most often called for in cake and cookie recipes. 'Bittersweet' and 'semisweet' are often used interchangeably, though bittersweet generally has more chocolate 'liquor' (the paste formed from roasted, ground cocoa beans). Most semisweet chocolate contains at least 35% chocolate liquor, while some fine bittersweets contain 50% or more. Bittersweet and semisweet chocolate have a deep, smooth, intense flavor that comes from the blend of beans used rather than added dairy products. Sugar, vanilla, and cocoa butter are added to the liquor to lend an even richer taste.
Black beans, salted|Black beans|salted Black beans	An important Chinese ingredient, black soybeans are cooked and fermented with salt and spices, resulting in a pungent, soft bean with a distinctive salty flavor. This unusual item is used in steamed, braised, and stir-fried dishes, giving them a rich, complex flavor.
Black Cow	An ice cream soda made with vanilla ice cream and cola.
Black Rice	Milled rice is white, but the outer bran layer can be brown, red or black. In the case of black rice, the raw grains look charred and the cooked ones are the color of blackberries.
Blackstrap Molasses	Unrefined molasses which has a bitter taste.
Blanch	To place foods in boiling water briefly either to partially cook them or to aid in the removal of the skin (i.e. nuts, peaches, tomatoes). Blanching also removes the bitterness from citrus zests.
Blind Bake	To bake a pie crust without the filling. Metal weights or dried beans are usually used to keep the pastry from bubbling.
Blue Cheese	A cow's milk, semisoft, blue-veined cheese with a very strong aroma. The most common US made blue cheese is Maytag (Iowa). Similar cheeses include France's Roquefort and Italy's Gorgonzola.
Bok choy	A Chinese cabbage with white stems and broad, dark green leaves. Shanghai or baby bok choy is smaller and has a more delicate flavor. Steamed, blanched or used in soups and stir-fries, bok choy imparts a refreshing, mildly bitter taste. Chose stalks that are crisp with unblemished leaves.
Bombe	A frozen dessert made by lining a special mold with ice cream or sorbet, The center cavity is then filled with a mousse, cream or parfait mixture. The mold is tightly sealed and the dessert is frozen solid before unmolding and serving.
Bouquet Garni	A bunch of herbs (traditionally parsley, thyme, and bay leaf) bundled up in a cheesecloth bag that usually dangles into a stockpot via a string. The herb bundle gives the stew, soup or stock an aromatic seasoning. The bouquet garni is removed before serving.
Braising	A cooking method where food (usually meat) is first browned in oil, then cooked slowly in a liquid (wine, stock, or water).
Brioche	A sweet yeast bread that is originally French. Brioche has a unique lightness, flavor and aroma. It is composed of flour, sugar, yeast, milk, butter, and egg yolk. It is similar to the Jewish Challah.
Brown Cow	An ice cream soda made with vanilla ice cream and root beer.
Brown Sugar	Comes in two forms:the more intense dark brown sugar and light brown sugar, both containing molasses. The dark brown sugar contains more molasses, giving it a stronger flavor. Although commercial packaging of brown sugar has improved, it has a tendency to get hard. To avoid, store it in an airtight container. Be sure to measure brown sugar, packed.
Bruschetta	Originally from the Italian "bruscare" meaning "to roast over coals," It is traditionally made by rubbing slices of toasted bread with garlic cloves, then drizzling the bread with extra-virgin olive oil. The bread is salted and peppered, then heated and served warm. Most people serve it topped with tomato, garlic, basil. However, these days restaurants and marketers are calling any piece of dough with a chopped up topping a "bruschetta".
Bulgur	Whole wheat which has been boiled until tender and the husk is about to crack open, then dried. It is a common ingredient in Arabic (burghul), Turkish (bulgur), and Cypriot (pourgouri) cooking. You can buy it coarse or fine ground in most middle-eastern grocery stores.
Bunuelos	Fried sweet puffs that can be glazed with brown sugar-maple syrup or sprinkled with cinnamon-sugar.
Burrito	Flour tortilla filled with refried beans and chile sauce, ground beef and chile sauce, or a combination of both, and rolled.
Cafe	(French) Coffee.
Calabaza	Baked pumpkin.
Calavo	The trade name for California Avocados.
Caldillo	Poor man's stew made of ground beef, raw potatoes, and seasonings.
Calorie	Unit of heat; 1 calorie = 3.968 B.T.U. . The heat required to raise 1 gram of water 1 degrees centigrade.
Calupas	Meaning "little boats," is a fried corn tortilla topped with shredded chicken or beans, cheese, tomatoes, guacamole, and salsa.
Calvados	An apple brandy from Normandy, France made from cider that has been aged for up to two years and distilled.
Canadian Bacon	The large rib-eye muscle of the pork loin, cured and smoked. It is boneless and usually lean, making it a good ham substitute for those watching their fat.
Canape	(French) An appetizer prepared on a base such as toast or crackers.
Canard	(French) Duck.
Candy Thermometer	Usually a large glass mercury thermometer that measures temperatures from about 40 degrees F to 400 degrees F. A frame or clip allows it to stand or hang in a pan during cooking.
Cannellini Beans	A large creamy, white bean used often in Italian cooking. They are sometimes referred to as Northern beans and make excellent vegetarian substitutes for both fish and chicken.
Capers	The small buds of a Mediterranean shrub. They are usually pickled in vinegar or dried and salted.
Capirotada	(Bread Pudding) Toasted bread topped with caramelized-sugar corn syrup, sliced longhorn cheese, raisins and cinnamon, and baked until cheese melts.
Capon	A castrated rooster that makes a good roasting bird. It ranges in size from four to ten pounds and has plenty of breast and thigh meat. Its size makes it an ideal choice for serving eight to twelve. Buying capon may prove to be difficult; try to special order it from your butcher.
Carambola	Also known as star fruit. A golden yellow fruit grown in the West Indies, Indonesia, and Brazil. When sliced, the fruit has a star shaped .The flesh of the carambola is juicy and highly acidic. Its taste is reminiscent of plums, grapes, and apples. It is eaten fresh, mostly in salsas and vinaigrettes, and sometimes as a dessert (with sugar and cream).
Caramelized Sugar	Sugar that has been cooked until it reaches a caramel color. The new flavor it attains works nicely in desserts.
Caraway Seed	The curved, anise flavored seeds popular in German and Austrian cooking. Caraway is a member of the parsley family. The seeds are used as topping on breads and savory pastries, and as accompaniments to cabbage and goulash. Caraway is also employed in the making of certain cheeses and liquers.
Cardamom	The pods of an aromatic Indian plant related to the ginger family. The seeds of the pods are dried and used as a spice. It is a very expensive spice. cardamom is used mostly in Indian cooking. However, it also shows up in Scandinavian ,spicing up wines, stewed fruits, etc., and in Arabic cooking (called hale) as an accompaniment to coffee.
Carne Adovada	Pork steak marinated in chile sauce, then roasted or pan fried. Usually served with Spanish rice and refried beans.
Carne Asada	Beef or pork cut in thin diagonal strips and cooked quickly over very hot coals, as in a brasero or Japanese hibachi.
Carpaccio	Originally, paper thin slices of raw beef with a creamy sauce, invented at Harry's Bar in Venice. In recent years, the term has come to describe very thinly sliced vegeatables, raw or smoked meats, and fish.
Celeriac	Also known as celery root. A root vegetable that houses a white fleshed interior beneath its rough skin.
Cellophane/glass noodles|Cellophane noodles|glass noodles	Also known as bean thread noodles, these are made from mung bean flour. They are usually softened by soaking in hot water for 10 -15 minutes before cooking with other ingredients.
Chaud	(French) Hot.
Chauquehue	Blue corn meal much thicker than atole. Served with red chile with pork or spareribs in place of potatoes or rice.
Chayote	A crisp, delicate, light green squash that is pear shaped and keeps well. It is ideal for stuffing. Otherwise, it can be prepared like zucchini or summer squash.
Chef	(French) A culinary expert. The chief of the kitchen.
Chicharrones	(Cracklings) Pieces of fat cooked slowly until lard is rendered out. Lightly salted, may be served as a warm or cold hor d'oeuvre.
Chicory	The roasted ground roots of a variety of perennial herbs related to the radicchio and curly endive. Caffeine-averse Germans discovered that chicory could be processed into a coffee substitute. In New Orleans, chicory spiked coffee and/or Cafe Au Lait is very popular. Caffeine-averse Germans discovered that chicory could be processed into a coffee substitute.
Chicos	Dried sweet corn used whole or crushed in a seasoned stew.
Chiffonade	French for 'made from rags.' In cooking it refers to a small chopped pile of thin strips of an ingredient. Usually it is raw, but sometimes sauteed. Mostly used to garnish.
Chilaquillas	Called tortilla hash or poor man's dish. Includes leftover tortillas fried until crisp and combined with chile, eggs, jack or sharp cheddar cheese, and red chile sauce.
Chile Caribe	Red chile pods blended with water to a puree and seasoned. Used in such dishes as carne adovada.
Chile Con Queso	Melted cheese dip seasoned with chile and served with tostados.
Chile Rellenos	Green chiles stuffed with cheese or meat, dipped in a cornmeal batter, and deep-fat fried.
Chiles, Red|Chiles|Red Chiles	Green chile that has ripened and dried. Usually used ground or crushed for added seasoning or in making a variety of sauces.
Chili oil	This spicy, bright red oil, an essential in Chinese cooking, is made from steeping vegetable oil with crushed or small dried chilies. Because of its strong, fiery flavor, it is used more as a seasoning or condiment than as a cooking oil.
Chili paste/sauce|Chili paste|Chili sauce	A variety of thick seasoning pastes and sauces made from ground chilies, oil, salt and sometimes garlic and vinegar are used throughout Asia.
Chimaja	Wild celery, root andleaf
Chinese broccoli (gai lan)|Chinese broccoli|gai lan	The broad leaves, tender stalks and delicate white flowers of this vegetable are all edible. They have a mild flavor, similar to Western broccoli, but with a slightly bitter, earthy flavor. Ideal for steaming and stir-frying; often paired with oyster sauce.
Chinese chives	Also known as garlic chives, these flat green chives are quite pungent and are used extensively in stir-fries and soups.
Chinese egg noodles	These wheat-flour-based egg noodles are sold in both fresh and dried forms; substitute spaghetti or fettuccine if unavailable.
Chinese rice wine (Shaoxing)|Chinese rice wine|Shaoxing	This brown, nutty-tasting wine is made from glutinous rice, millet, yeast and spring water, and is similar in taste and smell to dry sherry, which can be used as a substitute if Shaoxing wine is not available. An important ingredient in Chinese cuisine, rice wine imparts a rich flavor and aroma to marinades and sauces.
Chipotle	Smoked dried jalapeno chiles. The distinctive smoky heat of chipotles is used to flavor Southwestern and Mexican dishes. They are sold both dried and in cans, in a vinegary sauce called adobo. Most big supermarkets carry them, but a Latin-American market is your best bet.
Chorizo	Highly seasoned hog link sausage.
Chutney	A fruit condiment used commonly in Indian cuisine. It looks like fruit preserves, but contains vinegar, spices, and at times nuts. Its taste varies from sweet to tart, and mild to spicy. The most common chutney is mango.
Cilantro	Also known as Coriander and Chinese Parsley. This herb is often used in Chinese and Mexican cooking. It resembles and is often used like parsley. The seeds of this aromatic plant are often dried and used as spices (whole or ground). Its flavor is reminiscent of slightly burnt oranges.
Clamart, a la|Clamart|a la Clamart	Any of a few dishes that include green peas (either whole or in a puree). Its named after a district of Hauts-de-Seine that was famous forits pea crops. Famous Clamart dishes include Clamart soup (puree of fresh peas in consomme), poached eggs Clamart, and puff pastry Clamart. There is also a garnish called Clamart (tartlets or artichoke bottoms filled with buttered peas).
Cloves	The brown, hard dried flower buds of an aromatic Southeast Asian evergreen. They are useful in both whole and ground forms. Ground, they are used in cakes and soups. Whole, they add great flavor to mulled wines and ciders. Cloves also have natural preservative qualities.
Cocoa Powder	There are two basic types of cocoa: regular (or American) and Dutch process (sometimes labeled 'European process'). Dutch process cocoa has a slightly stronger flavor and richer color than regular cocoa: It's been treated with a mild alkali, such as baking soda, which neutralizes its acidity. Both regular and Dutch process cocoa have far less fat and fewer calories than baking and eating chocolate because the cocoa butter has been removed. This also means cocoa tastes less rich, so when you're cooking with it, you have to find another way to put the moisture and richness back in.
Coconut Cream	Coconut cream is made by combining 1 parts water and 4 parts shredded fresh or desiccated coconut meat and simmering until foamy. The mixture is then strained , squeezing as much of the liquid as possible from the coconut meat. Milk can be substituted for water for an even richer result. Coconut cream comes canned and may sometimes be found frozen in Asian markets and some supermarkets.
Coconut Milk	Coconut milk is made by combining equal parts water and shredded fresh or desiccated coconut meat and simmering until foamy. The mixture is then strained , squeezing as much of the liquid as possible from the coconut meat. The coconut meat can be combined with water again for a second, diluted batch of coconut milk. Coconut milk comes canned and may sometimes be found frozen in Asian markets and some supermarkets.
Coddling	Cooking just below the boiling point; such as Coddled Eggs.
Comino	(Spanish) Cumin, powder or seeds
Condensed Milk	A preserved milk in which the water content of the milk is evaporated and a lot of sugar is added. It was very popular in wartime England because of how well it preserved. These days it is used mainly in sweets and confectionery making. It is also used in iced drinks (Thai iced tea) because of its high sugar content (it won't freeze easily).
Confectioners Sugar	Powdered sugar, often used in baking and in frostings.
Coquille	(French) Shell.
Cornmeal	(also known as polenta) A yellow, grainy powder made from yellow degermed ground corn. It is similar to semolina in texture. Tortillas and cornbread are two of the most common cornmeal based foods. However, cornmeal is versatile enough to be used in both sweet and savory dishes. White cornmeal is also available.
Cornstarch	A white, powdery thickener finer than flour. It is extracted from the starch endosperm of wheat or corn. It must be dissolved in a cold liquid before it is added to a hot mixture or it will lump. It results in a glazy, opaque finish.
Coulis	A thin puree of fruit, sweetened and thinned to a sauce consistency using sugar.
Coupe	Ice cream that is topped with fruit and traditionally served in stemmed glasses or silver goblets.
Court Bouillion	A liquid mixture of salt and water, although some variations include herbs, milk, wine, and lemon or vinegar. It is used mainly for cooking fish and shellfish. The food cooked in the liquid absorbs the flavors of the liquid.
Couscous	A grain-like hard wheat semolina that has been ground, moistened, and rolled in flour. The grain is then steamed (for 40 minutes) and traditionally served with a stew. There are also sweet couscous dishes. It is a staple dish in the North African countries of Algeria, Tunisia, and Morocco. The couscous you find in most American grocery (usually in the rice aisle) stores is precooked.
Cream of Tartar	The common name for potassium bitartare, a by-product of wine-making. Its is a major ingredient in baking powder and is used to stabilize beaten egg whites.
Crema Centroamerica	A Latin-style cream that is as rich or richer than whipping cream. It can be liquid and sweet, or thick, rich, and tangy. Some brands are labeled soft-ripened cheese. It is similar to mascarpone.
Crema Centroamericana Acida	A Latin-style cream that has the consistency, tang, and fat content of salted sour cream.
Crema Fresca Casera	Literally 'homestyle fresh cream'. It is a sweet pourable whipping cream used in Latin cooking.
Crema Mexican Agria	A Latin-style cream as thick as sour cream with 15-20 percent fat content. It also has a tartness similar to sour cream, and is salted.
Crema Mexicana	A Latin-style cream that has the same amount or more of butterfat as whipping cream. It can be sweet and pourable like whipping cream, or delicately tart and very thick, like creme fraiche.
Creme de Casis	A sweet cordial flavored with black currants. It can be bought at most liquor stores.
Creme Fraiche	A matured, thickened cream that has a slightly tangy, nutty flavor and velvety rich texture. The thickness of cr�me fra”che can range from that of commercial sour cream to almost as solid as room-temperature margarine. In France, where cr�me fra”che is a specialty, the cream is unpasteurized and therefore contains the bacteria necessary to thicken it naturally. In America, where all commercial cream is pasteurized, the fermenting agents necessary for cr�me fra”che can be obtained by adding buttermilk or sour cream. To make your own: combine 1 cup whipping cream and 2 tablespoons buttermilk in a glass container. Cover and let stand at room temperature (about 70¡F) from 8 to 24 hours, or until very thick. Stir well before covering and refrigerate up to 10 days. Cr�me fra”che is the ideal addition for sauces or soups because it can be boiled without curdling. It's delicious spooned over fresh fruit or other desserts such as warm cobblers or puddings.
Cremini Mushrooms	A wild mushroom.
Crepe	(French) Thin pancakes.
Cumin	An Indian spice with an earthy flavor, also known as comino. It usually appears in its ground form and as cumin seed. Cumin is featured in Middle Eastern (lentil and lamb dishes) and Latin American cuisines (chili, tamales).
Curry Powder	A spice mixture more popular in the West than in India. It usually consists of coriander, turmeric, fenugreek, cumin, and chili.
Cuttlefish	A rounder, thicker and chewier relative of the squid. This lean and nutritious seafood can be found in ethnic markets.
Daikon	A popular Japanese root vegetable, also known as Chinese white radish. Daikon resembles a large, white carrot and has a firm texture that can withstand long cooking. It can be stir-fried, braised, boiled, steamed or served raw (often grated or finely shredded) in salads. It should be firm, heavy and unblemished with solid, smooth skin.
Daikon Radish	A long sweet tasting radish used prominently in Japanese cooking. It can be found in most produce sections.
Daube	A slowly cooked French stew of meat or fish ibraised n wine and stock with vegetables and herbs.
Deglaze	To add liquid such as wine, stock, or water to the bottom of a pan to dissolve the carmelized drippings so that they may be added to a sauce, for added flavor.
Demiglace	A thick, intensely flavored, glossy brown sauce that is served with meat, poultry, or fish or used as a base for other sauces. It is made by thickening a rich veal stock, enriching it with diced vegetables, tomato paste and Madiera or sherry, then reducing it until concentrated.
Diable	Devilled.
Diced	Cut into small cubes.
Doria, a la|Doria|a la Doria	The name given to various dishes dedicated to the famous Genoese Doria family. The dishes evoke an Italian image in one way or another; for example, combining green, white, or red colors (the colors of the Italian flag) or by including Piedmontese truffles. Famous a la Doria dishes include bombe Doria, chicken Doria, and Doria salad.
Double Boiler	Like a bain-marie, a double broiler is a method of cooking without using direct heat. It usually consists of two saucepans that fit together. The bottom sauce pan is filled with water and the top one with the mixture (custard, chocolate, etc.). The saucepans can be made from stainless steel, aluminum, and glass.
Drawn butter	Melted butter.
Dredging	To coat with dry ingredients such as flour or bread crumbs.
Dried black mushrooms (shiitake)|Dried black mushrooms|shiitake	Drying mushrooms concentrates their flavors and produces a deep, meaty taste. Dried mushrooms are ideal in soups, stuffings, stir-fries and braised dishes. To reconstitute, soak in warm water 15-20 minutes; remove fibrous stems.
Dusting	To sprinkle with sugar or flour.
Dutch Cocoa Powder	An alkalized cocoa. It has an intense flavor. Droste is a good and widely available brand.
E.P.	Edible Portion.
Eau-de-vie deFramboise	Eau de vie is an 80 - 90 proof clear fruit alcohol. Framboise means it is raspberry flavored.
Ecossaise	(French) The way of the Scottish.
Emince	(French) Cut fine, or sliced thin.
Empanada	Fried or baked turnovers with either dried fruit or sweet meat filling.
Enchilada	Rolled or flat corn tortillas topped or stuffed with meat, cheese, onions, and red or green chile sauce.
Enchilada Sauce	Red sauce made of mild to hot chile pulp or chile powder, spices, and beef or pork or both. Used for enchiladas. Also called red chile sauce.
Espagnole	A mother sauce. Basic brown sauce.
Evaporated Milk	A preserved milk that has much of the water content removed via evaporation. It is similar to condensed milk, although not as sweet.
Farce	(French) Forcemeat or Stuffing.
Farci	Stuffed.
Farfalle	Butterfly (also bow-tie) shaped pasta. Farfalle brighten any meal with their interesting shape. Thick enough for any sauce, or make into a salad or soup.
Farina	Inner portion of coarsely ground hard wheat.
Fettuccine	Long, flat pasta meaning "Small Ribbons". Perfect for heavier sauces, like cheese, meat and tomato sauces. For variety, try breaking in half and putting in soups, or use for a salad.
Finnan Haddie	Smoked haddock.
Fish Sauce	A pungent, salty liquid made from fresh anchovies that is essential in Thai cooking.
Five-spice powder	A fragrant, pungent, slightly sweet and hot Chinese spice mixture. The blend traditionally includes star anise, cinnamon, Szechuan peppercorns, cloves and fennel. Five-spice powder is used in marinades, as a spice rub for meats and in dipping salt mixtures.
Flan	Caramelized custard.
Flautas	Meaning "flute," a taco variation; two corn tortillas are overlapped, filled with meat, cheese, onion, and chile, rolled, then
Fondant	A creamy white substance created by kneading cooked sugar syrup. It is used often as a filling for chocolates, frosting for cakes, petit fours or pastries. It can also be flavored and made into individual sweets.
Forcemeat	Ground meat or meats, mixed with seasonings used for stuffing.
Framboise	a raspberry liqueur with a high alcohol content
