##name	Jargon File
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2001/05/15, 11:49
##author	Kiril Serebnik
##email	Kiril.Serebnik@intel.com
##description	Reproduced from Jargon File version 4.2.0 (www.texudo.org/~esr/jargon). \nVersion 0.3\nThe version contains some minor changes and bug fixes\n(the original .gls file available by request - just drop a mail to me)
##browsingEnabled	
##bgl_creationTime	2000/09/26, 11:34
8EAF66FD.bmp	File: 8EAF66FD.bmp
Acme	<I> n. </I> The canonical supplier of bizarre, elaborate, and non-functional gadgetry - where Rube Goldberg and Heath Robinson (two cartoonists who specialized in elaborate contraptions) shop. The name has been humorously expanded as A (or American) Company Making Everything. (In fact, Acme was a real brand sold from Sears Roebuck catalogs in the early 1900s.) Describing some X as an "Acme X" either means "This is <B><A href='bword://insanely great'>insanely great</A></B>", or, more likely, "This looks <B><A href='bword://insanely great'>insanely great</A></B> on paper, but in practice it's really easy to shoot yourself in the foot with it." Compare <B><A href='bword://pistol'>pistol</A></B>.<P>This term, specially cherished by American hackers and explained here for the benefit of our overseas brethren, comes from the Warner Brothers' series of "Roadrunner" cartoons. In these cartoons, the famished Wile E. Coyote was forever attempting to catch up with, trap, and eat the Roadrunner. His attempts usually involved one or more high-technology Rube Goldberg devices - rocket jetpacks, catapults, magnetic traps, high-powered slingshots, etc. These were usually delivered in large cardboard boxes, labeled prominently with the Acme name. These devices invariably malfunctioned in improbable and violent ways.
acolyte	<I> n. obs. </I> [TMRC] An <B><A href='bword://OSU'>OSU</A></B> privileged enough to submit data and programs to a member of the <B><A href='bword://priesthood'>priesthood</A></B>.
ad-hockery	<I> /ad-hok'*r-ee/ n. </I> [Purdue] 1. Gratuitous assumptions made inside certain programs, esp. expert systems, which lead to the appearance of semi-intelligent behavior but are in fact entirely arbitrary. For example, fuzzy-matching of input tokens that might be typing errors against a symbol table can make it look as though a program knows how to spell. 2. Special-case code to cope with some awkward input that would otherwise cause a program to <B><A href='bword://choke'>choke</A></B>, presuming normal inputs are dealt with in some cleaner and more regular way. Also called `ad-hackery', `ad-hocity' (/ad-hos'*-tee/), `ad-crockery'. See also <B><A href='bword://ELIZA effect'>ELIZA effect</A></B>.
Ada	<I> n. </I> A <B><A href='bword://Pascal'>Pascal</A></B>-descended language that has been made mandatory for Department of Defense software projects by the Pentagon. Hackers are nearly unanimous in observing that, technically, it is precisely what one might expect given that kind of endorsement by fiat; designed by committee, crockish, difficult to use, and overall a disastrous, multi-billion-dollar boondoggle (one common description wss "The PL/I of the 1980s"). Hackers find Ada's exception-handling and inter-process communication features particularly hilarious. Ada Lovelace (the daughter of Lord Byron who became the world's first programmer while cooperating with Charles Babbage on the design of his mechanical computing engines in the mid-1800s) would almost certainly blanch at the use to which her name has latterly been put; the kindest thing that has been said about it is that there is probably a good small language screaming to get out from inside its vast, <B><A href='bword://elephantine'>elephantine</A></B> bulk.
address harvester	<I> n. </I> A robot that searches web pages and/or filters netnews traffic looking for valid email addresses. Some address harvesters are benign, used only for compiling address directories. Most, unfortunately, are run by miscreants compiling address lists to <B><A href='bword://spam'>spam</A></B>. Address harvesters can be foiled by a <B><A href='bword://teergrube'>teergrube</A></B>.
adger	<I> /aj'r/ vt. </I> [UCLA mutant of <B><A href='bword://nadger'>nadger</A></B>, poss. also from the middle name of an infamous <B><A href='bword://tenured graduate student'>tenured graduate student</A></B>] To make a bonehead move with consequences that could have been foreseen with even slight mental effort. E.g., "He started removing files and promptly adgered the whole project". Compare <B><A href='bword://dumbass attack'>dumbass attack</A></B>.
admin	<I> /ad-min'/ n. </I> Short for `administrator'; very commonly used in speech or on-line to refer to the systems person in charge on a computer. Common constructions on this include `sysadmin' and `site admin' (emphasizing the administrator's role as a site contact for email and news) or `newsadmin' (focusing specifically on news). Compare <B><A href='bword://postmaster'>postmaster</A></B>, <B><A href='bword://sysop'>sysop</A></B>, <B><A href='bword://system mangler'>system mangler</A></B>.
ADVENT	<I> /ad'vent/ n. </I> The prototypical computer adventure game, first designed by Will Crowther on the <B><A href='bword://PDP-10'>PDP-10</A></B> in the mid-1970s as an attempt at computer-refereed fantasy gaming, and expanded into a puzzle-oriented game by Don Woods at Stanford in 1976. (Woods had been one of the authors of <B><A href='bword://INTERCAL'>INTERCAL</A></B>.) Now better known as Adventure, but the <B><A href='bword://TOPS-10'>TOPS-10</A></B> operating system permitted only six-letter filenames. See also <B><A href='bword://vadding'>vadding</A></B>, <B><A href='bword://Zork'>Zork</A></B>, and <B><A href='bword://Infocom'>Infocom</A></B>.<P>This game defined the terse, dryly humorous style since expected in text adventure games, and popularized several tag lines that have become fixtures of hacker-speak: "A huge green fierce snake bars the way!" "I see no X here" (for some noun X). "You are in a maze of twisty little passages, all alike." "You are in a little maze of twisty passages, all different." The `magic words' <B><A href='bword://xyzzy'>xyzzy</A></B> and <B><A href='bword://plugh'>plugh</A></B> also derive from this game.<P>Crowther, by the way, participated in the exploration of the Mammoth &amp; Flint Ridge cave system; it actually <EM>has</EM> a `Colossal Cave' and a `Bedquilt' as in the game, and the `Y2' that also turns up is cavers' jargon for a map reference to a secondary entrance.<P>ADVENT sources are available for FTP at <A href='ftp://ftp.wustl.edu/doc/misc/if-archive/games/source/advent.tar.Z'>ftp://ftp.wustl.edu/doc/misc/if-archive/games/source/advent.tar.Z</A>. There's a version implemented as a set of web scripts at <A href='http://tjwww.stanford.edu/adventure/'>http://tjwww.stanford.edu/adventure/</A>.
AFAIK	<I> // n. </I> [Usenet] Abbrev. for "As Far As I Know".
AFJ	<I> // n. </I> Written-only abbreviation for "April Fool's Joke". Elaborate April Fool's hoaxes are a long-established tradition on Usenet and Internet; see <B><A href='bword://kremvax'>kremvax</A></B> for an example. In fact, April Fool's Day is the <EM>only</EM> seasonal holiday consistently marked by customary observances on Internet and other hacker networks.
AFK	<I> </I> [MUD] Abbrev. for "Away From Keyboard". Used to notify others that you will be momentarily unavailable online. eg. "Let's not go kill that frost giant yet, I need to go AFK to make a phone call". Often MUDs will have a command to politely inform others of your absence when they try to talk with you. The term is not restricted to MUDs, however, and has become common in many chat situations, from IRC to Unix talk.
AI	<I> /A-I/ n. </I> Abbreviation for `Artificial Intelligence', so common that the full form is almost never written or spoken among hackers.
AI-complete	<I> /A-I k*m-pleet'/ adj. </I> [MIT, Stanford: by analogy with `NP-complete' (see <B><A href='bword://NP-'>NP-</A></B>)] Used to describe problems or subproblems in AI, to indicate that the solution presupposes a solution to the `strong AI problem' (that is, the synthesis of a human-level intelligence). A problem that is AI-complete is, in other words, just too hard.<P>Examples of AI-complete problems are `The Vision Problem' (building a system that can see as well as a human) and `The Natural Language Problem' (building a system that can understand and speak a natural language as well as a human). These may appear to be modular, but all attempts so far (1999) to solve them have foundered on the amount of context information and `intelligence' they seem to require. See also <B><A href='bword://gedanken'>gedanken</A></B>.
AI koans	<I> /A-I koh'anz/ pl.n. </I>A series of pastiches of Zen teaching riddles created by Danny Hillis at the MIT AI Lab around various major figures of the Lab's culture (several are included under Some AI koans. See also <B><A href='bword://ha ha only serious'>ha ha only serious</A></B> , <B><A href='bword://mu'>mu</A></B> , and <B><A href='bword://hacker humor'>hacker humor</A></B> .
AIDS	<I> /aydz/ n. </I> Short for A* Infected Disk Syndrome (`A*' is a <B><A href='bword://glob'>glob</A></B> pattern that matches, but is not limited to, Apple or Amiga), this condition is quite often the result of practicing unsafe <B><A href='bword://SEX'>SEX</A></B>. See <B><A href='bword://virus'>virus</A></B>, <B><A href='bword://worm'>worm</A></B>, <B><A href='bword://Trojan horse'>Trojan horse</A></B>, <B><A href='bword://virgin'>virgin</A></B>.
AIDX	<I> /ayd'k*z/ n. </I> Derogatory term for IBM's perverted version of Unix, AIX, especially for the AIX 3.? used in the IBM RS/6000 series (some hackers think it is funnier just to pronounce "AIX" as "aches"). A victim of the dreaded "hybridism" disease, this attempt to combine the two main currents of the Unix stream (<B><A href='bword://BSD'>BSD</A></B> and <B><A href='bword://USG Unix'>USG Unix</A></B>) became a <B><A href='bword://monstrosity'>monstrosity</A></B> to haunt system administrators' dreams. For example, if new accounts are created while many users are logged on, the load average jumps quickly over 20 due to silly implementation of the user databases. For a quite similar disease, compare <B><A href='bword://HP-SUX'>HP-SUX</A></B>. Also, compare <B><A href='bword://Macintrash'>Macintrash</A></B>, <B><A href='bword://Nominal Semidestructor'>Nominal Semidestructor</A></B>, <B><A href='bword://ScumOS'>ScumOS</A></B>, <B><A href='bword://sun-stools'>sun-stools</A></B>.
airplane rule	<I> n. </I> "Complexity increases the possibility of failure; a twin-engine airplane has twice as many engine problems as a single-engine airplane." By analogy, in both software and electronics, the rule that simplicity increases robustness. It is correspondingly argued that the right way to build reliable systems is to put all your eggs in one basket, after making sure that you've built a really <EM>good</EM> basket. See also <B><A href='bword://KISS Principle'>KISS Principle</A></B>, <B><A href='bword://elegant'>elegant</A></B>.
Alderson loop	<I> n. </I> [Intel] A special version of an <B><A href='bword://infinite loop'>infinite loop</A></B> where there is an exit condition available, but inaccessible in the current implementation of the code. Typically this is created while debugging user interface code. An example would be when there is a menu stating, "Select 1-3 or 9 to quit" and 9 is not allowed by the function that takes the selection from the user.<P>This term received its name from a programmer who had coded a modal message box in MSAccess with no Ok or Cancel buttons, thereby disabling the entire program whenever the box came up. The message box had the proper code for dismissal and even was set up so that when the non-existent Ok button was pressed the proper code would be called.
aliasing bug	<I> n. </I> A class of subtle programming errors that can arise in code that does dynamic allocation, esp. via <CODE>malloc(3)</CODE> or equivalent. If several pointers address (`aliases for') a given hunk of storage, it may happen that the storage is freed or reallocated (and thus moved) through one alias and then referenced through another, which may lead to subtle (and possibly intermittent) lossage depending on the state and the allocation history of the malloc <B><A href='bword://arena'>arena</A></B>. Avoidable by use of allocation strategies that never alias allocated core, or by use of higher-level languages, such as <B><A href='bword://LISP'>LISP</A></B>, which employ a garbage collector (see <B><A href='bword://GC'>GC</A></B>). Also called a <B><A href='bword://stale pointer bug'>stale pointer bug</A></B>. See also <B><A href='bword://precedence lossage'>precedence lossage</A></B>, <B><A href='bword://smash the stack'>smash the stack</A></B>, <B><A href='bword://fandango on core'>fandango on core</A></B>, <B><A href='bword://memory leak'>memory leak</A></B>, <B><A href='bword://memory smash'>memory smash</A></B>, <B><A href='bword://overrun screw'>overrun screw</A></B>, <B><A href='bword://spam'>spam</A></B>.<P>Historical note: Though this term is nowadays associated with C programming, it was already in use in a very similar sense in the Algol-60 and FORTRAN communities in the 1960s.
Alice and Bob	<I> n. </I> The archetypal individuals used as examples in discussions of cryptographic protocols. Originally, theorists would say something like: "A communicates with someone who claims to be B, So to be sure, A tests that B knows a secret number K. So A sends to B a random number X. B then forms Y by encrypting X under key K and sends Y back to A" Because this sort of thing is is quite hard to follow, theorists stopped using the unadorned letters A and B to represent the main players and started calling them Alice and Bob. So now we say "Alice communicates with someone claiming to be Bob, and to be sure, So Alice tests that Bob knows a secret number K. Alice sends to Bob a random number X. Bob then forms Y by encrypting X under key K and sends Y back to Alice". A whole mythology rapidly grew up around Alice and Bob; see <A href='http://www.conceptlabs.co.uk/alicebob.html'>http://www.conceptlabs.co.uk/alicebob.html</A>.<P>In Bruce Schneier's definitive introductory text "Applied Cryptography" (2nd ed., 1996, John Wiley &amp; Sons, ISBN 0-471-11709-9) he introduces a table of dramatis personae headed by Alice and Bob. Others include Carol (a participant in three- and four-party protocols), Dave (a participant in four-party protocols), Eve (an eavesdropper), Mallory (a malicious active attacker), Trent (a trusted arbitrator), Walter (a warden), Peggy (a prover) and Victor (a verifier). These names for roles are either already standard or, given the wide popularity of the book, may be expected to quickly become so.
all-elbows	<I> adj. </I> [MS-DOS] Of a TSR (terminate-and-stay-resident) IBM PC program, such as the N pop-up calendar and calculator utilities that circulate on <B><A href='bword://BBS'>BBS</A></B> systems: unsociable. Used to describe a program that rudely steals the resources that it needs without considering that other TSRs may also be resident. One particularly common form of rudeness is lock-up due to programs fighting over the keyboard interrupt. See <B><A href='bword://rude'>rude</A></B>, also <B><A href='bword://mess-dos'>mess-dos</A></B>.
alpha geek	<I> n. </I> [from animal ethologists' `alpha male'] The most technically accomplished or skillful person in some implied context. "Ask Larry, he's the alpha geek here."
alpha particles	<I> n. </I> See <B><A href='bword://bit rot'>bit rot</A></B>.
alt	<I> /awlt/ </I> 1. n. The alt shift key on an IBM PC or <B><A href='bword://clone'>clone</A></B> keyboard; see <B><A href='bword://bucky bits'>bucky bits</A></B>, sense 2 (though typical PC usage does not simply set the 0200 bit). 2. n. The `option' key on a Macintosh; use of this term usually reveals that the speaker hacked PCs before coming to the Mac (see also <B><A href='bword://feature key'>feature key</A></B>, which is sometimes <EM>incorrectly</EM> called `alt'). 3. n.,obs. [PDP-10; often capitalized to ALT] Alternate name for the ASCII ESC character (ASCII 0011011), after the keycap labeling on some older terminals; also `altmode' (/awlt'mohd/). This character was almost never pronounced `escape' on an ITS system, in <B><A href='bword://TECO'>TECO</A></B>, or under TOPS-10 -- always alt, as in "Type alt alt to end a TECO command" or "alt-U onto the system" (for "log onto the [ITS] system"). This usage probably arose because alt is more convenient to say than `escape', especially when followed by another alt or a character (or another alt <EM>and</EM> a character, for that matter). 4. The <I>alt</I> hierarchy on Usenet, the tree of newsgroups created by users without a formal vote and approval procedure. There is a myth, not entirely implausible, that <I>alt</I> is acronymic for "anarchists, lunatics, and terrorists"; but in fact it is simply short for "alternative".
alt bit	<I> /awlt bit/ [from alternate] adj. </I> See <B><A href='bword://meta bit'>meta bit</A></B>.
Aluminum Book	<I> n. </I> [MIT] "Common LISP: The Language", by Guy L. Steele Jr. (Digital Press, first edition 1984, second edition 1990). Note that due to a technical screwup some printings of the second edition are actually of a color the author describes succinctly as "yucky green". See also <B><A href='bword://book titles'>book titles</A></B>.
Amiga	<I> n </I> A series of personal computer models originally sold by Commodore, based on 680x0 processors, custom support chips and an operating system that combined some of the best features of Macintosh and Unix with compatibility with neither.<P>The Amiga was released just as the personal computing world standardized on IBM-PC clones. This prevented it from gaining serious market share, despite the fact that the first Amigas had a substantial technological lead on the IBM XTs of the time. Instead, it acquired a small but zealous population of enthusiastic hackers who dreamt of one day unseating the clones (see <B><A href='bword://Amiga Persecution Complex'>Amiga Persecution Complex</A></B>). The traits of this culture are both spoofed and illuminated in <A href='http://www-ccsl.cs.umass.edu/~barrett/bm/Viewer_Sections/Main.HTML'>The BLAZE Humor Viewer</A>. The strength of the Amiga platform seeded a small industry of companies building software and hardware for the platform, especially in graphics and video applications (see <B><A href='bword://video toaster'>video toaster</A></B>).<P>Due to spectacular mismanagement, Commodore did hardly any R&amp;D, allowing the competition to close Amiga's technological lead. After Commodore went bankrupt in 1994 the technology passed through several hands, none of whom did much with it. However, the Amiga is still being produced in Europe under license and has a substantial number of fans, which will probably extend the platform's life considerably.
Amiga Persecution Complex	<I> n. </I>The disorder suffered by a particularly egregious variety of <B><A href='bword://bigot'>bigot</A></B> , those who believe that the marginality of their preferred machine is the result of some kind of industry-wide conspiracy (for without a conspiracy of some kind, the eminent superiority of their beloved shining jewel of a platform would obviously win over all, market pressures be damned!) Those afflicted are prone to engaging in <B><A href='bword://flame war'>flame war</A></B> s and calling for boycotts and mailbombings. Amiga Persecution Complex is by no means limited to Amiga users; NeXT, <B><A href='bword://NeWS'>NeWS</A></B> , <B><A href='bword://OS/2'>OS/2</A></B> , Macintosh, <B><A href='bword://LISP'>LISP</A></B> , and <B><A href='bword://GNU'>GNU</A></B> users are also common victims. <B><A href='bword://Linux'>Linux</A></B> users used to display symptoms very frequently before Linux started winning; some still do. See also <B><A href='bword://newbie'>newbie</A></B> , <B><A href='bword://troll'>troll</A></B> , <B><A href='bword://holy wars'>holy wars</A></B> , <B><A href='bword://weenie'>weenie</A></B> , <B><A href='bword://Get a life!'>Get a life!</A></B> .
amoeba	<I> n. </I> Humorous term for the Commodore Amiga personal computer.
amp off	<I> vt. </I> [Purdue] To run in <B><A href='bword://background'>background</A></B>. From the Unix shell `&amp;' operator.
amper	<I> n. </I> Common abbreviation for the name of the ampersand (`&amp;', ASCII 0100110) character. See <B><A href='bword://ASCII'>ASCII</A></B> for other synonyms.
Angband	<I> n. /ang'band/ </I> Like <B><A href='bword://nethack'>nethack</A></B>, <B><A href='bword://moria'>moria</A></B>, and <B><A href='bword://rogue'>rogue</A></B>, one of the large freely distributed Dungeons-and-Dragons-like simulation games, available for a wide range of machines and operating systems. The name is from Tolkien's Pits of Angband (compare <B><A href='bword://elder days'>elder days</A></B>, <B><A href='bword://elvish'>elvish</A></B>). Has been described as "Moria on steroids"; but, unlike Moria, many aspects of the game are customizable. This leads many hackers and would-be hackers into fooling with these instead of doing productive work. There are many Angband variants, of which the most notorious is probably the rather whimsical Zangband. In this game, when a key that does not correspond to a command is pressed, the game will display "Type ? for help" 50% of the time. The other 50% of the time, random error messages including "An error has occurred because an error of type 42 has occurred" and "Windows 95 uninstalled successfully" will be displayed. Zangband also allows the player to kill Santa Claus (who has some really good stuff, but also has a lot of friends), "Bull Gates", and Barney the Dinosaur (but be watchful; Barney has a nasty case of halitosis). There is an official angband home page at <A href='http://www.phial.com/angband'>http://www.phial.com/angband</A> and a zangband one at <A href='http://thangorodrim.angband.org'>http://thangorodrim.angband.org</A>. See also <B><A href='bword://Random Number God'>Random Number God</A></B>.
angle brackets	<I> n. </I> Either of the characters <CODE>&lt;</CODE> (ASCII 0111100) and <CODE>&gt;</CODE> (ASCII 0111110) (ASCII less-than or greater-than signs). Typographers in the <B><A href='bword://Real World'>Real World</A></B> use angle brackets which are either taller and slimmer (the ISO `Bra' and `Ket' characters), or significantly smaller (single or double guillemets) than the less-than and greater-than signs. See <B><A href='bword://broket'>broket</A></B>, <B><A href='bword://ASCII'>ASCII</A></B>.
angry fruit salad	<I> n. </I> A bad visual-interface design that uses too many colors. (This term derives, of course, from the bizarre day-glo colors found in canned fruit salad.) Too often one sees similar effects from interface designers using color window systems such as <B><A href='bword://X'>X</A></B>; there is a tendency to create displays that are flashy and attention-getting but uncomfortable for long-term use.
annoybot	<I> /*-noy-bot/ n. </I> [IRC] See <B><A href='bword://bot'>bot</A></B>.
annoyware	<I> n. </I> A type of <B><A href='bword://shareware'>shareware</A></B> that frequently disrupts normal program operation to display requests for payment to the author in return for the ability to disable the request messages. (Also called `nagware') The requests generally require user action to acknowledge the message before normal operation is resumed and are often tied to the most frequently used features of the software. See also <B><A href='bword://careware'>careware</A></B>, <B><A href='bword://charityware'>charityware</A></B>, <B><A href='bword://crippleware'>crippleware</A></B>, <B><A href='bword://freeware'>freeware</A></B>, <B><A href='bword://FRS'>FRS</A></B>, <B><A href='bword://guiltware'>guiltware</A></B>, <B><A href='bword://postcardware'>postcardware</A></B>, and <B><A href='bword://-ware'>-ware</A></B>; compare <B><A href='bword://payware'>payware</A></B>.
ANSI	<I> /an'see/ </I>1. n. [techspeak] The American National Standards Institute. ANSI, along with the International Organization for Standards (ISO), standardized the C programming language (see <B><A href='bword://K&R'>K&ampR</A></B> , <B><A href='bword://Classic C'>Classic C</A></B> ), and promulgates many other important software standards. 2. n. [techspeak] A terminal may be said to be `ANSI' if it meets the ANSI X.364 standard for terminal control. Unfortunately, this standard was both over-complicated and too permissive. It has been retired and replaced by the ECMA-48 standard, which shares both flaws. 3. n. [BBS jargon] The set of screen-painting codes that most MS-DOS and Amiga computers accept. This comes from the ANSI.SYS device driver that must be loaded on an MS-DOS computer to view such codes. Unfortunately, neither DOS ANSI nor the BBS ANSIs derived from it exactly match the ANSI X.364 terminal standard. For example, the ESC-[1m code turns on the bold highlight on large machines, but in IBM PC/MS-DOS ANSI, it turns on `intense' (bright) colors. Also, in BBS-land, the term `ANSI' is often used to imply that a particular computer uses or can emulate the IBM high-half character set from MS-DOS. Particular use depends on context. Occasionally, the vanilla ASCII character set is used with the color codes, but on BBSs, ANSI and `IBM characters' tend to go together.
