##name	English Hebrew Paganism
##sourceLang	English
##targetLang	Hebrew
##bgl_defaultCharset	cp1252
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1255
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1255
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2005/03/02, 23:59
##author	Carmit Mizrahi
##description	English Hebrew Dictionary for Pagan Religions, Mythology, Wicca, Folklore, Magic and Witchcraft.
##bgl_creationTime	2002/11/12, 08:30
8EAF66FD.bmp	File: 8EAF66FD.bmp
Adamastor	<B>(ש"פ)</B> אדמסטור. רוח כף התקווה הטובה או כף הסערות. היא מתוארת בכתבי לואיס דה קאמוס (המאה ה-16). היא הופיעה בפני וסקו דה גאמה וסיפרה לו שמסעו להודו יסתיים באסון.
Adaox	<B>(ש"פ)</B> אדאוקס. רוחות בעלי חיים ההופכות לבני אדם במיתוס הבריאה של שבט הצימישיאן האינדיאני.
Adapa	<B>(ש"פ)</B> אדפה. במיתולוגיה השומרית, כהן גדול לאל המים והחוכמה אנקי בעיר ארידו. אדפה שבר את כנף רוח הדרום ונענש על ידי אנו מלך השמים ומושל הרוחות. הוא קיווה לקבל חיי נצח, אך בהוראת אנקי נמנע מלאכול ולשתות בשמים ולכן נותר בן תמותה.
Adar|Adarmelech|Adrammelech	<B>(ש"פ)</B> אדר, אדרמלך. אל ספרווים באשור, לו העבירו ילדים באש כקרבן. מלכים ב', י"ז, ל"א: "וְהָעַוִּים עָשׂוּ נִבְחַז, וְאֶת-תַּרְתָּק; וְהַסְפַרְוִים, שֹׂרְפִים אֶת-בְּנֵיהֶם בָּאֵשׁ, לְאַדְרַמֶּלֶךְ וַעֲנַמֶּלֶךְ, אֱלֹהֵי סְפַרְוָיִם". <BR>
Adaro	<B>(ש"פ)</B> אדרו. על פי אמונת תושבי האי מאלה, החלק הרע שבנשמת האדם, ההופך לרוח רפאים לאחר המוות.<HR><B>(ש"פ)</B> אדרו. באיי סולומון, רוח רעה בדמות איש בעל זנב דג, קשקשים מאחורי האזניים, סנפיר כריש בגב וקוצי דג חרב בראש. האדרו גולש על גבי הקשת בענן והורג אנשים על ידי השלכת דגים רעילים.<BR>
Adekagagwaa	<B>(ש"פ)</B> אדֵקָגָגְוָוה. רוח הקיץ במיתולוגיה של השבט ארקווי האינדיאני.
Adeona	<B>(ש"פ)</B> אדאונה. במיתולוגיה הרומאית, האלה השומרת על הילדים השבים הביתה. תאומתה אבאונה שומרת על הילדים העוזבים את הבית.<BR>
Aditinggi	<B>(ש"פ)</B> אדיטינגי. אל הר הגעש גונונג אאו באינדונזיה.
Adjassou-Linguetor|Adha Bosu|Adja|Adjassou Linguetor	<B>(ש"פ)</B> אדְיָסו לינגטור. במיתולוגיה הקריבית לואה (אלוהות טבע) של מי מעיינות. עיניה בולטות ומזגה זועף. נקראת גם אדיה או אדה בוסו.
Adjinakou	<B>(ש"פ)</B> אדיינקו. במיתולוגיה הקריבית, לואה (אלוהות טבע) של הפילים בהאיטי.
Adlet	<B>(ש"פ)</B> אדלט. במיתולוגיה האסקימוסית, עשר מפלצות מוצצות דם. חמש מהן נולדו כתוצאה מזיווג של אשה עם כלב אדום.
Adlivun	<B>(ש"פ)</B> אדליבון. במיתולוגיה האקסימוסית, "אלו שמתחתנו", שוכני העולם התחתון הימי, שם מטוהרות רוחות המתים לפני שהן עוברות לארץ הירח.
Admete|Admeta	<B>(ש"פ)</B> אדמטה. במיתולוגיה היוונית, בת יוריסתיאוס. הרקלס גנב למענה את חגורת היפוליטה.
Admetus	<B>(ש"פ)</B> אדמטוס. במיתולוגיה היוונית, מלך פריי בתסליה. האל אפולו שגורש מן האולימפוס היה רועה שלו במשך תשע שנים. בתמורה ליחס הטוב שקיבל מאדמטוס במהלך השנים, העניק לו האל חסד: בבוא יומו יוכל לבחור מי ימות במקומו. הוא גם סייע לו לזכות בידה של אלכסטיס. בשעת מותו התנדבה אשתו למות במקומו, אך בהתערבות הרקלס ניצלו חייה.
Adon	<B>(ש"פ)</B> אדון. אל הצמיחה הפניקי. תיאור אהבתו לאלה עשתרת ומותו בידי חזיר בר, כמו גם הפולחנים לכבודו מתוארים אצל <A href='http://10brinkster.com/loreley/dedeasyria.htm'>לוקיאנוס - האלה הסורית</A>.
Adonis	<B>(ש"פ)</B> אדוניס. דמותו היוונית של האל הפניקי אדון. אדוניס הוא אל צמיחה צעיר ויפהפה ואהובה של אפרודיטה. הוא נהרג בידי חזיר בר ולאחר מותו הפכה אותו אפרודיטה לכלנית.
Adrasteia|Adrastea	<B>(ש"פ)</B> אדרסתיאה. "היא שממנה לא יוכל להימלט איש". במיתולוגיה היוונית, כינוי לאלה הגדולה ריאה קיבלי, המענישה את בני האדם על חטאיהם.
Adrastus|Adrastos	<B>(ש"פ)</B> אדרסטוס. "עומד על שלו". במיתולוגיה היוונית, מלך ארגוס, שהשיא את בנותיו לטידאוס ולפוליניקס. שני חתניו גורשו מן העיר והוא יצא במסע "השבעה נגד תבי" כדי להשיבם. הוא מת מצער על מות בנו אייגלסוס. בחלק מן הערים היווניות נחשב חצי אל. <HR><B>(ש"פ)</B> אדרסטוס. במיתולוגיה היוונית, בנו של גורדיאס מלך פריגיה, שהרג בטעות את אחיו. הוא נמלט ללידיה ושם הרג בטעות את בנו של קרואזוס, לכן התאבד.
Adriamahilala	<B>(ש"פ)</B> אדריאמהיללה. במיתולוגיה של מדגסקר, האשה הראשונה, אשתו של אדריאמבהומננה. מדי חודש היא נשלחת לירח ומתה, אך נולדת מחדש בחודש הבא.
Adriambahomanana	<B>(ש"פ)</B> אדריאמבהומננה. במיתולוגיה של מדגסקר, האיש הראשון, בעלה של אדריאמהיללה. לאחר שהוליד הזוג הראשון ילדים רבים ונולדו לו גם נכדים, שאל אותם אלוהים כיצד יבחרו למות. אדריאמבהומננה בחר למות כמו צמח הבננה, שמותיר אחריו נצר חי. אדריאמהיללה בחרה למות כמו הירח ולהיוולד מחדש בכל חודש.
Adroa	<B>(ש"פ)</B> אדרואה. האל של שבט לוגברה השוכן בגבול זאיר ואוגנדה. הוא בורא השמים והארץ ומתגלה לפני האנשים העומדים למות. הוא גבוה, לבן ויש לו חצי גוף: עין אחת, אוזן אחת, זרוע אחת ורגל אחת. ילדיו, אדרואנזי, הם רוחות טבע ושוכנים בסלעים, בעצים ובנחלים.
Adroanzi	<B>(ש"פ)</B> אדרואנזי. ילדיו של אדרואה, האל של שבט לוגברה האפריקאי. האדרואנזי רוחות טבע השוכנים בנחלים, בעצים ובסלעים. הם נוהגים לעקוב אחרי בני אדם בלילות. על פי האמונה של בני השבט, אם האדם סובב על עקביו כדי להביט בהם, הוא ימות.
Adsullata	<B>(ש"פ)</B> אדסולטה. אלת נהר קלטית.
Adya Houn'to	<B>(ש"פ)</B> אדיה הוונטו. במיתולוגיה הקריבית, לואה (אלוהות טבע) של התופים בתהלוכה דתית הנקראת אדיה.
Aea	<B>(ש"פ)</B> אאוס. במיתולוגיה היוונית, האי שבו חיה המכשפה קירקה, שהיתה כהנת לאלה הקטה.
Aeacus	<B>(ש"פ) </B>איאקוס. בן זאוס, סב אכילס ושופט בשאול תחתיות.
Aedon	<B>(ש"פ)</B> אאדון. במיתולוגיה היוונית, אשת זתוס. היא הרגה את בתה איטילוס בשגגה וזאוס הפך אותה לזמיר השר בשירת קינה נצחית על הבת המתה.<HR><B>(ש"פ)</B> אאדון. במיתולוגיה היוונית, מלכת תבי, שתכננה להרוג את בנה של ניובה, אך הרגה את בנה שלה בשגגה. היא ניסתה להתאבד אך האלים הפכוה לזמיר השר כל הלילה את שירת השכול.
Aeetes|Aietes	<B>(ש"פ)</B> אאיטס. במיתולוגיה היוונית, בן הליוס אל השמש ומלך קלוכיס. בתו המכשפה מדיאה סייעה ליאסון ולארגונאוטים לגנוב את גיזת הזהב.
Aega	<B>(ש"פ)</B> אייגה. במיתולוגיה היוונית, נימפה שטיפלה בזאוס התינוק כשהיה על ריאה אמו להחביאו מכרונוס אביו שרצה להרגו. היא הסתירה את זאוס בעריסה שתלתה על עץ.
Aegea|Aga	<B>(ש"פ)</B> אייגה. במיתולוגיה יוונית, בת השמש אחותן של המכשפה קירקה ושל אשת המלך מינוס פסיפיי. גיאה החביאה אותה במערה בעת מלחמת הטיטנים באלים האולימפיים.
Aegealeus|Aegialeus	<B>(ש"פ)</B> אייגיאלוס. במיתולוגיה היוונית, בנו של אדרסטוס. יצא לנקום את נקמת אביו שמת במסע "השבעה נגד תבי". הוא נהרג בקרב.
Aegeon	<B>(ש"פ)</B> אייגאון. "תיש". כינוי הומרי לבריארוס, אחד מן ההקטונכירס. אייגאון הוא בנו של פוסידון ואל הים האגאי.
Aegeus	<B>(ש"פ)</B> איגיאוס. מלך אתונה, בן המלך פנדיון ואבי הגיבור תזאוס.
Aegiale	<B>(ש"פ)</B> אייגיאל. בת אדרסטוס ואמפטריאה. היא לא היתה נאמנה לבעלה שגורש מן העיר.
Aegimius	<B>(ש"פ)</B> אייגימיוס. במיתולוגיה היוונית, אבי הדוריים. הרקלס סייע לו במלחמתו עם הלפיתים. כדי להביע את הכרת תודתו, אימץ את בנו של הרקלס הילוס, שעל שמו נקרא אחד משלושת השבטים הדוריים.
Aegina	<B>(ש"פ)</B> אייגינה. במיתולוגיה היוונית, בת אל הנהר אזופוס. זאוס חטף אותה לאי אתיקה והיא ילדה לו את אייקוס, מלך האי.
Aegir	<B>(ש"פ)</B> אייגיר. אל הים במיתולוגיה הסקנדינבית. למרות שהוא מפורסם בנדיבותו כלפי האלים, חששו ממנו בני האדם. הוא משבר ספינות ולוקח את משאותיהן ומלחיהן לארמונו שבתחתית הים. יורדי הים הקריבו לו קרבנות כדי להפיסו ולהימלט מזעמו. אשתו, אלת הים רן, ילדה לו את תשע בנות הגלים.
Aegis	<B>(ש"פ)</B> אאגיס. שריון מגן קסום שעונדים האלים היווניים זאוס, הרה ואתנה.
Aegisthus	<B>(ש"פ) </B>איגיסתוס. במיתולוגיה היוונית דודן אגממנון. הוא אנס את אשת אגמננון קליטמנסטרה ונהרג בידי אורסטס בנה בנקמה.
Aegyptus	<B>(ש"פ)</B> איגיפטוס. מלך מצרים, בן בלוס. חמישים בניו נישאו לחמישים הדנאידות, בנות אחיו התאום דנאוס.
Aello	<B>(ש"פ)</B> איילו. אחת משלוש ההרפיות, "השודדות", מפלצות מכונפות בעלות פני אשה זקנה וטפרים חדים ומעוקלים. ההרפיות הן שליחות האלים להענשת בני אדם. הן מענות אותם וגוררות אותם לשאול. אבמיתוסים מוקדמים תוארה איילו כעלמה יפהפייה. היא "רוח מהירה".
Aeneads	<B>(ש"פ)</B> איניאדים. במיתולוגיה היוונית, בני לוויתו של איניאס שהצטרפו אליו במסעותיו.
Aeneas	<B>(ש"פ)</B> איניאס. במיתולוגיה היוונית, לוחם במלחמת טרויה. בן אפרודיטה ואנכיסס ובן דודו של הקטור.
Aengus|Anghus|Angus|Angus Og|Angus the Young|Aonghus	<B>(ש"פ)</B> אינגוס, אנגוס. אל האהבה והשירה האירי.
Aeolus	<B>(ש"פ)</B> איאולוס. אל הרוח היווני ופטרון ארבע רוחות השמים.
Aeope|Aerope	<B>(ש"פ)</B> איירופ. במיתולוגיה היוונית, אשת אטראוס שבגדה בו עם אחיו תיאסטס.
Aequitas	<B>(ש"פ)</B> איקיטס. במיתולוגיה הרומאית, אל המסחר ההוגן.
Aera Cura|Aericura	<B>(ש"פ)</B> אירה קורה. במיתולוגיה הרומאית, אלת ממלכות השאול. בתקופת הכיבוש הרומאי בבריטניה נעבדה גם על ידי הקלטים ונקראה אייריקורה.
Aericura	<B>(ש"פ)</B> אריקורה. אלת שאול קלטית רומאית.
Aes Sidhe	<B>(ש"פ)</B> אייס שי, אנשי הגבעות. מונח גלי המתאר את האלים הקלטים הקדומים השוכנים בגבעות.
Aesacus	<B>(ש"פ)</B> אייסקוס. במיתולוגיה היוונית, בנם של פריאמוס ואלכסירוהה. הוא התאהב בנימפה הספריה, בתו של אל הנהר הטרויאני קברן. הספריה ביקשה להימלט מחיזוריו ומתה מנשיכת אפעה. ביגונו ניסה אייסקוס לטבע את עצמו, אך תטיס, אלת האוקיינוס הטובה, הפכה אותו לציפור.
Aesculapius|Asclepius	<B>(ש"פ) </B>אסקלפיוס. גיבור יווני שהפך לאל הרפואה. מאוחר יותר אימצו אותו הרומאים. בן אפולו וכורוניס, ואבי אכסו, יאסו, פנקיי, אגליי והיגייה. סמלו הוא המטה שמתפתל עליו נחש, סמל הרפואה. בעל החיים המקודש לאסקלפיוס הוא התרנגול.
Aesir	<B>(ש"פ)</B> אייסיר. אחת משתי קבוצות האלים במיתולוגיה הסקנדינבית, המושלת בחייהם של בני האדם. הקבוצה השניה היא וניר, אלים המושלים בתנועות הטבע. האייסיר שוכנים באסגרד, היכלו של האל העליון אודין.
Aesma Daeva|Aeshma|Aesma	<B>(ש"פ)</B> אשמא דבא. "זעם" או "חמה". במיתולוגיה הפרסית שד הכעס, התאווה, הזעם והנקמה. יחד עם שד המוות אסטו וידטו הוא רודף אחר נשמות המתים במסען לשמים. אשמדאי הוא גלגול יהודי של אשמא דבא.
Aeson	<B>(ש"פ)</B> אייסון. במיתולוגיה היוונית, מלך יולקוס, שהודח ממלוכתו על ידי אחיו פליאס. בנו יאסון יצא למסע על סיפון הארגוס כדי למצוא את גיזת הזהב ולהשיב לעצמו את המלוכה.
Aeternitas	<B>(ש"פ)</B> אטרניטס. במיתולוגיה הרומאית, נחש שזנבו בפיו או עוף חול הקם לתחייה מאפרו. אטרניטס הוא סמל לחיי נצח.<BR>
Aethalides	<B>(ש"פ)</B> איתלידס. במיתולוגיה היוונית, בנו של האל הרמס. הוא סייע ליאסון והארגונאוטים במסעם.
Aether	<B>(ש"פ)</B> אתר. במיתולוגיה היוונית, בנם של ארבוס וניקס, החושך והלילה, ואחיה של המרה, אלת היום. אתר הוא סמל לאויר העליון שבו חיים האלים או לרוח האלוהית המעניקה חיים והוא נחשב אחד מכוחות היקום.
Aethon	<B>(ש"פ)</B> איתון. על פי אובידיוס, סוסו של אל השמש היווני הליוס. <HR><B>(ש"פ)</B> איתון. על פי וירגיליוס, סוסו של הטיטן היווני פלס.<HR><B>(ש"פ)</B> איתון. במיתולוגיה היוונית, ההתגלמות האלוהית של הרעב והבצורת.
Aethra	<B>(ש"פ)</B> איתרה. במיתולוגיה היוונית, אשתו של אגיאוס ואם הגיבור תזאוס.
Aetna	<B>(ש"פ)</B> איתנה. במיתולוגיה היוונית, אלת הר הגעש הסיצילי אתנה, בתם של אורנוס וגיאה.
Aetolus	<B>(ש"פ)</B> איטולוס. במיתולוגיה היוונית, בנו של אנדימיון. אנדימיון היה רועה שאלת הירח סלין התאהבה בו.
Aeval|Aibell|Aoibhell	<B>(ש"פ)</B> אייבל. מלכת הפיות של מונסטר במיתולוגיה הקלטית. בחצות הלילה היא שופטת גברים שאינם מספקים את נשותיהם.
Afa	<B>(ש"פ)</B> אפה. אל הסערות והסופות בסמואה.
Africus	<B>(ש"פ) </B>אפריקוס. במיתולוגיה הרומאית, הרוח הדרום מערבית.
Agamemnon	<B>(ש"פ) </B>מלך יווני שנרצח בידי אשתו קליטמנסטרה ומאהבה כשחזר ממלחמת טרויה.
Aganippe	<B>(ש"פ)</B> אגניפה. "סוסה ההורגת ברחמים". במיתולוגיה היוונית, נימפה בת אל הנהר טרנסוס. היא שוכנת במעיין הנקרא על שמה למרגלות הר הליקון והקדוש גם למוזות.
Aganippides	<B>(ש"פ)</B> אגניפידות. כינוי למוזות במיתולוגיה היוונית. הן נקראות כך מפני שהמעיין המקודש להן למרגלות הר הליקון קדוש גם לנימפה אגניפי.
Agas	<B>(ש"פ)</B> אגס. "עין רעה". במיתולוגיה הפרסית, שדת המחלות שנגרמות לאדם כתוצאה מעין רעה.
