##name	The 100% Simpsons Page
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##email	stuffthepigs@yahoo.com
##description	Glossary of terms and names of the famous  TV show.
##browsingEnabled	
##bgl_creationTime	2000/08/02, 06:25
##bgl_middleUpdated	2000/08/02, 06:37
8EAF66FD.bmp	File: 8EAF66FD.bmp
LARRY	Long-lost son of CHARLES MONTGOMERIE BURNS. Unlike his dad, LARRY has a sense of humour and is quite easy to get along with.
LENNY	Friend of CARL and HOMER, works at the NUCLEAR POWER PLANT, was a member of the STONECUTTERS.
LIONEL HUTZ	Attorney of the SIMPSONS, chances of victory: 1/1000000.
LISA SIMPSON	Brainy, smart-arse of the SIMPSON family. Plays the saxophone (and guitar), has had crushes on NELSON MUNTZ and Mr Bergstrom, a member of M.E.N.S.A. and has made 13 appearances on KENT BROCKMAN'S show Smartline.
LUNCHLADY DORIS	Middle-aged, smoking, lunchlady of SPRINGFIELD ELEMENTARY SCHOOL. Doubles up as the school nurse to get two paychecks.
MAGGIE SIMPSON	Youngest of the SIMPSON family, strangely her real father is KANG. She was conceived during a cross-species experiment. Her only true enemy is GERALD. MAGGIE has a real talent of being able to spell out "E=MC2" on her building blocks.
MARGE SIMPSON	Hair-dying, mother of BART, LISA and MAGGIE, wife of HOMER, sister of PATTY & SELMA. Boring person.
MARTIN PRINCE	Brainy, nerdy nerd at SPRINGFIELD ELEMENTARY SCHOOL, gets regular beating from the bullies, has no real friends.
MAYOR DIAMOND JOE QUIMBY	The mayor of SPRINGFIELD, once hired HOMER as his bodyguard. Takes bribes constantly from FAT TONY. Uncle of FREDDY QUIMBY.
MICHAEL JACKSON	Mega pop star. despite his appearance it was his voice which appeared on the show (although it is credited as John Jay Smith, due to contractual obligations).
MILHOUSE	Once described as a "wiener kid" by HOMER. Gets scared easily, comes from a broken family (his mum ran off with a gladiator). Still, he is BART'S best friend.
MOE SYZLAK	Owner and operator of MOE'S TAVERN, once turned the bar into a restaurant calling himself Uncie Moe, the project however, went sour after he started swearing at the kids.
MOE'S TAVERN	Bar owned by MOE SYZLAK.
NED FLANDERS	Religious, god-loving father of 2. Is actually an O.A.P. at 60 years old, but retains his youthful looks by restraining from the evils of alcohol and drugs. Doesn't have any form of insurance as he considers it a form of gambling. Has a bomb shelter in his back garden.
NELSON MUNTZ	One of the 4 bullies in SPRINGFIELD ELEMENTARY SCHOOL, once the object of LISA SIMPSON'S desire.
NICK RIVIERA	SPRINGFIELD'S second doctor, not as good as JULIUS HIBBERT. A member of the Back-Alley Medical Group. Once performed a triple bypass on HOMER SIMPSON.
NUCLEAR POWER PLANT	Owned and run by CHARLES MONTGOMERIE BURNS. The Plant is responsible for both SPRINGFIELD'S high impotence rates and also BLINKY THE THREE-EYED FISH.
OTTO	Local bus driver, among other he drives the bus for the SPRINGFIELD prison and the ELEMENTARY SCHOOL.
PATTY & SELMA	Twin sisters of MARGE SIMPSON. They share their love for cigarettes, TV show MacGyver and their hatred for HOMER SIMPSON.
PIMPLE-FACED KID	Has been employed at: Krustyburger, Gulp 'n' Blow, Lard Lad, IRS Burger and Burn's Casino, has lots of pimples.
PIN PALS	Name of HOMER'S league bowling team, funded by MR BURNS. Others in the team were: OTTO, MOE and APU.
POLICE CHIEF CLANCY WIGGUM	Overweight, eer...police chief of SPRINGFIELD. Not very good at his job. Father of the hapless RALPH WIGGUM, often abuses his power.
POOCHIE	ITCHY & SCRATCHY Show character invented to try and increase the show's poor ratings, the voice was provided by HOMER SIMPSON, the character was thus, a big flop.
PROFESSOR JOHN FRINK	SPRINGFIELD'S chief inventor. Has invented such things as a Matter Transporter, a Frog Exaggerator, a Flying Motorbike and a house that is able to run.
QUEER	People of a homosexual who have appeared on the show are: WAYLON SMITHERS and John who befriended the SIMPSONS. SPRINGFIELD also has a gay steel mill. See also GAY.
RALPH WIGGUM	Hapless, unintelligent, but very funny son of POLICE CHIEF CLANCY WIGGUM, often picks his nose.
RENIER WOLFCASTLE	Actor in the McBain and Radioactive Man movies. A much-liked celebrity.
REVEREND LOVEJOY	The Reverend of SPRINGFIELD. His daughter, Jessica was much liked by BART SIMPSON.
ROGER MYERS JUNIOR	Current owner of ITCHY & SCRATCHY and head of the company which he inherited from his father.
ROGER MYERS SENIOR	Father of ROGER MYERS JUNIOR, creator of ITCHY & SCRATCHY, an idea which he stole off CHESTER J LAMPWICK.
SANTA'S LITTLE HELPER	The SIMPSON'S family dog. Loved by BART, but not by HOMER after the dog ripped up his $120 Assassin trainers.
SEYMOUR SKINNER	SPRINGFIELD ELEMENTARY SCHOOL'S principle.
SHELBYVILLE	Town next to SPRINGFIELD, the residents of the towns hate each other. In SHELBYVILLE it is legal to marry your cousin (urgh!)
SIDESHOW BOB	Evil, murderous clown formerly employed on the KRUSTY THE KLOWN show, until he framed KRUSTY for armed robbery. Since then, he has been found guilty of attempted murder and kidnapping.
SIDESHOW CECIL	Brother of SIDESHOW BOB, tried to kill everyone in SPRINGFIELD by blowing up the dam (it didn't work).
SIDESHOW MEL	KRUSTY THE KLOWN'S current sidekick.
SIMPSONS	Strange family consisting of HOMER (father), MARGE (mother), BART (eldest child), LISA (middle child) and MAGGIE (baby). The show revolves around them.
SNAKE	Biggest con in SPRINGFIELD, was executed last Summer, his last word being "Dude".
SNOWBALL I (R.I.P)|SNOWBALL I	First cat of the SIMPSONS, died after being run over by the Mayor's beer-swilling brother Clovis.
SNOWBALL II	Current cat of the SIMPSONS.
SPRINGFIELD	Neighbouring town to SHELBYVILLE, where the show is set.
SPRINGFIELD ELEMENTARY SCHOOL	SPRINGFIELD'S only school, run by SEYMOUR SKINNER.
STAMPY	The name of BART'S elephant he won from KBBL radio.
STONECUTTERS	Anceint society, who HOMER is apparently the leader of.
SUPERINTENDENT CHALMERS	School inspector who gets up SKINNER'S nose (and vice-versa).
TREEHOUSE OF HORROR	Without doubt the greatest SIMPSONS episodes ever made, also known as The SIMPSON'S Halloween Specials.
TROY McCLURE	Local celebrity who is, at the moment, a bit of a washout.
TUPAC SHAKUR	Greatest rap star and actor to ever live. Starring in such films as Gang Related, Gridlock'd and Poetic Justice. His best songs include Cali Love, Changes and Starin' Through My Rearview. Rest In Peace.
TV	When BART and LISA asked MAGGIE who she loved best, she came to hug this.
UNCLE MOE'S FAMILY FEEDBAG	The name of the restaurant MOE turned MOE'S TAVERN into to try and make more money, the idea failed.
UTER	Foreign exchange student who attends SPRINGFIELD ELEMENTARY SCHOOL.
V.I.P.	HOMER could not understand what this stands for.
VALENTINES DAY	LISA once sent a card to RALPH to mark this occasion, it turned into the biggest trouble of her life so far.
VAMPIRES	Un-dead, bloodsucking peolpe-things. In short they're really cool. Top-class vampire films include: Blade and From Dusk Till Dawn.
VEGETARIAN	LISA is one of these.
WAYLON SMITHERS	MR BURN'S right-hand-man. See also QUEER.
WENDEL	Student at SPRINGFIELD ELEMENTARY SCHOOL. Doesn't have a good stomach.
WHACKING DAY	A day in which SPRINGFIELD residents drive Snakes into the centre of town and whack them to death. With the help of Barry White, this tradition soon stopped.
WILLIE	The SCHOOL's groundskeeper. A Scotsman (he wears a skirt and looks like an idiot).
X-FILES	Popular 1990's TV show whose stars appeared in the episode entitled The SPRINGFIELD Files.
XT'TAPALATAKETTLE	A gift MR BURNS gave to the SIMPSONS after BART saved his life by giving blood. It is a $32,000 statue of the Olmec Indian God of War.
XXX	Through HOMER intuition, BART once worked in an XXX Theatre. What many people (including you) use the internet for.
ZOMBIES	Halloween episodes that feature these are cool. BART believes that they prefer to be called "the living impaired".
