##name	NATO Acronyms
##sourceLang	English
##targetLang	English
##bgl_defaultCharset	cp1252
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2004/01/13, 07:26
##author	Marcus Levy Swiss Air Force
##email	marcus.levy@lw.admin.ch
##description	Summary of NATO Acronyms mainly related to Air Operations.
##browsingEnabled	
##bgl_creationTime	2004/01/13, 07:20
8EAF66FD.bmp	File: 8EAF66FD.bmp
AQAP	Allied Quality Assurance Publication
AR	Air Route
ARCOM	Army Reserve Command
ARFPS	ACE Reaction Forces Planning Staff (now CJPS)
ARH	Active Radar Homing
ARLO	Air Reconnaissance Liaison Officer
ARM	Anti-Radiation Missile
ARNG	Army National Guard
ARRC	ACE Rapid Reaction Corps
ARW	Advanced Research Workshop NATO Science Program
ASACS	Air Surveillance and Control System
ASAP	As Soon As Possible
ASC	Airspace Control
ASE	Aircraft Survivability Equipment
ASF	Aero-medical Staging Facilities
ASFAO	Anti-Surface Force Aire Operations
ASG	Assistant Secretary General
ASI	Advanced Study Institute NATO Science Program
ASM	Air Space Management
ASMD	Anti Ship Missile Defence
ASO	Air Support Organisation
ASOC	Air Support Operation Centre
ASR	Alliance Standardisation Requirements
ASRAAM	Advanced Short-Range Air-to-Air Missile
ASUW	Anti-Surface Warfare
ASW	Anti-Submarine Warfare
ASZ	Air Separation Zone
AT	Air Transport
ATA	Atlantic Treaty Association
ATACMS	Army Tactical Missile System
ATAF	Allied Tactical Air Force
ATAOO	Air Trafic Area of Operations
ATBM	Anti-Tactical Ballistic Missile
ATC	Air Traffic Control
ATCCIS	Army Tactical Command &amp; Control Information System
ATCOORD	Air Transport Coordination Message
ATEC	Advanced Tactical English Course
ATF	Amphibious Task Force
ATGM	Anti-tank Guided Missile
ATGW	Anti Tank Guided Weapon
ATM	Air Tasking Message
ATMCT	Air Traffic Movement Control Team
ATO	Air Tasking Order
ATOC	Allied Tactical Operations Centre
ATOMAL	NATO Marking for US Atomic Information
ATP	Allied Tactical Publication (ATP-10) NATO Publications
ATS	Air Traffic Service
ATSTAT	Air Transport Status Report
ATTU	Atlantic To The Urals
AU	Austria Nation
AULO	Army Unit Liaison Officer
AUS	Autralia Nation
AUW	All-up Weight
AW	Amphibious Warfare
AWACS	Airborne Warning and Control System
AWHQ	Alternate War Headquarters
AWNIS	Allied Worldwide Navigation Information System
AXP	Allied Exercise Publication
Acronym Keyword Remarks	A/A Air-to-Air
BAI	Battlefield Air Interdiction
BALTAP	Allied Forces, Baltic Approaches (PSC)
BAOR	Beyond NATO's Area of Responsibility
BAP	Battalian Aid Post
BBC	British Broadcast Corporation
BCE	Battlefield Coordination Element
BDA	Battle Damage Assessment
BDE	Brigade
BDR	Battle Damage Repair
BDU	Battle Dress Uniform
BDZ	Base Defence Zone
BE	Belgium Nation
BET	BI-MNC Evaluation Team
BFM	Basic Fighter Maneuvers
BFPO	British Forces Post Office
BG	Bangladesh Nation
BH	Bosnia-Herzegovina
BI	MNC The two (BI) Major NATO Commands (ACE, ACLANT)
BI MNC	2 Major NATO Commanders (SACEUR and SACLANT)
BICES	Battlefield Information Collection &amp; Exploitation Systems
BLP	Back Loading Point
BLT	Battalion Landing Team
BMDO	Ballistic Missile Defence Office
BMEWS	Ballistic Missile Early Warning System
BN	Battalion
BN CMDR	Battalion Commander
BO	Belarus Nation
BOA	Basic Ordering Agreement
BOD	Board of Directors
BP	Battle Position
BRA	Bearing, Range and Altitude of target
BSVA	Basic Servicing Agreement
BTWC	Biological and Toxin Weapons Convention
BU	Bulgaria Nation
BUDFIN	Budget and Finance
BVR	Beyond Visual Range
Bi	SC (Bi) Strategic Commands of NATO (ACE, ACLANT)
BiMIntPol	BI MNC Intelligence Policy
C	SPT Commander, Support
C2	Command and Control
C2W	Command and Control Warfare
C3	Command, Control and Communications
C3I	Command, Control, Communications &amp; Intelligence
C3IS	Command, Control, Communication &amp; Information Systems
C4	Command, Control, Communications &amp; Computers
C4I	Command, Control, Communications, Computer &amp; Intelligence
C4IS	Command, Control, Communications, Computer &amp; Information Systems
C4ISR	C4 &amp; Intelligence, Surveillance &amp; Reconnaissance
CA	Civil Affairs
CADA	Coordinated Air Defence Area
CADIMS	Coordinated AIr Defence in Mutual Support
CAFMED	Combined Amphibious Force Mediterranean
CALS	Continuous Acquisition and Life Cycle Support
CAO	Chief Administrative Officer
CAOC	Combined Air Operations Centre
CAP	Crisis Action Planning
CAPC	Civil Aviation Planning Committee
CAPS	Conventional Armaments Planning System
CARSTRIKEFOR	Carrier Striking Force
CAS	Close Air Support
CAST	Chiefs of Army Staff
CASWF	Commander Anti-Submarine Warfare Force
CATF	Commander Amphibious Task Force
CAX	Computer Assisted Exercise
CBC	Civil Budget Committee
CBM	Confidence Building Measures
CBSS	Council of the Baltic Sea States
CBU	Cluster Bomb Unit
CC	Component Commander
CC AIR NORTH	Component Commander Air North
CC NAV NORTH	Component Commander Naval North
CCATF	Commander, Combined Amphibious Task Force
CCC	Capabilities Coordination Cell
CCIP	CJTF Concept Implementation Plan
CCIR	Commander’s Critical Information Requirements
CCIRM	Collection, Coordination &amp;Intelligence Requirements Management
CCIS	Command, Control &amp; Information System
CCJTF	Commander Combined Joint Task Force
CCLF	Commander, Combined Landing Force
CCMS	Committee on the Challenges of Modern Society
CCOM	Civil Police Commissioner
CCP	Casualty Collection Point
CCPC	Civil Communications Planning Committee
CCT	Combat Control Team
CD	Course Director
CDB	Core Data Base
CDC	Civil Defence Committee
CDR	Commander
CDS	Containerized Delivery System
CE	Crisis Establishment
CEAC	Committee for European Airspace Coordination
CECC	Civil Emergency Crisis Cell
CEE	Central and Eastern Europe
CEI	Communications Electronic Instructions
CEIR	Commanders Essential Information Requirements
CENTAG	Central Army Group
CEOA	Central Europe Operating Agency
CEP	Civil Emergency Planning
CEPD	Civil Emergency Planning Directorate
CEPMO(A)|CEPMO	Central Europe Pipeline Management Org (Agency)
CEPS	Central Europe Pipeline System
CFE	Conventional Armed Forces in Europe CFE of Treaty 1990
CFLC	Canadian Forces Liaison Council
CFMM	Chief, French Military Mission
CFR	Crash Fire Rescue
CFSP	Common Foreign and Security Policy
CFX	Command Field Exercise
CG	Command Group
CGO	Chief Geo Officer
CHANCOM	Channel Committee
CHOD	Chief of Defence
CI	Counter Intelligence
CI&SI	Counter Intelligence &amp; Security
CIJ	Close-in Jammer
CIMIC	Civil-Military Cooperation newer definition, AJP-1
CIMIC Ctr AM	CIMIC Centre Augmentation Module
CINC	Commander-In-Chief
CINCAIRNW	CINC Allied Air Forces North-western Europe
CINCEASTLANT	CINC Eastern Atlantic Area
CINCENT	CINC Allied Forces Central Europe AFCENT = MSC
CINCGERFLT	CINC German Fleet
CINCNORTH	CINC Allied Forces North Europe
CINCNORTHWEST	Commander-In-Chief, Allied Forces Northwest Europe
CINCNW	CINC Allied Forces Northwestern Europe
CINCSOUTH	CINC Allied Forces Southern Europe
CINCUKAIR	CINC United Kingdom Airforces
CINCUSAFE	CINC US Air Force, Europe
CINCUSAREUR	CINC US Army, Europe
CINCWESTLANT	CINC Western Atlantic Area
CIO	Chairman-in-Office OSCE
CIOMR	Inter-Allied Confederation of Reserve Medical Officers
CIOR	Inter-Allied Confederation of Reserve Officers
CIP	Communications Improvement Programme
CIS	Communications and Information Systems
CIV	MIL-PAM Civil Military Planning Augmentation Module
CIVPOL	Civilian Police
CIVSITREP	Civil Situation Report
CJ	Combined Joint
CJCMTF	Combined Joint CIMIC Task Force SFOR
CJF	Combined Joint Forces
CJFACC	CJF Air Component Command
CJFLCC	CJF Land Component Command
CJFMCC	CJF Maritime Component Command
CJFPSYOPSCC	CJF Psychological Operations Component Command
CJFSOCC	CJF Special Operations Component Command
CJOC	Combined Joint Operations Centre
CJPOTF	Combined Joint Psychological OPS TF
CJPS	Combined Joint Planning Staff
CJRACC	Combined Joint Rear Area Component Command
CJRCC	Combined Joint Rescue Coordination Centre
CJSOR	Combined Joint Status of Requirements NRF
CJSOTF	Combined Joint Special Operations Task Force
CJTF	Combined Joint Task Force
CJTF HQ	Combined Joint Task Force Headquarters
CL	Coordination Level
CLC	Combined Logistic Centre
CLF	Commander Landing Force
CLJ	Commander Landjut
CM	Crisis Management
CMD	Crisis Management Department
CMD GP	Command Group
CMM	1 Crisis Management Manual
CMMDD	CJTF Manpower / Manning Deployment Document
CMNTF	Commander Multinational Task Force
CMO	Crisis Management Organisation
CMRB	Crisis Management Resources Board
CMS	Civil Military Support
CMX	Crisis Management Exercise
CN	Contributing Nation
CNAD	Conference of National Armaments Directors
CNPF	National Confederation of French Employers
CO	Commanding Officer
COA	Course of Action
COE	Contingent Owned Equipment UN term
COEC	Council Operations and Exercise Committee
COG	Co-operative Guard name of an exercise
COLOC	Change of Location of Command
COLPRO	Collective Protection
COM	Commander
COMAIRCENTLANT	Commandre Maritime Air, Central Atlantic Sub-Area
COMAIRSOUTH	Commander Allied Air Forces, Southern Europe
COMAJF	Commander Allied Joint Force
COMAMF	Commander ACE Mobile Forces
COMAO	Combined Air Operations
COMARRC	Commander ACE Rapid Reaction Corps
COMBALTAP	Commander, Allied Forces Baltic Approaches
COMCARSTRIKFOR	Commander, Carrier Striking Force
COMCJTF	Commander Combined Joint Task Force
COMEDS	Committee of the Chiefs of Military Medical Services in NATO
COMFIVEATAF	Commander Fifth Allied Tactical Air Force
COMIFOR	Commander Implementation Force
COMINT	Communication Intelligence
COMJAM	Communications Jamming
COMLANDCENT	Commander, Allied Land Forces Central Europe
COMLANDJUT	Commander, Allied Land Forces, Jutland
COMLANDSOUTH	Commander, Allied Land Forces Southern Europe
COMLANDSOUTHEAST	Commander Allied Land Forces, South-Eastern Europe
COMMPLAN	Communications Plan
COMMS	Communications
COMMZ	Communications Zone
COMNAEFW	Commander NATO Airborne Early Warning Force
COMNAVSOUTH	Commander, Allied Naval Forces South
COMNOR	Commander, Allied Forces Norway
COMPSF	Commander Peace Support Force
COMPUSEC	Computer Security
COMRF(A)S	Commander Reaction Forces (Air) Staff
COMSEC	Communications Security
COMSFOR	Commander SFOR Stabilization Force
COMSIXATAF	Commander Sixth Allied Tactical Air Force
COMSTRIKFLTLANT	Commander Striking Fleet Atlantic (Afloat)
COMSUBACLANT	Commander Submarines Allied Command Atlantic
CONMAROPS	Concept of Maritime Operations
CONOPS	Concept of Operations
CONUS	Continental United States
COP	Contingency Operational Plan
COS	Current Operations Section
COTS	Commercial off-the-shelf
COY	Company
CP	Command Post
CPC	Conflict Prevention Centre
CPG	Commander's Planning Guide
CPIC	Combined Press Information Centre
CPR	Control and Reporting Post
CPS	Chief of Personal Staff
CPSU	Communist Party of the Soviet Union
CPT	Corps Planning Team
CPT(M)|CPT	Core Planning Team (Meeting)
CPX	Command Post Exercise
CR	Central Region*
CRA	Corps Rear Area
CRC	Control &amp; Reporting Centre
CRD	Commander Required Date
CRG	Collaborative Research Grant NATO Science Program
CRO	Crisis Response Operations / Options
CRONOS	Crisis Response Operations in NATO Open System
CRSG	Central Region Signal Group
CS	Callsign
CSAR	Combat Search and Rescue
CSARTF	(Combat) Search and Rescue Task Force
CSBM	Confidence and Security-Building Measures
CSCE	Conference on Security and Co-operation in Europe now OSCE
CSCM	Counter Surveillance Control Measures
CSM	Confidence and Security Measures
CSR	Combat Stress Reaction
CSS	Combat Service Support
CST	Conventional Stability Talks
CTF	Commander Task Force
CTG	Commander Task Group
CTR	Centre
CTS	Cosmic Top Secret
CTSA	Cosmic Top Secret Atomal
CTU	Commander Task Unit
CTZ	Control Zone
CUIL	Common User Item List
CUSRPG	Canada-United States Regional Planning Group
CV	Curriculum Vitae
CVB	Combined Visitors Bureau
CVBG	Aircraft Carrier Battle Group
CWC	Composite Warfare Commander
CZ	Czech Republic Nation
CivSec	Civilian Security
CofC	Chain of Command
D & G	Directions &amp; Guidance
DA	Denmark Nation
DAC	Dangerous Air Cargo
DACM	Dissimilar Air Combat Maneuvers
DACOS	Deputy Assistant Chief of Staff
DAMCON	Damage Control
DAR	Dangerous Area Record
DAS	Direct Air Support
DAT	Defence Against Terrorism
DBFM	Dissimilar Basic Fighter Maneuvers
DBP	Deutsche Bundes Post
DC	Deployable Capability C2
DCA	Dual-Capable Aircraft
DCI	Defence Capabilities Initiative
DCINC	Deputy Commander-In-Chief
DCM	Down Crew Member
DCMC	Deputy Chairman Military Committee NATO
DCMS	Deployable Communications / CIS Modul
DCOM	Deputy Commander
DCOS	Deputy Chief of Staff
DCP	Deployable Command Post
DD	Destroyer
DDP	Detailed Deployment Plan
DDZ	Desired Engagement Zone
DEPCOMCJTF	Deputy Commander Combined Joint Task Force
DF	Direction Finding
DFP	Defensive Fighting Position
DGP	Senior Defence Group on Proliferation
DGZ	Desired Ground Zero
DHA	Department Of Humanitarian Affairs (UN)
DICONSTAFF	Directing and Control Staff
DIDIR	Directing Staff Directive
DIMS	Director, International Military Staff
DIR	Director
DISTAFF	Directing Staff
DMPI	Desired Mean Position of Impact
DMTI	Disarmed .......................
DMZ	Demilitarized Zone
DNBI	Disease and Non-Battle Injury
DOA	Desired Order of Arrival
DOB	Disperse Operating Base
DOM	Director of Operational Management
DOO	Director of Operations
DOS	Director of Support
DP	Deployment Plan
DPA	Departement of Political Affairs
DPAO	Division of Defence, Planning and Operations
DPC	Defence Planning Committee
DPKO	Departement of Peacekeeping Operations UN
DPP	Detailed Planning Phase
DPQ	Defence Planning Questionnaire
DPRE	Displaced Persons and Refugees
DPRES	Displaced Persons &amp; Refugees
DPSS	Displaced Persons Special Status
DRALLC	Director RALLC
DRC	Defence Review Committee
DRG	Defence Research Group absorbed into the NATO RTO
DROM	Deployment Reception and on-ward Movement
DRR	Defence Requirements Review
DS	Division of Defence Support
DSACEUR	Deputy Supreme Allied Commander Europe
DSARP	Deployability, Sustainability and Regeneration Potential
DSCS	Defence Satellite Communication System
DSF	Deployable SHED Facility
DSG	Divisional Support Group
DSN	Defense Switched Network
DST	Decision Support Template
DTG	Date Time Group
DTO	Daily Tasking Order
DV	Distinguished Visitors
DZ	Drop Zone
Dry pass	An attack with no weapons release
E & R	Evasion &amp; Recovery
EA	Engagement Area
EAC	Exercise and Activities Conference (PCC Annual)
EADRCC	Euro-Atlantic Disaster Response Coordination Centre
EADRU	Euro-Atlantic Disaster Response Unit
EAP	Emergency Action Plan
EAPC	Euro-Atlantic Partnership Council formerly NACC
EAPMC	Euro-Atlantic Partnership Military Council
EASTLANT	Eastern Atlantic Area
EC	European Community
ECC	Engineering Coordination Centre
ECCM	Electronic Counter-Counter Measures
ECHO	European Community Humanitarian Operations
ECM	Electronic Counter Measures
ECMM	European Community Monitor Mission
ECP	Equipment Collecting Point
ECR	Electronic Combat and Reconessance
ECSC	Electronic Combat Support Cell
EEI	Essential Element of Information
EEZ	Exclusive Economic Zone
EFL	Established Financial Limits
EG / EGY	Egypt Nation
EHF	Extra High Frequency
EI / IRE	Ireland Nation
EID	Electronic Identification
ELEM	Element
ELINT	Electronic Intelligence
ELS	Emitter Location System
ELT	Emergency Locater Transmitter
EMCON	Emission Control
EMIA	Etat-Major Interarmées French Joint Planning Staff
EMOP	Enhanced and more operational Partnership for Peace
EMP	Electromagnetic Pulse
EN / EST	Estonia Nation
ENG BN	Engineering Battalion
ENGCC	Engeenering Coordination Centre
EO	Electro-optical
EOB	Electgronic Order of Battle
EOCS	Essential Operational Capabilities
EOD	Explosive Ordnance Disposal
EOR	Explosive Ordnance Reconnaissance
EP	Electronic Protection
EPA	Evasive Plan of Action
EPG	Exercise Planning Guide
EPM	Electronic Protection Measures
ERC	Emergency Response Coordinator
ERP	Egress Routine Point
ERT	Execution Reference Time
ERW	Enhanced Radiation Weapon
ES	Exercise Staff
ESA	European Space Agency
ESDI	European Security and Defence Identity
ESDP	European Security &amp; Defence Policy
ESF	European Security Forum
ETA	Estimated Time of Arrival
ETAC	Enlisted Terminal Attack Controller
ETD	Estimated Time of Departure
ETE	Estimated Time Enroute
EU	European Union
EU / EC	European Union / European Community
EUCOM	European Command (US)
EV	Expert Visit NATO Science Program
EW	Electronic Warfare
EWCC	Electronic Warfare Coordination Cell
EWG	Executive Working Group
EWSM	Electronic Warfare Support Measures
EXCON	Exercise Control
EXCONOPS	Exercise Concept of Operations
EXDIR	Exercise Director
EXO	Executive Officer
EXOPLAN	Exercise Operations Plan
EXOPORD	Exercise Operations Order
EXPI	Exercise Planning Instructions
EXSPEC	Exercise Specifications
EXSPEC(S)|EXSPEC	Exercise Specification(s)
EXTAC	Extract from Tactical Publication
FAA	Forward Assembly Area
FAADS	Forward Area Air Defence System
FAC	Forward Air Controller
FAC(A)|FAC	Forward Air Controller (Airborne)
FACP	Forward Air Control Post
FACS	Field Assets Control System LTN term
FAD	Fighter Air Defence
FAM	Familiarization
FAOR	Fighter Area of Responsibility
FAP	Forward Ambulance Post
FAPC	Food and Agriculture Planning Committee
FARP	Forward Arming and Refuelling Point
FASS	Functional Area Sub-System
FAWEU	Forces Answerable to the Western European Union
FC	Force Commander
FCM	Fire Control Measures
FCRT	Future Capabilities Research &amp; Technology
FCS	Fire Control System
FE	Fire Fighting Equipment
FEBA	Forward Edge of the Battle Area
FER	Final Exercise Report
FEZ	Fighter Engagement Zone
FF	Force Flow
FG	Force Goal
FI / FIN	Finland Nation
FIDS	Force Identification System
FINCON	Financial Controller
FIR	First Impression Report
FIVEATAF	Fifth Allied Tactical Air Force
FLC	Force Logistic Coordinator
FLIP	Flight Information Publication
FLIR	Forward Looking Infrared
FLOT	Forward Line of Own Troops
FLPC	Final Logistic Planning Conference
FLR	Forces of Lower Readyness
FLS	Forward Logistic Sites
FLSS	Forward Logistic Support Site
FM	Frequency Modulation
FMM	French Military Mission
FN	Framework Nation
FOB	Friendly Order of Battle
FOC	Fully Operational Capability NRF
FOD	Foreign Object Damage
FOL	Forward Operating Location
FOM	Freedom of Movement
FORACS	Forces Sensors and Weapons Accuracy Check Sites NATO Naval
FORCEPREP	Force Preparation Message
FP	Force Protection
FPC	Final Planning Conference
FPG (L)|FPG	Functional Planning Guide (Logistics)
FPM	Final Planning Meeting
FR	France Nation
FRAGO	Fragmentation Order
FRAGOs	Fragmentation Orders
FRG	Federal Republic of Germany Nation
FRP	Financial Rules and Procedures
FRY	Former Republic of Yugoslavia
FSAS	Force Selection and Activation System
FSC	Forum for Security Cooperation OSCE
FSCC	Fire Support Coordination Centre
FSCL	Fire Support Coordination Line
FSE	Fire Support Element
FSG	Forward Support Group
FSII	Fuel System Icing Inhibitor
FSO	Fire Support Officer
FSS	Forward Storage Site
FSU	Former Soviet Union
FSWP	Flight Safety Working Party
FT (Ft)|FT	Feet
FTS	From the Sea
FTX	Field Training Exercise
FWF	Former Warring Faction
FY	Financial / Fiscal Year
FYROM	Former Yugoslav Republic Of Macedonia Nation
G	General Staff
GAT	Guidance Apportionment Targeting
GBAD	Ground Based Air Defence
GCA	Ground Controlled Approach
GCI	Ground Controlled Intercept
GDCC	Ground Defence Control Cell
GDP	General Defence Plan
GE	Germany Nation
GEOREF	Geographic Reference
GEP	Generic Plan
GFAP in B/H	General Framework Agreement for Peace in Bosnia/Herzegovina
GG / GEO	Georgia Nation
GIBMED	Gibraltar Mediterranean Command
GLC	Group Logistic Coordinator
GLCM	Ground Launched Cruise Missile
GLO	Ground Liaison Officer
GMRO	Generic Manual of Military Response Options
GMT	Greenwich Mean Time
GNP	Gross National Product
GNW	Group on Nuclear Weapons
GO	Governmental Organisation
GOB	Ground Order of Battle
GOP	Guidelines for Operational Planning
GP	General Purpose
GPS	Global Positioning System
GR	Greece Nation
GS	Ground Speed
GSZ	Ground Safety Zone
GZ	Ground Zero
HA	Humanitarian Assistance
HAFEZ	Hostile Aircraft Free Engagement Zone
HARM	High Speed Anti-Radiation Missile
HAS	Hardened Aircraft Shelter
HCA	Head of Civil Affairs
HCAP	High Altitude Combat Air Patrol
HCHR	High Commissioner for Rights
HE	High Explosive
HEC	Head of Election Component
HEI	High Explosive Incendiary
HELACK	Acknowledgement to Helicopter Request Message
HELLSREP	Helicopter Landing Site Report
HELO	Helicopter
HELQUEST	Helicopter Request Message
HELTASK	Helicopter Tasking Message
HF	High Frequency
HHC	Head of Humanitarian Assistance Component
HHQ	High Head Quarter
HIDACZ	High Density Airspace Control Zone
HILEX	High Level Exercise
HIMEZ	High Missile Engagement Zone
HLG	High Level Group
HLS	Helicopter Landing Site
HLTF	High Level Task Force
HN	Host Nation
HNS	Host Nation Support
HNSCC	Host Nation Support Coordination Cell
HO	Humanitarian Operations
HOB	Hight of Burst
HOC	Head of Contracts MNC
HOIS	Hostile Intelligence Services
HOSTAC	Helicopter OPS from Ships other than Aircraft Carriers
HPT	High Payoff Targets
HPTL	High Payoff Target List
HQ	Headquarters
HQ ARRC	Headquarters ACE Rapid Reaction Corps
HR	High Representative
HRF	High Readiness Forces
HSS	Health Service Support
HU	Hungary Nation
HUD	Head Up Display
HUMINT	Human Intelligence
HUSLE	Helicopter Underslung Load Equipment
HVA	High Value Asset
HVAA	High Value Airborne Asset
HVU	High Value Unit
HoM	Head of Mission
I&W	Indicators and Warning
IADS	Integrated Air Defence System
IALCE	International Airlift Control Element
IAP	Instrument Approach Procedures
IAS	Indicated Air Speed
IATA	International Air Transport Association
IAU	Infrastructure Accounting Unit
IAW	In Accordance With
IBERLANT	Iberian Atlantic Area
IC	Infrastructure Committee
ICAO	International Civil Aviation Organisation
ICAOC	Interim Combined Air Operations Centre
ICB	International Competitive Bidding
ICBM	Intercontinental Ballistic Missile
ICC	IFOR Coordination Cell
ICCS	Integrated Command and Control System CC Software Platform
ICD	International Classification and Disease
ICRC	International Committee of the Red Cross
ICTY	International Crime Tribunal for the former Yugoslavia
ICV	Infantry Combat Vehicle
ID	Initiating Directive
IDENT	To Identify by Means of Transponder Code
IDF	Israeli Defence Forces
IDP	Internal Displaced Person
IDRO	International Disaster Relief Operation
IDZ	Inner Defence Zone
IEBL	Inter Entity Boundary Line
IED	Improvised Explosive Device
IEPG	Independent European Programme Group
