##name	Middle-earth v2.2b
##sourceLang	Other
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2003/11/30, 20:37
##author	MueRTe
##description	A little ;) glossary from/for J.R.R. Tolkien's Middle-earth books, compiled by MueRTe. || Sources: "The Silmarillion" (Index of Names), "Unfinished Tales" & the "Encyclopedia of Arda" (http://www.glyphweb.com/arda) || e-mail your corrections, commentaries & suggestions [muerte at data54 dot com]
##browsingEnabled	
##bgl_creationTime	2003/01/12, 11:47
8EAF66FD.bmp	File: 8EAF66FD.bmp
Alcarin (Gondor)|Alcarin	'The Glorious'; the title of Atanatar II, who ruled Gondor during the early second millennium of the Third Age, in a time when its wealth and power were legendary. This title means 'Glorious', but in fact Atanatar did little to build on the advances of his forebears, and history came to see his reign as the beginning of Gondor's decline.
Alcarin (Númenor)|Alcarin	The true heir of Tar-Vanimeldë.<BR> Tar-Vanimeldë was the third Queen to hold the Sceptre of Númenor, but she cared little for her royal duties, and gave them over to her husband Herucalmo. Their son was Alcarin, who was by law his mother's heir, and should have become King of Númenor on her death. Instead, Herucalmo seized the Sceptre for himself, clinging to the reins of power under the name Tar-Anducal. After twenty years, Tar-Anducal died in his turn, and Alcarin finally came into his inheritance, ruling Númenor under the name of Tar-Alcarin.
Alcarinquë|Alcarinque	'The Glorious', name of a star.
Alcarondas	The great ship of Ar-Pharazôn in which he sailed to Aman.<BR><HR>Called the Castle of the Sea, Alcarondas was the golden-and-black flagship of Ar-Pharazôn, the last King of Númenor. In it, he sailed to the shores of Aman to challenge the Valar, leading to the Downfall of his kingdom.
Aldamir	The successor to Eldacar of Gondor.<BR> In the time of the Kin-strife, the civil war of Gondor, King Eldacar was deposed by Castamir and his eldest son Ornendil was slain. Eldacar later recovered his rightful Kingship, but because of Ornendil's early death he was succeeded by his younger son Aldamir. Aldamir's reign was marked by war with the southern lands, including the Haven of Umbar that had been seized by Castamir's supporters. Aldamir was slain in that war and succeeded by his son Vinyarion, who avenged his father's death by conquering the Haradrim, after which he ruled as Hyarmendacil II.
Aldarion	The Heir of Tar-Meneldur of Númenor, a great explorer of Middle-earth, who took the Kingship of Númenor under the name Tar-Aldarion.
Aldarion and Erendis	One of the few Númenórean tales to survive the Downfall; the history of Tar-Aldarion, the sixth King of Númenor, and his estranged wife Erendis.
Aldaron	'Lord of Trees', a Quenya name occasionally used of the Vala more commonly called Oromë. See <B>Tauron</B>.
Aldburg	The dwelling of Éomer in the Folde (Rohan), where Eorl the Young had his house.<BR><HR>Historic home of Eorl the Young.<BR> One of the oldest settlements in Rohan, Aldburg stood in the region known as the Folde, some miles to the southeast of Edoras. It is recorded as the home of Eorl himself, and though the royal house moved to Edoras early in Rohan's history, Aldburg remained a seat of noblemen. At the time of the War of the Ring, it was the home of Éomer, who was to inherit the Kingship of Rohan himself.
Aldor	Third King of Rohan, son of Brego son of Eorl the Young.<BR><HR>Rohan's longest-reigning King.<BR> The second son of King Brego of Rohan. His elder brother Baldor had been lost while attempting to pass the Paths of the Dead, and so Aldor succeeded his father to become the third King of Rohan. He was just twenty-six years old when he came to the throne, and his reign of seventy-five years was the longest in the annals of the Mark. On account of his great age - he reached his one hundred and second year before he died - he is often referred to as Aldor the Old.<BR> Aldor was the founder of a golden age in Rohan's history. In his time, the Rohirrim increased greatly in numbers, and he succeeded in driving all the Dunlendings from his realm. Aldor had many children, of which the three eldest were daughters. It was his fourth child, Fréa, who succeeded him as King, but due to Aldor's long life, Fréa had to wait until he was himself seventy-five years old before he became Lord of the Mark.
Aldudénië|Aldudenie	'Lament for the Two Trees', made by a Vanyarin Elf named Elemmírë.
Aldëa|Aldea	The day of the White Tree.<BR> The fourth day of the Númenórean week.
Alfirin|Uilos	A small white flower, also called uilos and simbelmynë (translated Evermind).
Algund	Man of Dor-lómin, one of the outlaw-band (Gaurwaith) that Túrin joined.
Almaren	'Blessed (place)'; the first abode of the Valar in Arda, before the second onslaught of Melkor: an isle in a great lake in the midst of Middle-earth. After its destruction by Melkor they founded Valinor.<BR><HR>The ancient home of the Valar.<BR> Before the time of the Two Trees of Valinor, and even before the Valar came to Valinor, they dwelt on the green island of Almaren in the Great Lake. In the mists of time, long before the awakening of Elves or Men, the Valar dwelt east of the Sea in Middle-earth. This was a time called the Spring of Arda, when the Earth was lit by the two Lamps of the Valar, and Almaren lay in the central regions of the World, where the light of the two Lamps mingled.<BR> Of the details of Almaren we know little - there was green grass on the island, and the Valar had a 'dwelling' there, which presumably constituted a city, or at least a town. In the history of the Valar, Almaren was known as the place where Tulkas wed Nessa.<BR> Of much greater importance, though, is the fact that Almaren was the site of the Valar's first major defeat at the hands of Melkor: he loosed his forces secretly from his northern fortress of Utumno (then newly delved). Both the Lamps of the Valar were thrown down and destroyed, and Almaren lay in ruins. Tulkas gave chase, but Melkor escaped into the dungeons of Utumno.<BR> After this, the Valar left Middle-earth and seldom returned. They founded a new land far away to the west, in Aman, that they called Valinor; a land lit by the fabled light of the Two Trees.
Almarian	Queen to Tar-Meneldur of Númenor.<BR> Daughter of the Númenórean mariner Vëantur, Queen to Tar-Meneldur, the fifth King of Númenor, and mother to Tar-Aldarion, the sixth King.
Almiel	The younger of Tar-Aldarion's sisters.
Alqualondë|Alqualonde	'Haven of the Swans', the chief city and haven of the Teleri on the eastern shores of Aman.<BR><HR>The Swanhaven of the Teleri, on the eastern shores of Aman. This was the site of the Kinslaying in the time immediately before the beginning of the First Age.
Aman	'Blessed, free from evil', the name of the land in the West, beyond the Great Sea, in which the Valar dwelt after they had left the Isle of Almaren. Often referred to as the Blessed Realm.<BR><HR>The Undying Lands.<BR> The continent (originally lying in the far West of Arda, now removed from the World) on which the Valar made their home after the destruction of Almaren. There they founded Valinor, and there dwelt the Calaquendi; the Vanyar, the Noldor and those of the Teleri who journeyed from Middle-earth long before the First Age. There were dwellers in Aman before the Valar, though; Ungoliant had long existed in the southern land of Avathar.<BR> To protect their realm from Melkor, the Valar raised a great range of mountains along the borders of Aman; the Pelóri or Mountains of Defence. They also filled the seas eastwards with shadows and Enchanted Isles.<BR> In II 3319, King Ar-Pharazôn of Númenor, having been seduced and corrupted by Sauron, sailed on Aman with a great fleet. The King and his armies were destroyed, as was the land of Númenor, and Aman was taken out of the World. After that catastrophe, only the Elves could reach the Blessed Realm.<BR> The word means 'Blessed Realm'.
Amandil	'Lover of Aman'; the last lord of Andúnië in Númenor, descendant of Elros and father of Elendil. Though an Elf-friend, he was for many years a friend and counsellor to King Ar-Pharazôn. Dismissed by Sauron, he sailed into the West to seek the pardon of the Valar for the misdeeds of the Númenóreans; his fate is unknown.
Amarië|Amarie	Vanyarin Elf, beloved of Finrod Felagund, who remained in Valinor when Finrod returned to Middle-earth.
Amdír|Amdir	The name of an early King of Lórien.<BR> According to some sources, the father of Amroth and King of Lórien during the Second Age. He was killed in the Battle of Dagorlad at the end of that Age.
Amlach	Son of Imlach son of Marach; a leader of dissension among the Men of Estolad who, repenting, took service with Maedhros.
Amlaith of Fornost|Amlaith	The first King of Arthedain.<BR> Eldest son of Eärendur and direct descendant of Isildur; he was the first King of Arthedain.<BR> Amlaith's younger brothers (whose names were frustratingly never recorded) were the founders of the kingdoms of Cardolan and Rhudaur.
Amon Amarth	'Mount Doom', the name given to Orodruin when its fires awoke again after Sauron's return from Númenor.<BR><HR>The literal translation of 'Mount Doom'.<BR> A rarely used name for Orodruin, the flaming mountain in northern Mordor where Sauron forged the One Ring.
Amon Anwar|Anwar|Hill of Awe	'Hill of Awe'; Sindarin name of Halifirien, seventh of the beacons of Gondor in Ered Nimrais; also simply Anwar. See <B>Eilenaer</B>, <B>Halifirien</B>, <B>Wood of Anwar</B>.<BR><HR>The original Sindarin name for the hill known to the Rohirrim as the Halifirien. The last of the beacon-hills of Gondor, it stood on the borders of the land of Rohan, and the secret Tomb of Elendil lay there for many centuries.
Amon Darthir	A peak in the range of Ered Wethrin south of Dor-lómin.
Amon Dîn|Amon Din	'Silent Hill'; the easternmost of the beacon hills of Gondor in Ered Nimrais and nearest to Minas Tirith, lying to the east of the Drúadan Forest.
Amon Ereb|Ereb	'Lonely Hill' (also simply Ereb), between Ramdal and the river Gelion in East Beleriand.<BR><HR>The broad, shallow-sided hill that dominated the southern plains of East Beleriand. As the highest point in that region, it had tremendous strategic importance, because it guarded the eastern passage around the Long Wall of the Andram into the southern parts of Beleriand. It was here that Denethor of the Nandor met his end in the First Battle, and much later, Caranthir fortified it to guard his escape into the south after the Dagor Bragollach.
Amon Ethir|Spy Hill|Spyhill	'Hill of Spies', the great earthwork raised by Finrod Felagund to the east of the Doors of Nargothrond. Called also Spyhill.<BR><HR>The Spyhill of Nargothrond.<BR> A hill raised by the people of Finrod in the wide plain of Talath Dirnen, a league (approximately three miles) east of the Doors of Nargothrond above the river Narog. Over the years, trees grew on its flanks, but from its clear summit the watchers of Nargothrond could watch the lands about with the clear sight of the Elves, and so the hill got its name, Amon Ethir, meaning 'Hill of Spies'.<BR> After the Sack of Nargothrond, the hill still stood, and it was here that Nienor encountered Glaurung the Dragon. Having plunged the land into a thick fog of dragon-reek, so that only the hill remained above the mists, he cast Nienor into a deep spell of forgetfulness, a state in which her guardian Mablung finally found her. He led her away from the hill into the north, but on the borders of Doriath she became lost, and from the Dragon's spell on Amon Ethir many evils later came.
Amon Gwareth	The hill upon which Gondolin was built, in the midst of the plain of Tumladen.<BR><HR>The hill that stood in the valley of Tumladen, within the Encircling Mountains, on which Turgon built the city of Gondolin.
Amon Hen	The 'Hill of Sight' (lit: 'Hill of the Eye') that stood on the western banks of the Anduin, above the Falls of Rauros, originally close to the northern borders of Gondor. It was on the slopes of Amon Hen that the Company of the Ring was broken, and from there Frodo began his lonely journey into Mordor with Sam.
Amon Lanc	The hill beneath Dol Guldur.<BR> 'Naked Hill'; a hill in the southern parts of Greenwood the Great. After a millennium of the Third Age had passed, Sauron came to Amon Lanc and built a stronghold there. The hill and fortress were then together called Dol Guldur, and the wood it which it stood became known as Mirkwood.
Amon Lhaw	The Hill of Hearing in the eastern Emyn Muil.<BR> The Hill of Hearing that was the twin of Amon Hen, the Hill of Sight. It lay among the Emyn Muil on the eastern banks of the Anduin, above the Falls of Rauros. Though at one time it had been part of the northern borderlands of Gondor, that lay centuries in the past at the time of the War of the Ring; by then, it had long since fallen under the influence of Mordor.
Amon Obel	A hill in the midst of the Forest of Brethil, on which was built Ephel Brandir.<BR><HR>The fortified hill at the heart of Brethil.<BR> The hill around which the Forest of Brethil spread. Most of the Woodmen of Brethil dwelt there in the later First Age, within the stockade known as Ephel Brandir.
Amon Rûdh|Amon Rudh	'Bald Hill', a lonely height in the lands south of Brethil; abode of Mîm, and lair of Túrin's outlaw band.<BR><HR>The Bald Hill that lay south of Brethil in West Beleriand. The house of Mîm the Petty-dwarf lay within this hill, and it was for a time the base of Túrin Turambar and his outlaws.
Amon Sûl|Amon Sul	'Hill of the Wind', a round bare hill in the Kingdom of Arnor (at the southern end of the Weather Hills in Eriador).<BR><HR>The hill that Men called Weathertop.<BR> The Elvish name for the hill better known by its Mannish name, Weathertop. It lay at the southern end of the Weather Hills, and at one time had a tower built on its summit that held one of the palantíri.
Amras and Amrod|Amras|Amrod	Twin-brothers, youngest of the seven sons of Fëanor; slain in the attack on Eärendil's people at the Mouths of Sirion.<BR><HR>Youngest of the seven Sons of Fëanor. They dwelt in the wide plains of East Beleriand.
Amroth	Sindarin Elf, King of Lórien, lover of Nimrodel; drowned in the bay of Belfalas.<BR><HR>The tragic former Lord of Lórien.<BR><HR>"Of old he was an Elven-king,<BR>A lord of tree and glen,<BR>When golden were the boughs in spring<BR>In fair Lothlórien."<BR>(From Legolas' Song of Nimrodel; The Lord of the Rings II 6, Lothlórien)<BR><HR>A former Lord of Lórien; he went into the south in search of Nimrodel, and was lost at sea. After his departure, Celeborn and Galadriel became Lord and Lady of Lórien.
Anach	Pass leading down from Taur-nu-Fuin (Dorthonion) at the western end of Ered Gorgoroth..<BR><HR>The western pass of the Ered Gorgoroth.<BR> A pass through the western Ered Gorgoroth, and the only southward route out of the land of Dorthonion. It was discovered by the spies of Morgoth after the Nirnaeth Arnoediad, and used by his forces as a means of entering Beleriand.
Anadûnë|Anadune|Anadûnê	A name for Númenor, apparently an Adûnaic word with approximately the same meaning as 'Westernesse'.
Anar	Quenya name of the Sun.<BR><HR>The Sun.<BR> During the Years of the Trees, Valinor was lit for many thousands of years by the light of the Two Trees, Telperion the Silver and Laurelin the Gold. When these were destroyed by Melkor and Ungoliant, the World was plunged into darkness. Through the power of Nienna and Yavanna, though, Laurelin produced a single fiery fruit before it died. This golden fire was set in a vessel, and steered into the sky by the Maia Arien. The Vanyar gave it the name Anar the fire-golden: this was the origin of the Sun.<BR> Valinor was in the West of the World, and the so the first sunrise was in the west, not the east. Originally, Arien was to have steered Anar ceaselessly from west to east and back again, always remaining in the sky, but the Valar changed this counsel, so that each evening Anar would descend into the distant western seas, and re-emerge each morning in the east.
Anardil (King of Gondor)|Anardil	The sixth King of Gondor.<BR><HR>Anardil son of Eärendil succeeded his father to become the ruler of Gondor.<BR> Anardil's reign over Gondor was uneventful. He is perhaps most notable as the last of Gondor's Kings to dwell exclusively in Osgiliath, since his son Ostoher was to set the precedent of the Kings spending summer in Minas Anor, the citadel later known as Minas Tirith.<BR> Anardil ruled Gondor for eighty-seven years, and was succeeded by his son, Ostoher.
Anardil (King of Númenor)|Anardil	The sixth King of Gondor.<BR><HR>At the dawning of Númenor's pride and power, Meneldur the King's Heir of that island Kingdom had a son whom he named Anardil. That Anardil grew up to rule as the famous sixth King of Númenor, who allied himself with Gil-galad and founded Númenor's first footholds in Middle-earth, though he ruled under the better known name of Tar-Aldarion.<BR><HR>The birth-name of Tar-Aldarion.<BR> While Tar-Elendil ruled as the fourth King of Númenor, his Heir Meneldur had a son of his own. He named that child Anardil, 'Devoted to the Sun', perhaps because of the golden hair the boy had inherited from Almarian, his mother. He quickly grew to become a proud but generous youth, and became enamoured of sea-going and adventure.<BR> As his experience and reputation as a mariner grew, he planted great forests to provide wood for ship-building, and from them he received his more famous name, Aldarion, probably meaning 'son of the trees'. Almost all records of his life refer to him has 'Aldarion' rather than 'Anardil', or (after he inherited the Kingship) as 'Tar-Aldarion'. There are a very few exceptions: his 'official' full name as King's Heir seems to have been 'Anardil Aldarion', while his grandfather Vëantur called him Anardilya, a familiar form of his birth-name.
Anarríma|Anarrima	Name of a constellation.
Anborn	A tracker of Ithilien.<BR> A Man of Gondor and Ranger of Ithilien, who tracked Gollum in the last days of the War of the Ring. His captain Faramir overruled his desire to kill the creature; if Gollum had died, Sauron would almost certainly have been victorious.
Ancalagon	Ancalagon the Black. Greatest of the winged dragons of Morgoth, destroyed by Eärendil.<BR><HR>'Rushing Jaws', the mightiest of Morgoth's winged dragons, loosed from Angband against the host of the Valar at the end of the War of Wrath. Even that mighty army was driven back by the onset of Ancalagon and his vassals, but Eärendil came through the sky in Vingilot to do battle with the dragon armada, and he was aided by Thorondor and the Eagles. They fought for twenty-four hours, until Eärendil at last slew Ancalagon, who fell on the mountains of Thangorodrim and destroyed them in his ruin.
Ancalimë (tree)|Ancalime|Ancalimë	Name given by Aldarion to the tree from Eressëa that he planted in Armenelos.
Andor	A name of Númenor, meaning 'the Land of Gift'.
Andram	'Long Wall', name of the dividing hills that ran across Beleriand from west to east.
Andrast	'Long Cape', the mountainous promontory between the rivers Isen and Lefnui. See <B>Ras Morthil</B>, <B>Drúwaith Iaur</B>.<BR><HR>The long peninsula, also called Ras Morthil, that jutted out into the Great Sea to the west of Gondor. Its name means 'long horn'.
Andrath	'Long Climb', defile between the Barrow-downs and the South Downs through which the North-South Road (Greenway) passed.
Androth	Caves in the hills of Mithrim where Tuor dwelled with the Grey-elves and afterwards as a solitary outlaw.
Andróg|Androg	An outlaw of Túrin's band.<BR> A Man of Dor-lómin, a leader of the outlaw-band (Gaurwaith) joined by Túrin Turambar after he fled from Doriath.
Anduin|The River	The 'Long River', east of the Misty Mountains; referred to also as the Great River and the River. See <B>Ethir Anduin</B>, <B>Langflood</B>.<BR><HR>The Great River that ran for hundreds of miles southwards through Middle-earth, until it reached the sea in the Bay of Belfalas.
Andustar	The western promontory of Númenor. Translated 'Westlands'.<BR><HR>The western promontory of Númenor, separated from the Hyarnustar to the south by the wide Bay of Eldanna. The Andustar formed a very roughly rectangular region, about 150 miles west to east, and 100 miles north to south. To the east, it bordered the Forostar and Mittalmar regions, but in all other directions it was surrounded by the ocean.<BR> The Andustar was a generally fertile region, except along its northern coasts, where the landscape became higher and rockier, and forested by firs. Its western shores were broken by three bays, with the northernmost of these being the Bay of Andúnië. On the high land around this bay, the Númenóreans built the port and city of Andúnië, whose Lords were to be the ancestors of the Kings of Arnor and Gondor.
Andwise 'Andy' Roper|Andwise|Andy	Sam's rope-making uncle.<BR><HR>The son of Hobson, the Hobbit known as Roper Gamgee, and the eldest brother of Hamfast Gamgee, the Gaffer. Andwise carried on his family's Tighfield rope-making tradition, a tradition that went back at least three generations to his grandfather Hob Gammidge.<BR> It was Andwise's younger brother Hamfast who broke the roping tradition, and travelled instead to Hobbiton, where his distant cousin Holman Greenhand was a gardener. Thus, Andwise's brother Hamfast laid the foundations for the famous Gardner family. Of Andwise's own descendants, though, we know almost nothing, except that he had one son, named Anson.
Andúnië|Andunie	'Sunset'; city and haven on the west coast of Númenor.<BR><HR>The shoreland city ruled by the ancestors of Elendil.<BR> An important city and port in the Andustar region of western Númenor. The Lords of Andúnië were the ancestors of the Kings of the Dúnedain in Middle-earth.
Andúril|Anduril	'Flame of the West', the sword of Aragorn Elessar, reforged by the Elves of Rivendell from the shards of Elendil's ancient sword Narsil.
