##name	Diabetes Glossary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Deb Butterfield
##email	dbutterfield@insulinfree.org
##description	Life with diabetes is complicated enough! The Insulin-Free World Foundation's glossary gives you straight forward definitions to help!
##browsingEnabled	
##bgl_creationTime	2000/08/08, 12:33
##bgl_middleUpdated	2000/08/08, 14:54
8EAF66FD.bmp	File: 8EAF66FD.bmp
Diabetes Mellitus	In general Diabetes Mellitus is characterized by the body's inability to regulate its blood glucose level The two most prevalent 'Types' of diabetes, Type I and Type II, have different origins, yet both require some regimen of tablets or injections, blood glucose monitoring and diet. In Type I, or insulin-dependent diabetes (IDDM), the pancreas makes little or no insulin because the insulin-producing beta cells have been destroyed. This type usually appears suddenly and most commonly in younger people under age 30. In Type II, or noninsulin-dependent diabetes (NIDDM), the pancreas makes some insulin but the insulin is not effective. NIDDM is treated with diet, exercise and daily blood glucose monitoring. Sometimes oral drugs that lower blood glucose levels or insulin injections are needed. This type of diabetes usually develops gradually, most often in people over 40 years of age.
Diabetic Complications	There are both acute and chronic complications of diabetes. Hypoglycemia and hyperglycemia are acute complications that are caused by volatile blood sugar levels. The chronic complications of diabetes (secondary complications) include damage to the retina of the eye (retinopathy), the blood vessels (angiopathy), the nervous system (neuropathy), and the kidneys (nephropathy).
Diabetic Ketoacidosis (DKA)|DKA|Diabetic Ketoacidosis	Severely high blood sugar level that needs emergency treatment. The body starts using stored fat for energy and ketone bodies (acids) build up in the blood. The signs include nausea and vomiting, which can lead to loss of water from the body, stomach pain, and deep and rapid breathing. Other signs are a flushed face, dry skin and mouth, a fruity breath odor, a rapid and weak pulse, and low blood pressure. If the person is not given fluids and insulin right away, ketoacidosis can lead to coma and even death.
Diabetic Retinopathy	Retinal changes occurring in diabetes of long duration marked by hemorrhages , microaneurysm and waxy deposits. In its proliferative state blood leakage appears as well as the formation of new less efficient vessels that tend to break and caused macular edema. In some cases even retina detachment occurs. Early diagnosed and treatment with laser (photocoagulation) can stop or delay its progression 
Diabetogenic	Causing diabetes; some drugs cause blood glucose (sugar) to rise, resulting in diabetes.
Diabetologist	A doctor who sees and treats people with diabetes mellitus.
Dialysis	A method for removing waste such as urea from the blood when the kidneys can no longer do the job. The two types of dialysis are: hemodialysis and peritoneal dialysis. In hemodialysis, the patient's blood is passed through a tube into a machine that filters out waste products. The cleansed blood is then returned to the body. In peritoneal dialysis, a special solution is run through a tube into the peritoneum, a thin tissue that lines the cavity of the abdomen. The body's waste products are removed through the tube. There are three types of peritoneal dialysis. Continuous ambulatory peritoneal dialysis (CAPD), the most common type, needs no machine and can be done at home. Continuous cyclic peritoneal dialysis (CCPD) uses a machine and is usually performed at night when the person is sleeping. Intermittent peritoneal dialysis (IPD) uses the same type of machine as CCPD, but is usually done in the hospital because treatment takes longer. Hemodialysis and peritoneal dialysis may be used to treat people with diabetes who have kidney failure.
Diastolic Blood Pressure	See: <A href="bword://Blood pressure">Blood pressure</A> .
Diuretic	A drug or substance that increases the flow of urine to rid the body of extra fluid.
DNA	abbreviation for deoxyribonucleic acid which makes up genes.
Durable Power of Attorney	A document in which individuals may designate who should make medical decisions for them when they are unable to speak for themselves.
Edema	A swelling or puffiness of some part of the body such as the ankles. Water or other body fluids collect in the cells and cause the swelling.
Encapsulation - Microencapsulation|Macroencapsulation	The use of porous membranes to surround transplanted cells (e.g. islets or beta cells)to prevent their rejection. The pore size allows small molecules such as insulin and glucose to pass back and forth maintaining normal function , but does not allows lymphocytes (white blood cells) or large molecules like antibodies to pass thus preventing a rejection attack. Usually the term microencapsulation refers to the individual encasing of islets put in the peritoneal cavity. Macroencapsulation refers to a more complicated devise that consist of a cylinder within a cylinder (chamber) which one end is attached to a vein and the other to an artery. The external cylinder contains the islets, the internal one allows blood to pass. Nutrients contained in the blood come into contact with islets through a common membrane wall .
End	Stage Renal Disease (ESRD) <BR>The final phase of kidney disease; treated by dialysis or kidney transplantation. See also: Dialysis; nephropathy.
Endocrine pancreas	The part of the pancreas that produces hormones that govern sugar metabolism. Compare with the exocrine pancreas.
Endocrinologist	A doctor who treats people who have problems with their endocrine glands. Diabetes is an endocrine disorder.
Endogenous	Grown or made inside the body. Insulin made by a person's own pancreas is endogenous insulin. Insulin that is made from beef or pork pancreas or derived from bacteria is exogenous because it comes from outside the body and must be injected.
Engraftment	Incorporation of the graft (e.g. islets) into the body. Not all of the islets transplanted may engraft, only a percentage. The higher the percentage the better the engraftment.
Epidemiology	The study of a disease that deals with how many people have it, where they are, how many new cases develop, and how to control the disease.
ESRD	End Stage Renal Disease. Kidneys have failed so either dialysis or kidney transplant is needed to sustain life. Diabetic lesions in the glomeruli due to hyperglycemia lead to uremia . Loss of the ability to get rid of body waste produces: urine output volume to decrease, blood pressure increases dangerously high (increase in normal blood pressure appears before ESKD) , high createnine, nausea and vomiting. Other diseases can cause ESKD.
Etiology	The study of what causes a disease; also the cause or causes of a certain disease.
Euglycemia	A normal level of glucose (sugar) in the blood. Compare to hyperglycemia and hypoglycemia.
Exocrine pancreas	The part of the pancreas that produces enzymes that are needed in intestinal digestion. Compare with the endocrine pancreas.
Exogenous	Grown or made outside the body; for instance, insulin made from pork or beef pancreas is exogenous insulin for people.
Fasting Blood Glucose	Amount of glucose in the blood in the morning before a person has eaten. The normal, non-diabetic range for blood glucose is from 70 to 110 mg/dl, depending on the type of blood being tested. If the level is over 140 mg/dl, it usually means the person has diabetes (except for newborns and some pregnant women).
Gastroparesis	A form of diabetic neuropathy (nerve disease) that affects the stomach. Food is not digested properly and does not move through the stomach in a normal way, resulting in vomiting, nausea, or bloating and interfering with diabetes management. <BR>See also: <A href="bword://Autonomic neuropathy">Autonomic neuropathy</A> .
Gene	a functional unit of heredity which is a segment of DNA located in a specific site on a chromosome. A gene directs the formation of an enzyme or other protein.
Gestational Diabetes Mellitus (GDM)|GDM|Gestational Diabetes Mellitus	A type of diabetes mellitus that occurs when a woman is pregnant. In the second half of the pregnancy, the woman may have glucose (sugar) in the blood at a higher than normal level. However, when the pregnancy ends, the blood glucose levels return to normal in about 95 percent of all cases.
Glomerular Filtration Rate	Measure of the kidneys' ability to filter and remove waste products.
Glomeruli	Network of tiny blood vessels in the kidneys where the blood is filtered and waste products are removed.
Glucagon	A hormone that raises the level of glucose (sugar) in the blood. Glucagon is made by the alpha cells located in the Islets of Langerhans in the pancreas. An injectable form of glucagon, which can be bought in a drug store, is sometimes used to treat insulin shock.
Glucose	A simple sugar found in the blood. It is the body's main source of energy; also known as dextrose.
Glycosuria	Having glucose (sugar) in the urine.
Glycosylated Hemoglobin	Reflects the average blood glucose (sugar) level for the past month . Measure how much Glycol (sugar) is attached to hemoglobin .
Hemodialysis	See <A href="bword://Dialysis">Dialysis</A> .
Hemoglobin A1C (HbA1C)|HbA1C|Hemoglobin A1C	Dominate fraction of Glycosilated hemoglobin. Aic normaly accounts for 6% of total hemoglobin. The higher A1c the worst the diabetic control. The higher the A1c the higher the rate of increase in risk of suffering from diabetic complications.
Histocompatibility Antigens	Molecules found on all nucleated cells in the body that characterize each individual as unique. These antigens are inherited from one’s parents. Human leukocyte antigents determine the compatibility of tissues for transplantation from one individual to another.
HLA (Human Leukocyte Antigen)|HLA|Human Leukocyte Antigen	A pattern of cell surface proteins that identifies the cell to the immune system as 'self' or 'non-self'. Certain patterns (haplotypes) as defined by DNA analysis can indicate a susceptibility to Type 1 diabetes.
Homeostatis	When all of the systems of the body are in balance.
Hyperglycemia	Too high a level of glucose (sugar) in the blood; a sign that diabetes is out of control. Many things can cause hyperglycemia. It occurs when the body does not have enough insulin or cannot use the insulin it does have to turn glucose into energy. Signs of hyperglycemia are a great thirst, a dry mouth, and a need to urinate often. For people with insulin-dependent diabetes, hyperglycemia may lead to diabetic ketoacidosis. <BR>See also: <A href="bword://Euglycemia">Euglycemia</A> and <A href="bword://Hypoglycemia">Hypoglycemia</A> .
Hyperinsulinism	A condition in which insulin blood levels are above the normal range, usually as an abnormal resistance of the body to the action of insulin (for drive glucose into the cell). Insulin resistance causes the pancreas to make more insulin than usual in an attempt to lower blood sugar. Obesity is the most common cause of insulin resistance and hence of hyperinsulinimia. Insulin injection can also cause an abnormal concentration of insulin. High insulin levels particularly with insulin resistance may predispose to atherosclerosis.
Hypoglycemia	Too low a level of glucose (sugar) in the blood. This occurs when a person with diabetes has injected too much insulin, eaten too little food, or has exercised without extra food. A person with hypoglycemia may feel nervous, shaky, weak, or sweaty, and have a headache, blurred vision, and hunger. Taking small amounts of sugar, sweet juice, or food with sugar will usually help the person feel better within 10-15 minutes. <BR>See also: <A href="bword://Euglycemia">Euglycemia</A> and <A href="bword://Hyperglycemia">Hyperglycemia</A> .
Hypoglycemia Unawareness	A situation in which the usual epinephrine-induced symptoms of a fall in blood sugar are, for a variety of reasons, either not felt or not recognized. This situation may be dangerous, as the patient may go from functioning normally to unconscious within a short time. It is generally thought that if such a patient is allowed to maintain somewhat elevated blood sugar levels for several weeks, that the hypoglycemic unawareness may resolve.
Hypotension	Low blood pressure or a sudden drop in blood pressure. A person rising quickly from a sitting or reclining position may have a sudden fall in blood pressure, causing dizziness or fainting.
IDDM	See: <A href="bword://Insulin-dependent diabetes mellitus">Insulin-dependent diabetes mellitus</A> .
Immune response	The body’s defense against foreign objects or organisms, such as bacteria, viruses or transplanted organs or tissue.
Immune System	The role of the immune system is to protect us against bacteria, viruses and other pathogens that can cause disease. Exterior defenses like acidity in skin and body fluids can prevent the entry of pathogens into the body. Once inside the body the immune system acts at a cellular and molecular level. Some important cells in the immune system are produced by organs (B cells are make in the spleen and bone marrow) but others like the T cells are make in glands (like thymus and lymph nodes). There are two principal cell groups: 1) Lymphocytes and 2) Phagocytes. All of them can move to the various organs and vessels and function by a variety of mechanisms, collectively called the immune response. The immune response consists of two phases: 1) lymphocytes recognize antigens in foreign organisms (differentiating self from non-self). 2)lymphocytes orchestrate an attack to eliminate the source of the antigen. Two important characteristics of the immune system are its specificity (action directed against particular antigens) and memory ( the second time the immune response is stronger and can prevent recurrent disease, such as measles).
Immune Tolerance	A state of specific immunological unresponsiveness to the graft with an otherwise normal immune response.
Immunosuppression	The artificial suppression of the immune response, usually through drugs, so that the body will not reject a transplanted organ or tissue. Drugs commonly used to suppress the immune system after transplant include prednisone, azathioprine (Imuran), cyclosporine, OKT3 and ALG.
Immunosuppression Drugs	Drugs that impaired the body's ability to fight infection or recognize foreign substances that enter the body. A person receiving a transplant is given these drugs to stop the body from rejecting the new organ or tissue.
Imunology	The science that studies the structure and function of the immune system. Therefore is also concern with immunity, sensitivity and allergic reactions.
Informed Consent	A process of reaching an agreement based on full disclosure. Informed consent has components of disclosure, comprehension, competence and voluntary response. Informed consent often refers to the process by which one decides to donate the organs of a loved one.
Insulin	A hormone that helps the body use glucose (sugar) for energy. The beta cells of the pancreas (in areas called the islets of Langerhans)) make the insulin.
Insulin Resistance	Characterized by a defect in the insulin action required to stimulate cells use of glucose. (See Insulin). The b-cells of insulin resistant individuals release extra insulin in an attempt to keep plasma glucose within normal range. If b-cells are successful in overcoming the cells inadequate use of glucose, the individual will be free of diabetes, although the level of insulin in his/her plasma (See Hyperinsulinimia) will be higher than normal. If the individual's b-cells can not overcome the cells inadequate use of glucose, Type 2 Diabetes will appear. Insulin resistance can be present in individuals with Type 1 Diabetes with poor control because hyperglycemia desensitizes cells to the action of insulin. Lowering blood sugar levels in these cases can reverse insulin resistance.
Intensive Management	A form of treatment for insulin-dependent diabetes in which the main objective is to keep blood glucose (sugar) levels as close to the normal range as possible. The treatment consists of three or more insulin injections a day or use of an insulin pump; four or more blood glucose tests a day; adjustment of insulin, food intake, and activity levels based on blood glucose test results; dietary counseling; and management by a diabetes team. <BR>See also: <A href="bword://Diabetes Control and Complications Trial">Diabetes Control and Complications Trial</A>
Islet Cell Antibodies (ICA's)|ICA's|Islet Cell Antibodies	Specialized proteins, called antibodies, that are found in the blood of many people with Type 1 diabetes at the time of diagnosis. Most people with Type 1 diabetes have antibodies to a variety of islet cell proteins that are apparently released as a consequence of damage to the beta cells of the pancreas. The presence of these antibodies therefore is a useful indicator that the autoimmune process has begun.
Islet Cell Transplantation	Moving the beta (islet) cells from a donor pancreas and putting them into a person whose pancreas has stopped producing insulin. The beta cells make the insulin that the body needs to use glucose (sugar) for energy. <BR>See also: <A href="bword://Pancreas Transplant">Pancreas Transplant</A> .
Islet Cells (Islets/Islands of Langerhans)|Islands of Langerhans|Islet Cells|Islets of Langerhans	(Pronunciation: EYE-let cells). The clumps of cells within the pancreas that include; beta cells, which make insulin; delta cells, which make somatostatin; and PP cells and D1 cells about which little is known. The islet cells appear under low-power magnification to be islands (islets) within the pancreas. First described by Dr. Paul Langerhans in 1869.
Juvenile Onset Diabetes	Former term for insulin-dependent or type I diabetes.
Ketones (Ketone Bodies)|Ketone Bodies|Ketones	Chemicals that the body makes when there is not enough insulin in the blood and it must break down fat for its energy. Ketone bodies can poison and even kill body cells. When the body does not have the help of insulin, the ketones build up in the blood and then &quotspill" over into the urine so that the body can get rid of them. The body can also rid itself of one type of ketone, called acetone, through the lungs. This gives the breath a fruity odor. Ketones that build up in the body for a long time lead to serious illness and coma.
Kidney Disease	People who have diabetes are at high of a kidney disease called nephropathy that progresses to end stage renal disease in more than 30% of all those who have diabetes for more than 20 years.
Kidneys	Two organs in the lower back that clean waste and poisons from the blood. The kidneys are shaped like two large beans, and they act as the body's filter.
Labile Diabetes	A term used to indicate when a person's blood glucose (sugar) level often swings quickly from high to low and from low to high. Also called brittle diabetes.
Macrovascular Disease	A disease of the large blood vessels that occurs in people who have diabetes for a long time. Fat and blood clots build up in the large blood vessels and stick to the vessel walls. Three kinds of macrovascular disease are coronary disease, cerebrovascular disease, and peripheral vascular disease.
Macular Edema	A swelling (edema) in the macula, an area near the center of the retina of the eye that is responsible for fine or reading vision. Macular edema is a common complication associated with diabetic retinopathy. <BR>See also: <A href="bword://Diabetic retinopathy">Diabetic retinopathy</A> ; <A href="bword://retina">retina</A> .
Medicaid	Similar to the Medicare program, Medicaid was designed for the medically indigent and administered by the states. A tendency in Industrialized countries has been to try to transform assistance into a right with published scales, regulations and opportunities to appeal.
Medicare	Federal administer compulsory health insurance. Covers most persons over 65 years old and covers a percentage of the cost of outpatients fees, hospital care, limited stays in skilled nursing home facilities and people who needs dialysis or kidney transplant irrespectively of age. Financed by Social Security taxes went into effect in 1966 after 20 years of legislative debate.
Microalbumin	Small amounts of protein in the urine that are often the early warning sign of diabetes. If there is persistent microalbumin over several repeated tests at different times, the risk of diabetic nephropathy and macrovascular disease are both higher.
Microaneurysm	A small swelling that forms on the side of tiny blood vessels. These small swellings may break and bleed into nearby tissue. Microaneurysms in the retinal vessels of the eye are the first indication of diabetic eye disease.
Microvascular Disease	Disease of the smallest blood vessels that occurs in people with diabetes. The walls of the vessels become abnormally thick but weak, and therefore they bleed, leak protein, and slow the flow of blood through the body.
Morbidity	Sickness.
Mortality	Death
Myocardial Infarction	Also called a heart attack; results from permanent damage to an area of the heart muscle. This happens when the blood supply to the area is interrupted because of narrowed or blocked blood vessels.
National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|NIDDK|National Institute of Diabetes and Digestive and Kidney Diseases	One of the 17 institutes that make up the National Institutes of Health, an agency of the Public Health Service.
Neovascularization	The growth of new, blood vessels in a new place, for example, in the the retina. See also: Diabetic retinopathy.
Nephrologist	A doctor who sees and treats people with kidney diseases.
Nephropathy	Disease of the kidneys caused by damage to the small blood vessels or to the units in the kidneys that clean the blood. Many people who have had diabetes for a long time have kidney damage.
Neurologist	A doctor who sees and treats people with problems of the nervous system.
Neuropathy	Disease of the nerves that effects many people who have had diabetes for for several years.. The three major forms of nerve damage are: peripheral neuropathy, autonomic neuropathy, and mononeuropathy. The most common form is peripheral neuropathy, which mainly affects the feet and legs. <BR>See also: <A href="bword://Peripheral neuropathy">Peripheral neuropathy</A> ; <A href="bword://autonomic neuropathy">autonomic neuropathy</A>
NIDDM	See: <A href="bword://Noninsulin-dependent diabetes mellitus (NIDDM) (Type 2 Diabetes)">Noninsulin-dependent diabetes mellitus</A> .
NOD Mouse	A strain of mice in which the female has an especially high incidence of a diabetes similar to Type 1 in humans. Much used as a research model for prevention and new onset treatment.
Noninsulin-Dependent Diabetes Mellitus (NIDDM) (Type 2 Diabetes)|NIDDM|Noninsulin-Dependent Diabetes Mellitus|Type 2 Diabetes	The most common form of diabetes mellitus; about 90 to 95 percent of people who have diabetes have NIDDM. Unlike the insulin-dependent type of diabetes, in which the pancreas makes no insulin, people with noninsulin-dependent diabetes produce some insulin, sometimes even large amounts. However, either their bodies do not produce enough insulin or their body cells are resistant to the action of insulin (see Insulin Resistance). People with NIDDM can often control their condition by losing weight through diet and exercise. If not, they may need to combine insulin or a pill with diet and exercise. Generally, NIDDM occurs in people who are over age 40. Noninsulin-dependent diabetes mellitus used to be called &quotadult-onset diabetes," &quotmaturity-onset diabetes," &quotketosis-resistant diabetes," and &quotstable diabetes." It is also called Type 2 diabetes mellitus.
NOTA	The National Organ Transplant Act, passed by Congress in 1984, outlawed the sale of human organs and initiated the development of a national system for organ sharing and a scientific registry to collect and report transplant data.
Ophthalmologist	A doctor who sees and treats people with eye problems or diseases.
Optometrist	A person professionally trained to test the eyes and to detect and treat eye problems and some diseases by prescribing and adapting corrective lenses and other optical aids and by suggesting eye exercise programs.
Organ Preservation	Between procurement from a donor and transplant, organs require special methods of preservation. The length of time that organs and tissues can be kept outside the body vary, depending on the organ, the preservation fluid and the temperature.
Organ Preservation Time	Organ Preservation Heart 4-6 hours Liver 12-24 hours Kidney 48-72 hours Heart-lung 4-6 hours Lung 4-6 hours Pancreas 12-24 hours
Organ Procurement Organization	Non profit entity whose purpose is to coordinate cadaver organ donation and distribution or allocation in a designated area of the country.
PAK	Pancreas after kidney transplant. A pancreas transplant that is performed in a person with diabetes who has previously received a kidney transplant.
